Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance,Downlink,Uplink,Uplink Tone,County,Call,Use,On-air,Coverage,Sponsor,Features,Coordination,Last update,,Links,Nets,Op Status,Downlink Tone,Notes,Feed,Web links,Affiliate,AllStar,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
56,PPFMAR 146.970,146.97,-,0.6,TSQL,100,123,23,23,NN,FM,5,,11.9,146.9700,146.3700,100.0,El Paso,KB0SRJ,OPEN,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Closed autopatch, e-power.",CCARC,2017-08-28,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .","Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",On-Air,123.0,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PPFMAR 448.450,448.45,-,5,Tone,100,88.5,23,23,NN,FM,5,,11.9,448.4500,"443.4500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,El Paso,KB0SRJ,OPEN,,Wide area.,Pikes Pk FM Assoc,E-power.,CCARC,"2015-03-14   
     Please help us confirm this repeater!",,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,On-Air,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,DPDEEB 448.125,448.125,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,12.3,448.1250,"443.1250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,N0PYY,OPEN,,,Denver PD EEB,,CCARC,"2014-04-28   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,FRG 448.975,448.975,-,5,Tone,123,88.5,23,23,NN,FM,5,,12.3,448.9750,443.9750,123.0,Jefferson,W0GV,OPEN,,Wide area.,FRG,Linkable VHF/UHF Remote Base,CCARC,2016-08-12,,,,On-Air,,,,,,"42845 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,N0PYY 927.788,927.7875,-,25,Tone,156.7,88.5,23,23,NN,FM,5,,12.3,927.7875,"902.7875  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",156.7,Jefferson,N0PYY,OPEN,,Golden and Denver.,N0PYY,,,2017-12-24,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,W0DMR 446.975,446.975,-,5,,88.5,88.5,23,23,NN,DIG,5,,12.4,446.9750,"441.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,KB0VGD,OPEN,,Denver Metro Area,W0DMR,,,2016-01-25,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",On-Air,,,,http://www.w0dmr.org/,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
62,AB0BX 447.225,447.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,12.7,447.2250,"442.2250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Douglas,AB0BX,OPEN,,8-15 miles,,"AllStar, EchoLink, 25ft",CCARC,2016-11-26,,,Amateur Satellite net 7PM MST thursday,Off-Air,141.3,,,,,"41967 
   
     n/a",373051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,RMHR 145.370,145.37,-,0.6,,88.5,88.5,23,23,NN,DIG,5,,12.9,145.3700,144.7700,,Jefferson,N0SZ,OPEN,,,Rocky Mountain Ham Radio,,CCARC,2017-03-11,,,,On-Air,,See the website for programming information.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
64,CDS 1283.963,1283.9625,-,20,,88.5,88.5,23,23,NN,DIG,5,,12.9,1283.9625,"1263.9625  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,W0CDS,OPEN,,,Colorado D-Star,,CCARC,"2014-01-03   
     Please help us confirm this repeater!",,,,On-Air,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
65,CDS 145.250,145.25,-,0.6,,88.5,88.5,23,23,NN,DIG,5,,12.9,145.2500,144.6500,,Jefferson,W0CDS,OPEN,,,Colorado D-Star,,CCARC,"2014-01-03   
     Please help us confirm this repeater!",,,,On-Air,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
66,CDS 446.962,446.9625,-,5,,88.5,88.5,23,23,NN,DIG,5,,12.9,446.9625,"441.9625  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,W0CDS,OPEN,,,Colorado D-Star,,CCARC,2017-03-11,,,,On-Air,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
67,N6LXX 53.170,53.17,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,,12.9,53.1700,"51.4700  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,N6LXX,OPEN,,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2017-03-09,,Full-time to the  N6LXX System .,,On-Air,CSQ,,,,N6LXX,"29883 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,N6LXX 447.875,447.875,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,12.9,447.8750,"442.8750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,N6LXX,OPEN,,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2017-03-09,,Full-time to the  N6LXX System .,,On-Air,107.2,,,,N6LXX,"29913 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,WA2YZT 446.837,446.8375,-,5,,88.5,88.5,23,23,NN,DIG,5,,12.9,446.8375,"441.8375  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,WA2YZT,OPEN,,,WA2YZT,"200 watts ERP, e-power. Slot 1 is Local and Slot 2 is Den Regional.",CCARC,2017-02-23,,Full-time to the  Colorado TRBO System .,,On-Air,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
70,CDS 1299.900,1299.9,,"0 MHz  b 
          The offset has been calculated based on the band plan. If the offset is incorrect, please update the downlink record.",,88.5,88.5,23,23,NN,DIG,5,,12.9,1299.9000,"1299.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,W0CDS,OPEN,,,Colorado D-Star,,,"2014-01-03   
     Please help us confirm this repeater!",,,,On-Air,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
71,RMHR 449.625,449.625,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,13.2,449.6250,"444.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Jefferson,W0KU,OPEN,,,Rocky Mountain Ham Radio,E-power,CCARC,2017-03-11,,,,On-Air,141.3,,,,,,,"3750 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,RMRL 449.825,449.825,-,5,Tone,103.5,88.5,23,23,NN,FM,5,,13.5,449.8250,"444.8250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Boulder,W0WYX,OPEN,,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,"6,000'",CCARC,"2012-11-16   
     Please help us confirm this repeater!",,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",On-Air,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,W0LMA 448.925,448.925,-,5,Tone,131.8,88.5,23,23,NN,FM,5,,13.5,448.9250,"443.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",131.8,Boulder,W0LMA,OPEN,,,W0LMA,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,K0GUR 448.150,448.15,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,13.5,448.1500,"443.1500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Denver,K0GUR,OPEN,,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,2017-01-13,,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",On-Air,141.3,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,Listen Live,k0jsc.com,,"29436 
   
     n/a",24340,,,DM79pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,N0OBA 145.190,145.19,-,0.6,TSQL,151.4,131.8,23,23,NN,FM,5,,14.5,145.1900,144.5900,151.4,Arapahoe,N0OBA,OPEN,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,2018-02-01,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",On-Air,131.8,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,CRRG 145.400,145.4,-,0.8,Tone,100,88.5,23,23,NN,FM,5,,16.1,145.4000,144.6000,100.0,Arapahoe,KB0UDD,OPEN,,Greater Denver area.,Castle Rock Repeater Group,"Autopatch, e-power.",CCARC,2015-07-30,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,K0PWO 449.425,449.425,-,5,DTCS,88.5,88.5,23,23,NN,FM,5,,16.1,449.4250,"444.4250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D023,Arapahoe,K0PWO,OPEN,,,K0PWO,,,2017-05-28,,,,Off-Air,D023,Colorado SNP (Shared non-protected pair),,,,"29791 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,WQ8M 448.700,448.7,-,5,Tone,146.2,88.5,23,23,NN,FM,5,,16.3,448.7000,"443.7000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",146.2,Douglas,WQ8M,OPEN,,Local North Parker only,,,,2016-11-25,,,,On-Air,,,,,,,,"3415 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,DRLR 449.600,449.6,-,5,Tone,100,88.5,23,23,NN,FM,5,,17.8,449.6000,"444.6000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Jefferson,WB0TUB,OPEN,,,Denver Radio League,,CCARC,"2014-03-04   
     Please help us confirm this repeater!",,,,On-Air,,,,DRL Repeaters,,,690473 W0BSB-R,"3345 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,DRLR 146.880,146.88,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,17.8,146.8800,146.2800,100.0,Jefferson,WB0TUB,OPEN,,Wide area: Denver.  Map,Denver Radio League,E-power.,CCARC,"2014-03-04   
     Please help us confirm this repeater!",,,,On-Air,,"6,730'.",,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ARAR 224.740,224.74,-,1.6,TSQL,88.5,88.5,23,23,NN,FM,5,,18.1,224.7400,223.1400,88.5,Jefferson,N0POH,OPEN,,,Aurora Repeater Assoc,e-power,CCARC,2016-01-17,,,ARA: Wed at 2000.,On-Air,88.5,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RMRL 145.220,145.22,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,,18.1,145.2200,144.6200,103.5,Jefferson,WT0C,OPEN,,Wide area.,Rocky Mtn Radio League,"8,300', closed autopatch, e-power.",CCARC,2016-12-23,,,,On-Air,103.5,Talk-Group of $FFFF.,,Repeater,,,,,,,,,,,,,,,Yes; analog capable.,,293,,,,,,,,,,,,,,,,,,,,,,,
83,RMRL 449.750,449.75,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,,18.1,449.7500,444.7500,103.5,Jefferson,KI0GO,OPEN,,,Rocky Mtn Radio League,"8,300'.",CCARC,2016-12-23,,,,On-Air,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ARAR 147.150,147.15,+,0.6,TSQL,100,100,23,23,NN,FM,5,,18.2,147.1500,147.7500,100.0,Jefferson,W0CBI,OPEN,,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,CCARC,2016-01-17,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA: Wed at 20:00.,On-Air,100.0,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,RMRL 224.000,224,-,1.6,TSQL,103.5,103.5,23,23,NN,FM,5,,18.2,224.0000,222.4000,103.5,Jefferson,N0MHU,OPEN,,,Rocky Mountain Radio League,"8,300', closed autopatch.",CCARC,2017-03-11,,,,On-Air,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ARAR 448.850,448.85,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,,18.2,448.8500,"443.8500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",88.5,Jefferson,K0IBM,OPEN,,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,CCARC,2016-01-17,,,ARA: Wed at 20:00.,On-Air,88.5,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CARES 447.525,447.525,-,5,TSQL,203.5,146.2,23,23,NN,FM,5,,18.8,447.5250,"442.5250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",203.5,Douglas,N0ESQ,OPEN,,"Denver metropolitan area, front range foothills",EmComm Colorado,,CCARC,2017-03-11,,,,On-Air,146.2,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,RMRL 145.340,145.34,-,0.6,TSQL,103.5,127.3,23,23,NN,FM,5,,18.9,145.3400,144.7400,103.5,Jefferson,KE4GUQ,OPEN,,Wide area.,Rocky Mtn Radio League,E-power.,CCARC,2016-12-23,,,,On-Air,127.3,,,Repeater,,,,"3350 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,RMHR 145.175,145.175,-,0.6,DTCS,88.5,88.5,73,73,NN,DIG,5,,18.9,145.1750,144.5750,D073,Clear Creek,N0SZ,OPEN,,,Rocky Mountain Ham Radio,,CCARC,2017-10-07,,,,Off-Air,D073,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,1,,,,,,,,,,,,,,,,,
90,K0UPSC 449.925,449.925,-,5,TSQL,114.8,114.8,23,23,NN,FM,5,,19.2,449.9250,"444.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",114.8,Adams,KD0RG,OPEN,,,KD0RG,,CCARC,2016-07-17,,,,On-Air,114.8,,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,W9SLO 449.950,449.95,-,5,TSQL,77,77,23,23,NN,FM,5,,19.2,449.9500,"444.9500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",77.0,Douglas,W9SL,OPEN,,Primarily to the North along I-25 corridor,W9SL Owner,,CCARC,2017-01-22,,,,On-Air,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,DRLR 146.640,146.64,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,19.6,146.6400,146.0400,100.0,Jefferson,WB0TUB,OPEN,,"Wide area. 
   Repeater Coverage Map",Denver Radio League,E-power.,CCARC,2017-03-11,,,,On-Air,,"8,679'.",,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,EJRADOPS 146.985,146.985,-,0.6,TSQL,100,100,23,23,NN,FM,5,,19.6,146.9850,146.3850,100.0,Denver,K0FEZ,OPEN,,,El Jebel RADOPS,E-power.,CCARC,2016-09-05,,,RADOPS: Sun at 19:00.,On-Air,100.0,,,,,,,"3346 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,DRCR 448.625,448.625,-,5,TSQL,100,100,23,23,NN,FM,5,,19.6,448.6250,"443.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Jefferson,W0TX,OPEN,,Denver metro area.,Denver Radio Club,E-power.,CCARC,2017-03-11,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,On-Air,100.0,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,IRG 145.280,145.28,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,19.6,145.2800,144.6800,100.0,Jefferson,KE0SJ,OPEN,,Wide area.,,"Closed autopatch, e-power, linked.",CCARC,2015-05-22,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,On-Air,,"PL is usually off, allowing use by older transceivers.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,IRG 449.525,449.525,-,5,,88.5,88.5,23,23,NN,FM,5,,19.6,449.5250,"444.5250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",CSQ,Jefferson,KE0SJ,OPEN,,,KE0SJ,E-power.,CCARC,2015-05-23,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,On-Air,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,BN 446.788,446.7875,-,5,,88.5,88.5,23,23,NN,DIG,5,,20,446.7875,"441.7875  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,W0TX,OPEN,,,Denver Radio Club,,CCARC,2017-12-09,,,,On-Air,,,,http://www.w0tx.org/,Brandmeister Network,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
98,KI0HC 927.837,927.8375,-,25.8,,88.5,88.5,23,23,NN,FM,5,,20,927.8375,902.0250,,Jefferson,KI0HC,OPEN,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,CCARC,2018-02-20,,,,On-Air,,The offset is -25.8125,,,,"45770 
   
     n/a",,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,
99,ARA 447.500,447.5,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,,21.6,447.5000,"442.5000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",88.5,Jefferson,N0OWY,OPEN,,Wide area.,Aurora Repeater Association,E-power.,CCARC,"2014-04-28   
     Please help us confirm this repeater!",,,,On-Air,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,BARC 146.610,146.61,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,22.4,146.6100,146.0100,100.0,Boulder,W0DK,OPEN,,,Boulder Amateur Radio Club,,CCARC,2017-05-02,,,,Off-Air,,,,,,,,"7007 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,BARC 448.900,448.9,-,5,Tone,100,88.5,23,23,NN,FM,5,,22.4,448.9000,"443.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Boulder,W0DK,OPEN,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,"6,285', closed autopatch.",CCARC,"2013-03-17   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,CRA 1287.900,1287.9,-,20,,88.5,88.5,23,23,NN,FM,5,,22.5,1287.9000,"1267.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",CSQ,Jefferson,W0CRA,OPEN,,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,CCARC,2017-10-07,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,CRA 447.150,447.15,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,22.5,447.1500,"442.1500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,W0CRA,OPEN,,Wide area: Denver.,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,2017-10-07,,,,Off-Air,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,CRA 224.980,224.98,-,1.6,TSQL,107.2,107.2,23,23,NN,FM,5,,22.5,224.9800,223.3800,107.2,Jefferson,W0CRA,OPEN,,Wide area. Denver.,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,2017-03-11,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Off-Air,107.2,,,,,,347086,"3990 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,BARCR 146.700,146.7,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,22.5,146.7000,146.1000,100.0,Boulder,W0DK,OPEN,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,"6,185', closed autopatch.",CCARC,"2013-03-17   
     Please help us confirm this repeater!",,,,On-Air,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,AC0KC 447.300,447.3,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,22.6,447.3000,"442.3000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Weld,AC0KC,OPEN,,,,,CCARC,"2013-01-07   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,405804 AC0KC-R,"3887 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,IRG 447.625,447.625,-,5,Tone,100,88.5,23,23,NN,FM,5,,23.5,447.6250,"442.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Adams,KE0SJ,OPEN,,Local/North Metro,Intermountain Repeater Group,,,2015-05-23,,,,On-Air,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,BCARES 146.760,146.76,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,23.6,146.7600,146.1600,100.0,Boulder,W0IA,OPEN,,Wide area.,Rocky Mtn VHF Soc,"5,250', 400 watts ERP, e-power.",CCARC,2017-03-11,,,,On-Air,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,Boulder County ARES,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,RMHR 447.850,447.85,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,23.9,447.8500,"442.8500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Clear Creek,AC0KQ,OPEN,,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,"2014-09-21   
     Please help us confirm this repeater!",,,,On-Air,141.3,,,,Rocky Mountain Ham Radio,"29571 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,RMVHFS 449.550,449.55,-,5,Tone,100,88.5,23,23,NN,FM,5,,24.1,449.5500,"444.5500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Boulder,W0IA,OPEN,,Denver metro area.,Rocky Mtn VHF Soc,"8,300'.",CCARC,2017-03-11,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,On-Air,,,,,,,217336 W0IA-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
