Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance,Downlink,Uplink,Uplink Tone,County,Call,Use,On-air,Coverage,Sponsor,Features,Coordination,Last update,,Links,Nets,Op Status,Downlink Tone,Notes,Feed,Web links,Affiliate,AllStar,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
53,DRC 447.825,447.825,-,5,DTCS,88.5,88.5,73,73,NN,FM,5,,7.6,447.8250,"442.8250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D073,Jefferson,W0TX,OPEN,,,Denver Radio Club,,CCARC,2017-03-11,,,,On-Air,D073,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,DRC 449.775,449.775,-,5,TSQL,100,100,23,23,NN,DIG,5,,9,449.7750,"444.7750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Jefferson,W0TX,OPEN,,Metro Denver,Denver Radio Club,,CCARC,2015-06-02,,,,On-Air,100.0,,,Denver Radio Club,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
55,DRCR 147.330,147.33,+,0.6,Tone,100,88.5,23,23,NN,FM,5,,9,147.3300,147.9300,100.0,Jefferson,W0TX,OPEN,,Metro Denver and the foothills.,Denver Radio Club,E-power.,CCARC,2017-03-31,,,SATERN: Thu at 19:30.,On-Air,,Not recommeded to use tone squelch on this repeater.,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,DRCR 224.380,224.38,-,1.6,TSQL,100,100,23,23,NN,FM,5,,9,224.3800,222.7800,100.0,Jefferson,W0TX,OPEN,,,Denver Radio Club,,CCARC,2017-03-11,,,,On-Air,100.0,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,DRCR 448.625,448.625,-,5,TSQL,100,100,23,23,NN,FM,5,,19.6,448.6250,"443.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Jefferson,W0TX,OPEN,,Denver metro area.,Denver Radio Club,E-power.,CCARC,2017-03-11,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,On-Air,100.0,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,DRCR 53.090,53.09,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,,10.3,53.0900,"51.3900  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,W0TX,OPEN,,Metro Denver area.,Denver Radio Club,E-power.,CCARC,2017-03-11,,,,On-Air,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,DRLR 146.640,146.64,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,19.6,146.6400,146.0400,100.0,Jefferson,WB0TUB,OPEN,,"Wide area. 
   Repeater Coverage Map",Denver Radio League,E-power.,CCARC,2017-03-11,,,,On-Air,,"8,679'.",,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,DRLR 146.880,146.88,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,17.8,146.8800,146.2800,100.0,Jefferson,WB0TUB,OPEN,,Wide area: Denver.  Map,Denver Radio League,E-power.,CCARC,"2014-03-04   
     Please help us confirm this repeater!",,,,On-Air,,"6,730'.",,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,DRLR 449.600,449.6,-,5,Tone,100,88.5,23,23,NN,FM,5,,17.8,449.6000,"444.6000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Jefferson,WB0TUB,OPEN,,,Denver Radio League,,CCARC,"2014-03-04   
     Please help us confirm this repeater!",,,,On-Air,,,,DRL Repeaters,,,690473 W0BSB-R,"3345 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,DWARC 147.210,147.21,+,0.6,TSQL,100,100,23,23,NN,DIG,5,,7.1,147.2100,147.8100,100.0,Jefferson,KD0SSP,OPEN,,,Denver Water Amateur Radio Club,,,2017-05-08,,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,On-Air,100.0,,,,,,,,,,,,,,,,,023 ↑ / 023 ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
63,EARS 146.715,146.715,-,0.6,TSQL,123,123,23,23,NN,FM,5,,0.3,146.7150,146.1150,123.0,Denver,N0JXN,OPEN,,,EARS,E-power.,CCARC,2017-04-09,,,,On-Air,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,EJRADOPS 146.985,146.985,-,0.6,TSQL,100,100,23,23,NN,FM,5,,19.6,146.9850,146.3850,100.0,Denver,K0FEZ,OPEN,,,El Jebel RADOPS,E-power.,CCARC,2016-09-05,,,RADOPS: Sun at 19:00.,On-Air,100.0,,,,,,,"3346 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,FRG 448.975,448.975,-,5,Tone,123,88.5,23,23,NN,FM,5,,12.3,448.9750,443.9750,123.0,Jefferson,W0GV,OPEN,,Wide area.,FRG,Linkable VHF/UHF Remote Base,CCARC,2016-08-12,,,,On-Air,,,,,,"42845 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,GGARC 146.910,146.91,-,0.6,TSQL,151.4,151.4,23,23,NN,FM,5,,0.3,146.9100,146.3100,151.4,El Paso,K0IRP,OPEN,,,GGARC,E-power.,CCARC,2016-08-10,,,,On-Air,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,GGARC 447.200,447.2,-,5,,88.5,88.5,23,23,NN,DIG,5,,13.3,447.2000,"442.2000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,El Paso,,OPEN,,"Falcon, Black Forest, Peyton Areas",GGARC,,,2015-11-11,,,,Testing,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
68,GGARC 447.350,447.35,-,5,Tone,151.4,88.5,23,23,NN,FM,5,,0,447.3500,"442.3500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",151.4,El Paso,K0IRP,OPEN,,,GGARC,E-power.,CCARC,"2015-03-04   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,HPRA 448.550,448.55,-,5,Tone,82.5,88.5,23,23,NN,FM,5,,0.3,448.5500,"443.5500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",82.5,Denver,W0KIZ,OPEN,,,HPRA,E-power.,CCARC,2017-03-11,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,IRG 145.280,145.28,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,19.6,145.2800,144.6800,100.0,Jefferson,KE0SJ,OPEN,,Wide area.,,"Closed autopatch, e-power, linked.",CCARC,2015-05-22,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,On-Air,,"PL is usually off, allowing use by older transceivers.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,IRG 145.475,145.475,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,0.3,145.4750,144.8750,100.0,Jefferson,KE0SJ,OPEN,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,CCARC,2015-05-22,,,,On-Air,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,IRG 447.625,447.625,-,5,Tone,100,88.5,23,23,NN,FM,5,,23.5,447.6250,"442.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Adams,KE0SJ,OPEN,,Local/North Metro,Intermountain Repeater Group,,,2015-05-23,,,,On-Air,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,IRG 449.525,449.525,-,5,,88.5,88.5,23,23,NN,FM,5,,19.6,449.5250,"444.5250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",CSQ,Jefferson,KE0SJ,OPEN,,,KE0SJ,E-power.,CCARC,2015-05-23,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,On-Air,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,K0GUR 448.150,448.15,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,13.5,448.1500,"443.1500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Denver,K0GUR,OPEN,,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,2017-01-13,,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",On-Air,141.3,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,Listen Live,k0jsc.com,,"29436 
   
     n/a",24340,,,DM79pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,K0NR 447.725,447.725,-,5,TSQL,100,100,23,23,NN,FM,5,,18,447.7250,"442.7250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,El Paso,K0NR,OPEN,,Local.,K0NR,"30 watts, closed autopatch, e-power, WX, remote base.",CCARC,2016-12-10,,,,On-Air,100.0,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,K0PWO 449.425,449.425,-,5,DTCS,88.5,88.5,23,23,NN,FM,5,,16.1,449.4250,"444.4250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D023,Arapahoe,K0PWO,OPEN,,,K0PWO,,,2017-05-28,,,,Off-Air,D023,Colorado SNP (Shared non-protected pair),,,,"29791 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,K0UPSC 449.925,449.925,-,5,TSQL,114.8,114.8,23,23,NN,FM,5,,19.2,449.9250,"444.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",114.8,Adams,KD0RG,OPEN,,,KD0RG,,CCARC,2016-07-17,,,,On-Air,114.8,,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,KA0TTF 448.725,448.725,-,5,Tone,123,88.5,23,23,NN,FM,5,,4,448.7250,"443.7250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,El Paso,KA0TTF,OPEN,,,KA0TTF,,CCARC,2016-04-19,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,KC0CVU 147.345,147.345,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,7.4,147.3450,147.9450,107.2,El Paso,KC0CVU,OPEN,,Wide area.,,"Closed autopatch, e-power.",CCARC,2018-01-15,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,On-Air,107.2,,,http://www.cmrg.org/,,,,"3854 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,KI0HC 927.837,927.8375,-,25.8,,88.5,88.5,23,23,NN,FM,5,,20,927.8375,902.0250,,Jefferson,KI0HC,OPEN,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,CCARC,2018-02-20,,,,On-Air,,The offset is -25.8125,,,,"45770 
   
     n/a",,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,
81,MARC 145.415,145.415,-,0.6,Tone,179.9,88.5,23,23,NN,FM,5,,16.8,145.4150,144.8150,179.9,Teller,KA0WUC,OPEN,Unknown,,MARC,"Closed autopatch, e-power.",CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,MARC 146.820,146.82,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,16.8,146.8200,146.2200,107.2,Teller,NX0G,OPEN,,,Mountain ARC,E-power.,CCARC,2016-11-17,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,MARC 147.015,147.015,+,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,20.1,147.0150,147.6150,107.2,Teller,NX0G,OPEN,,,Mountain ARC,E-power.,CCARC,2016-11-17,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,MARC 447.475,447.475,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,0,447.4750,"442.4750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,El Paso,NX0G,OPEN,Unknown,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,"2012-11-10   
     Please help us confirm this repeater!",,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,MARC 447.675,447.675,-,5,TSQL,179.9,179.9,23,23,NN,FM,5,,16.8,447.6750,"442.6750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",179.9,Teller,KA0WUC,OPEN,,,Mountain Amateur Radio Club (MARC),E-power.,CCARC,"2014-05-22   
     Please help us confirm this repeater!",,,,On-Air,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,MARC 448.650,448.65,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,16.8,448.6500,"443.6500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Teller,NX0G,OPEN,,,Mountain ARC (MARC),E-power.,CCARC,2016-11-17,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,On-Air,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,MARC 449.025,449.025,-,5,Tone,141.3,88.5,23,23,NN,FM,5,,16.8,449.0250,"444.0250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Teller,KA0WUC,OPEN,Unknown,,Mountain Amateur Radio Club (MARC),Linked.,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,MARC 927.900,927.9,-,25,DTCS,88.5,88.5,205,205,NN,FM,5,,16.8,927.9000,"902.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D205,Teller,KA0WUC,OPEN,,,MARC,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,On-Air,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,N0ELY 448.750,448.75,-,5,TSQL,100,100,23,23,NN,FM,5,,7.4,448.7500,"443.7500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Jefferson,N0ELY,OPEN,,Local.,,E-power.,CCARC,"2012-11-16   
     Please help us confirm this repeater!",,,,On-Air,100.0,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,N0KG 448.250,448.25,-,5,Tone,123,88.5,23,23,NN,FM,5,,0,448.2500,"443.2500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,El Paso,N0KG,OPEN,,Colorado Springs,,,CCARC,"2013-08-06   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,N0OBA 145.190,145.19,-,0.6,TSQL,151.4,131.8,23,23,NN,FM,5,,14.5,145.1900,144.5900,151.4,Arapahoe,N0OBA,OPEN,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,2018-02-01,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",On-Air,131.8,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,N0OBAO 145.190,145.19,-,0.6,TSQL,131.8,131.8,23,23,NN,FM,5,,21.6,145.1900,144.5900,131.8,Douglas,N0XLF,OPEN,,Wide area coverage at 8300' Pueblo to Ft. Collins+,N0OBA Owner,,,2018-02-18,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,On-Air,131.8,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,N0PYY 927.788,927.7875,-,25,Tone,156.7,88.5,23,23,NN,FM,5,,12.3,927.7875,"902.7875  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",156.7,Jefferson,N0PYY,OPEN,,Golden and Denver.,N0PYY,,,2017-12-24,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,N0ZUQ 448.400,448.4,-,5,Tone,94.8,88.5,23,23,NN,FM,5,,8.4,448.4000,"443.4000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",94.8,Arapahoe,N0ZUQ,OPEN,,,,,CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,N1UPS 449.300,449.3,-,5,Tone,100,88.5,23,23,NN,FM,5,,7.2,449.3000,"444.3000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Adams,N1UPS,OPEN,,,N1UPS,,CCARC,2017-04-24,,,,On-Air,,,,,,,43699,"3699 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,N6LXX 447.875,447.875,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,12.9,447.8750,"442.8750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,N6LXX,OPEN,,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2017-03-09,,Full-time to the  N6LXX System .,,On-Air,107.2,,,,N6LXX,"29913 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,N6LXX 53.170,53.17,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,,12.9,53.1700,"51.4700  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,N6LXX,OPEN,,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2017-03-09,,Full-time to the  N6LXX System .,,On-Air,CSQ,,,,N6LXX,"29883 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,NRA 147.045,147.045,+,0.6,Tone,123,88.5,23,23,NN,FM,5,,10.1,147.0450,147.6450,123.0,Adams,K0ML,OPEN,,,Northglenn RA,E-power.,CCARC,2017-04-10,,,,On-Air,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PPFMA 224.060,224.06,-,1.6,,88.5,88.5,23,23,NN,FM,5,,0,224.0600,222.4600,,El Paso,KB0SRJ,CLOSED,Unknown,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PPFMAR 145.265,145.265,-,0.6,TSQL,100,100,23,23,NN,DIG,5,,10.2,145.2650,144.6650,100.0,El Paso,KB0SRJ,OPEN,,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,2016-11-23,,,,Off-Air,100.0,Repeater has been moved.,,PPFMA Repeaters,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
101,PPFMAR 146.970,146.97,-,0.6,TSQL,100,123,23,23,NN,FM,5,,11.9,146.9700,146.3700,100.0,El Paso,KB0SRJ,OPEN,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Closed autopatch, e-power.",CCARC,2017-08-28,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .","Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",On-Air,123.0,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PPFMAR 448.450,448.45,-,5,Tone,100,88.5,23,23,NN,FM,5,,11.9,448.4500,"443.4500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,El Paso,KB0SRJ,OPEN,,Wide area.,Pikes Pk FM Assoc,E-power.,CCARC,"2015-03-14   
     Please help us confirm this repeater!",,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,On-Air,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PPFMAR 448.800,448.8,-,5,TSQL,100,100,23,23,NN,DIG,5,,10.2,448.8000,"443.8000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,El Paso,KB0SRJ,OPEN,,,Pikes Peak FM Assoc,,CCARC,2016-11-23,,,,Off-Air,100.0,,,PPFMA Repeaters,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
104,RADOPSEJS 447.925,447.925,-,5,TSQL,100,100,23,23,NN,FM,5,,0.3,447.9250,"442.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Denver,K0FEZ,OPEN,,,RADOPS El Jebel Shriners,,CCARC,"2014-07-03   
     Please help us confirm this repeater!",,,,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,RGARC 145.460,145.46,-,0.6,Tone,67,88.5,23,23,NN,FM,5,,20.1,145.4600,144.8600,67.0,Teller,WB0WDF,OPEN,,,WB0WDF,"E-power, 100% Solar",CCARC,"2012-06-15   
     Please help us confirm this repeater!",,,,On-Air,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,RMHAM 446.950,446.95,-,5,,88.5,88.5,23,23,NN,DIG,5,,10.2,446.9500,"441.9500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Teller,K7PFJ,OPEN,,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,2017-03-11,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,On-Air,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,
107,RMHARC 449.575,449.575,-,5,,88.5,88.5,23,23,NN,FM,5,,0,449.5750,"444.5750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,El Paso,,CLOSED,,,RMHARC,,CCARC,2016-08-10,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,RMHR 145.175,145.175,-,0.6,DTCS,88.5,88.5,73,73,NN,DIG,5,,18.9,145.1750,144.5750,D073,Clear Creek,N0SZ,OPEN,,,Rocky Mountain Ham Radio,,CCARC,2017-10-07,,,,Off-Air,D073,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,1,,,,,,,,,,,,,,,,,
