Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,YSF Digital Enabled,DG-ID,Features,Mixed-Mode,Web links,D-STAR Enabled,Node,Sources,Links,Affiliate,EchoLink,IRLP,AllStar,Notes,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,WIRES-X,Location Photo,Commands,On-air,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Denver Regional,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Europe,Southwest USA,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,129.6,N,,447.625,442.625,100,100,El Paso,On-Air,,KD0MDP,,,,,Linked.,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,363976,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,129.6,NNW,,449.025,444.025,141.3,,Teller,,,Mountain Amateur Radio Club (MARC),CCARC,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,129.6,NNW,,448.65,443.65,107.2,,Teller,On-Air,,Mountain ARC (MARC),CCARC,,,,E-power.,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,129.6,NNW,,447.675,442.675,179.9,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,129.6,NNW,,145.415,144.815,179.9,,Teller,,,MARC,CCARC,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,129.6,NNW,,927.9,902.9,D205,D205,Teller,On-Air,,MARC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,129.6,NNW,,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,CCARC,,,,E-power. Allstar Node 27976,,,,,,,Amateur Radio Motorcycle Club,,,27976,Node # 27976,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,129.6,NNW,,146.82,146.22,107.2,,Teller,On-Air,,Mountain ARC,CCARC,,,,E-power.,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,129.9,SW,,145.21,144.61,,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,Santa Fe Amateur Radio Club,,,,Soon to move to a better location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,129.9,SW,,444.575,449.575,,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,Santa Fe Amateur Radio CLub,,,,Soon to move to a better location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,129.9,SW,,145.19,144.59,162.2,,Bernalillo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,131.7,SW,,147.2,147.8,162.2,,Santa Fe,On-Air,,Santa Fe ARC,NMFCC,,,,E-power. Full time link to Tesuque Peak.,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,132.1,SW,,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,,Los Alamos ARC,NMFCC,,,,Autopatch,,,,,,,,,,,Located on the Barranca Mesa water tower.,,LAARC: Sun at 2000.,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,132.7,SW,,224.04,222.44,100,100,Los Alamos,On-Air,,KA5BIW,,,,,,,,,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,132.7,SW,,442,447,100,,Los Alamos,On-Air,,KA5BIW,,,,,Linked with 224.04 KA5BIW,,http://ka5biw.com/ham_radio/repeater.php,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,133.5,NNW,,449.7,444.7,107.2,,Park,,,CMRG,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,133.7,SW,,447.775,442.775,100,,Santa Fe,On-Air,Santa Fe,,,,,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,133.7,SW,,449.275,444.275,146.2,,Santa Fe,On-Air,,Fred Homuth,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,133.7,SW,,444.775,449.775,,,Los Alamos,On-Air,Los Alamos and surrounding areas,WD9CMS,NMFCC,,,,E-power.,,,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,133.8,SW,,442.425,447.425,,,Los Alamos,On-Air,30,,,,,,,,,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,134,SW,,144.265,144.265,203.5,,Los Alamos,On-Air,,,,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,134,SW,,927.9,902.9,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,NMFCC,,,,,,,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,134,SW,,442.925,447.925,,,Los Alamos,On-Air,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,134.3,N,,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,CCARC,,,,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,134.3,SW,,442.25,447.225,,,Los Alamos,Off-Air,,,NMFCC,,,,,,,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,134.7,S,,147.36,147.96,100,,San Miguel,On-Air,Wide area.,,NMFCC,,,,5,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,136.6,NW,,145.325,144.725,100,,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,137.1,SW,,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,,NMFCC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,137.7,SW,,145.19,144.59,,,Los Alamos,On-Air,Wide Area,SFARC,NMFCC,,,,,,,,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,137.8,N,,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,,,,,,,,,,,10079,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,138.6,SSE,,147.34,147.94,131.8,,Quay,On-Air,,Big Water ARA,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,138.7,W,,145.43,144.83,136.5,,Rio Arriba,On-Air,,SJC EMCOMM,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,141,NNW,,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,CCARC,,,,E-power.,,CMRG Repeaters,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,141,WNW,,146.925,146.325,,,Mineral,Off-Air,,Creede ARC,CCARC,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,141.1,NNW,,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),CCARC,,,,"Closed autopatch, e-power.",,,,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,141.2,NW,,146.745,146.145,100,,Chaffee,Off-Air,,CLARA,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,141.5,NNE,,447,442,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,,,Open ↑ / Open ↓,APRS repeater &amp; I-Gate / Weather station,Yes; analog capable.,,,,,,,,,,,DM89gb,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,141.6,NNW,,448.425,443.425,107.2,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),,,,,,,http://www.w0cra.org,,,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,141.6,NNW,,449.975,444.975,100,100,Douglas,On-Air,,K0JSC,CCARC,,,,Simulcast and Voted with Cedarwood and Methodist.,,The Fun Machine,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,141.6,NNW,,147.225,147.825,107.2,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),CCARC,,,,Closed autopatch,,Colorado Repeater Association,,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CRA VHF Link System,347086,3990,,,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,141.7,NNW,,446.875,441.875,,,Douglas,On-Air,,W0VG,CCARC,,,,,,http://www.rmham.org,,,,Full-time to the  Colorado TRBO System .,RMHAM,,,,,,,,,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,141.8,NNW,,448.575,443.575,103.5,103.5,Park,Off-Air,Western Park County,,CCARC,,,,,,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,143.1,W,,146.61,146.01,123,,Archuleta,On-Air,,,CCARC,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,143.9,N,,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,CCARC,,,,Linked to CRA 447.150 - Conifer,,http://www.w0cra.org/,,,,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,144.7,SSE,,146.88,146.28,,,Quay,On-Air,,WA5EMA,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,144.7,SSE,,224.98,223.38,,,Quay,,,WA5EMA,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,144.7,SSE,,443.75,448.75,,,Quay,On-Air,Local coverage in town.,WA5EMA,NMFCC,,,,,,,,,,,,406798,,,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,146.5,WNW,,449.525,444.525,100,100,Mineral,On-Air,,N0PKT,,,,,,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,43265,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,147.6,SSE,,147.22,147.82,100,,Quay,On-Air,Wide area.,Mega-Link Rptr System,NMFCC,,,,4,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,148.6,NNW,,447.525,442.525,146.2,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,CCARC,,,,,,,,,,,Colorado ARES,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,148.6,NNW,,446.925,441.925,,,Douglas,On-Air,,,CCARC,,,,,,Rocky Mountain Ham Radio,,,,Full-time to the  Colorado TRBO System .,,,,,See the website for programming info.,,,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,148.9,SW,,145.41,144.81,100,,Santa Fe,Off-Air,,W5HO,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,149.5,NW,,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,CCARC,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,149.6,NNW,,446.7625,441.7625,,,Park,On-Air,,K7PFJ,,,,,,,,,,,,RMHAM,,,,,,,,,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,152.6,WSW,,147.24,147.84,67,,Sandoval,On-Air,Wide area.,,NMFCC,,,,9,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,154,N,,446.85,441.85,,,Douglas,On-Air,,Parker Radio Association,CCARC,,,,D-Star B module,,http://parkerradio.org,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,154.5,S,,147.04,147.64,141.3,,Guadalupe,On-Air,,NMEMA ARC,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,155.1,NNE,,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,CCARC,,,Open ↑ / Open ↓,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",Yes; analog capable.,http://www.bigsandyradio.com/,,,,,,791116,3794,42740,,,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,155.5,NNE,,446.7375,441.7375,,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,CCARC,,,,,,,,,,,RMHam,,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,156.7,NNE,,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,CCARC,,,,Full duplex node.,,,,,,,,3349,3349,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,157.7,WSW,,145.175,144.575,141.3,,Sandoval,Off-Air,,NMEMA ARC,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,157.9,N,,445.075,440.075,,,Douglas,On-Air,,Parker Radio Association,CCARC,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,http://www.parkerradio.org,,,,,,,,,Mixed Mode,,Mondays 20:30 MST,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,159.6,SSW,,147.06,147.66,67,,San Miguel,On-Air,,Upper Rio FM Society,NMFCC,,,,7,,,,,,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,160.5,E,,146.775,146.175,,,Hamilton,On-Air,Local. 20 mi radius.,KA0TAO,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,160.5,N,,449.95,444.95,77,77,Douglas,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,161.6,N,,447.525,442.525,203.5,146.2,Douglas,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,CCARC,,,,,,,,,,,Colorado ARES,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,162.9,NW,,449.95,444.95,,,Gunnison,,,K5GF,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,162.9,NW,,147.12,147.72,,,Gunnison,On-Air,,W0VTL,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,163.3,NNW,,146.895,146.295,100,100,Park,On-Air,285,AB0RR,CCARC,,,,25,,Park County Radio Club (PCRC),,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,45835,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,163.4,NNW,,447.5,442.5,88.5,88.5,Jefferson,On-Air,Wide area.,Aurora Repeater Association,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
