Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update,Coverage,Sponsor,Web links,Downlink Tone,Grid,Affiliate,Features,Links,AllStar,Notes,Nets,Feed,YSF Digital Enabled,DG-ID,WIRES-X,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,Mixed-Mode,DMR Enabled,Color Code,Wide Network,Local Network,P25 Digital Enabled,NAC,Default Reflector,On-air,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Talkgroup Network,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide English,Wyoming,WyLOCAL,Location Photo
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,43.4,NNW,,446.8125,441.8125,,Larimer,On-Air,,,CCARC,,Fort Collins Local Area,W0QEY CSU,,,,,D-Star Gateway,,,Free Star,,,,,,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,43.7,NNW,,449.85,444.85,100,Larimer,On-Air,,,CCARC,,Map,CO State Univ ARC,,100,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,45.8,NW,,449.8,444.8,123,Larimer,On-Air,625757,7268,CCARC,,,Estes Valley ARC,,,,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,47.6,NNW,,449.425,444.425,94.8,Larimer,On-Air,,,,,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,47.6,NNW,,927.875,902.875,D114,Larimer,Off-Air,,,CCARC,,,WA6IMI,,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,50.4,W,,147.285,147.885,88.5,Grand,On-Air,,,CCARC,,,Colorado Connection,,123,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,50.6,N,,448.325,443.325,110.9,Larimer,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,50.7,NNW,,447.7,442.7,100,Larimer,On-Air,,,,,Wide Area Coverage,Northern Colorado Amateur Radio Club,http://ncarc.net/,100,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,51.2,NNW,,146.625,146.025,100,Larimer,On-Air,,,CCARC,,Wide area: Northern front range.,Northern Colorado ARC,,100,,,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,51.2,NNW,,224.84,223.24,100,Larimer,On-Air,,,,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,,100,,,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,51.7,W,,447.45,442.45,103.5,Grand,On-Air,,,CCARC,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,52.2,SSW,,447.525,442.525,146.2,Douglas,On-Air,,,CCARC,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,146.2,,Colorado ARES,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,52.2,SSW,,446.925,441.925,,Douglas,On-Air,,,CCARC,,,,Rocky Mountain Ham Radio,,,,,Full-time to the  Colorado TRBO System .,,See the website for programming info.,,,,,,,,,,,,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,2,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,53,SW,,146.895,146.295,100,Park,On-Air,,,CCARC,,285,AB0RR,Park County Radio Club (PCRC),100,,,25,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",45835,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,56.9,E,,448.2,443.2,,Morgan,On-Air,,,CCARC,,,,Rocky Mountain Ham Radio,,,NEAHR,Mixed Mode,Full-time to the  Colorado TRBO System .,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,,,,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,,,2,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,57.1,SSW,,449.975,444.975,100,Douglas,On-Air,,,CCARC,,,K0JSC,The Fun Machine,100,,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,57.1,SSW,,448.425,443.425,107.2,Douglas,On-Air,,,,,Wide area,Colorado Repeater Association (CRA),http://www.w0cra.org,107.2,,ARESDEC,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,57.1,SSW,,147.225,147.825,107.2,Douglas,On-Air,347086,3990,CCARC,,Wide area,Colorado Repeater Association (CRA),Colorado Repeater Association,107.2,,CRA VHF Link System,Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,59,S,,145.19,144.59,131.8,Douglas,On-Air,10079,,,,Wide area coverage at 8300,N0OBA Owner,,131.8,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,59.6,W,,446.875,441.875,,Clear Creek,On-Air,,,,,,,http://www.rmham.org,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,59.6,W,,146.82,146.22,123,Grand,,,,CCARC,,,GCARA,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,60.4,SSW,,446.875,441.875,,Douglas,On-Air,,,CCARC,,,W0VG,http://www.rmham.org,,,RMHAM,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,6,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,RMHAM,1,2,2,2,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,61.8,S,,447.725,442.725,100,El Paso,On-Air,,,CCARC,,Local.,K0NR,http://www.k0nr.com/wordpress/k0nr-repeater/,100,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,65.3,SE,,147.105,147.705,107.2,Elbert,On-Air,,,CCARC,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,http://www.w0cra.org/,107.2,,Colorado Repeater Association,Linked to CRA 447.150 - Conifer,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,66,S,,447.625,442.625,100,El Paso,On-Air,363976,7301,,,,KD0MDP,,100,,The Fun Machine,Linked.,Full-time to the  The Fun Machine System .,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,68.9,SE,,449.25,444.25,123,Elbert,On-Air,3349,3349,CCARC,,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,,123,,,Full duplex node.,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,69.6,S,,146.82,146.22,107.2,Teller,On-Air,,,CCARC,,,Mountain ARC,,,,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,69.6,S,,447.675,442.675,179.9,Teller,On-Air,,,CCARC,,,Mountain Amateur Radio Club (MARC),,179.9,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,69.6,S,,449.325,444.325,103.5,Teller,On-Air,,,CCARC,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,,103.5,,Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,27976,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,69.6,S,,449.025,444.025,141.3,Teller,,,,CCARC,,,Mountain Amateur Radio Club (MARC),,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,69.6,S,,145.415,144.815,179.9,Teller,,,,CCARC,,,MARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,69.6,S,,448.65,443.65,107.2,Teller,On-Air,,,CCARC,,,Mountain ARC (MARC),,,,MARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,69.7,S,,927.9,902.9,D205,Teller,On-Air,,,CCARC,,,MARC,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,71.5,N,,449.3,444.3,,Laramie,On-Air,,,,,,WU7G,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,71.5,WSW,,445.0875,440.0875,,Fremont,On-Air,,,,,,K2AD,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,71.6,WSW,,147.39,147.99,88.5,Summit,On-Air,,,CCARC,,Wide area.,Colorado Connection,Breckenridge Repeater,123,,,12,Full-time to the  Colorado Connection System .,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,73.5,WSW,,146.7,146.1,107.2,Summit,On-Air,,3972,CCARC,,,GRARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,73.6,S,,447.2,442.2,,El Paso,Testing,,,,,"Falcon, Black Forest, Peyton Areas",GGARC,,,,Garden of the Gods Amateur Radio Club,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,74.3,N,,449.9375,444.9375,,Laramie,On-Air,,,WRCG,,,,https://www.rmham.org/wordpress/,,,,,Full-time to the  Rocky Mountain Ham System .,,,,,,,,,,,,,,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,,,2,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,74.5,SSW,,146.685,146.085,107.2,Park,On-Air,,,CCARC,,,Mountain ARC (MARC),,107.2,,,"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,74.5,SSW,,147.36,147.96,107.2,Park,On-Air,,3854,CCARC,,Wide area.,,CMRG Repeaters,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,75,S,,224.72,223.12,103.5,El Paso,On-Air,,,,,Local,w0mog,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,75.1,SSW,,449.7,444.7,107.2,Park,,,,CCARC,,,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,78.7,N,,146.775,146.175,114.8,Laramie,On-Air,,,WRCG,,,Shy-Wy Amateur Radio Club,,,,,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,79.2,S,,147.135,147.735,100,El Paso,On-Air,,,CCARC,,,AA0L,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,79.3,S,,147.27,147.87,,El Paso,On-Air,,,,,,TRA,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,79.3,S,,146.85,146.25,103.5,El Paso,On-Air,,,CCARC,,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,79.3,S,,147.39,147.99,103.5,El Paso,On-Air,,,CCARC,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,79.3,S,,146.91,146.31,151.4,El Paso,On-Air,,,CCARC,,,GGARC,,151.4,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,79.6,S,,927.8,902.8,D116,Teller,On-Air,,,CCARC,,,,,,,,6,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,79.6,S,,447.55,442.55,123,El Paso,On-Air,,,CCARC,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,79.6,S,,448.3,443.3,100,El Paso,On-Air,,,CCARC,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,79.6,S,,448.25,443.25,123,El Paso,Off-Air,,,CCARC,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,79.6,S,,449.575,444.575,,El Paso,On-Air,,,CCARC,,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,79.6,S,,447.025,442.025,123,El Paso,Off-Air,,,CCARC,,,Colorado Springs ARA,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,79.6,S,,224.06,222.46,,El Paso,,,,CCARC,,Wide area.,Pikes Peak FM Association (PPFMA),,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,79.6,S,,447.35,442.35,151.4,El Paso,On-Air,,,CCARC,,,GGARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,79.6,S,,448.6,443.6,114.8,El Paso,,,,CCARC,,,W0MOG,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,79.6,S,,447.475,442.475,107.2,El Paso,,,,CCARC,,,Mountain ARC (MARC),,,,,"Closed autopatch, e-power.","Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,79.8,N,,145.235,144.635,114.8,Laramie,On-Air,,,WRCG,,Local: Cheyenne.,N7GT,,,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,79.8,N,,147.105,147.705,114.8,Laramie,On-Air,,,WRCG,,,ShyWyArc,,91.5,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,79.8,N,,449.9,444.9,100,Laramie,On-Air,,,,,From 5 miles to 25 miles,N7JJY,,100,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,80,S,,448.45,443.45,100,El Paso,On-Air,,,CCARC,,Wide area.,Pikes Pk FM Assoc,PPFMA Repeaters,,,,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,80,S,,146.97,146.37,100,El Paso,On-Air,,,CCARC,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,PPFMA Repeaters,123,,,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,80.7,N,,448.95,443.95,151.4,Laramie,On-Air,,,WRCG,,Local,,,151.4,,,,,,Brandmiester and analog.,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,83.1,W,,147.075,147.675,88.5,Grand,On-Air,,,CCARC,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,,123,,,,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of Repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,83.3,NNW,,448.15,443.15,100,Laramie,Off-Air,,,WRCG,,,KB7SWR,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,83.3,S,,448.725,443.725,123,El Paso,On-Air,,,CCARC,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
