Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Mixed-Mode,IRLP,AllStar,Coordination,Last update,Coverage,Sponsor,Features,Talkgroups,Colorado,Southern Colorado,Affiliate,Links,Web links,Notes,Nets,Feed,EchoLink,Grid,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Location Photo,On-air,WIRES-X,Talkgroup Network,Denver Regional,Northern Colorado,Commands,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,91.7,WNW,yes,146.745,146.145,100,,,,,Chaffee,Off-Air,,,,CCARC,yes,,CLARA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,92.1,NNW,yes,146.895,146.295,100,100,,,,Park,On-Air,,,45835,CCARC,yes,285,AB0RR,25,,,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",Park County Radio Club (PCRC),,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,92.5,NE,yes,147.06,147.66,103.5,,,,,Lincoln,On-Air,Yes; analog capable.,3794,42740,CCARC,yes,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,,,,http://www.bigsandyradio.com/,,Big Sandy Net: Wed 19:00,,791116,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,92.6,NE,yes,446.7375,441.7375,,,yes,8,,Lincoln,On-Air,,,,CCARC,yes,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,RMHam,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,93.7,N,yes,145.4,144.6,100,,,,,Arapahoe,On-Air,,,,CCARC,yes,Greater Denver area.,Castle Rock Repeater Group,"Autopatch, e-power.",,,,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,93.8,S,yes,147.28,147.88,100,,,,,Colfax,On-Air,,,,NMFCC,yes,Wide area.,,8,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,94.6,N,yes,449.425,444.425,D023,D023,,,,Arapahoe,Off-Air,,,29791,,yes,,K0PWO,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,95.2,NNW,yes,224.98,223.38,107.2,107.2,,,,Jefferson,Off-Air,,3990,,CCARC,yes,Wide area. Denver.,Colorado Repeater Association,"Closed autopatch, e-power.",,,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,95.2,N,yes,145.19,144.59,151.4,131.8,,,,Arapahoe,On-Air,,,,,yes,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,,,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,95.2,NNW,yes,447.15,442.15,107.2,107.2,,,,Jefferson,Off-Air,,,,CCARC,yes,Wide area: Denver.,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,95.2,NNW,yes,1287.9,1267.9,CSQ,,,,,Jefferson,Off-Air,,,,CCARC,yes,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,95.6,W,yes,145.325,144.725,100,,,,,Chaffee,On-Air,,,,,yes,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,95.8,NNW,yes,147.12,147.72,88.5,88.5,,,,Jefferson,On-Air,,,,CCARC,yes,Denver metro and east.,Aurora Repeater Association,E-power.,,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,96.2,NNW,yes,53.05,51.35,107.2,107.2,,,,Jefferson,Off-Air,,,,CCARC,yes,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",Colorado Repeater Association (CRA),10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,100.2,N,yes,449.15,444.15,,,,,,Arapahoe,On-Air,,,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,102.6,N,yes,448.825,443.825,,,,,,Arapahoe,On-Air,,,,,yes,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,102.6,N,yes,448.5,443.5,100,,,,,Denver,On-Air,,,,CCARC,yes,Greater Denver area.,Castle Rock Repeater Group,E-power.,,,,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,102.6,N,yes,448.275,443.275,156.7,,,,,Arapahoe,On-Air,,,,CCARC,yes,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,102.6,NNW,yes,145.175,144.575,D073,D073,yes,1,,Clear Creek,Off-Air,Yes; analog capable.,,,CCARC,yes,,Rocky Mountain Ham Radio,,,,,,,Rocky Mountain Ham Radio,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,102.6,N,yes,448.4,443.4,94.8,,,,,Arapahoe,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,102.6,NNW,yes,145.34,144.74,103.5,127.3,,,,Jefferson,On-Air,,3350,,CCARC,yes,Wide area.,Rocky Mtn Radio League,E-power.,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,102.7,NNW,yes,147.33,147.93,100,,,,,Jefferson,On-Air,,,,CCARC,yes,Metro Denver and the foothills.,Denver Radio Club,E-power.,,,,,,DRC Repeaters,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,102.7,NNW,yes,449.775,444.775,100,100,,,,Jefferson,On-Air,Yes; analog capable.,,,CCARC,yes,Metro Denver,Denver Radio Club,,,,,,,Denver Radio Club,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,102.7,NNW,yes,224.38,222.78,100,100,,,,Jefferson,On-Air,,,,CCARC,yes,,Denver Radio Club,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,103.4,NNW,yes,53.17,51.47,107.2,CSQ,,,,Jefferson,On-Air,,,29883,CCARC,yes,"I-70,I-76,I-25,I-225",N6LXX,,,,,N6LXX,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,103.4,NNW,yes,447.875,442.875,107.2,107.2,,,,Jefferson,On-Air,,,29913,CCARC,yes,"I-70,I-76,I-25,I-225",N6LXX,,,,,N6LXX,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,103.5,NW,yes,447.125,442.125,103.5,103.5,,,,Park,On-Air,,,,CCARC,yes,"Covers Fairplay, Alma, and western South Park.",KC0UFO,Emergency automatic generator.,,,,"Park County Radio Club, AB0PC",,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,103.9,NNW,yes,448.75,443.75,100,100,,,,Jefferson,On-Air,,,,CCARC,yes,Local.,,E-power.,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,104.4,N,yes,449.675,444.675,,,,,,Denver,On-Air,,7708,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,104.4,N,yes,447.9,442.9,CSQ,,,,,Denver,Off-Air,,,,CCARC,yes,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,104.4,N,yes,447.925,442.925,100,100,,,,Denver,On-Air,,,,CCARC,yes,,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,104.4,N,yes,449.65,444.65,,,,,,Denver,On-Air,,,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,104.5,N,yes,448.55,443.55,82.5,,,,,Denver,Off-Air,,,,CCARC,yes,,HPRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,104.5,N,yes,145.475,144.875,100,,,,,Jefferson,On-Air,,,,CCARC,yes,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,104.5,N,yes,448.075,443.075,123,,,,,Denver,On-Air,,,,CCARC,yes,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,104.5,NNW,yes,53.09,51.39,107.2,,,,,Jefferson,On-Air,,,,CCARC,yes,Metro Denver area.,Denver Radio Club,E-power.,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,104.5,N,yes,146.715,146.115,123,123,,,,Denver,On-Air,,,,CCARC,yes,,EARS,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,104.8,NNW,yes,447.825,442.825,D073,D073,,,,Jefferson,On-Air,,,,CCARC,yes,,Denver Radio Club,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,105.7,N,yes,447.175,442.175,100,100,,,,Denver,On-Air,,,29997,CCARC,yes,,W0JRL,,,,,,,,,,,201712,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,106.8,N,yes,448.15,443.15,141.3,141.3,,,,Denver,On-Air,,,29436,CCARC,yes,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,,,,,Full-time to the  The Fun Machine System .,k0jsc.com,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Listen Live,24340,DM79pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,107,NNW,yes,147.21,147.81,100,100,,,,Jefferson,On-Air,Yes; analog capable.,3241,,,yes,,Denver Water Amateur Radio Club,,,,,,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,107,NNW,yes,448.35,443.35,,,,,,Jefferson,On-Air,,,,CCARC,yes,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,,,,http://www.DWARC.com,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,107.3,NNW,yes,446.9625,441.9625,,,,,,Jefferson,On-Air,,,,CCARC,yes,,Colorado D-Star,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,107.3,NNW,yes,446.8375,441.8375,,,yes,7,,Jefferson,On-Air,,,,CCARC,yes,,WA2YZT,200,,,,,Full-time to the  Colorado TRBO System .,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,107.3,NNW,yes,145.25,144.65,,,,,,Jefferson,On-Air,,,,CCARC,yes,,Colorado D-Star,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,107.3,NNW,yes,1299.9,1299.9,,,,,,Jefferson,On-Air,,,,,yes,,Colorado D-Star,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,107.3,NNW,yes,1283.9625,1263.9625,,,,,,Jefferson,On-Air,,,,CCARC,yes,,Colorado D-Star,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,107.4,NNW,yes,145.37,144.77,,,yes,7,,Jefferson,On-Air,,,,CCARC,yes,,Rocky Mountain Ham Radio,,,,,,,Rocky Mountain Ham Radio,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,107.5,WNW,yes,447.65,442.65,151.4,151.4,,,,Gunnison,On-Air,,,,CCARC,yes,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,107.6,NNW,yes,449.625,444.625,141.3,141.3,,,,Jefferson,On-Air,,3750,,CCARC,yes,,Rocky Mountain Ham Radio,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,108.6,NNW,yes,449,444,136.5,136.5,,,,Clear Creek,On-Air,,,,CCARC,yes,,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,108.6,ESE,yes,146.61,146.01,123,123,,,,Prowers,On-Air,,3774,,CCARC,yes,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,,,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,108.7,ESE,yes,449.5,444.5,123,,,,,Prowers,On-Air,,3774,,CCARC,yes,45,Lamar ARC,,,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,108.8,NNW,yes,927.7875,902.7875,156.7,,,,,Jefferson,On-Air,,,,,yes,Golden and Denver.,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,108.8,NNW,yes,448.975,443.975,123,,,,,Jefferson,On-Air,,,42845,CCARC,yes,Wide area.,FRG,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,108.8,NNW,yes,448.125,443.125,107.2,,,,,Jefferson,On-Air,,,,CCARC,yes,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.1,NNW,yes,448.675,443.675,100,100,,,,Denver,On-Air,,,,CCARC,yes,Wide area.,W0CFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,109.1,NNW,yes,147.3,147.9,103.5,103.5,,,,Clear Creek,On-Air,,,,CCARC,yes,Wide area.,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.3,NNW,yes,448.225,443.225,141.3,141.3,,,,Clear Creek,On-Air,,,,CCARC,yes,,Rocky Mountain Ham Radio,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,109.3,NNW,yes,449.35,444.35,100,100,,,,Clear Creek,On-Air,,,,CCARC,yes,Wide area.,Denver Radio Club,11,,,,,,DRC Repeaters,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.3,NNW,yes,146.67,146.07,100,100,,,,Clear Creek,On-Air,,,,CCARC,yes,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,109.3,NNW,yes,447.575,442.575,107.2,107.2,,,,Clear Creek,On-Air,,3291,,CCARC,yes,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,,,,,http://www.w0cra.org,,,,347088,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.3,NNW,yes,449.45,444.45,103.5,127.3,,,,Clear Creek,On-Air,,,,CCARC,yes,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,,,,,,Repeater,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.3,NNW,yes,146.94,146.34,103.5,103.5,,,,Clear Creek,On-Air,,,,CCARC,yes,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,,,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Repeater,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Listen Live,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.3,NNW,yes,145.145,144.545,107.2,107.2,,,,Clear Creek,On-Air,,,,CCARC,yes,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.3,NNW,yes,446.9375,441.9375,,,yes,7,,Clear Creek,On-Air,,,,CCARC,yes,,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,See the website for programming information.,,,,,,,,,,,,,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,109.3,NNW,yes,145.49,144.89,100,100,,,,Jefferson,On-Air,,,,CCARC,yes,,"KB0VIU,  Denver Radio Club",E-power.,,,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,109.8,NW,yes,445.05,440.05,,,yes,7,,Lake,On-Air,,,,CCARC,yes,,K2AD,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,,,,,,,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,
