Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,EchoLink,IRLP,Notes,Nets,Coverage,Downlink Tone,Links,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Commands,Talkgroups,Colorado,Northern Colorado,YSF Digital Enabled,DG-ID,Grid,Mixed-Mode,D-STAR Enabled,Node,Sources,Denver Regional,AllStar,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,WIRES-X,Worldwide,English,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,Local Network,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,179.6,NNW,yes,146.475,146.475,146.2,Fall River,,W0FUI,IRLP,,yes,On-Air,,7976,Turns itself off every night. More control info on the website.,,More info on the coverage area would be helpful.,146.2,,,,,,,"IRLP: 
Connect- [node nbr] / Disconnect- 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,146.2,K0HS,"Hot Springs, Battle Mountain",SD,OPEN,,180.1,NNW,yes,146.7,146.1,146.2,Fall River,,Hot Springs Amateur Radio Club,E-power.,SouDak,yes,On-Air,,,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,180.1,WSW,yes,53.17,51.47,107.2,Jefferson,,N6LXX,,CCARC,yes,On-Air,,,,,"I-70,I-76,I-25,I-225",CSQ,Full-time to the  N6LXX System .,,,,N6LXX,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,180.1,WSW,yes,447.875,442.875,107.2,Jefferson,,N6LXX,,CCARC,yes,On-Air,,,,,"I-70,I-76,I-25,I-225",107.2,Full-time to the  N6LXX System .,,,,N6LXX,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,181.6,WSW,yes,449.75,444.75,103.5,Jefferson,,Rocky Mtn Radio League,8,CCARC,yes,On-Air,,,,,,103.5,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,181.6,WSW,yes,224.74,223.14,88.5,Jefferson,,Aurora Repeater Assoc,e-power,CCARC,yes,On-Air,,,,ARA: Wed at 2000.,,88.5,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,181.6,WSW,yes,145.22,144.62,103.5,Jefferson,,Rocky Mtn Radio League,8,CCARC,yes,On-Air,,,Talk-Group of $FFFF.,,Wide area.,103.5,,,,,,Repeater,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,181.7,WSW,yes,448.85,443.85,88.5,Jefferson,,Aurora Repeater Assoc,e-power.,CCARC,yes,On-Air,,,,ARA: Wed at 20:00.,"Denver metro, central front range",88.5,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,181.7,WSW,yes,224,222.4,103.5,Jefferson,,Rocky Mountain Radio League,8,CCARC,yes,On-Air,,,,,,103.5,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,181.7,WSW,yes,147.15,147.75,100,Jefferson,,Aurora Repeater Assoc (ARA),e-power,CCARC,yes,On-Air,,,,ARA: Wed at 20:00.,"Denver metro, central front range",100,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,182.5,WSW,yes,146.88,146.28,100,Jefferson,,Denver Radio League,E-power.,CCARC,yes,On-Air,,,6,,Wide Area,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,182.5,WSW,yes,449.6,444.6,100,Jefferson,,Denver Radio League,,CCARC,yes,On-Air,690473,3345,,,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,182.8,WSW,yes,145.31,144.71,88.5,Gilpin,,Colorado Connection,10,CCARC,yes,On-Air,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.","Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,182.8,SW,yes,447.625,442.625,100,El Paso,,KD0MDP,Linked.,,yes,On-Air,363976,7301,,,,100,Full-time to the  The Fun Machine System .,,,,The Fun Machine,,,,,,,,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,182.8,WSW,yes,449.225,444.225,141.3,Gilpin,,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,yes,On-Air,,,"Emcomm Affiliated, Open repeater",,Wide area.,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W0WWV,"Heartwell, KGIN TV Tower",NE,OPEN,,183.2,ESE,yes,146.82,146.22,123,Kearney,,Amateur Radio Association Of Nebraska,E-power.,,yes,On-Air,,,,"ARAN Net: Tue and Thur at 20:00. 
Severe weather nets as needed -linked to National Weather Service office in Hastings/Grand Island, call - WX0GID.",Wide Area,123,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,http://w0wwv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,183.8,WSW,yes,927.8375,902.025,,Jefferson,,,,CCARC,yes,On-Air,,,The offset is -25.8125,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,,,,,,,,,,,,45770,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,183.8,WSW,yes,446.7875,441.7875,,Jefferson,,Denver Radio Club,,CCARC,yes,On-Air,,,,,,,,yes,1,,Brandmeister Network,http://www.w0tx.org/,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,183.9,WSW,yes,146.985,146.385,100,Denver,,El Jebel RADOPS,E-power.,CCARC,yes,On-Air,,3346,,RADOPS: Sun at 19:00.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,183.9,WSW,yes,145.28,144.68,100,Jefferson,,,"Closed autopatch, e-power, linked.",CCARC,yes,On-Air,,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,Wide area.,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,183.9,WSW,yes,449.525,444.525,CSQ,Jefferson,,KE0SJ,E-power.,CCARC,yes,On-Air,,,,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,183.9,WSW,yes,448.625,443.625,100,Jefferson,,Denver Radio Club,E-power.,CCARC,yes,On-Air,,,,DRC: Sun at 20:30.,Denver metro area.,100,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,183.9,WSW,yes,146.64,146.04,100,Jefferson,,Denver Radio League,E-power.,CCARC,yes,On-Air,,,8,,"Wide area. 
   Repeater Coverage Map",,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,185.6,WSW,yes,224.6,223,100,Gilpin,Unknown,W0RM,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,186,SSE,yes,146.7,146.1,141.3,Scott,,Sand Hills ARC,E-power.,Kansas Repeater Council,yes,On-Air,,,Comet GP-6 @ 125'.,Tue at 20:30.,"Scott, Finney and Kearny counties",141.3,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",,,,,,,,,,yes,Open ↑ / Open ↓,DM98,Yes; analog capable.,,,,,48589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,186.1,WSW,yes,145.34,144.74,103.5,Jefferson,,Rocky Mtn Radio League,E-power.,CCARC,yes,On-Air,,3350,,,Wide area.,127.3,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,186.1,WSW,yes,145.175,144.575,D073,Clear Creek,,Rocky Mountain Ham Radio,,CCARC,yes,Off-Air,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,D073,,yes,1,,,Rocky Mountain Ham Radio,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,186.9,WSW,yes,447.5,442.5,88.5,Jefferson,,Aurora Repeater Association,E-power.,CCARC,yes,On-Air,,,,,Wide area.,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,187.3,SSE,yes,444.95,449.95,100,Scott,,SHARC,"Linked to K-Link Repeater Network 
IRLP node 7356.",,yes,On-Air,,7356,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,Click for coverage map.  35 mi radius.,100,Full-time to the  K-Link System .,,,,,http://ks0lnk.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,188.6,SW,yes,447.2,442.2,,El Paso,,GGARC,,,yes,Testing,,,,,"Falcon, Black Forest, Peyton Areas",,,,,,Garden of the Gods Amateur Radio Club,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,188.8,WSW,yes,447.85,442.85,141.3,Clear Creek,,AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,yes,On-Air,,,,,Wide area at 9500',141.3,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,189.7,WSW,yes,1287.9,1267.9,CSQ,Jefferson,,Colorado Repeater Association (CRA),,CCARC,yes,Off-Air,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,189.7,WSW,yes,224.98,223.38,107.2,Jefferson,,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,yes,Off-Air,347086,3990,,,Wide area. Denver.,107.2,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,189.7,WSW,yes,447.15,442.15,107.2,Jefferson,,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,yes,Off-Air,,,,,Wide area: Denver.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,190.2,SW,yes,447.725,442.725,100,El Paso,,K0NR,30,CCARC,yes,On-Air,,,,,Local.,100,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,190.3,SE,yes,146.79,146.19,162.2,Rooks,,N0KOM,,Kansas Repeater Council,yes,On-Air,,,DB-222 @ 200 feet.,,Click for coverage map.  25 mi radius.,,Full-time to the  K-Link System .,,,,,K-Link Repeater Network,,,,,,,,,,,,,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,190.3,SW,yes,145.19,144.59,131.8,Douglas,,N0OBA Owner,,,yes,On-Air,10079,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,Wide area coverage at 8300,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,123,W0WWV,"Campbell, Mid-Rivers E911 Dispatch Center",NE,OPEN,I,191.5,SE,yes,444.475,449.475,123,Franklin,,Amateur Radio Association of Nebraska,E-power.,WB0CMC,yes,On-Air,,7438,"KerChunk filter. Key up and hold for one second before speaking, or you will be cut off. No hang time, no courtesy tone.","ARAN: Tues &amp; Thurs 20:30 local time. Severe Weather Nets as needed, linked to WX0GID, National Weather Service office in Hastings/Grand Island.",Wide Area,123,"Full-time to  
        443.20000 (W0WWV) at Hastings, Hastings Dog-Walk Park, NE .
 


Full-time to  
        146.61000 (N0LL) at Smith Center, KS .
 


Full-time to  
        145.13000 (W0WWV) at Hastings, KCNT Tower, NE .
 


Full-time to  
        146.82000 (W0WWV) at Heartwell, KGIN TV Tower , NE .
 


Full-time to  
        147.21000 (W0WWV) at Nelson, NE .
 


Full-time to the  W0WWV System .",,,,,Amateur Radio Asscociation of Nebraska,"No special codes for IRLP, just dial the 4 digit node you wish to call. To disconnect, dial 73.",,,,,,EN00ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,191.5,WSW,yes,449.05,444.05,107.2,Denver,,WG0N,E-power.,CCARC,yes,On-Air,,,,,Wide area.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,167.9,N0IP,Wood River,NE,OPEN,,191.7,ESE,yes,444.7,449.7,,Hall,,,,WB0CMC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,yes,N0IP (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,191.9,SW,yes,446.925,441.925,,Douglas,,,,CCARC,yes,On-Air,,,See the website for programming info.,,,,Full-time to the  Colorado TRBO System .,yes,7,,,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,191.9,SW,yes,447.525,442.525,146.2,Douglas,,EmComm Colorado,,CCARC,yes,On-Air,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",146.2,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,192.1,WSW,yes,147.12,147.72,88.5,Jefferson,,Aurora Repeater Association,E-power.,CCARC,yes,On-Air,,,,,Denver metro and east.,88.5,,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,192.2,WSW,yes,53.05,51.35,107.2,Jefferson,,Colorado Repeater Association (CRA),10,CCARC,yes,Off-Air,,,,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.2,WSW,yes,449,444,136.5,Clear Creek,,CARN,,CCARC,yes,On-Air,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,192.3,WSW,yes,147.3,147.9,103.5,Clear Creek,,Denver PD EEB,,CCARC,yes,On-Air,,,,,Wide area.,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.4,WSW,yes,448.675,443.675,100,Denver,,W0CFI,,CCARC,yes,On-Air,,,,,Wide area.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.5,WSW,yes,146.67,146.07,100,Clear Creek,,Castle Rock Repeater Group,11,CCARC,yes,On-Air,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.5,WSW,yes,145.145,144.545,107.2,Clear Creek,,Colorado Repeater Assoc,E-power.,CCARC,yes,On-Air,,,,,Wide area. Denver metro.,107.2,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,192.5,WSW,yes,447.575,442.575,107.2,Clear Creek,,Colorado Repeater Association (CRA),,CCARC,yes,On-Air,347088,3291,,,Wide area: Denver metro.,107.2,,,,,,http://www.w0cra.org,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,192.5,WSW,yes,145.49,144.89,100,Jefferson,,"KB0VIU,  Denver Radio Club",E-power.,CCARC,yes,On-Air,,,,DRC: Sun at 20:30.,,100,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,192.5,WSW,yes,449.35,444.35,100,Clear Creek,,Denver Radio Club,11,CCARC,yes,On-Air,4140,,,,Wide area.,100,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.6,WSW,yes,449.45,444.45,103.5,Clear Creek,,Rocky Mountain Radio League,11,CCARC,yes,On-Air,,,,RMRL: Mon at 20:30.,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",127.3,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.6,WSW,yes,446.9375,441.9375,,Clear Creek,,Rocky Mountain Ham Radio,,CCARC,yes,On-Air,,,See the website for programming information.,,,,Full-time to the  Colorado TRBO System .,yes,7,,,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,2,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.6,WSW,yes,448.225,443.225,141.3,Clear Creek,,Rocky Mountain Ham Radio,E-power(gen).,CCARC,yes,On-Air,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,192.6,WSW,yes,146.94,146.34,103.5,Clear Creek,,Rocky Mtn Radio League,11,CCARC,yes,On-Air,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.","Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",103.5,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,Repeater,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,192.7,SW,yes,449.975,444.975,100,Douglas,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,yes,On-Air,,,"Can be linked to Allstar, Echolink and others by a Sysop",,,100,Full-time to the  The Fun Machine System .,,,,The Fun Machine,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,192.7,SW,yes,147.225,147.825,107.2,Douglas,,Colorado Repeater Association (CRA),Closed autopatch,CCARC,yes,On-Air,347086,3990,,"CRA Net, Sunday 9AM",Wide area,107.2,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,,CRA VHF Link System,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,192.7,SW,yes,448.425,443.425,107.2,Douglas,,Colorado Repeater Association (CRA),,,yes,On-Air,,,,,Wide area,107.2,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,ARESDEC,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,123,W0CUO,Elba,NE,OPEN,I,193.4,ESE,yes,147.24,147.84,123,Howard,,Grand Island Amateur Radio Society (GIARS),"E-power, linked.",,yes,On-Air,,7479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,193.6,W,yes,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,,yes,On-Air,82070,,,,Albany County,,,,,,,http://www.uwyo.edu/uarc/,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,196.2,S,yes,444,449,141.3,Hamilton,,SKECT,E-power.,Kansas Repeater Council,yes,On-Air,,,,,,141.3,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,197.1,SW,yes,224.72,223.12,103.5,El Paso,,w0mog,,,yes,On-Air,,,,,Local,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
