Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Web links,Links,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,Notes,Features,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,EchoLink,AllStar,On-air,IRLP,Grid,Commands,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,YSF Digital Enabled,DG-ID,Location Photo,Feed,Denver Regional,Northern Colorado,Local/Cluster,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,112.4,N,,147.36,147.96,100,,Delta,,W0ALC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,113.6,SE,,147.04,147.64,141.3,,Rio Arriba,Off-Air,NMEMA ARC,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,114.2,W,,449.9,444.9,123,,San Juan,On-Air,,UVHFS,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,Part time link to  two repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,114.2,SE,,146.76,146.16,67,,Taos,On-Air,Taos ARC,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,114.2,SE,,145.175,144.575,141.3,,Taos,Off-Air,NMEMA ARC,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,117,NW,,146.76,146.16,88.5,,Grand,On-Air,Sinbad Desert ARC,UVHFS,,Moab and immediate surroundings.,http://www.sdarc.us/repeaters/bald.html,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,117.1,NW,,449.1,444.1,107.2,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),UVHFS,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",GMRA Repeaters,,RACES Wed. 1930 hours,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,117.1,NNW,,448.15,443.15,100,,Mesa,On-Air,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,312189,,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,117.7,NE,,447.65,442.65,151.4,151.4,Gunnison,On-Air,KB0YNA,CCARC,,Gunnison valley and along East and west on Highway 50.,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,118.9,N,,447.35,442.35,107.2,,Delta,,Grand Mesa Repeater Assoc (GMRA),CCARC,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,119.2,SE,,145.41,144.81,100,,Santa Fe,Off-Air,W5HO,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,119.3,NE,,145.325,144.725,100,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,122.9,SSE,,443.1,448.1,100,,Sandoval,On-Air,Sandoval County ARES,NMFCC,,Wide area - NW NM.,http://nmscares.org/,,Sandoval County ARES: Mon at 19:30.,,,,ARRL,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)","Linked, e-power.",,,,,,,,,,,,,,,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,123.7,SSE,,443,448,100,,Sandoval,On-Air,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,123.8,SSW,,147.26,147.86,100,,McKinley,On-Air,KC5WDV,NMFCC,,,,,,,,,,,VHF/UHF Remote Bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,123.8,N,,145.355,144.755,88.5,123,Mesa,On-Air,Colorado Connection,CCARC,,"Rifle to the east, several miles east of Green River, Utah to the west.",,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,Colorado Connection system of repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,123.8,N,,449.65,444.65,151.4,151.4,Mesa,On-Air,Keri Washburn,CCARC,,Wide area coverage,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,NWS weather alert system.,,,,,,,,,,,,,,,,,,8162,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,124.6,N,,449.3,444.3,107.2,107.2,Mesa,On-Air,,CCARC,,Wide Area I-70 West Rifle to Western Utah,http://www.gmra.org/,,RACES Wed 1930 hrs,,,,,Closed IRLP out,e-power Linked to GMRA Open System,,,,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,126.2,SE,,145.19,144.59,,,Los Alamos,On-Air,SFARC,NMFCC,,Wide Area,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,,,,,,,,,,,,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,126.7,N,,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,,"Grand Junction, I70",,,,,1,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,127.1,SE,,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,NMFCC,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,127.8,NW,,146.9,146.3,88.5,,Grand,On-Air,Sinbad Desert ARC,UVHFS,,Moab and immediate surroundings.,http://sdarc.us/repeaters/moab.html,,,,,,,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,128,SSW,,145.29,144.69,123,,McKinley,Off-Air,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,128.3,NNW,,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,CCARC,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,128.8,NNW,,145.22,144.62,107.2,,Mesa,,KE0TY,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,128.8,NNW,,446.775,441.775,,,Mesa,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,128.8,NNW,,449.775,444.775,173.8,88.5,Mesa,On-Air,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,7572,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,128.8,NNW,,146.82,146.22,107.2,,Mesa,On-Air,,CCARC,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,128.8,NNW,,447.5,442.5,114.8,,Mesa,,KC0ARV,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,128.8,NNW,,449,444,,107.2,Mesa,On-Air,KB0SW,CCARC,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,128.8,NNW,,147.105,147.705,,,Mesa,On-Air,K0SSI,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,128.8,NNW,,147.39,147.99,107.2,,Mesa,,KE0TY,CCARC,,,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,129.6,SE,,442.425,447.425,,,Los Alamos,On-Air,,,,30,,,,,,,,,,,,,,,,,,,,,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,129.7,SE,,444.775,449.775,,,Los Alamos,On-Air,WD9CMS,NMFCC,,Los Alamos and surrounding areas,,,,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",E-power.,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,129.8,SE,,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,Los Alamos ARC,NMFCC,,,,,LAARC: Sun at 2000.,,,,,Located on the Barranca Mesa water tower.,Autopatch,,,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,129.9,SE,,442.25,447.225,,,Los Alamos,Off-Air,,NMFCC,,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,129.9,SSW,,449.75,444.75,100,,McKinley,On-Air,KC5WDV,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,130.1,NE,,449.925,444.925,103.5,103.5,Chaffee,On-Air,,CCARC,,"Upper Arkansas and Platte Rivers, and the SLV",,,,,,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,130.1,NE,,449.65,444.65,107.2,,Chaffee,On-Air,,CCARC,,Wide area.,CMRG Repeaters,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,130.2,SE,,927.9,902.9,,,Los Alamos,On-Air,,NMFCC,,Los Alamos and surrounding areas,,,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,130.2,SE,,442.925,447.925,,,Los Alamos,On-Air,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,130.2,NE,,449.975,444.975,100,100,Chaffee,On-Air,,CCARC,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,K0JSC.COM,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,2,,,,,,,,,,,,,,,363976,28368,,7301,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,130.2,SE,,144.265,144.265,203.5,,Los Alamos,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,130.2,SE,,224.04,222.44,100,100,Los Alamos,On-Air,KA5BIW,,,,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,130.2,SE,,442,447,100,,Los Alamos,On-Air,KA5BIW,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,Linked with 224.04 KA5BIW,,,,,,,,,,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,130.7,NE,,147.285,147.885,88.5,123,Chaffee,On-Air,Colorado Connection,CCARC,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,130.7,NE,,145.295,144.695,107.2,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,,Wide area.,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,132,NNW,,145.175,144.575,107.2,,Mesa,On-Air,,CCARC,,Greater grand Junction area.,,,,,,,,,"E-power,",,,,,,,,,,,,,,,,,,3161,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,132.4,NNW,,449.575,444.575,131.8,131.8,Mesa,On-Air,,CCARC,,Grand Junction,GMRA Repeaters,,Wed RACES Net 1930 Hrs,,,,Grand Mesa Repeater Assoc,Closed IRLP out,e-power. Linked to GMRA Open System,,,,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,132.4,NNW,,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,CCARC,,Grand Junction 30-50 mi,http://w0rrz.org,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,E-power and autopatch for WCARC members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,133,SE,,147.18,147.78,100,100,Rio Arriba,On-Air,,NMFCC,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,134.5,NE,,446.8125,441.8125,,,Chaffee,On-Air,RMHAM,,,,,,,,0,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,134.5,NE,,446.975,441.975,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,,,KD0QPG,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,135,NE,,146.745,146.145,100,,Chaffee,Off-Air,CLARA,CCARC,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,135.9,N,,449.5,444.5,107.2,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),CCARC,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,136.6,SE,,145.39,144.79,100,,Taos,On-Air,Taos ARC,NMFCC,,Wide area.,Taos Amateur Radio Club,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,140.6,S,,146.98,146.38,141.3,141.3,Cibola,On-Air,New Mexico Emergency Management Association Amateur Radio Club,,,,,,,,,,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,140.6,S,,444.95,449.95,,,Bernalillo,On-Air,Cibola County Amateur Radio Club,NMFCC,,Wide area.,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,141.5,S,,146.94,146.34,100,,Cibola,On-Air,Upper Rio FM Society,,,Wide area.,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,142.2,SE,,51.5,51.5,100,,Taos,On-Air,Taos ARC,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,142.2,SE,,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,NMFCC,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,142.2,SE,,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,NMFCC,,Wide area.,http://taosarc.org/,,,,,,ARRL,,E-power.,,,,,,,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,142.3,SE,,449.875,444.875,123,,Taos,Off-Air,Taos ARC,NMFCC,,,,,,,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,142.4,SE,,147.14,147.74,67,,Taos,On-Air,,,,,http://www.taosarc.com/,Full-time to the  Mega-Link System .,,,,,TaosARC,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,143.2,NNE,,447.05,442.05,136.5,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,143.3,NNE,,146.67,146.07,107.2,,Pitkin,On-Air,Ski Country ARC,CCARC,,Wide area.,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,144.7,E,,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,CCARC,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,144.7,E,,448.325,443.325,100,100,Custer,On-Air,,,,,,Full-time to the  The Fun Machine System .,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,144.8,E,,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,CCARC,,,,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,144.8,E,,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,144.8,E,,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,CCARC,,,http://www.qsl.net/rghc,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,144.9,SE,,444.975,449.975,123,,Taos,On-Air,N5TSV,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,145,S,,146.64,146.04,67,67,Bernalillo,On-Air,URFMSI,NMFCC,,Wide Area,http://www.urfmsi.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,146.2,SE,,145.25,144.65,123,,Taos,On-Air,Taos ARC,NMFCC,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,147,S,,444.975,449.975,67,67,Cibola,On-Air,Cibola County Emergency Manager,,,Local,,,,,,,,,Linked to 147.980 NM5EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
