Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Op Status,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,EchoLink,IRLP,Commands,Local Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,AllStar,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Grid,Mixed-Mode,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,YSF Digital Enabled,DG-ID,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Worldwide,English,TAC 310,Mountain Reg USA,WIRES-X,Wyoming,WyLOCAL,Location Photo
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,63.6,SE,yes,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,On-Air,,,,,,,,,7708,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,63.6,SE,yes,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,63.6,SE,yes,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,,CCARC,yes,,,,On-Air,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,63.6,SE,yes,448.075,443.075,123,Denver,,W0IG,,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,63.6,SE,yes,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,E-power.,CCARC,yes,,,,On-Air,,Intermountain Repeater Group,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,64.1,E,yes,448.025,443.025,100,Larimer,,Northern Colorado ARC,,CCARC,yes,,,,On-Air,,,100,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,64.1,E,yes,147.36,147.96,100,Larimer,,CO State Univ ARC,Closed autopatch.,CCARC,yes,,,,On-Air,,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,64.3,E,yes,449.85,444.85,100,Larimer,,CO State Univ ARC,Closed autopatch.,CCARC,yes,,,,On-Air,,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,65,SE,yes,146.88,146.28,100,Jefferson,,Denver Radio League,E-power.,CCARC,yes,,,,On-Air,,DRL Repeaters,,Wide Area,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,65,SE,yes,449.6,444.6,100,Jefferson,,Denver Radio League,,CCARC,yes,,,,On-Air,,DRL Repeaters,,,,,,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,68.2,ESE,yes,224.96,223.36,CSQ,Weld,,AC0KC,,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,69.2,E,yes,147.39,147.99,,Larimer,,KT0L - NoCo C-Bridge Network,,CCARC,yes,yes,2,,On-Air,,Documentation,,"Fort Collins east side, into Red Feather Lakes area.",,,Tac 310 Net: Sun at 18:00.,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,1,1,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,69.3,SW,yes,447.15,442.15,136.5,Garfield,,,,,yes,,,,On-Air,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,69.6,ESE,yes,447.3,442.3,107.2,Weld,,,,CCARC,yes,,,,On-Air,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,71.1,N,yes,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,,yes,,,,On-Air,,http://www.uwyo.edu/uarc/,,Albany County,,,,82070,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,71.4,SE,yes,448.4,443.4,94.8,Arapahoe,,,,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,71.4,SE,yes,448.275,443.275,156.7,Arapahoe,,W0BG,,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,71.4,SE,yes,448.825,443.825,,Arapahoe,,,,,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,30584,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,71.5,SE,yes,448.5,443.5,100,Denver,,Castle Rock Repeater Group,E-power.,CCARC,yes,,,,On-Air,,,,Greater Denver area.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,71.7,E,yes,446.775,441.775,,Larimer,,W0DMR - NoCo C-bridge Network,,CCARC,yes,yes,2,,On-Air,Brandmeister Network,W0DMR,,"Fort Collins east side, into Red Feather Lakes area.",,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,72,S,yes,446.7625,441.7625,,Park,,K7PFJ,,,yes,yes,0,,On-Air,RMHAM,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,72.2,NE,yes,448.325,443.325,110.9,Larimer,,,,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,72.2,E,yes,447.2,442.2,82.5,Weld,,N6RFI,,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,73,SSW,yes,447.05,442.05,136.5,Pitkin,,Roaring Fork Amateur Repeater Cooperative,,CCARC,yes,,,,On-Air,,,136.5,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,73.3,SE,yes,449.15,444.15,,Arapahoe,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,73.5,ESE,yes,447.625,442.625,100,Adams,,Intermountain Repeater Group,,,yes,,,,On-Air,,Intermountain Repeater Group,,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,74.2,WSW,yes,449.85,444.85,131.8,Garfield,,,e-power  Linked to GMRA Open System,CCARC,yes,,,,On-Air,Grand Mesa Repeater Assoc,http://GMRA.org,131.8,Glenwood Springs,Full-time to the  GMRA Open System .,RACES net Wed 1930 Hrs Local,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,74.2,SW,yes,146.67,146.07,107.2,Pitkin,,Ski Country ARC,Linked.,CCARC,yes,,,,On-Air,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,74.2,WSW,yes,224.02,222.42,,Garfield,Unknown,SCARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,74.2,WSW,yes,447.6,442.6,,Garfield,Unknown,Ski Country ARC (SCARC),50,CCARC,yes,,,,,,,,40,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,74.2,WSW,yes,147.3,147.9,107.2,Garfield,,Roaring Fork Amateur Repeater Cooperative,8,CCARC,yes,,,,Off-Air,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,Single beep courtesy tone when linked and none when unlinked.,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,74.3,SE,yes,448.15,443.15,141.3,Denver,,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,yes,,,,On-Air,,k0jsc.com,141.3,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",24340,,,,,,,,,,Listen Live,29436,,,,,,,DM79pt,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,76.4,SE,yes,449.95,444.95,77,Douglas,,W9SL Owner,,CCARC,yes,,,,On-Air,,,77,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,76.7,SE,yes,446.925,441.925,,Douglas,,,,CCARC,yes,yes,7,,On-Air,,Rocky Mountain Ham Radio,,,Full-time to the  Colorado TRBO System .,See the website for programming info.,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,76.7,SE,yes,447.525,442.525,146.2,Douglas,,EmComm Colorado,,CCARC,yes,,,,On-Air,Colorado ARES,,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,77.3,E,yes,449.725,444.725,127.3,Weld,,K0OJ,"Autopatch, WX.",CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,77.4,E,yes,147,147.6,100,Weld,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,yes,,,,On-Air,,,100,,,,,,3839,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,77.4,SSE,yes,146.685,146.085,107.2,Park,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,,,,On-Air,,,107.2,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,77.4,SSE,yes,147.36,147.96,107.2,Park,,,E-power.,CCARC,yes,,,,On-Air,,CMRG Repeaters,107.2,Wide area.,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,77.4,E,yes,448.475,443.475,100,Weld,,Weld Amateur Radio Society (WARS),,CCARC,yes,,,,On-Air,,http://www.warsco.org/,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,77.4,ESE,yes,449.925,444.925,114.8,Weld,,KD0RG,,CCARC,yes,,,,On-Air,K0UPS Club,,114.8,,,,,448035,,,,,,,,,,,,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,77.4,E,yes,146.85,146.25,100,Weld,,Northern Colorado ARC,"E-power, WX.",CCARC,yes,,,,On-Air,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,77.4,E,yes,449.325,444.325,,Weld,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,77.7,SE,yes,145.19,144.59,151.4,Arapahoe,,N0OBA,Autopatch (please contact trustee).,,yes,,,,On-Air,,,131.8,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,78,SE,yes,448.7,443.7,146.2,Douglas,,,,,yes,,,,On-Air,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,78.3,SE,yes,447.525,442.525,203.5,Douglas,,EmComm Colorado,,CCARC,yes,,,,On-Air,Colorado ARES,,146.2,"Denver metropolitan area, front range foothills",,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,79.1,SE,yes,145.4,144.6,100,Arapahoe,,Castle Rock Repeater Group,"Autopatch, e-power.",CCARC,yes,,,,On-Air,,,,Greater Denver area.,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,79.2,SE,yes,449.425,444.425,D023,Arapahoe,,K0PWO,,,yes,,,,Off-Air,,,D023,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,79.4,SW,yes,449.725,444.725,179.9,Garfield,,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,CCARC,yes,,,,On-Air,,,,Wide area.,,,,,3722,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,79.4,SW,yes,147.39,147.99,107.2,Garfield,,Roaring Fork Amateur Repeater Cooperative,,,yes,,,,On-Air,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,80.9,SE,yes,446.875,441.875,,Douglas,,W0VG,,CCARC,yes,yes,6,,On-Air,RMHAM,http://www.rmham.org,,,Full-time to the  Colorado TRBO System .,,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,81.2,WSW,yes,146.85,146.25,88.5,Garfield,,Colorado Connection,70,CCARC,yes,,,,On-Air,,,123,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,81.2,WSW,yes,447.1,442.1,107.2,Garfield,,Ski Country ARC,,CCARC,yes,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,81.2,WSW,yes,449.6,444.6,107.2,Garfield,,,e-power Linked to GMRA open system,CCARC,yes,,,,On-Air,,http://www.gmra.org,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,81.2,WSW,yes,146.88,146.28,107.2,Garfield,,Ski Country ARC,,CCARC,yes,,,,On-Air,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,82,WNW,yes,146.97,146.37,88.5,Moffat,,Northwest Colorado Amateur Radio Association,,CCARC,yes,,,,On-Air,Colorado Connection,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,82,WNW,yes,145.265,144.665,107.2,Moffat,Unknown,NW Colorado ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,82.7,S,yes,448.575,443.575,103.5,Park,,,,CCARC,yes,,,,Off-Air,,,103.5,Western Park County,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,84.1,SE,yes,448.425,443.425,107.2,Douglas,,Colorado Repeater Association (CRA),,,yes,,,,On-Air,ARESDEC,http://www.w0cra.org,107.2,Wide area,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,84.1,SE,yes,147.225,147.825,107.2,Douglas,,Colorado Repeater Association (CRA),Closed autopatch,CCARC,yes,,,,On-Air,CRA VHF Link System,Colorado Repeater Association,107.2,Wide area,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,"CRA Net, Sunday 9AM",347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,84.2,SE,yes,449.975,444.975,100,Douglas,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,yes,,,,On-Air,The Fun Machine,The Fun Machine,100,,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,85.4,SSE,yes,449.7,444.7,107.2,Park,Unknown,CMRG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,85.9,SE,yes,445.075,440.075,,Douglas,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,CCARC,yes,yes,1,,On-Air,,http://www.parkerradio.org,,,,Mixed Mode,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,87.8,NNE,yes,448.15,443.15,100,Laramie,,KB7SWR,,WRCG,yes,,,,Off-Air,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,89.2,SE,yes,446.85,441.85,,Douglas,,Parker Radio Association,D-Star B module,CCARC,yes,,,,On-Air,,http://parkerradio.org,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,89.4,SE,yes,927.8375,902.025,,Douglas,,,,CCARC,yes,,,,On-Air,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,89.6,NNE,yes,447.225,442.225,,Albany,,Laramie County EM,,WRCG,yes,yes,11,,On-Air,Wyoming DMR Project,,,Wide area.,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,89.7,NNE,yes,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,,WRCG,yes,,,,On-Air,,,,Wide area.,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
