Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Downlink Tone,Links,Talkgroups,Colorado,Northern Colorado,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Commands,WIRES-X,Grid,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,P25 Digital Enabled,NAC,Default Reflector,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Wyoming,WyLOCAL,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,161.3,SSE,,146.7,146.1,141.3,Scott,,Sand Hills ARC,E-power.,Kansas Repeater Council,,On-Air,"Scott, Finney and Kearny counties",,,Comet GP-6 @ 125'.,Tue at 20:30.,,,,,,141.3,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",,,,,,Open ↑ / Open ↓,Yes; analog capable.,48589,,,DM98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,161.3,WSW,,446.8,441.8,,Boulder,,Rocky Mountain Ham Radio,,CCARC,,On-Air,Wide area.,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,7,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,161.3,WSW,,1299.5,1279.5,,Boulder,,Boulder County ARES,E-power.,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,161.3,WSW,,446.8625,441.8625,,Boulder,,Boulder County ARES,,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,162.2,WSW,,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,,CCARC,,Off-Air,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,162.2,WSW,,448.9,443.9,100,Boulder,,Boulder ARC,6,CCARC,,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,162.2,SW,,447.625,442.625,100,El Paso,,KD0MDP,Linked.,,,On-Air,,363976,7301,,,,,,The Fun Machine,,100,Full-time to the  The Fun Machine System .,,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,162.4,WSW,,146.7,146.1,100,Boulder,,Boulder Co ARC,6,CCARC,,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,162.5,WSW,,449.775,444.775,100,Jefferson,,Denver Radio Club,,CCARC,,On-Air,Metro Denver,,,,,,,,,Denver Radio Club,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,162.5,WSW,,147.33,147.93,100,Jefferson,,Denver Radio Club,E-power.,CCARC,,On-Air,Metro Denver and the foothills.,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,162.5,WSW,,224.38,222.78,100,Jefferson,,Denver Radio Club,,CCARC,,On-Air,,,,,,,,,,DRC Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,162.8,SSE,,444.95,449.95,100,Scott,,SHARC,"Linked to K-Link Repeater Network 
IRLP node 7356.",,,On-Air,Click for coverage map.  35 mi radius.,,7356,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,,,,,http://ks0lnk.net,100,Full-time to the  K-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,163.4,WSW,,446.975,441.975,,Jefferson,,W0DMR,,,,On-Air,Denver Metro Area,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,0,,,http://www.w0dmr.org/,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,163.7,WSW,,53.09,51.39,107.2,Jefferson,,Denver Radio Club,E-power.,CCARC,,On-Air,Metro Denver area.,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,164.4,WSW,,448.975,443.975,123,Jefferson,,FRG,Linkable VHF/UHF Remote Base,CCARC,,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,164.4,WSW,,448.125,443.125,107.2,Jefferson,,Denver PD EEB,,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,164.4,WSW,,927.7875,902.7875,156.7,Jefferson,,N0PYY,,,,On-Air,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,164.6,WSW,,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,,On-Air,Boulder/Denver Metro,347086,3990,,,,,,CRA VHF Link System,,107.2,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,164.6,WSW,,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,,On-Air,Wide area: Boulder/Longmont area.,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,164.6,WSW,,445.05,440.05,,Boulder,,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,,On-Air,Wide area,,,,,,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,164.6,WSW,,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,8,CCARC,,On-Air,Denver metro area.,217336,,,,,,,,RMVHS repeaters,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,164.6,WSW,,447.75,442.75,141.3,Boulder,,Rocky Mountain Ham Radio,,CCARC,,On-Air,,,3450,,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,164.6,WSW,,446.9875,441.9875,,Boulder,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,On-Air,,,,,,,7,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,165.6,WSW,,446.8375,441.8375,,Jefferson,,WA2YZT,200,CCARC,,On-Air,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,7,,,,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,165.6,WSW,,145.25,144.65,,Jefferson,,Colorado D-Star,,CCARC,,On-Air,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,165.6,WSW,,446.9625,441.9625,,Jefferson,,Colorado D-Star,,CCARC,,On-Air,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,165.6,WSW,,1283.9625,1263.9625,,Jefferson,,Colorado D-Star,,CCARC,,On-Air,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,165.6,WSW,,145.37,144.77,,Jefferson,,Rocky Mountain Ham Radio,,CCARC,,On-Air,,,,See the website for programming information.,,,7,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,165.6,WSW,,1299.9,1299.9,,Jefferson,,Colorado D-Star,,,,On-Air,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,165.8,WSW,,449.625,444.625,141.3,Jefferson,,Rocky Mountain Ham Radio,E-power,CCARC,,On-Air,,,3750,,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,166.2,W,,146.685,146.085,123,Larimer,,Estes Valley ARC,E-power.,CCARC,,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,166.4,WSW,,447.875,442.875,107.2,Jefferson,,N6LXX,,CCARC,,On-Air,"I-70,I-76,I-25,I-225",,,,,,,,N6LXX,,107.2,Full-time to the  N6LXX System .,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,166.4,WSW,,53.17,51.47,107.2,Jefferson,,N6LXX,,CCARC,,On-Air,"I-70,I-76,I-25,I-225",,,,,,,,N6LXX,,CSQ,Full-time to the  N6LXX System .,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,167,WSW,,449.6,444.6,100,Jefferson,,Denver Radio League,,CCARC,,On-Air,,690473,3345,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,167,WSW,,146.88,146.28,100,Jefferson,,Denver Radio League,E-power.,CCARC,,On-Air,Wide Area,,,6,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,167.3,SE,,442.725,447.725,,Phillips,,KD0ARW,,Kansas Repeater Council,,On-Air,Local.,,3682,,,,,,,,,"Full-time to  
        147.12000 (AA0HJ) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,167.4,SW,,447.2,442.2,,El Paso,,GGARC,,,,Testing,"Falcon, Black Forest, Peyton Areas",,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,167.5,SE,,147.12,147.72,,Phillips,,AA0HJ,E-power,Kansas Repeater Council,,On-Air,Local,,,,,,,,,,,"Full-time to  
        442.72500 (KD0ARW) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,167.6,WSW,,146.91,147.51,123,Boulder,,,,,,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,123,KC0WZL,"Kearney, Kearney Water Tower",NE,OPEN,,168.5,ESE,,147,146.4,123,Buffalo,,MARC,,,,On-Air,15,,,This is the severe weather operations machine for the Kearney area.,Weather nets as needed.,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,169,S,,444,449,141.3,Hamilton,,SKECT,E-power.,Kansas Repeater Council,,On-Air,,,,,,,,,,http://skect.org/default.aspx,141.3,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,123,KA0DBK,Kearney,NE,OPEN,,169,ESE,,147.39,147.99,123,Buffalo,,KA0DBK,"E-power, WX.",,,On-Air,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,74.4,KA0RCZ,Kearney,NE,OPEN,,169,ESE,,444.85,449.85,74.4,Buffalo,,KA0RCZ,"Autopatch, e-power, linked.",WB0CMC,,On-Air,,,,,,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,123,KA0RCZ,Kearney,NE,OPEN,,169,ESE,,147.315,147.915,123,Buffalo,,"MARC, WA0LST, N0LVL",Linked to 444.625 Axtell,,,On-Air,SW Central Nebraska,,,,Buffalo/Dawson Counties ARES net: Tue at 20:15.,,,,MARC,http://w0ky.club/,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,169,W,,147.03,147.63,100,Boulder,,KI0HG,,CCARC,,On-Air,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,,KD0PBW,Kearney,NE,OPEN,,169,ESE,,147.03,147.63,,Buffalo,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,KD0PBW (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,123,W0KY,Kearney,NE,OPEN,,169,ESE,,146.625,146.025,123,Buffalo,,Midway Amateur Radio Club (MARC),E-power.,WB0CMC,,On-Air,,,,,MARC: Every Thursday at 20:15 Local time,,,,,http://w0ky.club/,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.625,5,,KA0RCZ,"Axtell, NTV Studio",NE,OPEN,,169.1,ESE,,444.625,449.625,,Kearney,,KA0RCZ,Linked.,WB0CMC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,169.2,WSW,,224.74,223.14,88.5,Jefferson,,Aurora Repeater Assoc,e-power,CCARC,,On-Air,,,,,ARA: Wed at 2000.,,,,,ARA Repeaters,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,169.2,WSW,,224,222.4,103.5,Jefferson,,Rocky Mountain Radio League,8,CCARC,,On-Air,,,,,,,,,,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,169.2,WSW,,145.22,144.62,103.5,Jefferson,,Rocky Mtn Radio League,8,CCARC,,On-Air,Wide area.,,,Talk-Group of $FFFF.,,,,,,Repeater,103.5,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,169.2,WSW,,449.75,444.75,103.5,Jefferson,,Rocky Mtn Radio League,8,CCARC,,On-Air,,,,,,,,,,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,169.2,WSW,,147.15,147.75,100,Jefferson,,Aurora Repeater Assoc (ARA),e-power,CCARC,,On-Air,"Denver metro, central front range",,,,ARA: Wed at 20:00.,,,,,ARA Repeaters,100,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,169.2,WSW,,448.85,443.85,88.5,Jefferson,,Aurora Repeater Assoc,e-power.,CCARC,,On-Air,"Denver metro, central front range",,,,ARA: Wed at 20:00.,,,,,ARA Repeaters,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,169.7,W,,449.8,444.8,123,Larimer,,Estes Valley ARC,E-Power,CCARC,,On-Air,,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,170.1,WNW,,447.225,442.225,,Albany,,Laramie County EM,,WRCG,,On-Air,Wide area.,,,,,,11,,Wyoming DMR Project,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,170.9,SW,,447.725,442.725,100,El Paso,,K0NR,30,CCARC,,On-Air,Local.,,,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,170.9,NW,,146.88,146.28,100,Platte,,GPARA,,WRCG,,On-Air,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,171,NW,,449.625,444.625,151.4,Platte,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,171,NW,,224.68,223.08,,Platte,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,171.3,WSW,,146.985,146.385,100,Denver,,El Jebel RADOPS,E-power.,CCARC,,On-Air,,,3346,,RADOPS: Sun at 19:00.,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,171.3,WSW,,145.28,144.68,100,Jefferson,,,"Closed autopatch, e-power, linked.",CCARC,,On-Air,Wide area.,,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,Intermountain Repeater Group,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,171.3,WSW,,446.7875,441.7875,,Jefferson,,Denver Radio Club,,CCARC,,On-Air,,,,,,,1,,Brandmeister Network,http://www.w0tx.org/,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,171.3,WSW,,927.8375,902.025,,Jefferson,,,,CCARC,,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,The offset is -25.8125,,,,,,,,,,,,,,,,45770,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,171.3,WSW,,448.625,443.625,100,Jefferson,,Denver Radio Club,E-power.,CCARC,,On-Air,Denver metro area.,,,,DRC: Sun at 20:30.,,,,,DRC Repeaters,100,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,171.3,WSW,,449.525,444.525,CSQ,Jefferson,,KE0SJ,E-power.,CCARC,,On-Air,,,,,,,,,,Intermountain Repeater Group,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,171.3,WSW,,146.64,146.04,100,Jefferson,,Denver Radio League,E-power.,CCARC,,On-Air,"Wide area. 
   Repeater Coverage Map",,,8,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,171.4,WSW,,447.5,442.5,88.5,Jefferson,,Aurora Repeater Association,E-power.,CCARC,,On-Air,Wide area.,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,171.4,SW,,145.19,144.59,131.8,Douglas,,N0OBA Owner,,,,On-Air,Wide area coverage at 8300,10079,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,171.6,WSW,,145.31,144.71,88.5,Gilpin,,Colorado Connection,10,CCARC,,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,171.6,WSW,,449.225,444.225,141.3,Gilpin,,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,,On-Air,Wide area.,,,"Emcomm Affiliated, Open repeater",,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
