Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,On-air,Coverage,Affiliate,Features,Sponsor,EchoLink,IRLP,Notes,Downlink Tone,Links,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Commands,Grid,Location Photo,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado
145.29,-0.6,131.8,WB7REL,"Starling, Sterling",UT,OPEN,,180.1,NW,,145.29,144.69,131.8,Sanpete,On-Air,,UVHFS,,,Sanpete and Sevier Valleys.,,Autopatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WA7HSW,"Monroe, Monroe Peak",UT,OPEN,,180.1,WNW,,146.64,146.04,100,Sevier,On-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,,,"Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",,Autopatch.,Sanpete Co SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KB7BSK,Sterling,UT,OPEN,,180.1,NW,,447.95,442.95,,Utah,,http://skylineradioclub.com,,,Unknown,,,,,,,,,,,,,,,,,,,KB7BSK (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,WB7REL,"Monroe, Monroe Peak",UT,OPEN,,180.1,WNW,,146.86,146.26,100,Sevier,On-Air,Skyline Repeater System,UVHFS,,,"The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,11,"WB7REL, Sanpete Co SO",,,,,Full-time to the  Skyline Repeater System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,114.8,W7DHH,"Monroe, Monroe Peak",UT,OPEN,,180.1,WNW,,447.45,442.45,114.8,Sevier,On-Air,,UVHFS,,,"Wide area: Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",,,,,,11,,Full-time to the  Skyline Repeater System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,180.2,SE,,443,448,100,Sandoval,On-Air,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,180.4,NW,,449.75,444.75,131.8,Sanpete,,,UVHFS,,Unknown,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,180.5,NE,,145.445,144.845,88.5,Lake,On-Air,,CCARC,,,,,E-power (solar).,Colorado Connection,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,100,N7NKK,"Panguitch, Mount Dutton",UT,OPEN,,181.4,W,,147.16,147.76,100,Garfield,On-Air,,UVHFS,,,Wide area: South-central Utah in the general area of Panguitch and the western portion of Garfield County.,,,ERC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,181.5,NNW,,145.49,144.89,136.5,Duchesne,On-Air,http://sdarc.us/repeaters/flat-top.html,UVHFS,,,"Duchesne, UT area.",Sinbad Desert ARC (SDARC),E-power.,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,181.5,SE,,145.41,144.81,100,Santa Fe,Off-Air,,NMFCC,,,,,,W5HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,182,NW,,449.25,444.25,131.8,Sevier,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,,Unknown,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,182.2,NE,,447.125,442.125,103.5,Park,On-Air,,CCARC,,,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",Emergency automatic generator.,KC0UFO,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",103.5,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,182.4,SE,,443.1,448.1,100,Sandoval,On-Air,http://nmscares.org/,NMFCC,,,Wide area - NW NM.,ARRL,"Linked, e-power.",Sandoval County ARES,,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,,27748,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,183.3,NNW,,147.26,147.86,,Duchesne,On-Air,,UVHFS,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,5,Borderline ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,,184.5,WNW,,447.35,442.35,88.5,Sanpete,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,185.1,NE,,445.075,440.075,,Eagle,On-Air,http://www.rmham.org/,CCARC,,,,Rocky Mountain Ham Radio,,K2AD,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,185.7,NE,,147.345,147.945,88.5,Eagle,On-Air,,CCARC,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,9,Colorado Connection,,,,123,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,100,WA7VHF,"Richfield, Monroe Peak",UT,OPEN,,185.9,WNW,,146.84,146.24,100,Sevier,On-Air,,UVHFS,,,Wide area: 100 mi radius.,Intermountain Intertie,,UVHFS,,,,,Full-time to the  Intermountain Intertie System .,,Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,186.4,S,,145.43,144.83,162.2,McKinley,On-Air,,NMFCC,,,Wide are: Southern McKinley County.,,Closed autopatch.,MCARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,186.7,E,,446.7625,441.7625,,Park,On-Air,,,,,,RMHAM,,K7PFJ,,,,,,,,,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,187.3,NE,,146.61,146.01,107.2,Eagle,On-Air,,CCARC,,,,,11,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,187.5,W,,145.35,144.75,123,Garfield,On-Air,,,,,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,188.2,NE,,224.8,223.2,,Eagle,Off-Air,,CCARC,,,,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,188.2,NE,,449.9,444.9,107.2,Eagle,Off-Air,,CCARC,,,,,,ECHO,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,188.2,SSE,,444.95,449.95,,Bernalillo,On-Air,,NMFCC,,,Wide area.,,,Cibola County Amateur Radio Club,,,,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,188.3,SSE,,146.98,146.38,141.3,Cibola,On-Air,,,,,,,,New Mexico Emergency Management Association Amateur Radio Club,,,Located inside the state of NM radio building.,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,188.5,NW,,448.275,443.275,107.2,Sanpete,On-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,,,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,Autopatch.,Sanpete Co SO,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,188.9,SSE,,146.94,146.34,100,Cibola,On-Air,,,,,Wide area.,,11,Upper Rio FM Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,189.1,ESE,,919.1,894.1,88.5,Pueblo,Off-Air,,CCARC,,,Wide area.,,,Pueblo HC,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,189.1,ESE,,448.325,443.325,100,Custer,On-Air,,,,,,The Fun Machine,,,,,,100,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,189.2,ESE,,448.15,443.15,103.5,Custer,On-Air,http://www.qsl.net/rghc,CCARC,,,,,E-power.,Royal George ARC,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,189.2,ESE,,927.775,902.775,D116,Custer,On-Air,,CCARC,,,,,,Royal Gorge Amateur Radio Club,,,System uses digital PL,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,189.2,ESE,,147.06,147.66,77,Custer,On-Air,,CCARC,,,,,E-power,http://www.qsl.net/rghc,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,189.9,SE,,145.19,144.59,,Los Alamos,On-Air,,NMFCC,,,Wide Area,,,SFARC,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,190.2,SSE,,444.975,449.975,67,Cibola,On-Air,,,,,Local,,Linked to 147.980 NM5EM,Cibola County Emergency Manager,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,190.2,SSE,,147.18,147.78,100,Cibola,On-Air,,NMFCC,,,,,,Cibola County Amateur Radio Club,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,100,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,190.2,SSE,,444.65,449.65,,Bernalillo,On-Air,,NMFCC,,,Local,,,Cibola County Amateur Radio Club,,,,,,,,,1,,,,,,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,190.2,SSE,,444.8,449.8,67,Cibola,On-Air,,NMFCC,,,Wide area,,Full time to the New Mexico MegaLink system,Mega Link Repeater System,,,10,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,190.2,SSE,,146.66,146.06,100,Cibola,On-Air,,NMFCC,,,Wide area.,,9,Mega-Link Rptr System,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,190.8,SE,,223.94,222.34,CSQ,Los Alamos,On-Air,,NMFCC,,,,,E-power.,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,192.3,SSE,,146.64,146.04,67,Bernalillo,On-Air,http://www.urfmsi.org,NMFCC,,,Wide Area,,,URFMSI,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,193.6,SE,,442.425,447.425,,Los Alamos,On-Air,,,,,30,,,,,,,,,,,,,,,,,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,193.7,SE,,444.775,449.775,,Los Alamos,On-Air,,NMFCC,,,Los Alamos and surrounding areas,,E-power.,WD9CMS,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,193.8,NNW,,147.28,147.88,107.2,Duchesne,On-Air,http://ad7zwrepeater.xyz,UVHFS,,,,,Autopatch,AD7ZW,458414,3205,,107.2,,,,,,,,,,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,193.9,NNW,,146.74,146.14,100,Duchesne,Off-Air,,UVHFS,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,193.9,SE,,442.25,447.225,,Los Alamos,Off-Air,,NMFCC,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,194,SE,,146.88,146.28,CSQ,Los Alamos,On-Air,,NMFCC,,,,,Autopatch,Los Alamos ARC,,,Located on the Barranca Mesa water tower.,CSQ,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,194.2,SE,,927.9,902.9,,Los Alamos,On-Air,,NMFCC,,,Los Alamos and surrounding areas,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,194.2,SE,,144.265,144.265,203.5,Los Alamos,On-Air,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,194.2,SE,,442.925,447.925,,Los Alamos,On-Air,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,194.3,SE,,224.04,222.44,100,Los Alamos,On-Air,,,,,,,,KA5BIW,,,linked with 442.0 KA5BIW,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,194.3,SE,,442,447,100,Los Alamos,On-Air,http://ka5biw.com/ham_radio/repeater.php,,,,,,Linked with 224.04 KA5BIW,KA5BIW,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,195,NE,,146.7,146.1,107.2,Summit,On-Air,,CCARC,,,,,E-power.,GRARC,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,100,N7YSE,"Jacob Lake, Jacob Lake Inn",AZ,OPEN,,195.3,WSW,,147.3,147.9,100,Coconino,On-Air,AB7UT,ARCA,,,"Kanab and Fredonia, to Long Valley Junction and Escalante toward the north, East of Page, Vermillion Cliffs and Lee's Ferry in Arizona. 45 mi radius.",AB7UT,,KC Amateur Radio Club,,,,,,,Kane County ARES net: Mon at 08:00.,,,,,,,,,,,,,,,,,,,DM36vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,N7GGN,"Holden, Beesting Peak",UT,OPEN,,196.1,WNW,,147.1,147.7,100,Sevier,On-Air,http://www.skylineradioclub.com/repeaters.html,UVHFS,,,"Wide area: West Desert, Nephi to Delta, Fillmore to Manti, Mt. Pleasant, Richfield",,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,196.4,NE,,147.39,147.99,88.5,Summit,On-Air,Breckenridge Repeater,CCARC,,,Wide area.,,12,Colorado Connection,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",123,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,196.6,NE,,445.0875,440.0875,,Fremont,On-Air,http://www.rmham.org/,,,,,Rocky Mountain Ham Radio,,K2AD,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,197.7,NW,,145.27,144.67,103.5,Juab,On-Air,http://www.utahvhfs.org/snowlink.html,UVHFS,,,Wide area.,Intermountain Intertie,E-power.,K7JL,,,8,,Full-time to the  Intermountain Intertie System .,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,198.6,SE,,147.18,147.78,100,Rio Arriba,On-Air,,NMFCC,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,200.5,E,,449,444,67,Fremont,On-Air,Mega Link,CCARC,,,,,"E-power (Solar, Wind)",WB0WDF,,,North of the Royal Gorge Bridge.,67,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Glendale, Spencer Bench",UT,OPEN,I,200.6,W,,146.72,146.12,100,Kane,On-Air,,UVHFS,,,"Covers Highway 89 from Hatch to Kanab, west along Highway 14 over Cedar Mountain, and east along Highway 12 to Bryce Canyon.",,"Autopatch, linked to (146.940).",Skyline,,3576,Provides a South-Central Utah link into the Skyline/Sinbad systems.,,Full-time to the  Skyline Repeater System .,,Skyline RC VHF Net: Sunday at 2000 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,200.8,SE,,145.39,144.79,100,Taos,On-Air,Taos Amateur Radio Club,NMFCC,,,Wide area.,,"E-power, linked.",Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,202.2,E,,447.25,442.25,100,Fremont,On-Air,K0JSC dot Com,CCARC,,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,,363976,7301,,100,Full-time to the  The Fun Machine System .,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,202.2,E,,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,,,,Colorado ARES Region 5 District 1,E-power (Bat),Royal Gorge Amateur Radio Club,,,,103.5,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,202.2,E,,223.96,222.36,103.5,Fremont,On-Air,,CCARC,,,"Wide area. 
   Repeater Coverage Map",,"E-power (Bat), Remote Base",RGARC,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,202.2,E,,446.7375,441.7375,,Fremont,On-Air,http://www.k0jsc.com,CCARC,,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,Full-time to the  Colorado TRBO System .,,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,202.2,E,,53.03,51.33,88.5,Fremont,On-Air,Http://www.qsl.net/rghc,CCARC,,,,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",WB0WDF,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
