Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Talkgroup Network,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,,145.145,144.545,,,,Clear Creek,On-Air,Colorado Repeater Assoc,,http://www.w0cra.org/info/squaw.html#145145,CCARC,,107.2,,,,,,,,Wide area. Denver metro.,107.2,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,,146.94,146.34,,,,Clear Creek,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,,103.5,,,,,,,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",103.5,11,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,Listen Live,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,,448.225,443.225,,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,CCARC,,141.3,,,,,,,,,141.3,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,83.6,NNE,,147.3,147.9,,,,Clear Creek,On-Air,Denver PD EEB,,,CCARC,,103.5,,,,,,,,Wide area.,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,,146.67,146.07,,,,Clear Creek,On-Air,Castle Rock Repeater Group,,,CCARC,,100,,,,,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",100,11,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,,446.9375,441.9375,,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,Full-time to the  Colorado TRBO System .,,See the website for programming information.,,,,2,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,83.6,NNE,,447.575,442.575,,,,Clear Creek,On-Air,Colorado Repeater Association (CRA),,http://www.w0cra.org,CCARC,,107.2,,,,,,,,Wide area: Denver metro.,107.2,,,,,347088,3291,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,83.6,NNE,,145.49,144.89,,,,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",,DRC Repeaters,CCARC,,100,,,,,,,,,100,E-power.,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,,449.45,444.45,,,,Clear Creek,On-Air,Rocky Mountain Radio League,,Repeater,CCARC,,103.5,,,,,,,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",127.3,11,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,83.6,NNE,,449.35,444.35,,,,Clear Creek,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,,100,,,,,,,,Wide area.,100,11,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,84.3,NNE,,145.34,144.74,,,,Jefferson,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,,103.5,,,,,,,,Wide area.,127.3,E-power.,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,84.3,NNE,,145.175,144.575,,,,Clear Creek,Off-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,,D073,,1,,,,,,,D073,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,85.2,NW,,447.15,442.15,,,,Garfield,On-Air,,,,,,136.5,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,87.1,NNE,,447.85,442.85,,,,Clear Creek,On-Air,AC0KQ,Rocky Mountain Ham Radio,,CCARC,,141.3,,,,,,,,Wide area at 9500',141.3,AllStar node repeater providing wide area coverage along the Front Range,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,87.4,NNE,,449.05,444.05,,,,Denver,On-Air,WG0N,,,CCARC,,107.2,,,,,,,,Wide area.,107.2,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,87.8,NE,,449.95,444.95,,,,Douglas,On-Air,W9SL Owner,,,CCARC,,77,,,,,,,,Primarily to the North along I-25 corridor,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,88.9,SE,,449.975,444.975,,,,Pueblo,On-Air,K0JSC,,K0JSC dot Com,CCARC,,100,,,,,,,DM78SA18,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",100,2,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,7301,28368,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,88.9,WNW,,147.33,147.93,,,,Delta,On-Air,North Fork Repeater Assoc.,,,CCARC,,107.2,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,89.1,NNE,,53.17,51.47,,,,Jefferson,On-Air,N6LXX,N6LXX,,CCARC,,107.2,,,,,,,,"I-70,I-76,I-25,I-225",CSQ,,Full-time to the  N6LXX System .,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,89.1,NNE,,447.875,442.875,,,,Jefferson,On-Air,N6LXX,N6LXX,,CCARC,,107.2,,,,,,,,"I-70,I-76,I-25,I-225",107.2,,Full-time to the  N6LXX System .,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,89.3,SE,,145.355,144.755,,,,Huerfano,On-Air,N0JPX,,,CCARC,,100,,,,,,,,,,"E-power, linked.",,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,,448.625,443.625,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,,100,,,,,,,,Denver metro area.,100,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,,449.525,444.525,,,,Jefferson,On-Air,KE0SJ,,Intermountain Repeater Group,CCARC,,CSQ,,,,,,,,,,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,,146.64,146.04,,,,Jefferson,On-Air,Denver Radio League,,DRL Repeaters,CCARC,,100,,,,,,,,"Wide area. 
   Repeater Coverage Map",,E-power.,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,,145.28,144.68,,,,Jefferson,On-Air,,,Intermountain Repeater Group,CCARC,,100,,,,,,,,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,90.9,NNE,,146.985,146.385,,,,Denver,On-Air,El Jebel RADOPS,,,CCARC,,100,,,,,,,,,100,E-power.,,RADOPS: Sun at 19:00.,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,91.1,NE,,447.525,442.525,,,,Douglas,On-Air,EmComm Colorado,Colorado ARES,,CCARC,,203.5,,,,,,,,"Denver metropolitan area, front range foothills",146.2,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,91.2,W,,448.65,443.65,,,,Montrose,On-Air,KB0YNA,,,,,,,,,,,,,Wide area.,151.4,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,91.2,W,,447.2,442.2,,,,Montrose,On-Air,,Grand Mesa Repeater Assoc,GMRA Repeaters,CCARC,,107.2,,,,,,,,Delta/Montrose,107.2,9,Full-time to the  GMRA Open System .,RACES Net Wed at 1930 Hrs.,Closed IRLP out - Ask for a control op,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,91.6,NNE,,446.7875,441.7875,,,,Jefferson,On-Air,Denver Radio Club,Brandmeister Network,http://www.w0tx.org/,CCARC,,,,1,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,91.6,NNE,,147.33,147.93,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,,100,,,,,,,,Metro Denver and the foothills.,,E-power.,,SATERN: Thu at 19:30.,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,91.6,NNE,,927.8375,902.025,,,,Jefferson,On-Air,,,,CCARC,,,,,,,,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,The offset is -25.8125,,,45770,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,91.6,NNE,,449.775,444.775,,,,Jefferson,On-Air,Denver Radio Club,,Denver Radio Club,CCARC,,100,,,,,,,,Metro Denver,100,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,91.6,NNE,,224.38,222.78,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,,100,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,91.8,NNE,,53.09,51.39,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,,107.2,,,,,,,,Metro Denver area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,,446.9625,441.9625,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,92.3,NNE,,449.625,444.625,,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,,CCARC,,141.3,,,,,,,,,141.3,E-power,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,,1299.9,1299.9,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,,1283.9625,1263.9625,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,,145.37,144.77,,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,,,,7,,,,,,,,,,,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,92.3,NNE,,446.8375,441.8375,,,,Jefferson,On-Air,WA2YZT,,,CCARC,,,,7,,,,,,,,200,Full-time to the  Colorado TRBO System .,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,,145.25,144.65,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,92.6,NE,,446.85,441.85,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Douglas,On-Air,Parker Radio Association,,http://parkerradio.org,CCARC,,,,,,,,,,,,D-Star B module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,92.6,NW,,449.725,444.725,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),,,CCARC,,179.9,,,,,,,,Wide area.,,EchoLink.,,,,,3722,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,92.6,NW,,147.39,147.99,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,,,,107.2,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,93,NNE,,224,222.4,,,,Jefferson,On-Air,Rocky Mountain Radio League,,Repeater,CCARC,,103.5,,,,,,,,,103.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,93,NNE,,147.15,147.75,,,,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,ARA Repeaters,CCARC,,100,,,,,,,,"Denver metro, central front range",100,e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,93,NNE,,448.85,443.85,,,,Jefferson,On-Air,Aurora Repeater Assoc,,ARA Repeaters,CCARC,,88.5,,,,,,,,"Denver metro, central front range",88.5,e-power.,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,93.1,NNE,,449.75,444.75,,,,Jefferson,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,,103.5,,,,,,,,,103.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,93.1,NNE,,224.74,223.14,,,,Jefferson,On-Air,Aurora Repeater Assoc,,ARA Repeaters,CCARC,,88.5,,,,,,,,,88.5,e-power,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,93.1,NNE,,145.22,144.62,,,,Jefferson,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,,103.5,,,,,,,,Wide area.,103.5,8,,,Talk-Group of $FFFF.,,,,,,,,,,,,,Yes; analog capable.,,,,,293,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,93.5,NNE,,448.75,443.75,,,,Jefferson,On-Air,,N0ELY,,CCARC,,100,,,,,,,,Local.,100,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,94,NNE,,447.825,442.825,,,,Jefferson,On-Air,Denver Radio Club,,,CCARC,,D073,,,,,,,,,D073,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,94,NE,,445.075,440.075,,,,Douglas,On-Air,Parker Radio Association,,http://www.parkerradio.org,CCARC,,,,1,,,,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mondays 20:30 MST,Mixed Mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,94.1,NNE,,448.125,443.125,,,,Jefferson,On-Air,Denver PD EEB,,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,94.1,NNE,,448.975,443.975,,,,Jefferson,On-Air,FRG,,,CCARC,,123,,,,,,,,Wide area.,,Linkable VHF/UHF Remote Base,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,94.1,NNE,,927.7875,902.7875,,,,Jefferson,On-Air,N0PYY,,,,,156.7,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,94.2,N,,147.285,147.885,,,,Grand,On-Air,Colorado Connection,,,CCARC,,88.5,,,,,,,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,95.8,NE,,448.7,443.7,,,,Douglas,On-Air,,,,,,146.2,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,96,NNE,,446.975,441.975,,,,Jefferson,On-Air,W0DMR,,http://www.w0dmr.org/,,,,,0,,,,,,Denver Metro Area,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,96.2,NNE,,448.35,443.35,,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,http://www.DWARC.com,CCARC,,,,,,,,,,Denver Metro and surrounding,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,96.2,NNE,,147.21,147.81,,,,Jefferson,On-Air,Denver Water Amateur Radio Club,,http://www.dwarc.com,,,100,,,,,,,,,100,,,,,,3241,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.4,NW,,447.1,442.1,,,,Garfield,On-Air,Ski Country ARC,,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.4,NW,,146.88,146.28,,,,Garfield,On-Air,Ski Country ARC,,,CCARC,,107.2,,,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.4,NW,,449.6,444.6,,,,Garfield,On-Air,,,http://www.gmra.org,CCARC,,107.2,,,,,,,,Wide area.,,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.4,NW,,146.85,146.25,,,,Garfield,On-Air,Colorado Connection,,,CCARC,,88.5,,,,,,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",123,70,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,97.3,WSW,,147.27,147.87,,,,Ouray,On-Air,,,http://www.sjcham.com,CCARC,,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,98.1,SSE,,449.75,444.75,,,,Las Animas,On-Air,N0ZSN,The Fun Machine,The Fun Machine,CCARC,,100,,,,,,,,,100,,Full-time to the  The Fun Machine System .,,,363976,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,98.2,N,,447.45,442.45,,,,Grand,On-Air,W0IG,,,CCARC,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,98.4,NNE,,449.225,444.225,,,,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),,,CCARC,,141.3,,,,,,,,Wide area.,141.3,Emergency Power,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
