Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update,Links,Coordination,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Grid,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Denver Regional,Northern Colorado,WIRES-X
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,137.1,NNE,yes,447.55,442.55,123,El Paso,On-Air,,WA6IFI,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,137.4,NNE,yes,147.27,147.87,,El Paso,On-Air,,TRA,E-power.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,137.4,NNE,yes,146.91,146.31,151.4,El Paso,On-Air,,GGARC,E-power.,yes,,CCARC,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,137.4,SSW,yes,224.58,222.98,100,Bernalillo,On-Air,,KH6JTM,"Autopatch, e-power.",yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,137.4,NNE,yes,147.39,147.99,103.5,El Paso,On-Air,,W0MOG,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,137.4,NNE,yes,146.85,146.25,103.5,El Paso,On-Air,,W0RSH,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,137.9,SSW,yes,147.32,147.92,100,Bernalillo,On-Air,,K5LXP,20,yes,,NMFCC,K5LXP Repeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,138,NNE,yes,147.135,147.735,100,El Paso,On-Air,,AA0L,6,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,138.2,NNE,yes,147.36,147.96,107.2,Park,On-Air,Wide area.,,E-power.,yes,,CCARC,CMRG Repeaters,107.2,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,138.3,NNE,yes,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",yes,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",CCARC,,107.2,,,,,,,,,,Autopatch: 911,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,138.5,SSW,yes,223.9,222.3,,Bernalillo,On-Air,,,"E-power (solar), Autopatch, Remote base.",yes,,,,,,,,87120,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,138.8,SSW,yes,443.65,448.65,,Bernalillo,On-Air,Albuquerque Metro,NM5SH,Brandmeister,yes,,NMFCC,NM5SH QSL.net,,,,,,,DM65pd,,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,139.2,WNW,yes,145.19,144.59,100,Montezuma,On-Air,,,,yes,,CCARC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,139.2,WNW,yes,447.275,442.275,100,Montezuma,On-Air,,,,yes,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,139.3,S,yes,147.36,147.96,100,Bernalillo,Off-Air,,KB5XE,E-power.,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,139.6,NW,yes,146.91,146.31,107.2,Montrose,On-Air,,,E-Power,yes,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,139.6,NW,yes,146.79,146.19,107.2,Montrose,On-Air,,KC0UXX,E-power.,yes,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,139.8,SSW,yes,146.74,146.14,146.2,Bernalillo,On-Air,,KD5MHQ,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,140.9,SSW,yes,147.465,147.465,88.5,Bernalillo,On-Air,,,,yes,,,http://www.w5mhg.com,,28239,,,465010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,141.3,S,yes,444.6,449.6,,Bernalillo,On-Air,Albuquerque area,Drew J. Riedle,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,yes,,NMFCC,http://brandmeister.network/?page=repeater&amp;id=313509,,,,,,,,,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,141.4,S,yes,147.38,147.98,,Bernalillo,On-Air,,ED&amp;DREW,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,145.415,144.815,179.9,Teller,,,MARC,"Closed autopatch, e-power.",yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,447.675,442.675,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,yes,,CCARC,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,449.025,444.025,141.3,Teller,,,Mountain Amateur Radio Club (MARC),Linked.,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,927.9,902.9,D205,Teller,On-Air,,MARC,,yes,,CCARC,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,141.7,NNE,yes,449.325,444.325,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,yes,,CCARC,,103.5,27976,Amateur Radio Motorcycle Club,Node # 27976,,,,,,,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,141.7,NNE,yes,146.82,146.22,107.2,Teller,On-Air,,Mountain ARC,E-power.,yes,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",CCARC,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,141.7,NNE,yes,448.65,443.65,107.2,Teller,On-Air,,Mountain ARC (MARC),E-power.,yes,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",CCARC,,,,MARC,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,141.7,NNE,yes,224.72,223.12,103.5,El Paso,On-Air,Local,w0mog,,yes,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,141.8,S,yes,145.15,144.55,100,Bernalillo,On-Air,,BERNCO OEM,,yes,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",NMFCC,http://bc-ares.org/wordpress/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,141.8,S,yes,147.34,147.94,67,Bernalillo,On-Air,Wide area,,7,yes,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,142.1,SSW,yes,442.525,447.525,100,Bernalillo,On-Air,,KE5LOH,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,142.3,W,yes,146.79,146.19,127.3,Montezuma,On-Air,,KD5LWU,,yes,,CCARC,,127.3,29317,,,24336,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,142.3,W,yes,449.175,444.175,127.3,Montezuma,Off-Air,,KD5LWU,,yes,,CCARC,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,142.4,SSW,yes,927.65,902.65,151.4,Bernalillo,Off-Air,,,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,142.6,SSW,yes,927.7,902.7,210.7,Bernalillo,Off-Air,Wide area.,,"Closed autopatch, linked.",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,142.7,S,yes,147.06,147.66,67,San Miguel,On-Air,,Upper Rio FM Society,7,yes,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,142.7,SSW,yes,444.1,449.1,100,Bernalillo,On-Air,,,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,142.9,SSW,yes,442.45,447.45,67,Bernalillo,On-Air,,Upper Rio Grande FM Society,"FM, Autopatch",yes,,,http://www.urfmsi.org,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,142.9,SSW,yes,443.5,438.5,123,Bernalillo,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,142.9,SSW,yes,145.01,145.01,,Bernalillo,,wide-area,Sandoval County Amateur Radio Emergency Service,Packet node W5SCA-11,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,142.9,SSW,yes,145.29,144.69,100,Bernalillo,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,143.8,SSW,yes,146.9,146.3,67,Bernalillo,On-Air,Wide area.,Upper Rio FM Society,5,yes,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,143.8,SSW,yes,449.55,444.55,71.9,Bernalillo,On-Air,,Upper Rio FM Soc,5,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,143.8,SSW,yes,449.8,444.8,67,Bernalillo,On-Air,,Upper Rio FM Soc,5,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,143.8,SSW,yes,449.45,444.45,,Bernalillo,On-Air,,The Upper Rio FM Society,,yes,,NMFCC,http://www.urfmsi.org,,,,,,,,yes,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,144.7,SSW,yes,442.05,447.05,100,Bernalillo,On-Air,,BERNCO OEM,,yes,,NMFCC,http://bc-ares.org/wordpress/,100,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,146.3,SSW,yes,442.25,447.25,,Bernalillo,On-Air,Albuquerque,,,yes,,NMFCC,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,,,,,,,yes,1,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,146.5,S,yes,146.72,146.12,100,Bernalillo,On-Air,Wide area. HT Accessible from Albuquerque,K5CQH,7,yes,,NMFCC,,127.3,,,,880130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,146.5,S,yes,224,222.4,100,Bernalillo,Off-Air,Wide area.,,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,146.6,N,yes,447.125,442.125,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",KC0UFO,Emergency automatic generator.,yes,,CCARC,,103.5,,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,DM69wf,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,146.6,S,yes,146.92,146.32,67,Bernalillo,Off-Air,,Mel Watkins,,yes,,,,,,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,148.8,NNE,yes,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,yes,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,149.9,NW,yes,147.33,147.93,107.2,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,150,NNE,yes,446.875,441.875,,Douglas,On-Air,,W0VG,,yes,Full-time to the  Colorado TRBO System .,CCARC,http://www.rmham.org,,,RMHAM,,,,,,,,,,,,,,,,yes,6,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,RMHAM,,,,,,,,,2,2,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,150.1,N,yes,147.24,147.84,156.7,Lake,Off-Air,,,,yes,,CCARC,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,150.3,E,yes,147.36,147.96,,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,yes,,,,123,,KC0ITF,Digital Wires-X,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,11360
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,150.3,E,yes,446.75,441.75,,Otero,On-Air,La Junta,,E-power.,yes,,,,,,KC0ITF,Please use Busy Channel LockOut,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,yes,Open ↑ / Open ↓,,,,,yes,0,yes,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,150.7,N,yes,445.05,440.05,,Lake,On-Air,,K2AD,,yes,,CCARC,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,yes,7,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,RMHAM,,,,,,,,,2,2,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,150.8,NNW,yes,447.05,442.05,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,yes,,CCARC,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,151.8,NNE,yes,447.725,442.725,100,El Paso,On-Air,Local.,K0NR,30,yes,,CCARC,http://www.k0nr.com/wordpress/k0nr-repeater/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,151.8,N,yes,145.445,144.845,88.5,Lake,On-Air,,Colorado Connection,E-power (solar).,yes,Full-time to the  Colorado Connection System .,CCARC,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,153.4,NNE,yes,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,yes,,,,131.8,,,,10079,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,153.8,NNE,yes,449.975,444.975,100,Douglas,On-Air,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,yes,Full-time to the  The Fun Machine System .,CCARC,The Fun Machine,100,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,153.8,NNE,yes,147.225,147.825,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),Closed autopatch,yes,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CCARC,Colorado Repeater Association,107.2,,CRA VHF Link System,,347086,3990,,,,,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,153.8,NNE,yes,448.425,443.425,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),,yes,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,http://www.w0cra.org,107.2,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,154.3,SW,yes,444.95,449.95,,Bernalillo,On-Air,Wide area.,Cibola County Amateur Radio Club,,yes,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",NMFCC,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,154.4,SW,yes,146.98,146.38,141.3,Cibola,On-Air,,New Mexico Emergency Management Association Amateur Radio Club,,yes,,,,141.3,,,Located inside the state of NM radio building.,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,155,NNW,yes,146.67,146.07,107.2,Pitkin,On-Air,Wide area.,Ski Country ARC,Linked.,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,155.2,SSW,yes,147.04,147.64,100,Bernalillo,Off-Air,,AB1Q,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,155.2,SSW,yes,442.15,447.15,100,Bernalillo,Off-Air,,AB1Q,Autopatch.,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,155.4,S,yes,447.275,442.275,71.9,Torrance,On-Air,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,KB5VPZ,E-power (Solar and Wind). Linkable to other sites.,yes,,,,71.9,,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,943044,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,155.4,NNE,yes,447.625,442.625,100,El Paso,On-Air,,KD0MDP,Linked.,yes,Full-time to the  The Fun Machine System .,,,100,28299,The Fun Machine,,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,155.5,SW,yes,146.94,146.34,100,Cibola,On-Air,Wide area.,Upper Rio FM Society,11,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,158.1,SW,yes,146.64,146.04,67,Bernalillo,On-Air,Wide Area,URFMSI,,yes,,NMFCC,http://www.urfmsi.org,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,158.2,NNE,yes,446.925,441.925,,Douglas,On-Air,,,,yes,Full-time to the  Colorado TRBO System .,CCARC,Rocky Mountain Ham Radio,,,,See the website for programming info.,,,,,,,,,,,,,,,yes,7,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,,2,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,158.2,NNE,yes,447.525,442.525,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,yes,,CCARC,,146.2,,Colorado ARES,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,160.3,S,yes,223.82,222.22,,Bernalillo,Off-Air,,NM 220 S,E-power.,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,162.7,NW,yes,147.195,147.795,107.2,Delta,,Local.,,,yes,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
