Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Last update,Uplink Tone,Downlink Tone,EchoLink,IRLP,Coordination,On-air,Sponsor,Features,Coverage,AllStar,Affiliate,Links,Commands,Notes,Nets,Web links,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local/Cluster,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,WIRES-X,Worldwide English,N. Colorado
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,218.5,SE,,145.175,144.575,,,,Taos,Off-Air,,141.3,,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,218.5,SE,,146.76,146.16,,,,Taos,On-Air,,67,,,,,,Taos ARC,11,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,219.3,E,,448.325,443.325,,,,Larimer,On-Air,,110.9,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,219.4,NW,,146.68,146.08,,,,Morgan,On-Air,,123,CSQ,,,UVHFS,,"Amateur Radio, Inc","Autopatch, linked to (145.490).","Wide area: City of Morgan and surrounding communities, southern Bear Lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,219.4,E,,446.775,441.775,,,,Larimer,On-Air,,,,,,CCARC,,W0DMR - NoCo C-bridge Network,,"Fort Collins east side, into Red Feather Lakes area.",,Brandmeister Network,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,W0DMR,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,219.9,SE,,145.115,144.515,,,,Pueblo,Off-Air,,88.5,,,,CCARC,,Pueblo Ham Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,219.9,SE,,447.7,442.7,,,,Pueblo,Off-Air,,210.7,210.7,,7389,CCARC,,,,,29228,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,219.9,SE,,146.88,146.28,,,,Pueblo,On-Air,,88.5,CSQ,,,CCARC,,Pueblo HC,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,219.9,SE,,146.655,146.055,,,,Pueblo,On-Air,,123,CSQ,,,CCARC,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,219.9,SE,,449.725,444.725,,,,El Paso,On-Air,,100,,,3043,CCARC,,N0PWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,220,E,,447.2,442.2,,,,Weld,On-Air,,82.5,,,,CCARC,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,220.2,SE,,147.24,147.84,,,,Pueblo,Off-Air,,103.5,CSQ,,,CCARC,,TARA,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,220.2,SE,,446.9875,441.9875,,,,Pueblo,Off-Air,,,,,,CCARC,,,,,,RMHAM,Full-time to the  Colorado TRBO System .,,,,Rocky Mountain Ham Radio,,6,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,220.2,NE,,146.82,146.22,,,,Albany,On-Air,,114.8,,,,WRCG,,Shy-Wy Amateur Radio Club,,Wide area.,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,220.2,SE,,447.275,442.275,,,,Pueblo,On-Air,,100,100,,,CCARC,,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,220.3,ESE,,447.95,442.95,,,,Pueblo,On-Air,,88.5,,,,CCARC,,Pueblo Ham Club,E-power.,Wide area.,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,220.3,SE,,145.355,144.755,,,,Huerfano,On-Air,,100,,,3974,CCARC,,N0JPX,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,220.3,ESE,,224.26,222.66,,,,Pueblo,Off-Air,,88.5,CSQ,,,CCARC,,Pueblo Ham Club,E-power.,Wide area.,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,220.3,ESE,,146.79,146.19,,,,Pueblo,On-Air,,88.5,CSQ,,,CCARC,,Pueblo HC,E-power.,Wide area.,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,,220.4,NW,,146.96,146.36,,,,Davis,On-Air,,100,,,,UVHFS,,ERC,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,,220.4,NW,,53.01,52.01,,,,Davis,Off-Air,,141.3,141.3,,,UVHFS,,K7DAV,9,"Davis, Morgan, Weber Counties and North Salt Lake",,,,,"New antenna installed 9/17/2016. Replaced broken antenna, replaced duplexer 9/2/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,D051,K7DAV,"Layton,  Shepard Peak",UT,OPEN,,220.4,NW,,449.875,444.875,,,,Davis,On-Air,,D051,D051,,,UVHFS,,K7UHP,9,"Wide area: Salt Lake, David, Weber, Morgan Counties",,DCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
147.38,0.6,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,220.6,WNW,,147.38,147.98,,WA7GIE (C),"jfindu lookup 
    /   dstar-users lookup",Salt Lake,Off-Air,,,,,,UVHFS,,,9,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,220.6,WNW,,448.725,443.725,,WA7GIE (B),"jfindu lookup 
    /   dstar-users lookup",Salt Lake,,,,,,,UVHFS,Unknown,,9,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,CLOSED,,220.6,WNW,,449,444,,,,Salt Lake,On-Air,,,,,,UVHFS,,Desert ARS,9,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,100,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,I,220.6,WNW,,449.425,444.425,,,,Salt Lake,On-Air,,100,,,5620,UVHFS,,,9,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,,"Full-time to  
        449.55000 (WA7GIE) at Wendover, Wendover Peak, UT .
 


Full-time to  
        449.47500 (WA7GIE) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,220.7,NE,,146.61,146.01,,,,Albany,On-Air,,,,,,WRCG,,University ARC,,Laramie Valley  30 mi radius.,,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
433.6,-5,100,WA7GIE,"Salt Lake City,  Nelson Peak",UT,CLOSED,,220.7,WNW,,433.6,428.6,,,,Tooele,On-Air,,100,,,,UVHFS,,,9,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,,221.7,NW,,449.6,444.6,,,,Weber,On-Air,,136.5,,,,UVHFS,,,9,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,221.9,WNW,,448.975,443.975,,,,Tooele,Off-Air,,,,,,UVHFS,,Desert ARS,9,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,W7EO,"Vernon, Black Crook Peak",UT,OPEN,,221.9,WNW,,145.39,144.79,,,,Tooele,On-Air,,100,,,,UVHFS,,"Tooele County ARES, West Desert ARC","Autopatch, 9,274'.",West-central Utah around Delta. Tooele Valley and communities from Grantsville down toward Vernon.,,,"Full-time to  
        146.98000 (W7EO) at Tooele, Black Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,222.6,WNW,,448.4,443.4,,,,Salt Lake,On-Air,,,,,3407,UVHFS,,IHC.,9,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,449.15,444.15,,,,Salt Lake,On-Air,,100,,,,UVHFS,,K7JL,,"Wide area: Salt Lake, Ogden, Provo, Tooele and beyond.",,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
146.62,-0.6,,W7SP,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,146.62,146.02,,,,Salt Lake,On-Air,,,,,,UVHFS,,Utah ARC,E-power.,Wide area: Wasatch Front from Payson to Tremonton.  Tooele Valley and communities from Grantsville down toward Vernon.  Interstate 80 corridor west of the Wasatch Front to the Nevada border.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,Synchroneous.,,UARC: Sun at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,K7JL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,222.8,WNW,,449.5,444.5,,,,Salt Lake,On-Air,,100,,,,UVHFS,,K7JL,9,Wide area: Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,-20,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,1287,1267,,KF6RAL (A) Gateway,"jfindu lookup 
    /   dstar-users lookup",Salt Lake,On-Air,,,,,,UVHFS,,Utah VHF Society,,"Wide Area: South to Nephi, North to Malad, Idaho, East to Evanston, Wyoming and West to Wendover.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,KF6RAL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,222.8,WNW,,448.075,443.075,,KF6RAL (B),"jfindu lookup 
    /   dstar-users lookup",Salt Lake,On-Air,,,,,,UVHFS,,Utah VHF Society,,"South to Nephi, North to Malad, East to Evanston, Wyoming and West to Wendover.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,WA7VHF,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,146.94,146.34,,,,Salt Lake,On-Air,,88.5,,,,UVHFS,,Utah VHF Society,E-power.,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden. I-15 and I-80 Coverage,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
145.125,-0.6,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,145.125,144.525,,KF6RAL (C) Gateway,"jfindu lookup 
    /   dstar-users lookup",Salt Lake,On-Air,,,,,,UVHFS,,Utah VHF Society,,"Wide area: South to Nephi, North to Malad, East to Evanston, West to Wendover.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,127.3,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,448.15,443.15,,,,Salt Lake,On-Air,,127.3,,,,UVHFS,,WA7X,9,Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,,,"Full-time to  
        53.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.15,-1,146.2,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,53.15,52.15,,,,Salt Lake,On-Air,,146.2,,,,UVHFS,,WA7X,9,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",,,"Full-time to  
        448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,,http://www.wa7x.com/ki7dx_rpt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,147.12,147.72,,,,Salt Lake,On-Air,,100,,,,UVHFS,,K7JL,E-power.,Wide area: Wasatch Front from Payson to Tremonton.  I-80 corridor west of the Wasatch Front to the Nevada border.  Tooele Valley and communities from Grantsville down toward Vernon.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,Intermountain Intertie,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to the  Intermountain Intertie System .",,9,VHF Society Net: Tue at 20:00.,http://www.utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,,W7YDO,"Magna,  Kessler Peak",UT,CLOSED,,223.3,WNW,,448.85,443.85,,,,Salt Lake,On-Air,,,,,,UVHFS,,,8,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,224.2,NE,,447.225,442.225,,,,Albany,On-Air,,,,,,WRCG,,Laramie County EM,,Wide area.,,Wyoming DMR Project,,,,,,,11,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,224.4,E,,449.725,444.725,,,,Weld,On-Air,,127.3,,,,CCARC,,K0OJ,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,224.5,E,,146.85,146.25,,,,Weld,On-Air,,100,100,,,CCARC,,Northern Colorado ARC,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,224.6,E,,448.475,443.475,,,,Weld,On-Air,,100,,,3839,CCARC,,Weld Amateur Radio Society (WARS),,,,,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,224.6,E,,147,147.6,,,,Weld,On-Air,,100,100,,3839,CCARC,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,224.6,E,,449.325,444.325,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",Weld,On-Air,,,,,,CCARC,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7DOU,"West Kaysville,  sewer plant",UT,OPEN,,225,NW,,449.7,444.7,,,,Davis,On-Air,,100,100,,,UVHFS,,Davis Co ARC,4,Wasatch Front from North Salt Lake to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,225.3,NE,,53.03,52.03,,,,Albany,Off-Air,,,,,,,,K7UWR,8,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,225.5,SE,,449.75,444.75,,,,Las Animas,On-Air,,100,100,363976,7301,CCARC,,N0ZSN,,,28368,The Fun Machine,Full-time to the  The Fun Machine System .,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,100,AI7J,Layton,UT,OPEN,,226.4,NW,,449.25,444.25,,,,Davis,Off-Air,,100,,,,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,100,W7EO,"Tooele, South Mountain",UT,OPEN,,226.5,WNW,,147.3,147.9,,,,Tooele,On-Air,,100,,,,UVHFS,,West Desert ARC,,Wasatch Front from Payson to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W7EO,"Tooele,  South Mountain",UT,OPEN,,226.5,WNW,,449.35,444.35,,,,Tooele,On-Air,,100,,,,UVHFS,,"Tooele Co ARS, West Desert ARC",,Tooele Valley and communities from Grantsville down toward Vernon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,114.8,AH2S,Layton,UT,OPEN,IA,227.5,NW,,447.05,442.05,,,,Davis,On-Air,,114.8,,,3515,UVHFS,,,"IRLP, Allstar",,28463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,227.5,NE,,448.15,443.15,,,,Laramie,Off-Air,,100,,,,WRCG,,KB7SWR,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,,227.5,NW,,145.21,144.61,,,,Weber,,,123,,,,UVHFS,Unknown,,4,City of Morgan and surrounding communities.,,,,,,,http://w7dba.hopto.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,227.5,NW,,448.025,443.025,,,,Weber,On-Air,,123,,,3211,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,229.6,NW,,146.9,146.3,,,,Weber,On-Air,,D122,D122,,,UVHFS,,OARC / VHFS,,"Huntsville to West desert, Salt Lake to Idaho border",,,,,C4FM Yaesu Fusion repeater digital and analog FM,,http://www.ogdenarc.org,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,,229.6,NW,,448.6,443.6,,,,Weber,On-Air,,123,123,,,UVHFS,,Ogden ARC,9,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",,,,,"C4FM Yaesu fusion, digital and analog FM repeater",Weber Co ARES: Tue at 20:00.,http://www.ogdenarc.org/,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,231.3,NW,,447.6,442.6,,,,Weber,,,,,,,UVHFS,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,,NJ7J,Syracuse,UT,OPEN,,231.5,NW,,224.96,223.36,,,,Davis,,,,,,,UVHFS,Unknown,,4,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
