Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update,Coverage,Commands,On-air,Links,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,AllStar,Nets,Grid,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Colorado,Southern Colorado,Denver Regional,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Kansas,CKRG,KansasLink,Bandwidth,BYRG,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,172,NW,yes,447.675,442.675,179.9,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,172,NW,yes,449.025,444.025,141.3,,Teller,,Mountain Amateur Radio Club (MARC),,,,CCARC,yes,,,Unknown,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,173.2,NW,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,N0OBA Owner,10079,,,,yes,Wide area coverage at 8300,,,,,,,,,,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,175,SSW,yes,147.36,147.96,100,,San Miguel,On-Air,,,,,NMFCC,yes,Wide area.,,,Full-time to the  Mega-Link System .,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,176.8,NW,yes,446.85,441.85,,,Douglas,On-Air,Parker Radio Association,,,http://parkerradio.org,CCARC,yes,,,,,,,,,D-Star B module,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,179.2,NW,yes,448.425,443.425,107.2,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),,,http://www.w0cra.org,,yes,Wide area,,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,179.2,NW,yes,147.225,147.825,107.2,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),347086,3990,Colorado Repeater Association,CCARC,yes,Wide area,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,,CRA VHF Link System,Closed autopatch,,,,,,,,,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,179.2,NW,yes,449.975,444.975,100,100,Douglas,On-Air,K0JSC,,,The Fun Machine,CCARC,yes,,,,Full-time to the  The Fun Machine System .,,,,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,180.7,NW,yes,445.075,440.075,,,Douglas,On-Air,Parker Radio Association,,,http://www.parkerradio.org,CCARC,yes,,,,,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mixed Mode,,,,yes,1,,,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,181.2,NW,yes,927.8375,902.025,,,Douglas,On-Air,,,,,CCARC,yes,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,183.4,NW,yes,446.875,441.875,,,Douglas,On-Air,W0VG,,,http://www.rmham.org,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,,RMHAM,,,,,,,yes,6,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,
146.73,-0.6,203.5,W5GPR,"Woodward,  airport",OK,OPEN,,183.9,SE,yes,146.73,146.13,203.5,,Woodward,,Great Plains Amateur Radio Club (GPARC),,,,ORSI,yes,,,Unknown,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,184.3,NW,yes,449.7,444.7,107.2,,Park,,CMRG,,,,CCARC,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,186.3,WSW,yes,449.875,444.875,123,,Taos,Off-Air,Taos ARC,,,,NMFCC,yes,,,,,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,186.3,WSW,yes,51.5,51.5,100,,Taos,On-Air,Taos ARC,,,Taos Amateur Radio Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,186.3,WSW,yes,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,828279,,http://taosarc.org/,NMFCC,yes,Wide area.,,,,,,,ARRL,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,186.3,WSW,yes,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,,,http://taosarc.org,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,186.5,NW,yes,447.525,442.525,146.2,146.2,Douglas,On-Air,EmComm Colorado,,,,CCARC,yes,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,Colorado ARES,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,186.5,NW,yes,446.925,441.925,,,Douglas,On-Air,,,,Rocky Mountain Ham Radio,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,,,,,See the website for programming info.,,,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,127.3,KE5NCA,Clarendon,TX,OPEN,,187.5,SSE,yes,444.275,449.275,127.3,,Donley,On-Air,,,,,,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,187.7,NW,yes,447.525,442.525,203.5,146.2,Douglas,On-Air,EmComm Colorado,,,,CCARC,yes,"Denver metropolitan area, front range foothills",,,,,,,Colorado ARES,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,5,,N5LTZ,Black,TX,CLOSED,,188.3,S,yes,444.425,449.425,,,Parmer,,,,,,TVHFS,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,188.6,NW,yes,449.95,444.95,77,77,Douglas,On-Air,W9SL Owner,,,,CCARC,yes,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,189.6,NW,yes,448.7,443.7,146.2,,Douglas,On-Air,,,,,,yes,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,88.5,N5LTZ,Wayside,TX,OPEN,,190.3,SSE,yes,444.575,449.575,88.5,,Armstrong,On-Air,,,,Caprock Intertie,TVHFS,yes,,,,,,,,Caprock Intertie,Linked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,5,88.5,N5DFQ,Woodward,OK,OPEN,,190.4,SE,yes,442.2,447.2,88.5,,Woodward,Off-Air,DBARC,,,,ORSI,yes,,,,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,103.5,W5ALZ,Woodward,OK,OPEN,,190.4,SE,yes,442.05,447.05,103.5,,Woodward,On-Air,GBARG,,,http://kanoklaintertiesystem.org/,ORSI,yes,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,190.5,NW,yes,145.4,144.6,100,,Arapahoe,On-Air,Castle Rock Repeater Group,,,,CCARC,yes,Greater Denver area.,,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,190.9,NW,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,K0PWO,,,,,yes,,,,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,191.3,W,yes,147.22,147.82,100,,Rio Arriba,On-Air,New Mexico Mega Link Assoc,,,,NMFCC,yes,Wide area.,,,Full-time to the  Mega-Link System .,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,191.3,W,yes,146.76,146.16,67,,Rio Arriba,On-Air,Taos ARC,,,,,yes,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,191.6,SW,yes,145.45,144.85,,,San Miguel,Off-Air,KB5WEZ,,,,NMFCC,yes,Wide area.,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,192.2,NW,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,N0OBA,10079,,,,yes,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,,,,Autopatch (please contact trustee).,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,192.3,WSW,yes,146.76,146.16,67,,Taos,On-Air,Taos ARC,,,,,yes,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,192.3,WSW,yes,145.175,144.575,141.3,,Taos,Off-Air,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,192.8,W,yes,146.64,146.04,77,77,Rio Grande,On-Air,,,,,,yes,Low level local coverage,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,192.9,N,yes,448.175,443.175,,,Morgan,On-Air,W0FT,,,http://www.rmham.org/,CCARC,yes,,,,,,,,Rocky Mountain Ham Radio,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,192.9,N,yes,145.4,144.8,88.5,123,Washington,On-Air,Colorado Connection,,,,CCARC,yes,Northeastern plains of Colorado.,,,Full-time to the  Colorado Connection System .,,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,156.7,KB0VFV,Haviland,KS,OPEN,,193,ESE,yes,444.125,449.125,156.7,156.7,Kiowa,On-Air,N0FEK,,,http://kanoklaintertiesystem.org/,Kansas Repeater Council,yes,,,,Full-time to the  Kan-Okla Intertie System .,,,,"Kan-Okla, Stateline Skywarn",Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,193.1,W,yes,447.1,442.1,77,,Saguache,On-Air,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,193.8,NW,yes,147.36,147.96,107.2,107.2,Park,On-Air,,,3854,CMRG Repeaters,CCARC,yes,Wide area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,193.9,NW,yes,146.685,146.085,107.2,107.2,Park,On-Air,Mountain ARC (MARC),,,,CCARC,yes,,Autopatch: 911,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,"Closed autopatch, e-power.",,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,,K5GUD,Sharon,OK,OPEN,,197.3,SE,yes,147.315,147.915,,,Woodward,,K5GUD,,,,ORSI,yes,,,Unknown,,,,,,,,,yes,K5GUD (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,197.7,NW,yes,449.15,444.15,,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,,,CCARC,yes,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,103.5,K5GSM,Woodward,OK,OPEN,,197.9,SE,yes,147,147.6,103.5,CSQ,Woodward,On-Air,K5GSM/WX5OKC,,,,ORSI,yes,NW Oklahoma/Woodward area,,,,,,,ODEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,197.9,NE,yes,443.7,448.7,162.2,,Graham,On-Air,"N0NM, N0KOM",,,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  45 mi radius.,,,Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,,,,Western Kansas Inter-Tie K-Link Repeater Network,E-power.,,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",,,,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,88.5,K5GUD,Sharon,OK,OPEN,,197.9,SE,yes,146.625,146.025,88.5,,Woodward,Off-Air,K5GUD,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,N5WO,Sharon,OK,OPEN,,197.9,SE,yes,147.36,147.96,88.5,,Woodward,,WX Watch,,,,ORSI,yes,,,Unknown,,,,,,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,198.5,WNW,yes,449.975,444.975,100,100,Chaffee,On-Air,,363976,7301,K0JSC.COM,CCARC,yes,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,,Full-time to the  The Fun Machine System .,,,,,2,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,28368,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,198.6,SW,yes,147.3,147.9,162.2,,San Miguel,On-Air,Santa Fe ARC,,,SFARC Repeaters,NMFCC,yes,Wide area.,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,198.6,NW,yes,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,,,DRL Repeaters,CCARC,yes,Wide Area,,,,,,,,E-power.,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,198.6,SW,yes,147.26,147.86,67,,San Miguel,On-Air,,,,,NMFCC,yes,Wide area.,,,Full-time to the  Mega-Link System .,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,198.6,NW,yes,449.6,444.6,100,,Jefferson,On-Air,Denver Radio League,690473,3345,DRL Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,198.8,WNW,yes,145.295,144.695,107.2,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,,CMRG Repeaters,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,198.8,WNW,yes,147.285,147.885,88.5,123,Chaffee,On-Air,Colorado Connection,,,,CCARC,yes,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,Full-time to the  Colorado Connection System .,,,,,11,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,199,WNW,yes,449.925,444.925,103.5,103.5,Chaffee,On-Air,,,,,CCARC,yes,"Upper Arkansas and Platte Rivers, and the SLV",,,,,,,Colorado ARES,E-power (Bat),,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,199,WNW,yes,449.65,444.65,107.2,,Chaffee,On-Air,,,,CMRG Repeaters,CCARC,yes,Wide area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,199.3,SW,yes,444.375,449.375,100,,San Miguel,On-Air,JPARA,,,,NMFCC,yes,Wide area.,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,199.5,WSW,yes,147.18,147.78,100,100,Rio Arriba,On-Air,,,,,NMFCC,yes,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,199.6,NW,yes,447.5,442.5,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,,,CCARC,yes,Wide area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,,K5GUD,Mooreland,OK,OPEN,,200,SE,yes,444.275,449.275,,,Woodward,,K5GUD,,,,ORSI,yes,,,Unknown,,,,,,,,,yes,K5GUD (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,88.5,K5GUD,Mooreland,OK,OPEN,,200.1,SE,yes,145.39,144.79,88.5,,Woodward,,K5GUD,,,,ORSI,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,200.1,NW,yes,448.5,443.5,100,,Denver,On-Air,Castle Rock Repeater Group,,,,CCARC,yes,Greater Denver area.,,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,200.1,WNW,yes,446.975,441.975,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,,KD0QPG,CCARC,yes,,,,,,,,Crestone Amateur Radio Emergency Services,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,200.1,WNW,yes,446.8125,441.8125,,,Chaffee,On-Air,RMHAM,,,,,yes,,,,,,,,,,,,,,,yes,0,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,103.5,K5GUD,Woodward,OK,OPEN,,200.1,SE,yes,444.875,449.875,103.5,103.5,Woodward,,TSARG,,,,ORSI,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,200.2,NW,yes,448.825,443.825,,,Arapahoe,On-Air,,,,,,yes,,,,,yes,Open ↑ / Open ↓,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
