Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,EchoLink,IRLP,Coordination,Last update,Downlink Tone,Commands,Web links,On-air,Features,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Mixed-Mode,Grid,AllStar,Nets,Talkgroups,Colorado,Denver Regional,Feed,Southern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X,Local Network,NORCAL 1,NORCAL 5150,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,BYRG,N. Colorado,Mountain Reg USA,Worldwide English
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,169.8,WNW,,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,,107.2,Autopatch: 911,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,170.7,NW,,449.675,444.675,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,,7708,CCARC,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,170.7,NW,,447.925,442.925,100,Denver,On-Air,,RADOPS El Jebel Shriners,,,,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,170.7,NW,,449.65,444.65,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,,,CCARC,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,170.7,NW,,447.9,442.9,CSQ,Denver,Off-Air,,WB0TPT,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,170.8,NW,,146.715,146.115,123,Denver,On-Air,,EARS,,,,CCARC,,123,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,170.8,NW,,448.075,443.075,123,Denver,On-Air,,W0IG,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,170.8,NW,,448.55,443.55,82.5,Denver,Off-Air,,HPRA,,,,CCARC,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,170.8,NW,,145.475,144.875,100,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,,,CCARC,,,,Intermountain Repeater Group,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,171,E,,443.7,448.7,162.2,Graham,On-Air,Click for coverage map.  45 mi radius.,"N0NM, N0KOM",Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,,,Kansas Repeater Council,,,,K-Link Repeater Network,,E-power.,,,,,,,,,Western Kansas Inter-Tie K-Link Repeater Network,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,171.6,NW,,447.175,442.175,100,Denver,On-Air,,W0JRL,,201712,,CCARC,,100,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,172,NW,,449.925,444.925,114.8,Weld,On-Air,,KD0RG,,448035,,CCARC,,114.8,,,,,,,,,,,,,K0UPS Club,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,173.4,N,,146.955,146.355,,Phillips,,,PCARC,,,,CCARC,,,,,Unknown,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,173.7,WSW,,145.25,144.65,123,Taos,On-Air,,Taos ARC,,,,NMFCC,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,173.9,NW,,447.625,442.625,100,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,174.8,NW,,224.38,222.78,100,Jefferson,On-Air,,Denver Radio Club,,,,CCARC,,100,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,174.8,NW,,449.775,444.775,100,Jefferson,On-Air,Metro Denver,Denver Radio Club,,,,CCARC,,100,,Denver Radio Club,,,,,,,,,,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,174.8,NW,,147.33,147.93,100,Jefferson,On-Air,Metro Denver and the foothills.,Denver Radio Club,,,,CCARC,,,,DRC Repeaters,,E-power.,,,,,,,,,,Not recommeded to use tone squelch on this repeater.,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,174.9,NW,,448.75,443.75,100,Jefferson,On-Air,Local.,,,,,CCARC,,100,,,,E-power.,,,,,,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,175.1,NE,,146.88,146.28,162.2,Norton,On-Air,Click for coverage map.  50 mi radius.,N0KOM,Full-time to the  K-Link System .,,7426,Kansas Repeater Council,,162.2,,K-Link Repeater Network,,"e-power, K-Link. 
IRLP node 7426.",,,,,,,,,,"IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",,,,,ARES: Sat @ 21:00 local,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,175.2,NW,,447.15,442.15,107.2,Jefferson,Off-Air,Wide area: Denver.,Colorado Repeater Association (CRA),,,,CCARC,,107.2,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,175.2,NW,,224.98,223.38,107.2,Jefferson,Off-Air,Wide area. Denver.,Colorado Repeater Association,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,CCARC,,107.2,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,175.2,NW,,1287.9,1267.9,CSQ,Jefferson,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,175.7,NW,,447.825,442.825,D073,Jefferson,On-Air,,Denver Radio Club,,,,CCARC,,D073,,,,,,,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,175.8,SW,,147.04,147.64,141.3,Colfax,On-Air,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,176.9,NW,,448.35,443.35,,Jefferson,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,CCARC,,,,http://www.DWARC.com,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,176.9,NW,,147.21,147.81,100,Jefferson,On-Air,,Denver Water Amateur Radio Club,,,3241,,,100,,http://www.dwarc.com,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,177,NW,,53.09,51.39,107.2,Jefferson,On-Air,Metro Denver area.,Denver Radio Club,,,,CCARC,,,,DRC Repeaters,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,177.1,NW,,147.12,147.72,88.5,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,,,,CCARC,,88.5,,http://www.n0ara.org,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,177.2,SW,,444.35,449.35,100,Colfax,On-Air,,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,177.4,NW,,449.3,444.3,100,Adams,On-Air,,N1UPS,,43699,3699,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,177.5,NW,,447.875,442.875,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the  N6LXX System .,,,CCARC,,107.2,,,,,,,,,,,,,N6LXX,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,177.5,NW,,53.05,51.35,107.2,Jefferson,Off-Air,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",Colorado Repeater Association (CRA),,,,CCARC,,107.2,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,177.5,NW,,53.17,51.47,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the  N6LXX System .,,,CCARC,,CSQ,,,,,,,,,,,,,N6LXX,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,177.5,NW,,447.3,442.3,107.2,Weld,On-Air,,,,405804,3887,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,177.7,NW,,147.045,147.645,123,Adams,On-Air,,Northglenn RA,,,,CCARC,,CSQ,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,178.2,N,,145.295,144.695,,Logan,On-Air,Wide area,NECARA,,,,CCARC,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,178.7,WNW,,146.895,146.295,100,Park,On-Air,285,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,CCARC,,100,,Park County Radio Club (PCRC),,25,,,,,,,,,,,,,,45835,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,180.1,NW,,145.34,144.74,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,,,3350,CCARC,,127.3,,Repeater,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,180.1,NW,,145.175,144.575,D073,Clear Creek,Off-Air,,Rocky Mountain Ham Radio,,,,CCARC,,D073,,Rocky Mountain Ham Radio,,,,,,,1,,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,WA5CSF,Borger,TX,OPEN,E,180.4,SSE,,147.06,147.66,,Hutchinson,Off-Air,,Northwest Texas Amateur Radio Club,,387265,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,180.5,NW,,446.8375,441.8375,,Jefferson,On-Air,,WA2YZT,Full-time to the  Colorado TRBO System .,,,CCARC,,,,,,200,,,,,7,,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,180.6,NW,,1299.9,1299.9,,Jefferson,On-Air,,Colorado D-Star,,,,,,,,Colorado D-Star,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,180.6,NW,,1283.9625,1263.9625,,Jefferson,On-Air,,Colorado D-Star,,,,CCARC,,,,Colorado D-Star,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,180.6,NW,,446.9625,441.9625,,Jefferson,On-Air,,Colorado D-Star,,,,CCARC,,,,Colorado D-Star,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,180.6,NW,,145.37,144.77,,Jefferson,On-Air,,Rocky Mountain Ham Radio,,,,CCARC,,,,Rocky Mountain Ham Radio,,,,,,,7,,,,,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,180.6,NW,,145.25,144.65,,Jefferson,On-Air,,Colorado D-Star,,,,CCARC,,,,Colorado D-Star,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,180.8,NE,,444.8,449.8,162.2,Red Willow,On-Air,50,N7UVW,,,,,,,,,,Link Com RLC-1 Controller,,,,,,,,,Dirt Truckin,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,180.8,NE,,444.5,449.5,151.4,Frontier,On-Air,20,dirt,,,,,,,,,,link comm rlc 1,,,,,,,,,Dirt Truckin,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,180.9,NW,,449.625,444.625,141.3,Jefferson,On-Air,,Rocky Mountain Ham Radio,,,3750,CCARC,,141.3,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,181.2,NW,,448.975,443.975,123,Jefferson,On-Air,Wide area.,FRG,,,,CCARC,,,,,,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,181.2,NE,,147.27,147.87,,Red Willow,On-Air,50,McCook ARA,,,,,,,,,,Fusion Repeater,,,,,,,,,,,,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,181.2,NW,,927.7875,902.7875,156.7,Jefferson,On-Air,Golden and Denver.,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,181.2,NW,,448.125,443.125,107.2,Jefferson,On-Air,,Denver PD EEB,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,181.3,NW,,224.96,223.36,CSQ,Weld,On-Air,,AC0KC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,182,SSE,,147,147.6,88.5,Hutchinson,On-Air,,Hutchinson County ARC,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,,88.5,,,,"E-Power, Linked",,,,,,,,Open ↑ / Open ↓,Panhandle Emergency Radio Service,,21339,Yes; analog capable.,,,Golden Spread Amateur Information Net. TUE at 18:30 Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,182.2,NW,,446.975,441.975,,Jefferson,On-Air,Denver Metro Area,W0DMR,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",http://www.w0dmr.org/,,,,,,,0,,,,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,182.7,E,,147.18,147.78,100,Ellis,On-Air,Local 35 mi radius.,ELLIS CO,,,,Kansas Repeater Council,,100,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,183.2,NW,,449.825,444.825,103.5,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,,,CCARC,,,,Repeater,,6,,,,,,,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,183.2,NW,,448.925,443.925,131.8,Boulder,On-Air,,W0LMA,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,184,SW,,444.4,449.4,100,Mora,Off-Air,,Mora ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,185.4,SE,,52.81,51.11,131.8,Harper,,,Great Bison Amateur Radio Group (GBARG),,,,ORSI,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,185.4,SE,,442.075,447.075,131.8,Harper,,,GBARG,,,,ORSI,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,185.6,W,,449.975,444.975,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,Full-time to the  The Fun Machine System .,363976,7301,CCARC,,100,,K0JSC.COM,,2,,,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,DM68xk,28368,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,185.6,SE,,145.13,144.53,131.8,Harper,,,GBARG,,,,ORSI,,,,,Unknown,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,185.7,W,,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,,,CCARC,,,,KD0QPG,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,185.7,W,,446.8125,441.8125,,Chaffee,On-Air,,RMHAM,,,,,,,,,,,,,,,0,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,185.7,W,,147.285,147.885,88.5,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,123,,,,11,,,,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,185.7,W,,145.295,144.695,107.2,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,,CCARC,,,,CMRG Repeaters,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,185.7,WSW,,145.39,144.79,100,Taos,On-Air,Wide area.,Taos ARC,,,,NMFCC,,,,Taos Amateur Radio Club,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,185.8,SW,,147.34,147.94,100,Colfax,On-Air,Wide area.,Taos ARC,,,,NMFCC,,,,Taos Amateur Radio Club,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
