Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Sponsor,Coordination,Web links,Downlink Tone,Op Status,Features,Links,IRLP,Commands,Notes,Nets,EchoLink,DMR Enabled,Color Code,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,N. Colorado,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Wyoming,WyLOCAL,Local
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,221.7,WNW,,224.88,223.28,156.7,Utah,,Wasatch Front from Payson to Tremonton.,,,Utah High Desert ARC,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,222.2,WNW,,447.6,442.6,162.2,Utah,,,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,,222.5,WNW,,447.275,442.275,100,Utah,,Wasatch Front from Payson to Tremonton.,,,Utah Co ARES,UVHFS,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,222.7,SE,,447.375,442.375,100,Las Animas,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,KG5JL,CCARC,,,On-Air,E-power (batt).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,222.7,SE,,147.375,147.975,100,Las Animas,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,K0BV,CCARC,,100,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,222.7,SE,,449.6,444.6,107.2,Las Animas,,Wide area.,,,Cheyenne Mtn Rptr Grp,CCARC,CMRG Repeaters,,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,223.3,NE,,447.225,442.225,,Albany,,Wide area.,Wyoming DMR Project,,Laramie County EM,WRCG,,,On-Air,,,,,,,,,11,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,224.7,NE,,448.15,443.15,100,Laramie,,,,,KB7SWR,WRCG,,,Off-Air,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,224.9,NE,,53.03,52.03,,Albany,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,K7UWR,,http://www.r-vcr.com/k7uwr/repeater.htm,,Off-Air,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.88,-1.6,156.7,KB7YOT,Pleasant Grove,UT,OPEN,,225.3,WNW,,223.88,222.28,156.7,Utah,Unknown,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,225.3,WNW,,449.775,444.775,,Utah,,,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,100,K7UVA,"Alpine, Silver Lake Flat",UT,OPEN,,226.8,NW,,448.225,443.225,100,Utah,,,,,UTAH VALLEY AMATEUR RADIO CLUB,,https://uvarc.club/repeaters/,,On-Air,e-power,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,131.8,K7JL,"Brighton, Scott's Peak",UT,OPEN,,226.9,NW,,449.525,444.525,131.8,Salt Lake,,"Wide area: Western Salt Lake Valley up to Malad, East to Evanston and Vernal.",Intermountain Intertie,,K7JL,UVHFS,http://utahvhfs.org/snowlink.html,131.8,On-Air,,"Full-time to  
        147.20000 (N7ZOI) at Midway, Wilson Peak, UT .
 


Full-time to the  Intermountain Intertie System .",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,K7JL,"Brighton, Scotts Peak",UT,OPEN,,226.9,NW,,145.27,144.67,100,Salt Lake,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",Intermountain Intertie,,,UVHFS,http://utahvhfs.org/snowlink.html,,On-Air,E-power.,Full-time to the  Intermountain Intertie System .,,,10,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,227.2,SE,,147.34,147.94,100,Colfax,,Wide area.,,,Taos ARC,NMFCC,Taos Amateur Radio Club,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,227.9,NW,,147.18,147.78,100,Utah,,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",Intermountain Intertie,,K7JL,UVHFS,,,On-Air,E-power.,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",,,11,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,228.1,WNW,,447.975,442.975,,Utah,,20,,,,UVHFS,https://nt3st.zzt.net,,On-Air,,,,,,,,,,,,,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,229.2,NW,,145.23,144.63,100,Summit,Unknown,"Park City, Heber, Coalville and other nearby communities.",,,,UVHFS,,,,7,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,229.2,NW,,447.5,442.5,,Summit,,"Park City, Heber, Coalville and other nearby communities.",,,,UVHFS,,,On-Air,7,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,229.2,WNW,,449.175,444.175,131.8,Utah,,Utah Valley.,,,,UVHFS,,,On-Air,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,230,WNW,,447.725,442.725,167.9,Utah,,,,,,,,167.9,On-Air,,,,,Normally connected via Allstar to Alaska Morning Net,,,,,,,,,,DN40ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,230.3,SE,,446.775,441.775,,Colfax,,,,,Cheyenne Mountain Repeater Group,NMFCC,http://www.cmrg.org/,,On-Air,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,230.5,SE,,145.43,144.83,107.2,Las Animas,,,,,Cheyenne Mountain Repeater Group,CCARC,CMRG Repeaters,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,100,KA7EGC,"Provo, Lake Mountain",UT,OPEN,,230.9,WNW,,447.875,442.875,100,Utah,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,UVHFS,,,Off-Air,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,173.8,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,230.9,WNW,,449.675,444.675,173.8,Utah,,Utah County from Alpine to Payson.,,,Utah Co ARES,UVHFS,,,On-Air,7,"Full-time to  
        448.32500 (K7UCS) at Provo, Lake Mountain, UT .",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,230.9,WNW,,449.475,444.475,100,Utah,,Wide area: Utah County from Alpine to Payson.,,,,UVHFS,,,On-Air,7,"Full-time to  
        449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",5620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,231.3,NW,,448.475,443.475,,Summit,,"Park City, Heber, Coalville and other nearby communities.",,,,UVHFS,,,On-Air,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WSU,Lehi,UT,OPEN,,231.4,WNW,,447.05,442.05,,Utah,,,,,,,,,Off-Air,,,,,,,,,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,DMR-UTAH,,,1,1,1,,2,,,,,,,,,,,,2,,,,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,231.4,WNW,,448.875,443.875,,Utah,,I-15 from Lehi to Nephi. 30 mi radius.,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC",,Rick Whittaker,,,,On-Air,"linked, e-power",,,,,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,231.6,SE,,145.21,144.61,110.9,Colfax,,,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",NMFCC,,110.9,On-Air,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,114.8,N7IMF,"Lehi, Lake Mountain",UT,OPEN,,231.7,WNW,,448.7,443.7,114.8,Salt Lake,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,,,UVHFS,,,Off-Air,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,231.9,WNW,,146.76,146.16,,Utah,,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley.  Map . 90 mi radius.",,,Utah ARC,UVHFS,http://utaharc.org/rptr/76rpt.html,,On-Air,Closed autopatch.,,3352,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",7,Wednesday at 19:00,703269,,,,,,,,DN40ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,232,WNW,,145.23,144.63,131.8,Utah,,Utah County from Alpine to Payson.,,,Utah Co ARES,UVHFS,,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,232,WNW,,448.2,443.2,100,Utah,,"Utah County, Salt Lake County, Juab County",UVARC (Utah Valley Amateur Radio Club),,UVARC (Utah Valley Amateur Radio Club),UVHFS,http://uvarc.club,,On-Air,10,"Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,,,"Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00",762028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,232,WNW,,146.78,146.18,100,Utah,,"Utah County, Salt Lake County",UVARC (Utah Valley Amateur Radio Club),,UVARC (Utah Valley Amateur Radio Club),UVHFS,http://uvarc.club/,,On-Air,,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,,,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00,762028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,232,WNW,,224.42,222.82,156.7,Utah,,,,,Utah County Radio Club,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,232,WNW,,224.56,222.96,100,Utah,,"Utah County, Salt Lake County, Juab County",UVARC (Utah Valley Amateur Radio Club),,UVARC (Utah Valley Amateur Radio Club),UVHFS,http://uvarc.club,,On-Air,10,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .",,,,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0,762028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,141.3,K7UCS,"Provo, Lake Mountain",UT,OPEN,,232,WNW,,147.28,147.88,141.3,Utah,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,Utah Co ARES,UVHFS,,,On-Air,E-power.,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.7,-1.6,107.2,KE7AU,"Provo, Lake Mountain",UT,OPEN,,232.1,WNW,,224.7,223.1,107.2,Utah,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,,UVHFS,,,Off-Air,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,103.5,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,232.1,WNW,,448.325,443.325,103.5,Utah,,Wide area: Utah County from Alpine to Payson.,,,Utah Co ARES,UVHFS,,,Off-Air,7,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,232.1,WNW,,449.975,444.975,131.8,Utah,,Wide area: Utah County from Alpine to Payson. Utah Valley and Spanish Fork Canyon.,,,Utah Co ARES,UVHFS,,,On-Air,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,232.6,WNW,,147.08,147.68,77,Salt Lake,,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,,Sinbad Desert ARC,UVHFS,http://sdarc.us,,On-Air,,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,232.6,NW,,147.36,147.96,100,Summit,,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",Wasatch Back Tri-County ARC,,,UVHFS,,,On-Air,9,,,,,SCARC: Thu at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,232.6,NW,,147.24,147.84,136.5,Summit,,Wide area.,,,,UVHFS,,,On-Air,"Autopatch, 9,304'.","Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,232.6,NW,,449.55,444.55,100,Summit,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,,,UVHFS,,,On-Air,IRLP,,,,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,232.6,NW,,448.65,443.65,,Summit,,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,Desert ARS,UVHFS,,,On-Air,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,232.6,NW,,448.9,443.9,,Summit,Unknown,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,UVHFS,,,,"Remote base, 9,304'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,232.8,NE,,449.9375,444.9375,,Laramie,,,,,,WRCG,https://www.rmham.org/wordpress/,,On-Air,,Full-time to the  Rocky Mountain Ham System .,,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WST,Saratoga Springs,UT,OPEN,,234.1,WNW,,447.05,442.05,,Utah,,North Utah County,,,KC7WSU,UVHFS,http://www.dmr-utah.net,,On-Air,,,,,,,,,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 311  1  311      USA  1  1776      Parrott  1  9998      Audio Test  1  9999      Utah Statewide 2  1  13149      Europe  2  2      TAC 310  2  310      DCI Bridge  2  3100      Utah  2  3149      Mountain Reg USA  2  3177      All TG's Off  2  111111      All TG's On  2  222222      Local  2  314900      Utah  2  314901      Local  2  314902    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,2,,,,1,1,2,2,,,2
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,234.2,NW,,146.86,146.26,100,Uinta,,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,Intermountain Intertie,,Utah VHF Society,WRCG,http://www.utahvhfs.org/snowlink.html,,On-Air,,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,,8,Utah VHF Society Tuesday: 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,100,AC7DU,Saratoga Springs,UT,OPEN,,235,WNW,,447.675,442.675,100,Utah,,,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,DN40aj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,235.3,SE,,147.28,147.88,100,Colfax,,Wide area.,,,,NMFCC,,,On-Air,8,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper,  South Mountain",UT,OPEN,,235.7,WNW,,448.35,443.35,,Salt Lake,,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,,Rocky Mtn RA,UVHFS,,,Off-Air,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,236.1,WNW,,448.8,443.8,88.5,Davis,,North Salt Lake to South Ogden.,,,Rocky Mtn RA,UVHFS,,,Off-Air,"Remote base, 5,100'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,236.2,WNW,,224.9,223.3,156.7,Utah,,,,,UHDARC,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,110.9,WD7N,Eagle Mountain,UT,OPEN,,236.3,WNW,,449.25,444.25,110.9,Utah,,,,,,UVHFS,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,236.5,WNW,,447,442,88.5,Salt Lake,,,,,,UVHFS,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,236.5,WNW,,447.1,442.1,100,Salt Lake,,Wide area.,,,DHRA,,http://draperhamradio.wordpress.com,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,237.8,WNW,,448.375,443.375,100,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,UVHFS,,,On-Air,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,238.1,NE,,146.775,146.175,114.8,Laramie,,,,,Shy-Wy Amateur Radio Club,WRCG,,,On-Air,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,238.9,NE,,449.9,444.9,100,Laramie,,From 5 miles to 25 miles,,,N7JJY,,,100,On-Air,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
