Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,EchoLink,IRLP,Downlink Tone,Grid,Commands,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Nets,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Location Photo
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,81.2,NNE,yes,449.9,444.9,,,,Laramie,On-Air,N7JJY,,,yes,100,,,,From 5 miles to 25 miles,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,82,S,yes,448.45,443.45,,,,El Paso,On-Air,Pikes Pk FM Assoc,E-power.,CCARC,yes,100,,,,Wide area.,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,82.1,NNE,yes,448.95,443.95,,,,Laramie,On-Air,,,WRCG,yes,151.4,yes,15,,Local,,,Brandmiester and analog.,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,82.1,S,yes,146.97,146.37,,,,El Paso,On-Air,Pikes Peak FM Assoc,"Closed autopatch, e-power.",CCARC,yes,100,,,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,,,123,,,,,,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,82.7,SSE,yes,447.2,442.2,,,,El Paso,Testing,GGARC,,,yes,,,,,"Falcon, Black Forest, Peyton Areas",Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,83.1,SE,yes,147.105,147.705,,,,Elbert,On-Air,ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,yes,107.2,,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,http://www.w0cra.org/,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,83.5,NNW,yes,147.015,147.615,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,,yes,146.2,,,,Albany County,,,,http://www.uwyo.edu/uarc/,82070,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,84.8,SSE,yes,147.27,147.87,,,,El Paso,On-Air,TRA,E-power.,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,84.8,SSE,yes,146.85,146.25,,,,El Paso,On-Air,W0RSH,,CCARC,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,84.8,SSE,yes,146.91,146.31,,,,El Paso,On-Air,GGARC,E-power.,CCARC,yes,151.4,,,,,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,84.8,SSE,yes,147.39,147.99,,,,El Paso,On-Air,W0MOG,,CCARC,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,85,SSE,yes,147.135,147.735,,,,El Paso,On-Air,AA0L,6,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.55,442.55,,,,El Paso,On-Air,WA6IFI,,CCARC,yes,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.475,442.475,,,,El Paso,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,107.2,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,MARC/PCRC: Tue at 1930.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,85.1,SSE,yes,448.25,443.25,,,,El Paso,Off-Air,,,CCARC,yes,123,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,85.1,SSE,yes,449.575,444.575,,,,El Paso,On-Air,RMHARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.35,442.35,,,,El Paso,On-Air,GGARC,E-power.,CCARC,yes,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,85.1,SSE,yes,927.8,902.8,,,,Teller,On-Air,,6,CCARC,yes,D116,,,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,85.1,SSE,yes,448.6,443.6,,,,El Paso,,W0MOG,,CCARC,yes,114.8,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.025,442.025,,,,El Paso,Off-Air,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",CCARC,yes,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,85.1,SSE,yes,448.3,443.3,,,,El Paso,On-Air,AA0L,,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,85.1,SSE,yes,224.06,222.46,,,,El Paso,,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,yes,,,,,Wide area.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,85.8,SSW,yes,448.575,443.575,,,,Park,Off-Air,,,CCARC,yes,103.5,,,,Western Park County,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,86.9,N,yes,447.225,442.225,,,,Albany,On-Air,Laramie County EM,,WRCG,yes,,yes,11,,Wide area.,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,2,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,87.1,S,yes,446.95,441.95,,,,Teller,On-Air,Rocky Mountain Ham Radio,,,yes,,yes,7,,Monument Hill through Pueblo.,RMHAM,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,87.1,S,yes,147.18,147.78,,,,El Paso,On-Air,AA0SP,E-power (solar).,CCARC,yes,100,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,87.1,S,yes,927.725,902.725,,,,Teller,On-Air,WA6IFI,12,CCARC,yes,D114,,,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,Yahoo Group,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,145.46,144.86,,,,Teller,On-Air,WB0WDF,"E-power, 100% Solar",CCARC,yes,67,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,1287.7,1267.7,,,,Teller,Testing,WB0WDF,,CCARC,yes,67,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,447.4,442.4,,,,Teller,On-Air,WB0WDF,"E-power, Solar, Remote Base",CCARC,yes,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,224.94,223.34,,,,Teller,Testing,,,CCARC,yes,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,87.8,S,yes,147.015,147.615,,,,Teller,On-Air,Mountain ARC,E-power.,CCARC,yes,107.2,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,88.2,SSE,yes,448.725,443.725,,,,El Paso,On-Air,KA0TTF,,CCARC,yes,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,88.5,WNW,yes,147.165,147.765,,,,Routt,On-Air,Colorado Connection,,,yes,88.5,,,,,,Full-time to the  Colorado Connection System .,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,88.5,WNW,yes,449.625,444.625,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,yes,123,,,,Local Steamboat Area,,,,http://colcon.org,,,123,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,88.5,WNW,yes,147.21,147.81,,,,Routt,On-Air,SSARC,"Linked, WX.",CCARC,yes,107.2,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,89.9,SE,yes,449.25,444.25,,,,Elbert,On-Air,K0UPS Club c/o N1UPS,Full duplex node.,CCARC,yes,123,,,,"I-70 Limon, Co area.",,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,3349,3349,123,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,90,N,yes,53.03,52.03,,,,Albany,Off-Air,K7UWR,8,,yes,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,446.9125,441.9125,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,yes,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,53.13,51.43,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,107.2,,,,,,,,http://www.cmrg.org,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,445.0625,440.0625,,,,El Paso,Off-Air,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,yes,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,2,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,145.13,144.53,,,,El Paso,On-Air,Colorado Connection,9,CCARC,yes,88.5,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,Full-time to the  Colorado Connection System .,Linked into the Colorado Connection System,,,,123,,,,,,,,,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,927.85,902.85,,,,Teller,On-Air,CMRG,9,CCARC,yes,D114,,,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.5,SSE,yes,145.375,144.77,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,wide area,,,Repeater off air for now.,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,90.7,SSE,yes,147.345,147.945,,,,El Paso,On-Air,,"Closed autopatch, e-power.",CCARC,yes,107.2,,,,Wide area.,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,http://www.cmrg.org/,,3854,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.7,SSE,yes,146.76,146.16,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,yes,107.2,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,90.7,SSE,yes,145.16,144.56,,,,El Paso,On-Air,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,yes,107.2,,,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",CRA VHF Link System,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,http://www.w0cra.org/info/cosprgs.html#145160,347086,3990,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.7,SSE,yes,448.1,443.1,,,,El Paso,On-Air,,"Closed autopatch, e-power.",CCARC,yes,107.2,,,,Wide area.,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,CMRG Repeaters,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.7,SSE,yes,448,443,,,,El Paso,On-Air,,,CCARC,yes,107.2,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,91.1,N,yes,146.82,146.22,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,,WRCG,yes,114.8,,,,Wide area.,,,,,,,,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,91.3,N,yes,146.61,146.01,,,,Albany,On-Air,University ARC,,WRCG,yes,,,,,Laramie Valley  30 mi radius.,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,93,SSE,yes,145.265,144.665,,,,El Paso,Off-Air,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,yes,100,,,,Local. Good coverage of I25 in Colorado Springs.,,,Repeater has been moved.,PPFMA Repeaters,,,100,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,93,SSE,yes,448.8,443.8,,,,El Paso,Off-Air,Pikes Peak FM Assoc,,CCARC,yes,100,,,,,,,,PPFMA Repeaters,,,100,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,101.2,SW,yes,447.05,442.05,,,,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,,CCARC,yes,136.5,,,,Aspen-Snowmass areas.,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,102.1,S,yes,449,444,,,,Fremont,On-Air,WB0WDF,"E-power (Solar, Wind)",CCARC,yes,67,,,,,,Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,102.8,SSW,yes,146.745,146.145,,,,Chaffee,Off-Air,CLARA,E-power.,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,104.6,WSW,yes,146.67,146.07,,,,Pitkin,On-Air,Ski Country ARC,Linked.,CCARC,yes,107.2,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,105.3,WSW,yes,447.15,442.15,,,,Garfield,On-Air,,,,yes,136.5,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,107.1,SE,yes,446.7375,441.7375,,,,Lincoln,On-Air,K0RTS KC0VJD,,CCARC,yes,,yes,8,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",RMHam,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,107.8,S,yes,53.03,51.33,,,,Fremont,On-Air,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,yes,88.5,,,,,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,107.8,S,yes,447.25,442.25,,,,Fremont,On-Air,,,CCARC,yes,100,,,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,Full-time to the  The Fun Machine System .,,K0JSC dot Com,363976,7301,100,DM78ik,,,,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,yes
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,107.8,S,yes,446.7375,441.7375,,,,Fremont,On-Air,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,yes,,yes,7,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,http://www.k0jsc.com,,,,DM78ii,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,107.8,S,yes,447.75,442.75,,,,Fremont,On-Air,RGARC,E-power (Bat),CCARC,yes,103.5,,,,,,,,Royal Gorge Amateur Radio Club,,3081,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,107.8,S,yes,145.49,144.89,,,,Fremont,On-Air,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,yes,103.5,,,,,Colorado ARES Region 5 District 1,,,Royal Gorge Amateur Radio Club,,,103.5,DM78ik,,,,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,107.8,S,yes,223.96,222.36,,,,Fremont,On-Air,RGARC,"E-power (Bat), Remote Base",CCARC,yes,103.5,,,,"Wide area. 
   Repeater Coverage Map",,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
