Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Sponsor,Links,EchoLink,IRLP,Coordination,Web links,On-air,Commands,Grid,AllStar,Nets,Feed,Talkgroups,Colorado,Southern Colorado,Denver Regional,Worldwide,North America,Local/Cluster,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,N. Colorado,Mountain Reg USA,Worldwide English,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Kansas,Bandwidth,CKRG,KansasLink
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,150.6,NW,,447.15,442.15,,,,,,,,,Jefferson,Off-Air,Wide area: Denver.,,"Closed autopatch, e-power.",,,107.2,107.2,,,Colorado Repeater Association (CRA),,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,150.6,SW,,444.35,449.35,,,,,,,,,Colfax,On-Air,,,,11,,100,,,,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,WK0DX,Plains,KS,OPEN,,151,SE,,147.18,147.78,,,,,,,,,Meade,On-Air,Local,,,,,,,,,WK0DX,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,152.1,NW,,449.775,444.775,,,,,,,,Open ↑ / Open ↓,Jefferson,On-Air,Metro Denver,,,,,100,100,,Yes; analog capable.,Denver Radio Club,,,,CCARC,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,152.1,NW,,224.38,222.78,,,,,,,,,Jefferson,On-Air,,,,,,100,100,,,Denver Radio Club,,,,CCARC,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,152.1,NW,,147.33,147.93,,,,,,,,,Jefferson,On-Air,Metro Denver and the foothills.,,E-power.,Not recommeded to use tone squelch on this repeater.,,100,,,,Denver Radio Club,,,,CCARC,DRC Repeaters,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,152.2,NW,,147.12,147.72,,,,,,,,,Jefferson,On-Air,Denver metro and east.,,E-power.,,,88.5,88.5,,,Aurora Repeater Association,,,,CCARC,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,152.5,NW,,448.75,443.75,,,,,,,,,Jefferson,On-Air,Local.,N0ELY,E-power.,,,100,100,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,152.5,NW,,146.895,146.295,,,,,,,,,Park,On-Air,285,,25,,,100,100,,,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,CCARC,Park County Radio Club (PCRC),,,,45835,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,152.6,NW,,53.05,51.35,,,,,,,,,Jefferson,Off-Air,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,10,,,107.2,107.2,,,Colorado Repeater Association (CRA),,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,153.3,NW,,447.825,442.825,,,,,,,,,Jefferson,On-Air,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,D073,D073,,,Denver Radio Club,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,141.3,K0ECT,Montezuma,KS,OPEN,,153.4,ESE,,444.25,449.25,,,,,,,,,Gray,On-Air,Local,,,,,141.3,141.3,,,SKECT,Full-time to the  SKECT System .,,,Kansas Repeater Council,http://skect.org/default.aspx,,,,,ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,153.5,W,,449.975,444.975,,,,,,,,,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,100,100,,,,Full-time to the  The Fun Machine System .,363976,7301,CCARC,K0JSC.COM,,,DM68xk,28368,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,153.7,W,,145.295,144.695,,,,,,,,,Chaffee,On-Air,Wide area.,,,,,107.2,,,,Cheyenne Mtn Repeater Group,,,,CCARC,CMRG Repeaters,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,153.7,W,,147.285,147.885,,,,,,,,,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,11,,,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,154,WNW,,446.975,441.975,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,,,,,,,Crestone Amateur Radio Emergency Services,,,,CCARC,KD0QPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,154,NNW,,448.2,443.2,,,,,7,,,,Morgan,On-Air,,NEAHR,Mixed Mode,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,Full-time to the  Colorado TRBO System .,,,CCARC,Rocky Mountain Ham Radio,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,154,WNW,,446.8125,441.8125,,,,,0,,,,Chaffee,On-Air,,,,,,,,,,RMHAM,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,154,W,,449.925,444.925,,,,,,,,,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,E-power (Bat),Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,103.5,103.5,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,154,W,,449.65,444.65,,,,,,,,,Chaffee,On-Air,Wide area.,,E-power.,,,107.2,,,,,,,,CCARC,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,141.3,WK0DX,Plains,KS,OPEN,,154.2,SE,,443.5,448.5,,,,,,,,,Meade,On-Air,Wide Area,,,,,141.3,,,,WK0DX,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,154.3,NW,,53.09,51.39,,,,,,,,,Jefferson,On-Air,Metro Denver area.,,E-power.,,,107.2,,,,Denver Radio Club,,,,CCARC,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,154.4,NW,,447.875,442.875,,,,,,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,,,107.2,107.2,,,N6LXX,Full-time to the  N6LXX System .,,,CCARC,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,154.4,NW,,53.17,51.47,,,,,,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,,,107.2,CSQ,,,N6LXX,Full-time to the  N6LXX System .,,,CCARC,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,154.8,NW,,147.21,147.81,,,,,,,,,Jefferson,On-Air,,,,,,100,100,,Yes; analog capable.,Denver Water Amateur Radio Club,,,3241,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,154.8,NW,,448.35,443.35,,,,,,,,Open ↑ / Open ↓,Jefferson,On-Air,Denver Metro and surrounding,,,,,,,,,Denver Water Amateur Radio Club (DWARC),,,,CCARC,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,155,NNW,,449.925,444.925,,,,,,,,,Weld,On-Air,,K0UPS Club,,,,114.8,114.8,,,KD0RG,,448035,,CCARC,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,156.2,NNW,,447.625,442.625,,,,,,,,,Adams,On-Air,Local/North Metro,,,,,100,,,,Intermountain Repeater Group,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,156.2,NW,,145.34,144.74,,,,,,,,,Jefferson,On-Air,Wide area.,,E-power.,,,103.5,127.3,,,Rocky Mtn Radio League,,,3350,CCARC,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,156.2,NW,,145.175,144.575,,,,,1,,,,Clear Creek,Off-Air,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,D073,D073,,Yes; analog capable.,Rocky Mountain Ham Radio,,,,CCARC,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,156.4,NW,,449.3,444.3,,,,,,,,,Adams,On-Air,,,,,,100,,,,N1UPS,,43699,3699,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,157.1,WNW,,448.575,443.575,,,,,,,,,Park,Off-Air,Western Park County,,,,,103.5,103.5,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,157.4,NW,,147.045,147.645,,,,,,,,,Adams,On-Air,,,E-power.,,,123,CSQ,,,Northglenn RA,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,157.6,SW,,145.39,144.79,,,,,,,,,Taos,On-Air,Wide area.,,"E-power, linked.",,,100,,,,Taos ARC,,,,NMFCC,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,157.8,NW,,145.37,144.77,,,,,7,,,,Jefferson,On-Air,,,,See the website for programming information.,,,,,,Rocky Mountain Ham Radio,,,,CCARC,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.8,NW,,145.25,144.65,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,,,,,,Colorado D-Star,,,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.8,NW,,1283.9625,1263.9625,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,,,,,,Colorado D-Star,,,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,157.8,NW,,446.8375,441.8375,,,,,7,,,,Jefferson,On-Air,,,200,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,WA2YZT,Full-time to the  Colorado TRBO System .,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.8,NW,,1299.9,1299.9,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,,,,,,Colorado D-Star,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.8,NW,,446.9625,441.9625,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,,,,,,Colorado D-Star,,,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,158.1,NW,,449.625,444.625,,,,,,,,,Jefferson,On-Air,,,E-power,,,141.3,141.3,,,Rocky Mountain Ham Radio,,,3750,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,158.2,WNW,,446.7625,441.7625,,,,,0,,,,Park,On-Air,,RMHAM,,,,,,,,K7PFJ,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,158.6,NW,,927.7875,902.7875,,,,,,,,,Jefferson,On-Air,Golden and Denver.,,,,,156.7,,,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,158.6,NW,,448.125,443.125,,,,,,,,,Jefferson,On-Air,,,,,,107.2,,,,Denver PD EEB,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,158.6,NW,,448.975,443.975,,,,,,,,,Jefferson,On-Air,Wide area.,,Linkable VHF/UHF Remote Base,,,123,,,,FRG,,,,CCARC,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,158.8,SW,,147.14,147.74,,,,,,,,,Taos,On-Air,,TaosARC,11,,,67,,,,,Full-time to the  Mega-Link System .,,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,158.8,W,,146.64,146.04,,,,,,,,,Rio Grande,On-Air,Low level local coverage,,,,,77,77,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,159.2,W,,447.1,442.1,,,,,,,,,Saguache,On-Air,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,159.4,SW,,444.975,449.975,,,,,,,,,Taos,On-Air,,,,,,123,,,,N5TSV,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,159.4,NNW,,447.3,442.3,,,,,,,,,Weld,On-Air,,,,,,107.2,,,,,,405804,3887,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,159.9,NW,,446.975,441.975,,,,,0,,,,Jefferson,On-Air,Denver Metro Area,,,,,,,,,W0DMR,,,,,http://www.w0dmr.org/,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,160.8,SW,,147.34,147.94,,,,,,,,,Colfax,On-Air,Wide area.,,E-power.,,,100,,,,Taos ARC,,,,NMFCC,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,162.5,NW,,449.825,444.825,,,,,,,,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,,6,,,103.5,,,,Rocky Mountain Radio League,,,,CCARC,Repeater,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,162.5,NW,,448.925,443.925,,,,,,,,,Boulder,On-Air,,,,,,131.8,,,,W0LMA,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,163.4,NNW,,224.96,223.36,,,,,,,,,Weld,On-Air,,,,,,CSQ,,,,AC0KC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,163.5,NW,,448.625,443.625,,,,,,,,,Jefferson,On-Air,Denver metro area.,,E-power.,,,100,100,,,Denver Radio Club,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,CCARC,DRC Repeaters,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,163.6,NW,,146.985,146.385,,,,,,,,,Denver,On-Air,,,E-power.,,,100,100,,,El Jebel RADOPS,,,3346,CCARC,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,163.6,NW,,146.64,146.04,,,,,,,,,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",,E-power.,8,,100,,,,Denver Radio League,,,,CCARC,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,163.6,NW,,145.22,144.62,,,,,,,,,Jefferson,On-Air,Wide area.,,8,Talk-Group of $FFFF.,,103.5,103.5,,Yes; analog capable.,Rocky Mtn Radio League,,,,CCARC,Repeater,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,163.6,NW,,145.28,144.68,,,,,,,,,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.","PL is usually off, allowing use by older transceivers.",,100,,,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,CCARC,Intermountain Repeater Group,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,163.6,NW,,449.525,444.525,,,,,,,,,Jefferson,On-Air,,,E-power.,,,CSQ,,,,KE0SJ,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,CCARC,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,163.6,NW,,224.74,223.14,,,,,,,,,Jefferson,On-Air,,,e-power,,,88.5,88.5,,,Aurora Repeater Assoc,,,,CCARC,ARA Repeaters,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,163.6,NW,,449.75,444.75,,,,,,,,,Jefferson,On-Air,,,8,,,103.5,103.5,,,Rocky Mtn Radio League,,,,CCARC,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,163.7,NW,,147.15,147.75,,,,,,,,,Jefferson,On-Air,"Denver metro, central front range",,e-power,,,100,100,,,Aurora Repeater Assoc (ARA),"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,CCARC,ARA Repeaters,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,163.7,NW,,224,222.4,,,,,,,,,Jefferson,On-Air,,,8,,,103.5,103.5,,,Rocky Mountain Radio League,,,,CCARC,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,163.7,NW,,448.85,443.85,,,,,,,,,Jefferson,On-Air,"Denver metro, central front range",,e-power.,,,88.5,88.5,,,Aurora Repeater Assoc,,,,CCARC,ARA Repeaters,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,164,SSW,,444.4,449.4,,,,,,,,,Mora,Off-Air,,,,,,100,,,,Mora ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,164.5,NW,,449,444,,,,,,,,,Clear Creek,On-Air,,,,,,136.5,136.5,,,CARN,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,164.5,NW,,446.7875,441.7875,,,,,1,,,,Jefferson,On-Air,,Brandmeister Network,,,,,,,,Denver Radio Club,,,,CCARC,http://www.w0tx.org/,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
