Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Downlink Tone,Web links,Commands,On-air,Grid,Links,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Notes,Affiliate,DMR Enabled,Color Code,Wide Network,EchoLink,IRLP,AllStar,Local Network,Talkgroups,Worldwide English,North America,Simplex,TAC 310,TAC 311,DCI Bridge,Echo Test,Hytera USA Reflector,MPRG 2,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,D-STAR Enabled,Node,Sources,BGV,Parrot,WIRES-X,Talkgroup Network,Idaho,Bandwidth,P25 Digital Enabled,NAC,Default Reflector,Feed
145.29,-0.6,100,W7VOI,"Boise, Boise Bench",ID,OPEN,,167.8,SSW,,145.29,144.69,100,Ada,On-Air,Low level repeater covering Downtown Boise and the central Treasure Valley. Pair is also used on our portable repeater.,Voice of Idaho Amateur Radio Club (VOI),Portable repeater,W7ZRQ,,,http://voiceofidaho.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,CC1,KC7AAD,"Spokane, Lookout Point",WA,OPEN,,168.5,NW,,444.15,449.15,,Spokane,On-Air,I-90 from Ritzville WA to Coeur d Alene ID,KC7AAD,,IACC,,,,,,,,,,,,Updated Listing,PNW DMR,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,123,W7UPS,"Lind, Lind Hill",WA,OPEN,,170.8,WNW,,448.7,443.7,123,Adams,On-Air,Medium area.,W7UPS,,,,,http://w7ups.com,,,,"Full-time to  
        145.39000 (W7UPS) at Kennewick, Horse Heaven Hills, WA .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,W7MRI,Helena,MT,OPEN,,171,E,,147.32,147.92,,Lewis and Clark,On-Air,,W7MRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.11,-1,,WR7HLN,Helena,MT,OPEN,,171,E,,53.11,52.11,,Lewis and Clark,,,Mac Pass Repeater Group,,,,,,,Unknown,,Full-time to the  Mac Pass Repeater Group System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,WB7TBN,"Priest River, Hoodoo Mountain",ID,OPEN,,171.2,NNW,,147.12,147.72,,Bonner,Off-Air,,Pend Oreille ARC,5,UVHFS,,,,,,DN18mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7JEP,"Sandpoint, Hoodoo Mountain",ID,OPEN,I,171.3,NNW,,145.49,144.89,123,Bonner,On-Air,,Bonner County Amateur Radio Club (BCARC),,IACC,,136.5,http://www.k7jep.org,,,,"Full-time to  
        448.37500 (K7JEP) at Sandpoint, ID .
 


Full-time to  
        146.78000 (K7JEP) at Sagle, Gold Hill, ID .",,,,,,,,,,,7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,WR7HLN,"Helena, Mac Donald Pass Site",MT,OPEN,W,171.4,E,,147.1,147.7,100,Lewis and Clark,On-Air,75,Mac Pass Repeater Group,,MRCC,,,http://www.wr7hln.org,,,,Full-time to the  Mac Pass Repeater Group System .,,,,,"Repeater is Internet Connected at the Repeater on a Mountain at 7,200 feet elevation. Digital will be working when Yaesu gets things working on Auto Mode with Wires, currently as FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,K7ZZL,Marsing,ID,OPEN,,171.5,SSW,,146.88,146.28,100,Owyhee,On-Air,70,"Deer Point Amateur Radio Club, W7ZRQ","Link, e-power, C4FM, FDMA",W7ZRQ,,100,,Autopatch: On * / Off #,,,,,Open ↑ / Open ↓,Yes; analog capable.,AmRRON: First and third Wed at 20:00.,SW of Marsing at 4740' AMSL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.55,5,100,K7ZZL,Marsing,ID,OPEN,,171.5,SSW,,443.55,448.55,100,Owyhee,On-Air,,Deer Point ARC,"link, e-power.",W7ZRQ,,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,SW of Marsing at 4740' AMSL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,,K7WES,Helena,MT,OPEN,,171.5,E,,443,448,,Lewis and Clark,,,WR7AGT,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WR7MT,"Three Forks, Round Spring",MT,OPEN,,173.4,ESE,,147.38,147.98,100,Jefferson,On-Air,"Wide area: Three Forks, Manhattan, Belgrade, Butte, Whitehall, and Townsend.",Montana Repeater Linking Assoc,80,MRCC,,,,,,,Full-time to the  MRLA System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,136.5,W7URG,"Ukiah, Carney Butte",OR,OPEN,,174,W,,444.95,449.95,136.5,Umatilla,On-Air,Umatilla Country and surrounding counties including Washington to the north. US395 North and south from the Washington boarder. More than 90 miles of I-84.,W7URG - Umatilla Radio Group,4,ORRC,,,,,,DN05mg,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,123,K7JEP,"Sagle, Gold Hill",ID,OPEN,,174,NNW,,146.78,146.18,123,Bonner,On-Air,,Bonner County Amateur Radio Club (BCARC),Linked to 443.375.,IACC,,100,http://www.k7jep.org,,,,"Full-time to  
        448.37500 (K7JEP) at Sandpoint, ID .
 


Full-time to  
        145.49000 (K7JEP) at Sandpoint, Hoodoo Mountain, ID .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,CC1 131.8,WR7HLN,"Helena, North Hills",MT,OPEN,E,175.2,E,,448.9,443.9,131.8,Lewis and Clark,On-Air,"The Helena Valley, North along I90 to Sieben Flats, South to Boulder Hill and Boulder, East to Winston, West to Elliston, and the north and northwest valley.
Coverage The Helena Valley, North along I90 to Sieben Flats, South to Boulder Hill and Boulder, East to Winston, West to Elliston, and the north and northwest valley.",Mac Pass Repeater Group,,MRCC,,131.8,http://www.wr7hln.org,,,,Full-time to the  Mac Pass Repeater Group System .,,,,,DMR Info is at our website at http://www.dmr-montana.net,Mac Pass Repeater Group,,1,BrandMeister,528525,,,Mac Pass Repeater Group,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Sched    North America  1  93  PTT    Simplex  1  99      TAC 310  1  310  PTT    TAC 311  1  311  PTT    DCI Bridge  1  3100  PTT    Echo Test  1  9990  PTT    Hytera USA Reflector  1  31089  PTT    MPRG 2  1  31302  PTT    BGV  1  31303  PTT    NW7RG-USA  1  31304  PTT    USA - Area 7 4647  1  31607  PTT    Local/Cluster  2  2  Full-Time    Montana  2  3130  Full-Time    MPRG  2  31301  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,1,1,1,1,1,1,1,1,2,2,2,,,,1,,,,,,,,,
145.35,-0.6,100,K7LCD,"Melba, Hat Butte",ID,OPEN,W,176.3,SSW,,145.35,144.75,,Canyon,On-Air,"Boise, Nampa, Caldwell, Emmett, Meridian, Melba, Star, Eagle, Mt Home, Marsing, Murphy.",NF7T,Wires-X KB7VVD node,W7ZRQ,,,http://www.k7lcd.org,,,,,,Open ↑ / Open ↓,,"Lewis &amp; Clark ARC, Wed at 8:00 P.M. MST",,LEWIS &amp; CLARK ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30283,,,,,,,
444.175,5,100,K7LCD,"Melba, Hat Butte",ID,OPEN,EA,176.3,SSW,,444.175,449.175,,Canyon,On-Air,50,NF7T,,W7ZRQ,,,http://www.k7lcd.org,,,,,,Open ↑ / Open ↓,,,Coordinated by W7ZRQ,Lewis &amp; Clark ARC,,,,478568,,43854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,KB7SQE,Libby,MT,OPEN,,177.1,N,,444.825,449.825,100,Lincoln,On-Air,,KB7SQE,,,,,,,,,"Full-time to  
        147.26000 (WR7DW) at Olney, Werner Peak, MT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,,KB7SQE,Libby,MT,OPEN,I,177.1,N,,444.35,449.35,,Lincoln,On-Air,,KB7SQE,,MRCC,,100,,,,,146.29,,,,,,,,,,,3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,5,,K7JEP,Sandpoint,ID,OPEN,,177.2,NNW,,448.375,453.375,,Bonner,On-Air,,Bonner County Amateur Radio Club,,,,,http://www.k7jep.org,,,,"Full-time to  
        145.49000 (K7JEP) at Sandpoint, Hoodoo Mountain, ID .
 


Full-time to  
        146.78000 (K7JEP) at Sagle, Gold Hill, ID .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,127.3,AA7XM,Sandpoint,ID,OPEN,,177.2,NNW,,145.27,144.67,127.3,Bonner,Off-Air,,AA7XM,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.025,0,,N7JCT,Sandpoint,ID,OPEN,,177.2,NNW,,446.025,446.025,,Bonner,On-Air,Local.,N7JCT,,,,,http://www.n7jct.org,Standard AllStar Commands,,,,,,,,Open node for anyone to use.  Control as you wish.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,N7LZM,"Kennewick, Jump Off Joe",WA,OPEN,E,178.4,W,,145.41,144.81,100,Benton,On-Air,Wide area.,N7LZM,Linked.,,,,,,,,"Full-time to  
        146.96000 (AL1Q) at Walla Walla, Hertzer Peak, WA .
 


Full-time to  
        442.47500 (KD7LZN) at Naches, Whites Pass, WA .",,,,,,,,,,380445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,94.8,KC7WFD,"Kennewick, Jump Off Joe",WA,CLOSED,,178.4,W,,147.08,147.68,94.8,Benton,On-Air,,KC7WFD,"E-power, autopatch.",,,,,,,,"Full-time to  
        147.12000 (KC7WFD) at Moxee City, WA .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.775,5,100,W7JWC,Kennewick,WA,OPEN,I,179.5,W,,443.775,448.775,100,Benton,On-Air,,W7JWC,,,,,,,,,,,,,,,,,,,,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,250.3,KD7JC,Kennewick,WA,OPEN,,179.5,W,,444.4,449.4,250.3,Benton,Off-Air,,KD7JC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.95,5,123,W7UPS,Kennewick,WA,OPEN,,179.5,W,,443.95,448.95,123,Benton,On-Air,Local,W7UPS,Closed autopatch,,,123,http://w7ups.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,123,KA7ENA,"Deer Park, Scoop Mountain",WA,OPEN,,180.4,NW,,444.65,449.65,123,Spokane,Off-Air,,KA7ENA,,,,,,,,DN17dw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,110.9,WA7UOJ,"Deer Park, Scoop Mountain",WA,OPEN,,180.4,NW,,444.95,449.95,110.9,Spokane,Off-Air,,WA7UOJ,Linked,IACC,,110.9,,,,DN17dw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,W7AZ,"Kennewick, Johnson Butte",WA,OPEN,W,181.4,W,,146.64,146.04,100,Benton,On-Air,,Tri-Cities ARC,E-power.,,,100,http://www.w7az.org,,,DN06jc,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11962,,,,,,,
147.22,0.6,,N7LZM,"Kennewick, Johnson Butte",WA,OPEN,,181.4,W,,147.22,147.82,,Benton,On-Air,,N7LZM,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,100,KB7TBN,"Newport, Cooks Mountain",WA,OPEN,,182.1,NNW,,444.575,449.575,100,Pend Orielle,,,PCARC,3,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,WB7TBM,"Newport, Cooks Mountain",WA,OPEN,,182.1,NNW,,147.12,147.72,100,Pend Orielle,Off-Air,,Thatuna Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,K7TRH,"Marsing, French John Hill",ID,OPEN,,182.3,SSW,,147.36,147.96,100,Owyhee,On-Air,Wide area.,CCEM,"Link, e-power.",UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,100,K7TRH,"Marsing, French John Hill",ID,OPEN,,182.3,SSW,,442.9,447.9,100,Owyhee,On-Air,Wide area.,CCEM,"Link, e-power",W7ZRQ,,CSQ,,,,,,,,,,Elevation: 3600',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,WA7FDR,"Howe, Jumpoff Peak",ID,OPEN,,183.3,SE,,146.85,146.25,100,Butte,On-Air,"Wide area. Idaho Falls, Pocatello, and southern Idaho.",ERARRA,,UVHFS,,,http://utahvhfs.org/other_rpt.html#jumpoff,,,,"Full-time to  
        145.23000 (WA7FDR) at Island Park, Sawtell Peak, ID .
 


Full-time to  
        145.27000 (WA7FDR) at Burley, Mt Harrison, ID .
 


Full-time to the  Intermountain Intertie System .",,,,,9,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,,W7OHI,"Davenport, Teel Hill",WA,OPEN,,183.7,NW,,147.04,147.64,,Lincoln,On-Air,,LCRP,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,88.5,,"Libby, Blue Mountain Lookout",MT,OPEN,,183.8,N,,146.82,146.22,88.5,Lincoln,On-Air,,,,,,,,,,,"Full-time to  
        444.22500 (W3YAK) at Libby, Blue Mountain, MT .
 


Full-time to  
        147.00000 () at Yaak, MT .",,,,,Linked to 444.225 on Blue Mountain and 147.000 in Yaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,K7MEE,"Sandpoint, Schweitzer Mountain",ID,OPEN,,184.3,NNW,,145.23,144.63,100,Bonner,Off-Air,"Bonner County, ID reaching into Boundary &amp; Kootenai Co., ID, Pend Oreille and parts of Spokane Co., WA and Sanders Co., MT",Bonner County,E-power.,UVHFS,,,,,,,"Full-time to  
        444.07500 (K7MEE) at Sandpoint, Schweitzer Mountain, ID .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.075,5,100,K7MEE,"Sandpoint, Schweitzer Mountain",ID,OPEN,A,184.3,NNW,,444.075,449.075,100,Bonner,Off-Air,"Bonner County, ID, into Boundary &amp; Kootenai Co., ID, Pend Orielle and parts of Spokane Co., WA, parts of Sanders Co., MT",Bonner County,E-power.,UVHFS,,,,,,,"Full-time to  
        145.23000 (K7MEE) at Sandpoint, Schweitzer Mountain, ID .",,,,,,,,,,,,27010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,100,K7LBY,"Libby, King Mountain",MT,OPEN,,184.6,N,,146.84,146.24,100,Lincoln,On-Air,South Lincoln County,Lincoln County Amateur Radio Group,,,,,,,,,,,,,LDS Traffic Net: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.62,-5,88.5,W7RUG,"Howe, Jumpoff Peak",ID,OPEN,EI,184.8,SE,,447.62,442.62,88.5,Butte,On-Air,S.E. Idaho Ashton to Burley Idaho,W7RUG,ECHOIRLP,,,100,,Precede IRLP Access with a # sign,,,,,,,,,Owner,,,,459433,3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.95,5,,W7URG,Hermiston,OR,OPEN,,185.4,W,,441.95,446.95,,Umatilla,Off-Air,Wide area. 75 mi radius.,Umatilla Radio Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W7URG (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
444.225,5,88.5,W3YAK,"Libby, Blue Mountain",MT,OPEN,,185.7,N,,444.225,449.225,88.5,Lincoln,On-Air,,,,,,,,,,,"Full-time to  
        146.82000 () at Libby, Blue Mountain Lookout, MT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.675,5,114.8,WB7UCI,Loon Lake,WA,PRIVATE,,185.9,NNW,,444.675,449.675,114.8,Stevens,,,WB7UCI,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,K7LYY,"Whitefish,  Sandy Hill",MT,OPEN,,185.9,NNE,,147.38,147.98,,Flathead,On-Air,Local valley area.,Flathead Valley ARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,KC7NIY,"Mountain Home, Rattlesnake Butte",ID,OPEN,,186.6,S,,147.34,147.94,100,Elmore,On-Air,Mountain Home area; Have received reports from Caldwell to Twin Falls.,Elmore County,,W7ZRQ,,,,,,,,,,,Elmore County ARES: Sun at 2000.,,Elmore County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,103.5,AI7HO,"Plymouth, Sillusi Butte",WA,OPEN,E,186.7,W,,147.02,147.62,103.5,Benton,On-Air,,Hermiston Amateur Radio Club (HARC),1,,,103.5,,,,,,,,,,,,,,,915855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,123,WF7S,Pasco,WA,OPEN,W,186.7,WNW,,146.62,146.02,123,Franklin,On-Air,"Tri-Cities Washington, north towards Wenatchee/Ephrata/Quincy",Spout Springs Repeater Association,,,,123,http://www.wf7s.net,,,,"Full-time to  
        146.80000 (WF7S) at Elgin, Spout Springs Ski Resort, OR .",,,,Monday-Friday at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,110.9,K7ECI,Mountain Home,ID,OPEN,,186.8,S,,442.825,447.825,110.9,Elmore,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,67,KC7RWC,"Plymouth, Sillusi Butte",WA,OPEN,,186.8,W,,145.49,144.89,67,Benton,On-Air,"Plymouth, Umatilla, and Hermiston. 30 mi radius.",Umatilla Co ARES,45,,,,,,,,"Part-time to  
        146.78000 (KC7SOY) at Heppner, Black Mountain, OR .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,,KL7JGS,Three Forks,MT,OPEN,,187,ESE,,224.72,223.12,,Gallatin,,"Three Forks, Manhatten, Belgrade, Butte, Whitehall, Twonsend.",Eagle Head Repeater Assoc,25,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KB7KB,Three Forks,MT,OPEN,,187,ESE,,448.35,443.35,,Gallatin,,"Three Forks, Manhatten, Belgrade, Bozeman, Butte, Whitehall, Townsend.",KB7KB,40,,,,,,Unknown,,Full-time to the  Intermountain Intertie System . Linkable to the  MRLA System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,K7SRG,Pasco,WA,OPEN,,187.1,W,,145.45,144.85,,Franklin,On-Air,Part of SRG's wide area coverage.,SRG,,,,,http://www.srgclub.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W7VPA,"Richland , Rattlesnake Mtn",WA,OPEN,,187.1,W,,146.76,146.16,100,Benton,On-Air,Very good coverage of the lower Columbia basin and out to Walla Walla.,Tri-Cities Amateur Radio Club,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,103.5,AI7HO,"Plymouth, Silousi Butte",WA,OPEN,,188.4,W,,443.75,448.75,103.5,Benton,On-Air,"Umatilla, Morrow, and Benton counties
I-84, I-82, 395",Hermiston Amatuer Radio Club,Linkable to the 147.020,,,,http://www.ai7ho.org/,,,,,,,,HARC Monday night net  1900 hrs Mondays except 2nd Mon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,100,W7MRI,"Helena, Hogback Mountain",MT,OPEN,,190.8,E,,145.45,144.85,100,Lewis and Clark,On-Air,Wide area. 50 mi radius.,Montana Repeater Linking Assoc,10,,,,http://www.w7tck.org/_repeater/repeater_145.5.html,,,,Full-time to the  MRLA System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,146.2,W7CK,"Helena,  Hogback Mountain",MT,OPEN,,190.8,E,,146.85,146.25,146.2,Lewis and Clark,,,W7CK,Autopatch.,,,,,,Unknown,,,,,,,"Transmitter on Hogback Mtn and the receiver on Rogers Mtn. 
Emergencies only between 22:00 and 06:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.875,5,203.5,WA7BCA,West Richland,WA,CLOSED,,191,WNW,,442.875,447.875,203.5,Benton,,,Benton County ARES,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,67,KC7SOY,"Heppner, Black Mountain",OR,OPEN,,191.5,WSW,,146.78,146.18,67,Morrow,On-Air,"Wide area. Coverage on I-84 to the northwest of this repeater is heavily shadowed by the gorge. Coverage essentially ends westbound on I-84 at MP 150. It also does not reach east of the Blue Mountains, cutting off coverage to the east on I-84 at Cabbage Hill (mp 224). Some moderate coverage at La Grande (mp 261).",Morrow County ARES,5,,,,,,,DN05if,"Part-time to  
        145.49000 (KC7RWC) at Plymouth, Sillusi Butte, WA .",,,,Sunday evening ARES net at 1930 hrs,,Umatilla/Morrow ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,88.5,W7URG,"Heppner, Black Mountain",OR,OPEN,,191.5,WSW,,146.62,146.02,88.5,Morrow,Off-Air,,Umatilla Radio Group,5,,,,,,,DN05if,,,,,,Limit talk time in winter months due to solar power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,KO8N,"Whitefish, Big Mountain",MT,OPEN,,192.1,NNE,,145.27,144.67,100,Flathead,On-Air,Wide area.,FVRG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,77,N7KAM,"Coolin, Priest Lake",ID,OPEN,,194.9,NNW,,145.41,144.81,77,Bonner,On-Air,"Priest River to North of the Lake:  Low to medium power mobile
Some portable coverage is available at the South end of the lake.

Indian Creek Campground: portable coverage in most areas.

Lionhead Campground:  Medium power mobile coverage; poor portable",N7KAM,,,,,http://www.wildrepeaters.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,100,WR7DW,"Olney, Werner Peak",MT,OPEN,,195.8,NNE,,444.65,449.65,100,Flathead,On-Air,Covers Glacier Park Mt,WR7DW,E-power (solar).,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,WR7DW,"Olney, Werner Peak",MT,OPEN,,195.8,NNE,,147.26,147.86,100,Flathead,Off-Air,Covers Glacier Park.,WR7DW,E-power (solar). 1 minute timer,MRCC,,,,,,,"Full-time to  
        444.82500 (KB7SQE) at Libby, MT .",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,123,W7BFI,"Bonners Ferry, Black Mountain",ID,OPEN,E,196.1,N,,146.96,146.36,123,Boundary,On-Air,,Boundary ARC,6,IACC,,,,,,,,,,,,,,,,,505896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.24,-0.6,162.2,W7JVO,"John Day, Airport",OR,OPEN,,198,WSW,,145.24,144.64,162.2,Grant,On-Air,Hwy 26 west to Dayville &amp; east to Unity,W7JVO,,,,,http://hidarg.org/index.php/repeaters,,,,Full-time to the  HiDARG System .,,,,Mon at 19:00.,3,H.I.D.A.R.G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.725,5,,W7GHJ,"Chewelah, Chewelah Peak",WA,OPEN,E,198.9,NNW,,443.725,448.725,,Stevens,On-Air,"South end of Colville to Clayton, Chewelah, Valley, Springdale. With a good antenna &amp; propagation can be hit from Deer Park &amp; Spokane. 20 mi radius.",North East Washington Amateur Radio Club [NEWARC],,IACC,,,,"Standard EchoLink commands. [We have quick dial DTMF commands also, if you would like to know them, or have your repeater added, email us]",,,,,,,,"~50' AGL on a Mt. +9 db gain Antenna, Moderate coverage. Echolink [conferences allowed]",,,,,979409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,,N7LZM,"Canyon City, Eagle Peak",OR,OPEN,,199.2,WSW,,146.64,146.04,,Grant,On-Air,,Grant County Amateur Radio Club,,,,,,,,DN04mi,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.125,-0.6,,KF7MJA,Moyie Springs,ID,OPEN,,200.7,N,,145.125,144.525,,Boundary,On-Air,15,North Star Digital Association,Dplus,IACC,,,System Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF7MJA (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
443.025,5,100,W7BFI,Bonners Ferry,ID,OPEN,,200.8,NNW,,443.025,448.025,100,Boundary,On-Air,"All of Bonners Ferry, North to Creston BC., South to Mc Arthur lake, East to Moyie Springs.",Boundary Amateur Radio Club,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,W7BFI,Bonners Ferry,ID,OPEN,,200.8,NNW,,147.04,147.64,100,Boundary,On-Air,,,,IACC,,,http://w7bfi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,AF7LJ,Moyie Springs,ID,OPEN,,201.4,N,,145.45,144.85,,Boundary,On-Air,"Boundary Co,ID  Lincoln Co",Earl G. Borer,,,,,,,,,,,,,Sunday 8:00 pm LDS Emergency net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,CSQ,N7BFS,"Chewelah, Stensgar Mountain",WA,OPEN,,202.3,NW,,145.25,144.65,CSQ,Stevens,On-Air,"Stevens county, Lincoln county, Spokane county, HWY 395, HWY 2",N7BFS,Wide Area.,IACC,,CSQ,,,,,,,,Yes; analog capable.,DSTAR and P25 nets available if enough interest is shown.,Owner has set up to be a passive non bit regen system for Digital Data and Digital Voice. Digital voice and data have priority over analog except in emergency situations.,,,,,,,,,,,,,,,,,,,,,,,,,N7BFS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,293,,
