Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update,Downlink Tone,EchoLink,IRLP,Notes,Affiliate,Web links,Coordination,On-air,DMR Enabled,Color Code,Wide Network,Local Network,Talkgroups,Worldwide English,North America,TAC 310,TAC 311,DCI Bridge,Parrot,Hytera USA Reflector,MPRG 2,BGV,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,Mixed-Mode,Links,Simplex,Echo Test,Nets,Commands,Grid,YSF Digital Enabled,DG-ID,AllStar,Bandwidth,WIRES-X,Talkgroup Network,Idaho,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector
147.36,0.6,100,W7GMC,Great Falls,MT,OPEN,EI,192.8,NE,,147.36,147.96,100,Cascade,On-Air,25,W7GMC,"Weather, weather alerts",,,425518,5670,,Electric City Amateur Radio Club,,MRCC,,,,,,,,,,,,,,,,,,,,,,,,,Mon at 1900.,"number. Dial 73 to disconnect to IRLP-Dial node #. Echolink-* and node # Pound key = #, Star key = * 411 - Play ARRL News # - Stop News # 1 - Play Wx",,,,,,,,,,,,,,
443.65,5,,W7TRF,Liberty Lake,WA,CLOSED,,192.9,NW,,443.65,448.65,,Spokane,,,ASARC,Linked.,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,K7LYY,"Whitefish,  Sandy Hill",MT,OPEN,,192.9,N,,147.38,147.98,,Flathead,On-Air,Local valley area.,Flathead Valley ARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,123,AG7AD,"Great Falls, 1708 6 St NW",MT,OPEN,,193,NE,,145.23,144.63,123,,On-Air,Great Falls MT,John &amp; Sally Greer,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,,AA7GS,Great Falls,MT,OPEN,,193.2,NE,,147.24,147.84,,Cascade,On-Air,40,AA7GS,,,,,,,Great Falls Area Amateur Radio Club,http://www.w7eca.net,MRCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
444.9,5,,K7LW,Athena,OR,OPEN,,193.2,W,,444.9,449.9,,Umatilla,On-Air,"Low level, less than 100 miles",Cookie Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN05ul,,,,,,,,,K7LW (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,
146.74,-0.6,,K7EFZ,"Idaho Falls, Peterson Hill",ID,OPEN,,193.4,SE,,146.74,146.14,,Bonneville,On-Air,Eagle Rock Amateur Radio  (ERARC),,,,,,,,,http://www.erarc.org/,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,100,AE7HW,great falls,MT,OPEN,,193.4,NE,,147.14,147.74,100,Cascade,On-Air,50,,E-power,,100,,,One mile south of airport.,,,MRCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,WB6EVM,Blackfoot,ID,PRIVATE,,193.5,SSE,,447.95,442.95,,Bingham,On-Air,Bingham County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.475,5,88.5,W7TRF,"Liberty Lake, Agilent Bldg",WA,OPEN,E,193.9,NW,,443.475,448.475,88.5,Spokane,On-Air,,Spokane Ham Radio Club,"Closed autopatch, E-power",,,282039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spokane Ham Radio Club Thu at 20:30.,"EchoLink : 
Connect- [node #] / Disconnect- #. 
Status- 08 / Play Info- D.",DN17kq,,,,,,,,,,,,,
146.68,-0.6,100,AA7GS,Great Falls,MT,OPEN,,194.1,NE,,146.68,146.08,100,Chouteau,On-Air,"Great Falls Area, Havre, East Glacier, Helena, and Big Timber. 30 mi radius.",Montana Repeater Linking Assoc,,,,,,Snowbird Link drops after 10 minutes of inactivity. Use the remote input of 446.680 to use the Snowbird Link.,,,,,,,,,,,,,,,,,,,,,,,,,Linkable to the  Intermountain Intertie System . Full-time to the  MRLA System . Linkable to the  Snowbird Link System . Linkable to the  Utah VHF Society System .,,,,Intermountain Intertie: Link 196 On/197 Off.,,,,,,,,,,,,,,
146.7,-0.6,103.5,K7HR,"East Glacier, Mt Baldy",MT,OPEN,,194.2,NNE,,146.7,146.1,103.5,Glacier,On-Air,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        147.14000 (K7KTR) at Plains, MT .
 


Full-time to  
        146.62000 (KA5LXG) at Bigfork, MT .",,,,,,,,,,,,,,,,,,
443.375,5,88.5,K7HR,"East Glacier, Mt Baldy",MT,OPEN,,194.2,NNE,,443.375,448.375,88.5,Glacier,Off-Air,,HARK,"E-power, remote base.",,,,,,,http://www.cutbankairport.org/highline-radio/local-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,5,100,N7FM,Spokane Valley,WA,OPEN,I,194.8,NW,,444.425,449.425,100,Spokane,On-Air,Spokane,N7FM,,,100,,3507,,,http://www.n7fm.com,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17jo,,,,,,,,,,,,,
145.33,-0.6,100,N7FM,Spokane Valley,WA,OPEN,A,194.8,NW,,145.33,144.73,100,Spokane,On-Air,,WA6HSL,,,100,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        224.40000 (K7MMA) at Spokane, Icy Hill, WA .",,,,,DN17jo,,,28162,,,,,,,,,,
146.66,-0.6,,N7FM,Spokane Valley,WA,OPEN,IA,194.8,NW,,146.66,146.06,,Spokane,On-Air,Spokane,N7FM,,,100,,3502,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17jo,,,41473,,,,,,,,,,
444.25,5,110.9,KC7TIG,Rathdrum,ID,OPEN,I,195.2,NW,,444.25,449.25,110.9,Kootenai,On-Air,,,,,,,8350,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,136.5,N7ESU,Rathdrum,ID,OPEN,,195.2,NW,,147.22,147.82,136.5,Kootenai,On-Air,,,45,,,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,WA4VRV,"Idaho Falls, Quality Inn",ID,OPEN,,195.6,SE,,443,448,100,Bonneville,On-Air,Wide area,WA4VRV,"E-power, EX (NOAA Weather SAME Alerts)",,100,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
147.14,0.6,123,W7RAC,"Driggs, Relay Ridge",ID,OPEN,,195.9,SE,,147.14,147.74,123,Teton,On-Air,Teton Valley/North,Teton Valley Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,ARES Net: Wed at 1900,,,,Open ↑ / Open ↓,,,,,,,,,,,
146.94,-0.6,123,K7ENE,"Driggs, Relay Ridge",ID,OPEN,E,195.9,SE,,146.94,146.34,123,Teton,On-Air,,MCCD,9,,,328034,,Echolink is only on the repeater frequency during the net. All are welcome to join the net.,,ARES District 6 Nets,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,RACES/ARES: Thu at 21:00.,,,,,,,,,,,,,,,
442.925,5,100,NV2Z,Otis Orchards,WA,OPEN,W,195.9,NW,,442.925,447.925,100,Spokane,On-Air,,NV2Z,E-power,,100,,,Digital WIRES-X node,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,11634,,,,,,,,
442.425,5,100,K7HRT,Greenacres,WA,OPEN,,196.2,NW,,442.425,447.425,100,Spokane,On-Air,,N7XKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,,KB7ITU,"Rexburg, Relay Ridge",ID,OPEN,EI,196.3,SE,,447.875,442.875,,Madison,On-Air,"Blackfoot, Idaho to Island Park, Idaho",W7RUG,,,100,667390,3424,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IRLP Up = node number. Down = 73 
EchoLink Up = A then node number. Down = 73",,,,,,,,,,,,,,
146.88,-0.6,123,WR7VHF,"Spokane, Krell Hill",WA,OPEN,,196.4,NW,,146.88,146.28,123,Spokane,On-Air,,Inland Empire VHF Radio Amateurs,Autopatch.,,107.2,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,Membership Net: Wed at 1930.,Autopatch:  * + number- On / #- Off,DN17in,,,,,,,,,,,,,
145.39,-0.6,100,W7UPS,"Spokane, Krell Hill",WA,OPEN,E,196.5,NW,,145.39,144.79,100,Spokane,On-Air,Wide area.,,E-power.,,100,130935,,Wide area coverage on PL 100.0. Local area coverage for Echolink preferred on 127.3.,,http://w7ups.com,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.25,-25,114.8,W7RGW,"Spokane, Krell Hill",WA,OPEN,,196.5,NW,,927.25,902.25,114.8,Spokane,On-Air,,,,,114.8,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17IN,,,,,,,,,,,,,
444.5,5,136.5,K7EMF,"Spokane, Krell Mtn",WA,OPEN,,196.6,NW,,444.5,449.5,,Spokane,On-Air,Wide Area Centered On Spokane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
147.14,0.6,127.3,AD7DD,Otis Orchards,WA,OPEN,I,196.8,NW,,147.14,147.74,127.3,Spokane,On-Air,Spokane &amp; Couer d' Alene. 30 mi radius.,,WX,,,,7205,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,LDS Stake Net: Sun 1900.,,DN17kr,,,,,,,,,,,,,
145.37,-0.6,141.3,KA7ENA,"Spokane, Tower Mountain",WA,OPEN,,197.2,NW,,145.37,144.77,141.3,Spokane,On-Air,,KA7ENA,,,141.3,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17IO,,,,,,,,,,,,,
444.125,5,100,KC7AAD,"Spokane, Krell",WA,OPEN,,197.2,NW,,444.125,449.125,100,Spokane,On-Air,Wide Area,KC7AAD,,,100,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17IO,,,,,,,,,,,,,
146.66,-0.6,100,K7MVA,"Jerome, Flat Top Butte",ID,OPEN,,199.4,S,,146.66,146.06,100,Jerome,On-Air,,,,,100,,,,,http://www.k7mva.org/,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,KO8N,"Whitefish, Big Mountain",MT,OPEN,,199.5,N,,145.27,144.67,100,Flathead,On-Air,Wide area.,FVRG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,K7TRH,"Marsing, French John Hill",ID,OPEN,,199.7,SW,,147.36,147.96,100,Owyhee,On-Air,Wide area.,CCEM,"Link, e-power.",,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,100,K7TRH,"Marsing, French John Hill",ID,OPEN,,199.7,SW,,442.9,447.9,100,Owyhee,On-Air,Wide area.,CCEM,"Link, e-power",,CSQ,,,Elevation: 3600',,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,,KB7SQE,Libby,MT,OPEN,I,200.3,NNW,,444.35,449.35,,Lincoln,On-Air,,KB7SQE,,,100,,3056,,,,MRCC,,,,,,,,,,,,,,,,,,,,,,146.29,,,,,,,,,,,,,,,,,,
444.825,5,100,KB7SQE,Libby,MT,OPEN,,200.3,NNW,,444.825,449.825,100,Lincoln,On-Air,,KB7SQE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        147.26000 (WR7DW) at Olney, Werner Peak, MT .",,,,,,,,,,,,,,,,,,
444.8,5,,KF7VTM,Jerome,ID,OPEN,,200.3,S,,444.8,449.8,,Jerome,On-Air,,W7VOI,,,,,,D-STAR 70CM at Jerome ID is KF7VTM B on 444.800 MHz +5.000MHz,Voice of Idaho Amateur Radio Club,,W7ZRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF7VTM (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,
147.1,0.6,100,KG7SD,"Spokane, Paradise Rim",WA,OPEN,,200.5,NW,,147.1,147.7,100,Spokane,On-Air,,,,,100,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9,5,123,WR7VHF,"Spokane Valley, Riblets",WA,OPEN,,200.6,NW,,444.9,449.9,123,Spokane,On-Air,,Inland Empire VHF Radio Amateurs,,,,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17iq,,,,,,,,,,,,,
444.9,5,123,WR7VHF,Spokane Valley,WA,OPEN,,202,NW,,444.9,449.9,123,Spokane,On-Air,,Inland Empire VHF Radio Amateurs,,,,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,114.8,K7MMA,"Spokane, Icy Hill",WA,OPEN,,202.1,NW,,224.4,222.8,114.8,Spokane,On-Air,Spokane and Surrounding Areas,WA6HSL,,,,,,5100,,,IACC,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        145.33000 (N7FM) at Spokane Valley, WA .",,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7EKM,"Spokane, South Hill",WA,OPEN,,202.2,NW,,147.16,147.76,136.5,Spokane,On-Air,Spokane 6 mi radius.,Spokane DX Association,,,136.5,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17HP,,,,,,,,,,,,,
442,5,110.9,K7ZOX,Spirit Lake,ID,OPEN,,202.6,NW,,442,447,110.9,Kootenai,On-Air,,,,,,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,CC1 123.0,W7RAC,"Driggs, Idaho",ID,OPEN,,204.2,SE,,449.8,444.8,123,Idaho,On-Air,,Teton Valley Radio Amateur Club,,,,,,,Teton County ARES,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,100,W7GBU,"Spokane, Brownes Mountain",WA,OPEN,,204.6,NW,,147.3,147.9,100,Spokane,On-Air,Wide area.,Spokane County ARES RACES Support Group,E-power,,,,,,,http://www.spokares.org,IACC,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,
443.85,5,114.8,KD7IKZ,Spokane,WA,OPEN,E,204.6,NW,,443.85,448.85,114.8,Spokane,Off-Air,Spokane and Post Falls.,,,,114.8,216767,,Located downtown.,,http://kd7ikz.myftp.org,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,,,Spokane,WA,OPEN,I,204.6,NW,,146.66,146.06,,Spokane,On-Air,25,N7FM,,,,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRLP connects to Reflector 9005 from 8:30 AM to 9:00 AM,,,,,,,,,,,,,,,
224.94,-1.6,107.2,AK2O,Spokane,WA,OPEN,,204.6,NW,,224.94,223.34,107.2,Spokane,On-Air,Local,Spokane Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,N7BFS,Spokane,WA,OPEN,I,204.6,NW,,224.98,223.38,107.2,Spokane,On-Air,Local,N7BFS,,,,,3250,Contact me for the IRLP pre-access code that it uses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,N7FM,Spokane,WA,OPEN,,204.6,NW,,442.6,447.6,100,Spokane,On-Air,,N7FM,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
444.7,5,,AK2O,"Spokane, Brownes Mountain",WA,OPEN,,204.6,NW,,444.7,449.7,,Spokane,Off-Air,Metro Spokane,AK2O,,,,,,Repeater is down pending repairs.,Spokane Repeater Group,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293.3,20,,WA7DRE,Spokane,WA,OPEN,,204.6,NW,,1293.3,1313.3,,Spokane,On-Air,,Washington Digital Radio Enthusiasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA7DRE (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,
444.05,5,,,"Spokane, Paradise Rim",WA,OPEN,,204.6,NW,,444.05,449.05,,Spokane,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
147.34,0.6,123,WR7VHF,Spokane,WA,OPEN,,204.6,NW,,147.34,147.94,123,Spokane,On-Air,,Inland Empire VHF Radio Amateurs,E-power.,,,,,Located on the State Farm Bank building downtown.,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,,K7SRG,Spokane,WA,OPEN,,204.6,NW,,147.2,147.8,,Spokane,On-Air,Wide area: Eastern Washington and Northern Idaho.,Spokane Repeater Group,,,,,,This repeater is part of a sophisticated large coverage area network. Please visit the web-site to learn more about the repeater system and how to join. Membership is not required to gain PL tones.,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,AK2O,Spokane,WA,OPEN,,204.6,NW,,147.32,147.92,,Spokane,On-Air,,AK2O,,,,,,,Spokane Repeater Group,http://www.srgclub.org,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,100,W7TRF,"Spokane, South Valley",WA,OPEN,,204.6,NW,,145.21,144.61,100,Spokane,On-Air,,Spokane Ham Radio Club,"Closed autopatch, linked, e-power.  Four receivers located at:  Agilent Technologies in Liberty Lake Green Ridge above Liberty Lake Beacon Hill South ridge above the Spokane Valley",,,,,,Agilent Technologies,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,AK2O,Spokane,WA,OPEN,,204.6,NW,,223.94,222.34,,Spokane,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.925,5,100,K7MMA,"Spokane, Icy Hill",WA,OPEN,I,204.9,NW,,443.925,448.925,100,Spokane,On-Air,Spokane and West Spokane. 50 mi radius.,"K7MMA &amp; K7TMF, Michael West &amp; Chuck Hill",,,100,,7879,Linked into the Seattle Reflector 9198,,http://www.qrz.com/db/K7MMA,IACC,,,,,,,,,,,,,,,,,,,,,,,,,East Coast Tech &amp; Swap: Tue at 17:00.,0,,,,,,,,,,,,,,
145.29,-0.6,77,K7MMA,"Spokane, Spokane International Airport",WA,OPEN,W,204.9,NW,,145.29,144.69,77,Spokane,On-Air,Spokane Area,K7MMA,,,77,,,,,http://www.qrz.com/db/K7MMA,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,18091,,,,,,,,
441.5,0,,W4LKS,Cheney,WA,OPEN,,206.1,NW,,441.5,441.5,,Spokane,On-Air,"Four Lakes, Airway Heights, Medical Lake, Cheney",,Full D-STAR Linking,,,,,,,http://www.wa7dre.org,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W4LKS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,
146.82,-0.6,88.5,,"Libby, Blue Mountain Lookout",MT,OPEN,,206.2,NNW,,146.82,146.22,88.5,Lincoln,On-Air,,,,,,,,Linked to 444.225 on Blue Mountain and 147.000 in Yaak,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        444.22500 (W3YAK) at Libby, Blue Mountain, MT .
 


Full-time to  
        147.00000 () at Yaak, MT .",,,,,,,,,,,,,,,,,,
444.225,5,88.5,W3YAK,"Libby, Blue Mountain",MT,OPEN,,207.1,NNW,,444.225,449.225,88.5,Lincoln,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        146.82000 () at Libby, Blue Mountain Lookout, MT .",,,,,,,,,,,,,,,,,,
443.3,5,,W7DPK,"Cut Bank, Airport",MT,OPEN,,207.3,E,,443.3,448.3,,Glacier,On-Air,Local Area Coverage,HARK,,,,,,,,http://www.cutbankairport.org/highline-radio/local-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN46tv,,,,,,,,,,,,,
147.06,0.6,77,N7BFS,"Spokane, Five Mile",WA,OPEN,,208.1,NW,,147.06,147.66,77,Spokane,On-Air,,N7BFS,,,77,,,146.62,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,123,K7JEP,"Sagle, Gold Hill",ID,OPEN,,208.7,NNW,,146.78,146.18,123,Bonner,On-Air,,Bonner County Amateur Radio Club (BCARC),Linked to 443.375.,,100,,,,,http://www.k7jep.org,IACC,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        448.37500 (K7JEP) at Sandpoint, ID .
 


Full-time to  
        145.49000 (K7JEP) at Sandpoint, Hoodoo Mountain, ID .",,,,,,,,,,,,,,,,,,
444.175,5,,N7BFS,"Spokane, Five Mile",WA,OPEN,,208.8,NW,,444.175,449.175,,Spokane,On-Air,,N7BFS,,,,,,"Flat audio response, will pass DSTAR and Astro. For C4FM Astro use NAC 293",,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17gr,,,,,,,,,N7BFS (B),"jfindu lookup 
    /   dstar-users lookup",,293,
443.6,5,100,WA7RVV,Medical Lake,WA,OPEN,EI,209.8,NW,,443.6,448.6,100,Spokane,On-Air,"Medical lake, Airway Heights, Fairchild AFB",,,,,254771,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,AD7UI,Pocatello,ID,OPEN,,210,SSE,,146.82,146.22,100,Bannock,On-Air,,,,,,,,,"Pocatello ARC , ERC, PV-ARES",,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,"ERC: Wed at 19:30. 
PV-ARES: Sun at 20:30.",,,,,,,,,,,,,,,
146.84,-0.6,100,K7LBY,"Libby, King Mountain",MT,OPEN,,210.3,NNW,,146.84,146.24,100,Lincoln,On-Air,South Lincoln County,Lincoln County Amateur Radio Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDS Traffic Net: Sun at 20:30.,,,,,,,,,,,,,,,
443.8,5,123,KA7ENA,"Spokane, Booth Hill",WA,OPEN,,210.6,NW,,443.8,448.825,123,Spokane,On-Air,,KA7ENA,,,,,,Tower Mtn?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,100,W7RSR,Pocatello,ID,OPEN,,210.8,SSE,,447.75,442.75,100,Bannock,Off-Air,,,,,,,,,Pocatello ARC,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,,,Pocatello,ID,OPEN,,210.8,SSE,,449.675,444.675,,Bannock,,,,,,,,,,,,UVHFS,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.125,-5,,WB6EVM,Pocatello,ID,PRIVATE,,210.8,SSE,,449.125,444.125,,Bannock,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,,K9GP,Pocatello,ID,OPEN,,210.8,SSE,,147.34,147.94,,Bannock,,,,,,,,,,,,UVHFS,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.52,0,123,KF7FY,Pocatello,ID,OPEN,EI,210.8,SSE,,147.52,147.52,123,Bannock,On-Air,Pocatello,,,,,520814,3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
147.24,0.6,,,Pocatello,ID,OPEN,,210.8,SSE,,147.24,147.84,,Bannock,,,,,,,,,,,,UVHFS,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,KA7MLM,Pocatello,ID,OPEN,,210.9,SSE,,147.3,147.9,,Bannock,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7JEP,"Sandpoint, Hoodoo Mountain",ID,OPEN,I,211.2,NW,,145.49,144.89,123,Bonner,On-Air,,Bonner County Amateur Radio Club (BCARC),,,136.5,,7612,,,http://www.k7jep.org,IACC,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        448.37500 (K7JEP) at Sandpoint, ID .
 


Full-time to  
        146.78000 (K7JEP) at Sagle, Gold Hill, ID .",,,,,,,,,,,,,,,,,,
147.12,0.6,,WB7TBN,"Priest River, Hoodoo Mountain",ID,OPEN,,211.2,NW,,147.12,147.72,,Bonner,Off-Air,,Pend Oreille ARC,5,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,DN18mb,,,,,,,,,,,,,
443.325,5,,W7TSC,Airway Heights,WA,OPEN,,211.6,NW,,443.325,448.325,,Spokane,On-Air,"Spokane County - West plains, West Spokane, Airway Heights, Four Lakes, Medical Lake",W7TSC,,,,,,,Washington Digital Radio Enthusiasts group,http://wa7dre.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
446.025,0,,N7JCT,Sandpoint,ID,OPEN,,212.1,NNW,,446.025,446.025,,Bonner,On-Air,Local.,N7JCT,,,,,,Open node for anyone to use.  Control as you wish.,,http://www.n7jct.org,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar Commands,,,,,,,,,,,,,,
448.375,5,,K7JEP,Sandpoint,ID,OPEN,,212.1,NNW,,448.375,453.375,,Bonner,On-Air,,Bonner County Amateur Radio Club,,,,,,,,http://www.k7jep.org,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        145.49000 (K7JEP) at Sandpoint, Hoodoo Mountain, ID .
 


Full-time to  
        146.78000 (K7JEP) at Sagle, Gold Hill, ID .",,,,,,,,,,,,,,,,,,
145.27,-0.6,127.3,AA7XM,Sandpoint,ID,OPEN,,212.1,NNW,,145.27,144.67,127.3,Bonner,Off-Air,,AA7XM,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,N7PI,"Pocatello, Kinport Peak",ID,OPEN,,214,SSE,,147.36,147.96,100,Bannock,On-Air,East Idaho,Pocatello ARC,,,,,,7,,http://www.pocatelloarc.org/pages/static/pocatello_repeater_INTRO.htm,UVHFS,,,,,,,,,,,,,,,,,,,,,,29.6,,,Pocatello ARC: Sunday at 20:00.,10,,,,,,,,,,,,,,
444.15,5,CC1,KC7AAD,"Spokane, Lookout Point",WA,OPEN,,214.6,NW,,444.15,449.15,,Spokane,On-Air,I-90 from Ritzville WA to Coeur d Alene ID,KC7AAD,,,,,,Updated Listing,PNW DMR,,IACC,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
