Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,Downlink Tone,Coverage,Features,Web links,IRLP,EchoLink,AllStar,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Affiliate,Notes,WIRES-X,Links,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,On-air,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo,Wyoming,WyLOCAL
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.1,S,,145.375,144.77,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,,,,wide area,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,,145.46,144.86,,,,Teller,On-Air,WB0WDF,CCARC,,67,,,"E-power, 100% Solar",,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,,224.94,223.34,,,,Teller,Testing,,CCARC,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,,447.4,442.4,,,,Teller,On-Air,WB0WDF,CCARC,,67,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,,1287.7,1267.7,,,,Teller,Testing,WB0WDF,CCARC,,67,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,69.3,S,,147.015,147.615,,,,Teller,On-Air,Mountain ARC,CCARC,,107.2,,,E-power.,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.5,S,,146.76,146.16,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,,107.2,107.2,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.5,S,,448,443,,,,El Paso,On-Air,,CCARC,,107.2,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,69.5,S,,145.16,144.56,,,,El Paso,On-Air,Colorado Repeater Association,CCARC,,107.2,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",http://www.w0cra.org/info/cosprgs.html#145160,3990,347086,,,,,,,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,69.5,S,,147.345,147.945,,,,El Paso,On-Air,,CCARC,,107.2,107.2,Wide area.,"Closed autopatch, e-power.",http://www.cmrg.org/,3854,,,,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.5,S,,448.1,443.1,,,,El Paso,On-Air,,CCARC,,107.2,107.2,Wide area.,"Closed autopatch, e-power.",CMRG Repeaters,,,,,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,71.2,WSW,,145.445,144.845,,,,Lake,On-Air,Colorado Connection,CCARC,,88.5,,,E-power (solar).,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,71.5,WSW,,445.05,440.05,,,,Adams,On-Air,K2AD,CCARC,,,,,,http://www.rmham.org/,,,,,,,,,Rocky Mountain Ham Radio,,,,,7,,,,,,,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,72,S,,448.8,443.8,,,,El Paso,Off-Air,Pikes Peak FM Assoc,CCARC,,100,100,,,PPFMA Repeaters,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,72,S,,145.265,144.665,,,,El Paso,Off-Air,Pikes Peak FM Association,CCARC,,100,100,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",PPFMA Repeaters,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,72.2,E,,448.2,443.2,,,,Morgan,On-Air,,CCARC,,,,,Mixed Mode,Rocky Mountain Ham Radio,,,,,,,,,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,Full-time to the  Colorado TRBO System .,,7,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,73.2,W,,146.61,146.01,,,,Eagle,On-Air,ECHO,CCARC,,107.2,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,73.9,W,,449.9,444.9,,,,Eagle,Off-Air,ECHO,CCARC,,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,73.9,W,,224.8,223.2,,,,Eagle,Off-Air,ECHO,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,77.2,WSW,,147.24,147.84,,,,Lake,Off-Air,,CCARC,,156.7,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,77.3,WNW,,147.075,147.675,,,,Grand,On-Air,Colorado Connection,CCARC,,88.5,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Part of the Colorado Connection system of Repeaters,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,77.7,SW,,448.575,443.575,,,,Park,Off-Air,,CCARC,,103.5,103.5,Western Park County,,,,,,,,,,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,77.8,W,,445.075,440.075,,,,Eagle,On-Air,K2AD,CCARC,,,,,,http://www.rmham.org/,,,,,,,,,Rocky Mountain Ham Radio,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,78.2,W,,147.345,147.945,,,,Eagle,On-Air,Colorado Connection,CCARC,,88.5,123,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,9,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,85.2,SSW,,449,444,,,,Fremont,On-Air,WB0WDF,CCARC,,67,67,,"E-power (Solar, Wind)",Mega Link,,,,,,,,,,North of the Royal Gorge Bridge.,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,85.6,SE,,446.7375,441.7375,,,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,,,,,,,,RMHam,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,8,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,86.4,SE,,147.06,147.66,,,,Lincoln,On-Air,BSARC,CCARC,,103.5,,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",http://www.bigsandyradio.com/,3794,791116,42740,,,Open ↑ / Open ↓,Yes; analog capable.,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,89.8,S,,449.975,444.975,,,,Fremont,On-Air,K0JSC,CCARC,,100,100,,Simulcast TX / Voted RX with Cedarwood and Salida,http://www.k0jsc.com,,,,,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,90.1,NNE,,449.3,444.3,,,,Laramie,On-Air,WU7G,,,131.8,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,90.2,S,,447.75,442.75,,,,Fremont,On-Air,RGARC,CCARC,,103.5,103.5,,E-power (Bat),Royal Gorge Amateur Radio Club,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,,145.49,144.89,,,,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,,103.5,103.5,,E-power (Bat),Royal Gorge Amateur Radio Club,,,,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Colorado ARES Region 5 District 1,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,,53.03,51.33,,,,Fremont,On-Air,WB0WDF,CCARC,,88.5,88.5,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Http://www.qsl.net/rghc,,,,,,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,90.2,S,,447.25,442.25,,,,Fremont,On-Air,,CCARC,,100,100,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,K0JSC dot Com,7301,363976,28368,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,Full-time to the  The Fun Machine System .,,,,DM78ik,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,,446.7375,441.7375,,,,Fremont,On-Air,,CCARC,,,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",IPSC Link to the Colorado network on Talk Slot 2.,http://www.k0jsc.com,,,,,,,,,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,Full-time to the  Colorado TRBO System .,,7,,DM78ii,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,,223.96,222.36,,,,Fremont,On-Air,RGARC,CCARC,,103.5,103.5,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,,927.7,902.7,,,,Fremont,On-Air,Royal Gorge ARC,CCARC,,D114,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,91.4,N,,449.9375,444.9375,,,,Laramie,On-Air,,WRCG,,,,,,https://www.rmham.org/wordpress/,,,,,,,,,,,,Full-time to the  Rocky Mountain Ham System .,,7,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,91.4,S,,447.975,442.975,,,,Fremont,On-Air,K0JSC,CCARC,,100,100,"Canon City area. 
   Repeater Coverage Map",Autopatch.,http://www.k0jsc.com,7301,363976,28368,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,Full-time to the  The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,92.3,SE,,449.9,444.9,,,,Lincoln,On-Air,,CCARC,,107.2,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,93.5,SE,,447,442,,,,Kit Carson,On-Air,Delbert Noakes (KC0VJD),,,103.5,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",APRS repeater &amp; i-gate / Weather station,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,95.9,SSE,,447.95,442.95,,,,Pueblo,On-Air,Pueblo Ham Club,CCARC,,88.5,,Wide area.,E-power.,Pueblo Ham Club,,,,,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,95.9,SSE,,146.79,146.19,,,,Pueblo,On-Air,Pueblo HC,CCARC,,88.5,CSQ,Wide area.,E-power.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,95.9,SSE,,224.26,222.66,,,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,,88.5,CSQ,Wide area.,E-power.,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,96,SW,,146.745,146.145,,,,Chaffee,Off-Air,CLARA,CCARC,,100,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,96.1,N,,146.775,146.175,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,,114.8,,,"E-power, WX.",,,,,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,96.1,N,,447.025,442.025,,,,Laramie,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,96.7,NW,,145.16,144.56,,,,Jackson,On-Air,Colorado Connection,CCARC,,88.5,123,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",8,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Part of the Colorado Connection system of repeaters.,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,97.2,N,,145.235,144.635,,,,Laramie,On-Air,N7GT,WRCG,,114.8,,Local: Cheyenne.,,,,,,,,,,,,25,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,97.2,N,,147.105,147.705,,,,Laramie,On-Air,,WRCG,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,97.2,N,,449.9,444.9,,,,Laramie,On-Air,N7JJY,,,100,100,From 5 miles to 25 miles,,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,98.1,N,,448.95,443.95,,,,Laramie,On-Air,,WRCG,,151.4,151.4,Local,,,,,,,,,,,,Brandmiester and analog.,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,98.4,N,,448.15,443.15,,,,Laramie,Off-Air,KB7SWR,WRCG,,100,,,,,,,,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,98.5,E,,145.4,144.6,,,,Washington,On-Air,Colorado Connection,CCARC,,88.5,123,Northeastern plains of Colorado.,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Part of the Colorado Connection system of repeaters,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,98.5,E,,448.175,443.175,,,,Morgan,On-Air,W0FT,CCARC,,,,,,http://www.rmham.org/,,,,,,,,,Rocky Mountain Ham Radio,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,99.2,SSW,,446.8125,441.8125,,,,Chaffee,On-Air,RMHAM,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,99.2,SSW,,446.975,441.975,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,,,,,,KD0QPG,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,100.2,S,,448.975,443.975,,,,Pueblo,On-Air,,CCARC,,100,100,,,http://www.k0jsc.com,7301,363976,28368,,,,,,,Off air.  Will return to service,,Full-time to the  The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,100.9,SSE,,147,147.6,,,,Pueblo,On-Air,Carl Higbee,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,104,SSW,,145.295,144.695,,,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,,107.2,,Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,104,SSW,,147.285,147.885,,,,Chaffee,On-Air,Colorado Connection,CCARC,,88.5,123,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",11,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,104.6,SSE,,447.7,442.7,,,,Pueblo,Off-Air,,CCARC,,210.7,210.7,,,,7389,,29228,,,,Yes; analog capable.,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,104.6,SSE,,146.655,146.055,,,,Pueblo,On-Air,K0ST,CCARC,,123,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,104.6,SSE,,449.725,444.725,,,,El Paso,On-Air,N0PWZ,CCARC,,100,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,104.6,SSE,,146.88,146.28,,,,Pueblo,On-Air,Pueblo HC,CCARC,,88.5,CSQ,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,104.6,SSW,,449.925,444.925,,,,Chaffee,On-Air,,CCARC,,103.5,103.5,"Upper Arkansas and Platte Rivers, and the SLV",E-power (Bat),,,,,,,,,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,104.6,SSE,,145.115,144.515,,,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,,88.5,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,104.6,SSW,,449.65,444.65,,,,Chaffee,On-Air,,CCARC,,107.2,,Wide area.,E-power.,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
