Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Coordination,Last update,On-air,Features,Coverage,AllStar,D-STAR Enabled,Node,Sources,EchoLink,IRLP,Links,Commands,Nets,Web links,Notes,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local/Cluster,Mountain Reg USA,YSF Digital Enabled,DG-ID,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,Worldwide English,N. Colorado
145.45,-0.6,100,WA7UAH,"West Jordan, Butterfield Peak",UT,OPEN,,215.4,WNW,,145.45,144.85,100,CSQ,Salt Lake,On-Air,ERC Repeater System,,UVHFS,,,9,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,215.4,ESE,,927.8375,902.025,,,Douglas,On-Air,,,CCARC,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,151.4,WA7UAH,"West Jordan, Butterfield Pk",UT,OPEN,,215.4,WNW,,449.725,444.725,151.4,,Salt Lake,On-Air,ERC Repeater System,,UVHFS,,,9,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,215.5,NNW,,449.825,444.825,,,Lincoln,On-Air,ORARC,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,100,W7IHC,"Salt Lake City,  IHC",UT,OPEN,I,215.5,WNW,,448.55,443.55,100,,Salt Lake,On-Air,IHCRC,,UVHFS,,,,,,,,,,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,,KF7EHE,Kemmerer,WY,OPEN,,215.5,NNW,,449.075,444.075,,123,Lincoln,Off-Air,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,100,W0HU,Salt Lake City,UT,OPEN,,215.6,NW,,447.025,442.025,100,,Salt Lake,On-Air,Salt Lake Co ARES,,UVHFS,,,4,Wide area.,,,,,,,,,,,,,,,DN40as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,100,K7CSW,"Salt Lake City, SLC",UT,OPEN,,215.6,NW,,448.05,443.05,100,,Salt Lake,On-Air,Salt Lake Peaks ARC,,UVHFS,,,4,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,,,,,,,,,"CSW Net, Mon-Thur, 7:05am",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,123,KB7ZCL,"Morgan, TV Site.",UT,OPEN,,215.7,NW,,147.1,147.7,123,,Morgan,On-Air,,,UVHFS,,,,City of Morgan and surrounding communities.,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,,216.4,NW,,927.3125,902.3125,127.3,,Davis,Off-Air,Davis Co ARC,,UVHFS,,,4,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,100,W7EO,"Vernon,  Vernon Hills",UT,OPEN,,216.8,WNW,,449.95,444.95,100,,Tooele,,"Tooele County ARES, West Desert ARC",,UVHFS,,Unknown,5,Tooele Valley and communities from Grantsville down toward Vernon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,217,E,,147.39,147.99,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,CCARC,,,,"Fort Collins east side, into Red Feather Lakes area.",,,,,,,,,Tac 310 Net: Sun at 18:00.,Documentation,,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,217,NW,,449.35,444.35,123,,Davis,On-Air,,,UVHFS,,,,North Salt Lake to South Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,100,KG7VVQ,"Kemmerer, Quealy Peak",WY,OPEN,,217.5,NNW,,147.09,147.69,100,,Lincoln,On-Air,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,,217.7,NW,,447.425,452.425,192.8,,Davis,On-Air,,,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,218.3,SE,,147,147.6,,,Pueblo,On-Air,Carl Higbee,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,218.5,E,,449.925,444.925,114.8,114.8,Weld,On-Air,KD0RG,K0UPS Club,CCARC,,,,,,,,,448035,,,,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,218.5,SE,,146.76,146.16,67,,Taos,On-Air,Taos ARC,,,,,11,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,218.5,SE,,145.175,144.575,141.3,,Taos,Off-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,219.3,E,,448.325,443.325,110.9,,Larimer,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,219.4,E,,446.775,441.775,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,Brandmeister Network,CCARC,,,,"Fort Collins east side, into Red Feather Lakes area.",,,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,W0DMR,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,219.4,NW,,146.68,146.08,123,CSQ,Morgan,On-Air,"Amateur Radio, Inc",,UVHFS,,,"Autopatch, linked to (145.490).","Wide area: City of Morgan and surrounding communities, southern Bear Lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,219.9,SE,,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,CCARC,,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,219.9,SE,,145.115,144.515,88.5,,Pueblo,Off-Air,Pueblo Ham Club,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,219.9,SE,,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,CCARC,,,,,29228,,,,,7389,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,219.9,SE,,449.725,444.725,100,,El Paso,On-Air,N0PWZ,,CCARC,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,219.9,SE,,146.655,146.055,123,CSQ,Pueblo,On-Air,K0ST,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,220,E,,447.2,442.2,82.5,,Weld,On-Air,N6RFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,220.2,SE,,446.9875,441.9875,,,Pueblo,Off-Air,,RMHAM,CCARC,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,6,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,220.2,NE,,146.82,146.22,114.8,,Albany,On-Air,Shy-Wy Amateur Radio Club,,WRCG,,,,Wide area.,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,220.2,SE,,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,TARA,,CCARC,,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,220.2,SE,,447.275,442.275,100,100,Pueblo,On-Air,,The Fun Machine,CCARC,,,,,,,,,,,Full-time to the  The Fun Machine System .,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,"Moved to Pueblo.  Now called ""Pueblo Metro""",,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,220.3,ESE,,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,CCARC,,,E-power.,Wide area.,,,,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,220.3,SE,,145.355,144.755,100,,Huerfano,On-Air,N0JPX,,CCARC,,,"E-power, linked.",,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,220.3,ESE,,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Pueblo Ham Club,,CCARC,,,E-power.,Wide area.,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,220.3,ESE,,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Ham Club,,CCARC,,,E-power.,Wide area.,,,,,,,,,,Pueblo Ham Club,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,,220.4,NW,,146.96,146.36,100,,Davis,On-Air,ERC,,UVHFS,,,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,,220.4,NW,,53.01,52.01,141.3,141.3,Davis,Off-Air,K7DAV,,UVHFS,,,9,"Davis, Morgan, Weber Counties and North Salt Lake",,,,,,,,,,,"New antenna installed 9/17/2016. Replaced broken antenna, replaced duplexer 9/2/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,D051,K7DAV,"Layton,  Shepard Peak",UT,OPEN,,220.4,NW,,449.875,444.875,D051,D051,Davis,On-Air,K7UHP,DCARC,UVHFS,,,9,"Wide area: Salt Lake, David, Weber, Morgan Counties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,220.6,WNW,,448.725,443.725,,,Salt Lake,,,,UVHFS,,Unknown,9,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,WA7GIE (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,100,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,I,220.6,WNW,,449.425,444.425,100,,Salt Lake,On-Air,,,UVHFS,,,9,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,5620,"Full-time to  
        449.55000 (WA7GIE) at Wendover, Wendover Peak, UT .
 


Full-time to  
        449.47500 (WA7GIE) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,CLOSED,,220.6,WNW,,449,444,,,Salt Lake,On-Air,Desert ARS,Cactus-Intertie,UVHFS,,,9,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,220.6,WNW,,147.38,147.98,,,Salt Lake,Off-Air,,,UVHFS,,,9,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,WA7GIE (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,220.7,NE,,146.61,146.01,,,Albany,On-Air,University ARC,,WRCG,,,,Laramie Valley  30 mi radius.,,,,,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
433.6,-5,100,WA7GIE,"Salt Lake City,  Nelson Peak",UT,CLOSED,,220.7,WNW,,433.6,428.6,100,,Tooele,On-Air,,,UVHFS,,,9,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,,221.7,NW,,449.6,444.6,136.5,,Weber,On-Air,,,UVHFS,,,9,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,221.9,WNW,,448.975,443.975,,,Tooele,Off-Air,Desert ARS,Cactus-Intertie,UVHFS,,,9,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,W7EO,"Vernon, Black Crook Peak",UT,OPEN,,221.9,WNW,,145.39,144.79,100,,Tooele,On-Air,"Tooele County ARES, West Desert ARC",,UVHFS,,,"Autopatch, 9,274'.",West-central Utah around Delta. Tooele Valley and communities from Grantsville down toward Vernon.,,,,,,,"Full-time to  
        146.98000 (W7EO) at Tooele, Black Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,222.6,WNW,,448.4,443.4,,,Salt Lake,On-Air,IHC.,,UVHFS,,,9,Wide area.,,,,,,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,-20,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,1287,1267,,,Salt Lake,On-Air,Utah VHF Society,,UVHFS,,,,"Wide Area: South to Nephi, North to Malad, Idaho, East to Evanston, Wyoming and West to Wendover.",,,KF6RAL (A) Gateway,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.125,-0.6,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,145.125,144.525,,,Salt Lake,On-Air,Utah VHF Society,,UVHFS,,,,"Wide area: South to Nephi, North to Malad, East to Evanston, West to Wendover.",,,KF6RAL (C) Gateway,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,147.12,147.72,100,,Salt Lake,On-Air,K7JL,Intermountain Intertie,UVHFS,,,E-power.,Wide area: Wasatch Front from Payson to Tremonton.  I-80 corridor west of the Wasatch Front to the Nevada border.  Tooele Valley and communities from Grantsville down toward Vernon.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,,,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to the  Intermountain Intertie System .",,VHF Society Net: Tue at 20:00.,http://www.utahvhfs.org/snowlink.html,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,449.15,444.15,100,,Salt Lake,On-Air,K7JL,,UVHFS,,,,"Wide area: Salt Lake, Ogden, Provo, Tooele and beyond.",,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,127.3,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,448.15,443.15,127.3,,Salt Lake,On-Air,WA7X,,UVHFS,,,9,Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,,,,,,,"Full-time to  
        53.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,,W7SP,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,146.62,146.02,,,Salt Lake,On-Air,Utah ARC,,UVHFS,,,E-power.,Wide area: Wasatch Front from Payson to Tremonton.  Tooele Valley and communities from Grantsville down toward Vernon.  Interstate 80 corridor west of the Wasatch Front to the Nevada border.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,,,,Synchroneous.,UARC: Sun at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.15,-1,146.2,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,53.15,52.15,146.2,,Salt Lake,On-Air,WA7X,,UVHFS,,,9,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",,,,,,,"Full-time to  
        448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,http://www.wa7x.com/ki7dx_rpt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,KF6RAL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,222.8,WNW,,448.075,443.075,,,Salt Lake,On-Air,Utah VHF Society,,UVHFS,,,,"South to Nephi, North to Malad, East to Evanston, Wyoming and West to Wendover.",,,KF6RAL (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,WA7VHF,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,,146.94,146.34,88.5,,Salt Lake,On-Air,Utah VHF Society,,UVHFS,,,E-power.,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden. I-15 and I-80 Coverage,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,K7JL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,222.8,WNW,,449.5,444.5,100,,Salt Lake,On-Air,K7JL,,UVHFS,,,9,Wide area: Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,,W7YDO,"Magna,  Kessler Peak",UT,CLOSED,,223.3,WNW,,448.85,443.85,,,Salt Lake,On-Air,,,UVHFS,,,8,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,224.2,NE,,447.225,442.225,,,Albany,On-Air,Laramie County EM,Wyoming DMR Project,WRCG,,,,Wide area.,,,,,,,,,,,,,11,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,224.4,E,,449.725,444.725,127.3,,Weld,On-Air,K0OJ,,CCARC,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,224.5,E,,146.85,146.25,100,100,Weld,On-Air,Northern Colorado ARC,,CCARC,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
