Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update,Downlink Tone,Sponsor,Links,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,On-air,Notes,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Colorado,Southern Colorado,Grid,AllStar,EchoLink,IRLP,Commands,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Location Photo,Feed,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,144.3,S,,444.8,449.8,67,Cibola,On-Air,Wide area,Full time to the New Mexico MegaLink system,,NMFCC,,,Mega Link Repeater System,Full-time to the  Mega-Link System .,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,144.3,S,,147.18,147.78,100,Cibola,On-Air,,,,NMFCC,,100,Cibola County Amateur Radio Club,,,,,,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,144.3,S,,146.66,146.06,100,Cibola,On-Air,Wide area.,9,,NMFCC,,,Mega-Link Rptr System,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,67,WB9ERE,Grants,NM,OPEN,,144.3,S,,224.88,223.28,67,Cibola,On-Air,Wide area.,E-power.,,,,,WB9ERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,145,SE,,147.34,147.94,100,Colfax,On-Air,Wide area.,E-power.,Taos Amateur Radio Club,NMFCC,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,145.3,SSE,,443.4,448.4,100,Sandoval,On-Air,,,http://sandiavista.net,NMFCC,,,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,145.4,SSE,,442.35,447.35,100,Sandoval,On-Air,,Autopatch.,,NMFCC,,,WA5OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,146,NE,,448.575,443.575,103.5,Park,Off-Air,Western Park County,,,CCARC,,103.5,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,147,SSE,,147.08,147.68,100,Sandoval,On-Air,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.","Linked, e-power.",http://www.nmscares.org,NMFCC,,,Sandoval County ARES,,Sandoval County ARES: Mon at 19:30.,,,,ARRL,,25,,,,,,,,,,,,,,,,28176,,,,,,,,,,,,,,,,,,,,
442.325,5,CC4,KG5SLG,Rio Rancho,NM,OPEN,,147.2,SSE,,442.325,447.325,,Sandoval,On-Air,,Brandmeister,,NMFCC,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,147.8,SSE,,444.7,449.7,100,Sandoval,On-Air,Albuquerque and vicinity,E-power.,,NMFCC,,,New Mexico Intel Emergency Amateur Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,148,SSE,,443.2,448.2,,Sandoval,On-Air,,Brandmeister,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,148.5,SSE,,145.37,144.77,162.2,Sandoval,On-Air,,,,,,,Adrian Miura,,,,,,,,,,,,,,,,,,,,,,,,,,7706,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,150.7,SSE,,443.65,448.65,,Bernalillo,On-Air,Albuquerque Metro,Brandmeister,NM5SH QSL.net,NMFCC,,,NM5SH,,,,1,,,,,,,,,,,,,,,,,,,DM65pd,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,150.9,SSE,,223.9,222.3,,Bernalillo,Off-Air,,"E-power (solar), Autopatch, Remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87120,,United States,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,151,N,,147.39,147.99,107.2,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,151,N,,449.725,444.725,179.9,Garfield,On-Air,Wide area.,EchoLink.,,CCARC,,,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,,,,,,,,,,,,,,,,,,,,,28434,,3722,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,151.8,SE,,147.26,147.86,67,San Miguel,On-Air,Wide area.,11,,NMFCC,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,151.9,NE,,447.75,442.75,103.5,Fremont,On-Air,,E-power (Bat),Royal Gorge Amateur Radio Club,CCARC,,103.5,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,151.9,NE,,53.03,51.33,88.5,Fremont,On-Air,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Http://www.qsl.net/rghc,CCARC,,88.5,WB0WDF,,,,,,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,151.9,NE,,223.96,222.36,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,CCARC,,103.5,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,151.9,SE,,147.3,147.9,162.2,San Miguel,On-Air,Wide area.,"E-power, linked.",SFARC Repeaters,NMFCC,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,151.9,NE,,446.7375,441.7375,,Fremont,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",IPSC Link to the Colorado network on Talk Slot 2.,http://www.k0jsc.com,CCARC,,,,Full-time to the  Colorado TRBO System .,,,7,,Rocky Mountain Ham Radio,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,2,DM78ii,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,151.9,NE,,447.25,442.25,100,Fremont,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,K0JSC dot Com,CCARC,,100,,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,DM78ik,28368,363976,7301,,,,,,,Listen Live,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,151.9,NE,,145.49,144.89,103.5,Fremont,On-Air,,E-power (Bat),Royal Gorge Amateur Radio Club,CCARC,,103.5,Royal Gorge Amateur Radio Club,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,152,NE,,927.7,902.7,D114,Fremont,On-Air,,,,CCARC,,D114,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,152.5,N,,146.88,146.28,107.2,Garfield,On-Air,,,,CCARC,,,Ski Country ARC,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,152.5,N,,447.1,442.1,107.2,Garfield,On-Air,,,,CCARC,,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,152.5,N,,146.85,146.25,88.5,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",70,,CCARC,,123,Colorado Connection,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,152.5,N,,449.6,444.6,107.2,Garfield,On-Air,Wide area.,e-power Linked to GMRA open system,http://www.gmra.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,152.6,NE,,449,444,67,Fremont,On-Air,,"E-power (Solar, Wind)",Mega Link,CCARC,,67,WB0WDF,Full-time to the  Mega-Link System .,,,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,152.7,SSE,,443.75,448.75,100,Bernalillo,Off-Air,,,,NMFCC,,,"WA6CCB, K5RKE",,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,152.7,SSE,,224.48,222.88,100,Bernalillo,On-Air,Entire Albuquerque Area,,,NMFCC,,,K6LIE,,,,,,High Desert ARC of New Mexico,,Moved to new location and added PL,,,,,,,,,,,,,,,,,,3285,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,152.8,SSE,,443.3,448.3,,Bernalillo,Testing,Wide area.,A Motorola SLR5700 on the BrandMeister worldwide network,http://brandmeister.network/?page=repeater&amp;id=313510,NMFCC,,,K5RKE,,,,1,,Mac Pass Repeater Group,,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,152.8,SSE,,51.7,50.7,156.7,Bernalillo,Off-Air,,,,NMFCC,,,K5RKE,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,153,SSE,,442.9,447.9,,Bernalillo,On-Air,,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,NMFCC,,,"Rocky Mountain Ham Radio, NM",Full-time to the  Colorado TRBO System .,,,7,,,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,153.2,SSE,,443.8,448.825,,Bernalillo,On-Air,Wide area;,,,NMFCC,,,Sandia National Laboratories ARC,,,,,,,,,,,,,,,,,,,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,153.4,SSE,,442.75,447.75,162.2,Bernalillo,On-Air,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7855,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,153.4,SE,,442.125,447.125,107.2,Santa Fe,,,,,NMFCC,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,153.4,SE,,53.2,52.2,107.2,Santa Fe,Off-Air,,,,NMFCC,,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,153.4,SE,,146.84,146.24,107.2,Santa Fe,,,,,NMFCC,,,N9PGQ,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,153.4,SSE,,145.33,144.73,100,Bernalillo,On-Air,Wide area.,E-power.,http://caravanradio.org/,NMFCC,,,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,153.4,SSE,,444.325,449.325,100,Bernalillo,On-Air,Wide area.,10,,NMFCC,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,153.4,SSE,,442.1,447.1,162.2,Bernalillo,On-Air,Wide area.,E-power.,,,,,Albuquerque Gas Balloon Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,3676,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,153.4,SSE,,444,449,100,Bernalillo,On-Air,Wide area.,E-power.,http://www.caravanradio.org,NMFCC,,,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,153.4,SSE,,442.6,447.6,100,Bernalillo,On-Air,Wide area.,Closed autopatch.,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,NMFCC,,,URFMSI,,,,,,,,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,153.4,SSE,,145.29,144.69,100,Bernalillo,On-Air,,10,http://nm5ml.com/,NMFCC,,,New Mexico Mega Link Assoc,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,153.6,E,,447.975,442.975,100,Fremont,On-Air,"Canon City area. 
   Repeater Coverage Map",Autopatch.,http://www.k0jsc.com,CCARC,,100,K0JSC,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,28368,363976,7301,,,,,,,Listen Live,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,154,SSE,,443.85,448.85,103.5,Bernalillo,On-Air,,,,NMFCC,,,KC0QIZ,,,,,,,,,,,,,,,,,,,,,,,,,881226,3818,,,,,,,,,,,,,,,,,,
145.13,-0.6,162.2,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,154.2,SSE,,145.13,144.53,162.2,Bernalillo,On-Air,,,http://bc-ares.org/wordpress/,NMFCC,,162.2,BERNCO OEM,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,154.4,N,,447.15,442.15,136.5,Garfield,On-Air,,,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,155.7,N,,146.76,146.16,107.2,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,CCARC,,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,,,,,,,,,,,,,,,,,,,,,,DM69cl,,243117,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,155.8,N,,449.8,444.8,107.2,Garfield,On-Air,,8,GMRA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,156,E,,449.975,444.975,100,Fremont,On-Air,,Simulcast TX / Voted RX with Cedarwood and Salida,http://www.k0jsc.com,CCARC,,100,K0JSC,Full-time to the  The Fun Machine System .,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,156.6,SE,,145.21,144.61,110.9,Colfax,On-Air,,,,NMFCC,,110.9,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,,,,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,156.6,SSE,,442.25,447.25,,Bernalillo,On-Air,Albuquerque,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,1,,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,156.8,SSE,,224.58,222.98,100,Bernalillo,On-Air,,"Autopatch, e-power.",,NMFCC,,,KH6JTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,156.8,NNE,,147.24,147.84,156.7,Lake,Off-Air,,,,CCARC,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,157,NE,,446.7625,441.7625,,Park,On-Air,,,,,,,K7PFJ,,,,0,,RMHAM,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,157.2,SSE,,147.32,147.92,100,Bernalillo,On-Air,,20,K5LXP Repeters,NMFCC,,,K5LXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,162.2,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,157.3,SSE,,442.05,447.05,162.2,Bernalillo,On-Air,,,http://bc-ares.org/wordpress/,NMFCC,,162.2,BERNCO OEM,,,,,,,,,,,,,,,,,,,,,,,,28828,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,157.4,SSE,,442.525,447.525,100,Bernalillo,On-Air,,,,NMFCC,,,KE5LOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,157.7,SSE,,146.74,146.14,146.2,Bernalillo,On-Air,,,,NMFCC,,,KD5MHQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,158.4,SSE,,147.465,147.465,88.5,Bernalillo,On-Air,,,http://www.w5mhg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,28239,465010,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,158.6,SSE,,224.94,223.34,,Bernalillo,On-Air,,Remote base.,http://www.qsl.net/w5aox/,NMFCC,,,W5AOX,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",,,,,,,,,,,,,,,,,,,,,,,,3061,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,158.6,SSE,,444.15,449.15,100,Bernalillo,On-Air,,,,NMFCC,,,W5AOX,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",,,,,,,,,,,,,,,,,,,,,,,,3061,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,158.6,SSE,,147.36,147.96,100,Bernalillo,Off-Air,,E-power.,,NMFCC,,,KB5XE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,160,SSE,,449.45,444.45,,Bernalillo,On-Air,,,http://www.urfmsi.org,NMFCC,,,The Upper Rio FM Society,,,,,,,,,,,,,,,,,,,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,160,SSE,,449.55,444.55,71.9,Bernalillo,On-Air,,5,,NMFCC,,,Upper Rio FM Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,160,SSE,,449.8,444.8,67,Bernalillo,On-Air,,5,,NMFCC,,,Upper Rio FM Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,160,SSE,,146.9,146.3,67,Bernalillo,On-Air,Wide area.,5,,NMFCC,,,Upper Rio FM Society,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,160.5,NNE,,445.05,440.05,,Adams,On-Air,,,http://www.rmham.org/,CCARC,,,K2AD,,,,7,,Rocky Mountain Ham Radio,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,2,,,,,,,,,,,,2,2,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,160.5,SSE,,147.38,147.98,,Bernalillo,On-Air,,,,NMFCC,,,ED&amp;DREW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,160.5,SSE,,927.7,902.7,210.7,Bernalillo,Off-Air,Wide area.,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
