Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Grid,Features,Links,EchoLink,IRLP,Notes,Nets,Web links,Coordination,Affiliate,Sponsor,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Feed,On-air,Denver Regional,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Northern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,string,120.4,SW,string,147.36,147.96,100,undefined,San Juan,On-Air,undefined,undefined,string,undefined,undefined,Full-time to the  San Juan Connection System .,undefined,undefined,undefined,undefined,http://www.sjcham.com,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,string,120.7,WSW,string,442.375,447.375,100,undefined,Montezuma,On-Air,undefined,undefined,string,undefined,undefined,Full-time to the  San Juan Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan Connection,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,string,122.2,SW,string,147.06,147.66,100,undefined,San Juan,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,122.5,NNE,string,449.525,444.525,CSQ,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",undefined,undefined,undefined,undefined,Intermountain Repeater Group,CCARC,undefined,KE0SJ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,string,122.5,NNE,string,146.64,146.04,100,undefined,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",undefined,string,undefined,E-power.,undefined,undefined,undefined,8,undefined,DRL Repeaters,CCARC,undefined,Denver Radio League,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,122.5,NNE,string,146.985,146.385,100,100,Denver,On-Air,undefined,undefined,string,undefined,E-power.,undefined,undefined,3346,undefined,RADOPS: Sun at 19:00.,undefined,CCARC,undefined,El Jebel RADOPS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,string,122.5,NNE,string,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,undefined,string,undefined,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",undefined,undefined,undefined,DRC: Sun at 20:30.,DRC Repeaters,CCARC,undefined,Denver Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,122.5,NNE,string,145.28,144.68,100,undefined,Jefferson,On-Air,Wide area.,undefined,string,undefined,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",undefined,undefined,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,string,122.6,NNE,string,147.33,147.93,100,undefined,Jefferson,On-Air,Metro Denver and the foothills.,undefined,string,undefined,E-power.,undefined,undefined,undefined,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,DRC Repeaters,CCARC,undefined,Denver Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,string,122.6,NNE,string,224.38,222.78,100,100,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DRC Repeaters,CCARC,undefined,Denver Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,string,122.6,NNE,string,449.775,444.775,100,100,Jefferson,On-Air,Metro Denver,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Denver Radio Club,CCARC,undefined,Denver Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,string,122.9,NNE,string,53.09,51.39,107.2,undefined,Jefferson,On-Air,Metro Denver area.,undefined,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,DRC Repeaters,CCARC,undefined,Denver Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,string,123.2,NNE,string,446.7875,441.7875,string,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.w0tx.org/,CCARC,Brandmeister Network,Denver Radio Club,undefined,undefined,undefined,string,1,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,123.2,NNE,string,927.8375,902.025,undefined,undefined,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,45770,string,undefined,undefined,undefined,undefined,undefined,The offset is -25.8125,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,293,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,123.6,NNE,string,449.625,444.625,141.3,141.3,Jefferson,On-Air,undefined,undefined,string,undefined,E-power,undefined,undefined,3750,undefined,undefined,undefined,CCARC,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1299.9,number,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,123.6,NNE,string,1299.9,1299.9,undefined,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Colorado D-Star,undefined,undefined,Colorado D-Star,string,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.9625,-5,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,123.6,NNE,string,446.9625,441.9625,undefined,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Colorado D-Star,CCARC,undefined,Colorado D-Star,string,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1283.9625,-20,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,123.6,NNE,string,1283.9625,1263.9625,undefined,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Colorado D-Star,CCARC,undefined,Colorado D-Star,string,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.25,-0.6,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,123.6,NNE,string,145.25,144.65,undefined,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Colorado D-Star,CCARC,undefined,Colorado D-Star,string,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,string,123.6,NNE,string,446.8375,441.8375,string,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,200,Full-time to the  Colorado TRBO System .,undefined,undefined,See website for more info on CC/TS/TG programming.  www.rmham.org,undefined,undefined,CCARC,undefined,WA2YZT,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,string,123.6,NNE,string,145.37,144.77,string,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,See the website for programming information.,undefined,Rocky Mountain Ham Radio,CCARC,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,string,124.1,SE,string,147.28,147.88,100,undefined,Colfax,On-Air,Wide area.,undefined,string,undefined,8,Full-time to the  Mega-Link System .,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,string,124.4,NNE,string,448.75,443.75,100,100,Jefferson,On-Air,Local.,undefined,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,CCARC,N0ELY,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,string,124.7,NNE,string,224,222.4,103.5,103.5,Jefferson,On-Air,undefined,undefined,string,undefined,8,undefined,undefined,undefined,undefined,undefined,Repeater,CCARC,undefined,Rocky Mountain Radio League,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,string,124.7,NNE,string,449.75,444.75,103.5,103.5,Jefferson,On-Air,undefined,undefined,string,undefined,8,undefined,undefined,undefined,undefined,undefined,Repeater,CCARC,undefined,Rocky Mtn Radio League,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,string,124.7,NNE,string,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range",undefined,string,undefined,e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",undefined,undefined,undefined,ARA: Wed at 20:00.,ARA Repeaters,CCARC,undefined,Aurora Repeater Assoc (ARA),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,string,124.7,NNE,string,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,undefined,string,undefined,8,undefined,undefined,undefined,Talk-Group of $FFFF.,undefined,Repeater,CCARC,undefined,Rocky Mtn Radio League,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,undefined,undefined,undefined,undefined,string,293,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,string,124.7,NNE,string,448.85,443.85,88.5,88.5,Jefferson,On-Air,"Denver metro, central front range",undefined,string,undefined,e-power.,undefined,undefined,undefined,undefined,ARA: Wed at 20:00.,ARA Repeaters,CCARC,undefined,Aurora Repeater Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,string,124.7,NNE,string,224.74,223.14,88.5,88.5,Jefferson,On-Air,undefined,undefined,string,undefined,e-power,undefined,undefined,undefined,undefined,ARA: Wed at 2000.,ARA Repeaters,CCARC,undefined,Aurora Repeater Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,I,124.8,NE,string,448.7,443.7,146.2,undefined,Douglas,On-Air,Local North Parker only,undefined,string,undefined,undefined,undefined,undefined,3415,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,string,125,NNE,string,447.825,442.825,D073,D073,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",undefined,undefined,CCARC,undefined,Denver Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.975,-5,123,W0GV,Golden,CO,OPEN,A,125.4,NNE,string,448.975,443.975,123,undefined,Jefferson,On-Air,Wide area.,42845,string,undefined,Linkable VHF/UHF Remote Base,undefined,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,FRG,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,string,125.4,NNE,string,448.125,443.125,107.2,undefined,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Denver PD EEB,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,string,125.4,NNE,string,927.7875,902.7875,156.7,undefined,Jefferson,On-Air,Golden and Denver.,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,N0PYY,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,string,126,N,string,147.285,147.885,88.5,123,Grand,On-Air,undefined,undefined,string,undefined,undefined,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Colorado Connection,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,string,126.4,NW,string,449.5,444.5,107.2,undefined,Mesa,Off-Air,undefined,undefined,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Grand Mesa Repeater Association (GMRA),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,string,126.6,WSW,string,145.325,144.725,100,undefined,Montezuma,On-Air,Wide area.,undefined,string,undefined,E-power.,undefined,undefined,undefined,Full time to the San Juan Connection,undefined,http://www.sjcham.com,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,string,127.3,NNE,string,147.21,147.81,100,100,Jefferson,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,undefined,undefined,undefined,Denver Water Amateur Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,23,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,string,127.4,NNE,string,446.975,441.975,string,undefined,Jefferson,On-Air,Denver Metro Area,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,undefined,undefined,W0DMR,undefined,undefined,undefined,string,number,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,string,128.1,WSW,string,446.7375,441.7375,string,undefined,Montezuma,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.rmham.org,CCARC,undefined,RMHAM,undefined,undefined,undefined,string,6,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,128.3,SSE,string,145.21,144.61,110.9,110.9,Colfax,On-Air,string,46298,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,"Gary Reynolds N5GDR, Dale Finley KB5NFT",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,string,129.3,NE,string,145.4,144.6,100,undefined,Arapahoe,On-Air,Greater Denver area.,undefined,string,undefined,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Castle Rock Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
