Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Coverage,Affiliate,AllStar,Notes,Nets,Links,Web links,EchoLink,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,IRLP,Worldwide,North America,Local/Cluster,Feed,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,Commands,Location Photo,Grid,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,107.5,SE,,446.75,441.75,,Otero,,,E-power.,,,,On-Air,La Junta,KC0ITF,,Please use Busy Channel LockOut,,,,,,0,,,,,,,,,,,,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,107.5,SE,,147.36,147.96,,Otero,,,E-power,,,123,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,KC0ITF,,Digital Wires-X,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,11598,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,109,N,,147.36,147.96,100,Larimer,,CO State Univ ARC,Closed autopatch.,CCARC,,100,On-Air,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,109.4,N,,446.8125,441.8125,,Larimer,,W0QEY CSU,D-Star Gateway,CCARC,,,On-Air,Fort Collins Local Area,,,Free Star,,,,,,,,,,,,,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,109.6,NE,,448.2,443.2,,Morgan,,,Mixed Mode,CCARC,,,On-Air,,NEAHR,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,109.9,N,,927.875,902.875,D114,Larimer,,WA6IMI,,CCARC,,,Off-Air,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,109.9,N,,449.425,444.425,94.8,Larimer,,,,,,,On-Air,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,110,N,,927.925,902.925,D114,Larimer,,W7RF,,CCARC,,D114,Testing,"Fort Collins, Loveland, Northern Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,110,N,,447.725,442.725,131.8,Larimer,,W7RF,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,110,N,,449.85,444.85,100,Larimer,,CO State Univ ARC,Closed autopatch.,CCARC,,100,On-Air,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,110,N,,447.2,442.2,82.5,Weld,,N6RFI,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,110.8,N,,446.775,441.775,,Larimer,,W0DMR - NoCo C-bridge Network,,CCARC,,,On-Air,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,W0DMR,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,1,2,,,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,2,1,1,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,112.6,N,,447.7,442.7,100,Larimer,,Northern Colorado Amateur Radio Club,,,,100,On-Air,Wide Area Coverage,,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,113.1,N,,224.84,223.24,100,Larimer,,Northern Colorado ARC,"E-power, 25 watts.",,,100,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,113.1,N,,146.625,146.025,100,Larimer,,Northern Colorado ARC,E-power.,CCARC,,100,On-Air,Wide area: Northern front range.,,,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,113.2,WNW,,447.15,442.15,136.5,Garfield,,,,,,,On-Air,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,114.2,S,,449.75,444.75,100,Las Animas,,N0ZSN,,CCARC,,100,On-Air,,The Fun Machine,28368,,,Full-time to the  The Fun Machine System .,The Fun Machine,363976,,,,,,,,,,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,118.2,N,,448.325,443.325,110.9,Larimer,,,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,124.1,WNW,,449.725,444.725,179.9,Garfield,,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,CCARC,,,On-Air,Wide area.,,28434,,,,,,,,,,,,,,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,124.1,WNW,,147.39,147.99,107.2,Garfield,,Roaring Fork Amateur Repeater Cooperative,,,,,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,127,NE,,448.175,443.175,,Morgan,,W0FT,,CCARC,,,On-Air,,Rocky Mountain Ham Radio,,,,,http://www.rmham.org/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,127,NE,,145.4,144.6,88.5,Washington,,Colorado Connection,,CCARC,,123,On-Air,Northeastern plains of Colorado.,,,Part of the Colorado Connection system of repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,127.2,WNW,,147.3,147.9,107.2,Garfield,,Roaring Fork Amateur Repeater Cooperative,8,CCARC,,,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,Single beep courtesy tone when linked and none when unlinked.,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,127.3,WNW,,447.6,442.6,,Garfield,Unknown,Ski Country ARC (SCARC),50,CCARC,,,,40,,,Link Hub for 146.880.,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,127.3,WNW,,449.85,444.85,131.8,Garfield,,,e-power  Linked to GMRA Open System,CCARC,,131.8,On-Air,Glenwood Springs,Grand Mesa Repeater Assoc,,RACES net Wed 1930 Hrs Local,Colorado State RACES  Wed 1930 local,Full-time to the  GMRA Open System .,http://GMRA.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,127.3,WNW,,224.02,222.42,,Garfield,Unknown,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.9,WNW,,146.88,146.28,107.2,Garfield,,Ski Country ARC,,CCARC,,,On-Air,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.9,WNW,,146.85,146.25,88.5,Garfield,,Colorado Connection,70,CCARC,,123,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.9,WNW,,447.1,442.1,107.2,Garfield,,Ski Country ARC,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.9,WNW,,449.6,444.6,107.2,Garfield,,,e-power Linked to GMRA open system,CCARC,,,On-Air,Wide area.,,,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,128.4,SW,,146.925,146.325,,Mineral,,Creede ARC,,CCARC,,,Off-Air,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,129.6,SSE,,447.375,442.375,100,Las Animas,,KG5JL,E-power (batt).,CCARC,,,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,129.6,SSE,,147.375,147.975,100,Las Animas,,K0BV,,CCARC,,100,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,129.6,SSE,,449.6,444.6,107.2,Las Animas,,Cheyenne Mtn Rptr Grp,E-power.,CCARC,,,Off-Air,Wide area.,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,130.4,SSE,,446.775,441.775,,Las Animas,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,133.1,ESE,,146.895,146.295,103.5,Kit Carson,,Big Sandy ARC,,CCARC,,,On-Air,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,134.3,NNW,,145.16,144.56,88.5,Jackson,,Colorado Connection,8,CCARC,,123,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,,Part of the Colorado Connection system of repeaters.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,136.3,SW,,449.525,444.525,100,Mineral,,N0PKT,,,,100,On-Air,,The Fun Machine,43265,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,DM67lt,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,136.5,W,,147.33,147.93,107.2,Delta,,North Fork Repeater Assoc.,,CCARC,,,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,139.1,WSW,,147.135,146.535,123,Hinsdale,,,E-power (solar),CCARC,,,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,139.6,NW,,147.21,147.81,107.2,Routt,,SSARC,"Linked, WX.",CCARC,,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,139.7,NW,,449.625,444.625,123,Routt,,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,,123,On-Air,Local Steamboat Area,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,139.7,NW,,147.165,147.765,88.5,Routt,,Colorado Connection,,,,123,On-Air,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,141.2,N,,449.3,444.3,131.8,Laramie,,WU7G,,,,,On-Air,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,141.6,SSE,,145.43,144.83,107.2,Las Animas,,Cheyenne Mountain Repeater Group,,CCARC,,,On-Air,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,141.9,SSE,,446.775,441.775,,Colfax,,Cheyenne Mountain Repeater Group,,NMFCC,,,On-Air,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,143.1,N,,449.9375,444.9375,,Laramie,,,,WRCG,,,On-Air,,,,,,Full-time to the  Rocky Mountain Ham System .,https://www.rmham.org/wordpress/,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,145.8,SE,,146.61,146.01,123,Prowers,,Lamar Amateur Radio Club,,CCARC,,123,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,37784,,,,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,145.8,SE,,449.5,444.5,123,Prowers,,Lamar ARC,,CCARC,,,On-Air,45,,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,37784,,,,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,147.2,WSW,,447.2,442.2,107.2,Montrose,,,9,CCARC,,107.2,On-Air,Delta/Montrose,Grand Mesa Repeater Assoc,,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,Full-time to the  GMRA Open System .,GMRA Repeaters,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,147.2,WSW,,448.65,443.65,,Montrose,,KB0YNA,,,,151.4,On-Air,Wide area.,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,147.7,N,,146.775,146.175,114.8,Laramie,,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,,,On-Air,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,147.7,N,,447.025,442.025,,Laramie,Unknown,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,148.3,SSE,,147.28,147.88,100,Colfax,,,8,NMFCC,,,On-Air,Wide area.,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,148.8,N,,145.235,144.635,114.8,Laramie,,N7GT,,WRCG,,,On-Air,Local: Cheyenne.,,,25,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,148.8,N,,449.9,444.9,100,Laramie,,N7JJY,,,,100,On-Air,From 5 miles to 25 miles,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,148.8,N,,448.95,443.95,151.4,Laramie,,,,WRCG,,,On-Air,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,148.8,N,,147.105,147.705,114.8,Laramie,,,,WRCG,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,149,WNW,,146.76,146.16,107.2,Garfield,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,,,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,149.4,N,,448.15,443.15,100,Laramie,,KB7SWR,,WRCG,,,Off-Air,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,149.5,NE,,145.295,144.695,,Logan,,NECARA,"Autopatch, e-power.",CCARC,,,Off-Air,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,153.3,NNW,,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,,,,On-Air,Albany County,,,,,,http://www.uwyo.edu/uarc/,82070,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,154.3,W,,449.825,444.825,100,Delta,Unknown,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,154.3,W,,147.36,147.96,100,Delta,Unknown,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,154.3,W,,147.195,147.795,107.2,Delta,Unknown,,,,,,,Local.,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,154.6,W,,145.355,144.755,88.5,Mesa,,Colorado Connection,E-power.,CCARC,,123,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",,,Colorado Connection system of repeaters,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,154.7,W,,449.65,444.65,151.4,Mesa,,Keri Washburn,NWS weather alert system.,CCARC,,151.4,On-Air,Wide area coverage,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,8162,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,155,S,,145.25,144.65,123,Taos,,Taos ARC,,NMFCC,,,On-Air,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,156,WSW,,146.91,146.31,107.2,Montrose,,,E-Power,CCARC,,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,156,WSW,,146.79,146.19,107.2,Montrose,,KC0UXX,E-power.,CCARC,,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,156.4,WSW,,147.27,147.87,127.3,Ouray,,,,CCARC,,,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,156.5,SSW,,147.22,147.82,100,Rio Arriba,,New Mexico Mega Link Assoc,10,NMFCC,,,On-Air,Wide area.,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
