Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Downlink Tone,Coverage,Affiliate,Features,Links,IRLP,Notes,Nets,Sponsor,Grid,AllStar,On-air,DMR Enabled,Color Code,Wide Network,Commands,EchoLink,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,159.7,E,,145.265,144.665,100,El Paso,Off-Air,PPFMA Repeaters,CCARC,,100,Local. Good coverage of I25 in Colorado Springs.,,"Closed autopatch, e-power.",,,Repeater has been moved.,,Pikes Peak FM Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,160,NE,,449.45,444.45,103.5,Clear Creek,On-Air,Repeater,CCARC,,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,11,,,,RMRL: Mon at 20:30.,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,160.1,NE,,145.49,144.89,100,Jefferson,On-Air,DRC Repeaters,CCARC,,100,,,E-power.,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,DRC: Sun at 20:30.,"KB0VIU,  Denver Radio Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,160.1,NE,,146.67,146.07,100,Clear Creek,On-Air,,CCARC,,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,11,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,160.1,NE,,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,,,,,,Full-time to the  Colorado TRBO System .,,See the website for programming information.,,Rocky Mountain Ham Radio,,,,,7,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,160.1,NE,,145.145,144.545,107.2,Clear Creek,On-Air,http://www.w0cra.org/info/squaw.html#145145,CCARC,,107.2,Wide area. Denver metro.,,E-power.,,,,,Colorado Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,160.1,NE,,448.225,443.225,141.3,Clear Creek,On-Air,,CCARC,,141.3,,,E-power(gen).,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,160.1,NE,,449.35,444.35,100,Clear Creek,On-Air,DRC Repeaters,CCARC,,100,Wide area.,,11,,,,,Denver Radio Club,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,160.1,NE,,146.94,146.34,103.5,Clear Creek,On-Air,Repeater,CCARC,,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,11,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Rocky Mtn Radio League,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,160.1,NE,,447.575,442.575,107.2,Clear Creek,On-Air,http://www.w0cra.org,CCARC,,107.2,Wide area: Denver metro.,,,,3291,,,Colorado Repeater Association (CRA),,,,,,,Member-only IRLP and Echolink node,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,160.2,NE,,147.3,147.9,103.5,Clear Creek,On-Air,,CCARC,,103.5,Wide area.,,,,,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,160.2,NE,,448.675,443.675,100,Denver,On-Air,,CCARC,,100,Wide area.,,,,,,,W0CFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,160.3,NE,,449,444,136.5,Clear Creek,On-Air,,CCARC,,136.5,,,,,,,,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,160.8,N,,146.97,146.37,88.5,Moffat,On-Air,,CCARC,,123,,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,Northwest Colorado Amateur Radio Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,160.8,N,,145.265,144.665,107.2,Moffat,,,CCARC,,,,,E-power.,,,,,NW Colorado ARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,161.2,E,,448,443,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,161.2,NE,,447.45,442.45,103.5,Grand,On-Air,,CCARC,,,,,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,161.2,E,,146.76,146.16,107.2,El Paso,On-Air,,CCARC,,107.2,,,"Closed autopatch, e-power.",,,,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,161.2,E,,448.1,443.1,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,,107.2,Wide area.,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,161.3,E,,147.345,147.945,107.2,El Paso,On-Air,http://www.cmrg.org/,CCARC,,107.2,Wide area.,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,161.3,E,,145.16,144.56,107.2,El Paso,On-Air,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",CRA VHF Link System,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,Switch to this repeater at mile marker 170 on I-25.,,Colorado Repeater Association,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,161.6,E,,447.525,442.525,146.2,Douglas,On-Air,,CCARC,,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",Colorado ARES,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,EmComm Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,161.6,NE,,1287.9,1267.9,CSQ,Jefferson,Off-Air,,CCARC,,,Fort Collins to Colorado Springs.,,,,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,161.6,E,,446.925,441.925,,Douglas,On-Air,Rocky Mountain Ham Radio,CCARC,,,,,,Full-time to the  Colorado TRBO System .,,See the website for programming info.,,,,,,,7,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,161.6,NE,,224.98,223.38,107.2,Jefferson,Off-Air,,CCARC,,107.2,Wide area. Denver.,,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,,,Colorado Repeater Association,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,161.6,NE,,447.15,442.15,107.2,Jefferson,Off-Air,,CCARC,,107.2,Wide area: Denver.,,"Closed autopatch, e-power.",,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,161.7,SE,,449.75,444.75,100,Las Animas,On-Air,The Fun Machine,CCARC,,100,,The Fun Machine,,Full-time to the  The Fun Machine System .,7301,,,N0ZSN,,28368,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,161.9,SE,,145.39,144.79,100,Taos,On-Air,Taos Amateur Radio Club,NMFCC,,,Wide area.,,"E-power, linked.",,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,162,NE,,449.05,444.05,107.2,Denver,On-Air,,CCARC,,107.2,Wide area.,,E-power.,,,,,WG0N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,162.3,E,,927.85,902.85,D114,Teller,On-Air,http://www.cmrg.org,CCARC,,,,,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,162.3,E,,445.0625,440.0625,,El Paso,Off-Air,,CCARC,,,,,The DMR-MARC Worldwide Network,,,,,Rocky Mountain Ham Radio,,,,,1,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,162.3,E,,53.13,51.43,107.2,El Paso,On-Air,http://www.cmrg.org,CCARC,,107.2,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,162.3,E,,145.375,144.77,,El Paso,On-Air,http://www.cmrg.org,CCARC,,,wide area,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,162.3,E,,446.9125,441.9125,,El Paso,On-Air,,,,,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,162.3,E,,145.13,144.53,88.5,El Paso,On-Air,,CCARC,,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,9,Full-time to the  Colorado Connection System .,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,162.8,E,,449.975,444.975,100,Douglas,On-Air,The Fun Machine,CCARC,,100,,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,,"Can be linked to Allstar, Echolink and others by a Sysop",,K0JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,162.8,E,,448.425,443.425,107.2,Douglas,On-Air,http://www.w0cra.org,,,107.2,Wide area,ARESDEC,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,162.8,E,,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association,CCARC,,107.2,Wide area,CRA VHF Link System,Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",3990,,"CRA Net, Sunday 9AM",Colorado Repeater Association (CRA),,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,163.5,E,,448.725,443.725,123,El Paso,On-Air,,CCARC,,,,,,,,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,163.7,NE,,146.82,146.22,123,Grand,,,CCARC,,,,,E-power.,,,,,GCARA,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,163.7,NE,,446.875,441.875,,Clear Creek,On-Air,http://www.rmham.org,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,163.9,NE,,447.85,442.85,141.3,Clear Creek,On-Air,,CCARC,,141.3,Wide area at 9500',Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,,,AC0KQ,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,164.1,W,,147.08,147.68,136.5,Wayne,On-Air,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,3270,11,,Sinbad Desert ARC,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,164.5,E,,447.5,442.5,88.5,Jefferson,On-Air,,CCARC,,88.5,Wide area.,,E-power.,,,,,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,165.4,ESE,,448.975,443.975,100,Pueblo,On-Air,http://www.k0jsc.com,CCARC,,100,,,,Full-time to the  The Fun Machine System .,7301,Off air.  Will return to service,,,,28368,,,,,,363976,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,165.5,NE,,145.175,144.575,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,CCARC,,D073,,,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,Rocky Mountain Ham Radio,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,165.5,NE,,145.34,144.74,103.5,Jefferson,On-Air,Repeater,CCARC,,127.3,Wide area.,,E-power.,,3350,,,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,165.9,E,,448.6,443.6,114.8,El Paso,,,CCARC,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,W0MOG,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,165.9,E,,448.3,443.3,100,El Paso,On-Air,,CCARC,,,,,,,,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,165.9,E,,447.35,442.35,151.4,El Paso,On-Air,,CCARC,,,,,E-power.,,,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,165.9,E,,447.475,442.475,107.2,El Paso,,,CCARC,,,,,"Closed autopatch, e-power.","Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 1930.,Mountain ARC (MARC),,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,165.9,E,,447.55,442.55,123,El Paso,On-Air,,CCARC,,,,,,,,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,165.9,E,,449.575,444.575,,El Paso,On-Air,,CCARC,,,,,,,,,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,165.9,E,,448.25,443.25,123,El Paso,On-Air,,CCARC,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,165.9,E,,927.8,902.8,D116,Teller,On-Air,,CCARC,,,,,6,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,165.9,E,,224.06,222.46,,El Paso,,,CCARC,,,Wide area.,,"E-power, linked.",,,,,Pikes Peak FM Association (PPFMA),,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,165.9,E,,447.025,442.025,123,El Paso,Off-Air,,CCARC,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,166,E,,147.27,147.87,,El Paso,On-Air,,,,,,,E-power.,,,,,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,166,E,,146.85,146.25,103.5,El Paso,On-Air,,CCARC,,,,,,,,,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,166,E,,146.91,146.31,151.4,El Paso,On-Air,,CCARC,,151.4,,,E-power.,,,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,166,E,,147.39,147.99,103.5,El Paso,On-Air,,CCARC,,,,,,,,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,166.1,NNE,,147.21,147.81,107.2,Routt,On-Air,,CCARC,,107.2,,,"Linked, WX.",,,,,SSARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,166.1,NNE,,449.625,444.625,123,Routt,On-Air,http://colcon.org,,,123,Local Steamboat Area,,Statewide Linked System,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.","Colorado Connection Repeaters, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,166.1,NNE,,147.165,147.765,88.5,Routt,On-Air,,,,123,,,,Full-time to the  Colorado Connection System .,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,166.2,NNW,,146.92,146.32,136.5,Duchesne,Off-Air,,UVHFS,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,166.2,NNW,,449.7,444.7,136.5,Uintah,,,UVHFS,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,8,,,,,W7BYU,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
