Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Downlink Tone,Links,Notes,Nets,AllStar,Affiliate,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,52.3,NNW,,449.8,444.8,123,Larimer,On-Air,,Estes Valley ARC,E-Power,,CCARC,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,625757,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,54.3,N,,1283.55,1263.55,100,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,http://www.k1tj.com/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,54.3,N,,446.7375,441.7375,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,,,,,,,,,,,,,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,1,1,2,2,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,54.3,N,,447.45,442.45,123,Larimer,On-Air,,,,,CCARC,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,55.2,SSW,,147.36,147.96,107.2,Park,On-Air,Wide area.,,E-power.,CMRG Repeaters,CCARC,,107.2,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,55.2,SSW,,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",,CCARC,,107.2,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,55.7,WNW,,146.82,146.22,123,Grand,,,GCARA,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,55.7,N,,147.39,147.99,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,Documentation,CCARC,,,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,1,,1,1
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,55.7,WNW,,446.875,441.875,,Clear Creek,On-Air,,,,http://www.rmham.org,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,56,WSW,,147.39,147.99,88.5,Summit,On-Air,Wide area.,Colorado Connection,12,Breckenridge Repeater,CCARC,,123,Full-time to the  Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,56,SSW,,449.7,444.7,107.2,Park,,,CMRG,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,56.1,N,,446.75,441.75,,Larimer,On-Air,,Rocky Mountain Ham Radio,,http://www.rmham.org,CCARC,,,Full-time to the  Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,,,2,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,56.1,WSW,,445.0875,440.0875,,Fremont,On-Air,,K2AD,,http://www.rmham.org/,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,56.1,N,,145.265,144.665,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,http://www.w0dmr.org/,CCARC,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,Brandmeister Network,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,,,,,2,,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,2,,,,,1,,,2,2,1,1,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,56.4,N,,145.115,144.515,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,7,,CCARC,,100,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,56.4,N,,927.95,902.95,100,Larimer,On-Air,Northern Front Range,K1TJ Repeater System,25,,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,56.4,N,,447.275,442.275,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,56.4,N,,224.52,222.92,100,Larimer,Off-Air,,Northern Colorado ARC,E-power.,,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,56.4,N,,927.825,902.825,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,,CCARC,,100,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,57.6,N,,147.36,147.96,100,Larimer,On-Air,Map,CO State Univ ARC,Closed autopatch.,,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,58.2,N,,446.8125,441.8125,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,,CCARC,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,58.3,N,,447.2,442.2,82.5,Weld,On-Air,,N6RFI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,58.5,WSW,,146.7,146.1,107.2,Summit,On-Air,,GRARC,E-power.,,CCARC,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,58.7,N,,447.725,442.725,131.8,Larimer,On-Air,,W7RF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,58.7,N,,927.925,902.925,D114,Larimer,Testing,"Fort Collins, Loveland, Northern Colorado",W7RF,,,CCARC,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,58.7,N,,449.85,444.85,100,Larimer,On-Air,Map,CO State Univ ARC,Closed autopatch.,,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,58.9,S,,224.72,223.12,103.5,El Paso,On-Air,Local,w0mog,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,59.1,N,,446.775,441.775,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,W0DMR,CCARC,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,Brandmeister Network,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,,,,,2,,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,2,,,,,1,,,2,2,1,1,
447.2,-5,151.4,,Falcon,CO,OPEN,,59.3,SSE,,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,59.7,SE,,147.105,147.705,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,http://www.w0cra.org/,CCARC,,107.2,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,59.8,NNW,,927.875,902.875,D114,Larimer,Off-Air,,WA6IMI,,,CCARC,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,59.8,NNW,,449.425,444.425,94.8,Larimer,On-Air,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,62.2,S,,448.45,443.45,100,El Paso,On-Air,Wide area.,Pikes Pk FM Assoc,E-power.,PPFMA Repeaters,CCARC,,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,62.2,S,,146.97,146.37,100,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Closed autopatch, e-power.",PPFMA Repeaters,CCARC,,123,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,62.8,NNW,,447.7,442.7,100,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,,http://ncarc.net/,,,100,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,62.9,S,,147.39,147.99,103.5,El Paso,On-Air,,W0MOG,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,62.9,S,,146.91,146.31,151.4,El Paso,On-Air,,GGARC,E-power.,,CCARC,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,62.9,S,,147.27,147.87,,El Paso,On-Air,,TRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,62.9,S,,146.85,146.25,103.5,El Paso,On-Air,,W0RSH,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,63,S,,147.135,147.735,100,El Paso,On-Air,,AA0L,6,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,63.2,S,,449.575,444.575,,El Paso,On-Air,,RMHARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,63.2,S,,448.3,443.3,100,El Paso,On-Air,,AA0L,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,63.2,S,,447.025,442.025,123,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,63.2,S,,447.475,442.475,107.2,El Paso,,,Mountain ARC (MARC),"Closed autopatch, e-power.",,CCARC,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,63.2,S,,224.06,222.46,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,63.2,NNW,,224.84,223.24,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.",,,,100,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,63.2,NNW,,146.625,146.025,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,E-power.,,CCARC,,100,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,63.2,S,,448.25,443.25,123,El Paso,On-Air,Colorado Springs,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,63.2,S,,447.35,442.35,151.4,El Paso,On-Air,,GGARC,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,63.2,S,,448.6,443.6,114.8,El Paso,,,W0MOG,,,CCARC,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,63.2,S,,927.8,902.8,D116,Teller,On-Air,,,6,,CCARC,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,63.2,S,,447.55,442.55,123,El Paso,On-Air,,WA6IFI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,,64.6,WSW,,447.125,442.125,103.5,Park,On-Air,,WZ0N,,,CCARC,,103.5,,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,66.7,S,,448.725,443.725,123,El Paso,On-Air,,KA0TTF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,66.7,N,,448.325,443.325,110.9,Larimer,On-Air,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,66.8,S,,927.725,902.725,D114,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,12,Yahoo Group,CCARC,,D114,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,66.8,S,,446.95,441.95,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,,,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,2,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,66.8,S,,147.18,147.78,100,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,,CCARC,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,67,SW,,446.7625,441.7625,,Park,On-Air,,K7PFJ,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,0,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,,2,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,68.3,SE,,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,,CCARC,,123,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,3349,3349,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,,53.13,51.43,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,,145.13,144.53,88.5,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,9,,CCARC,,123,Full-time to the  Colorado Connection System .,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,,445.0625,440.0625,,El Paso,Off-Air,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,2,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,,927.85,902.85,D114,Teller,On-Air,,CMRG,9,http://www.cmrg.org,CCARC,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
