Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,IRLP,Last update,Downlink Tone,Sponsor,Affiliate,Notes,Coordination,Features,EchoLink,AllStar,Nets,Links,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,WIRES-X,Web links,Commands,Mixed-Mode,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,string,70.3,N,string,447.725,442.725,131.8,Larimer,On-Air,undefined,undefined,string,undefined,W7RF,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,string,72,NNW,string,449.425,444.425,94.8,Larimer,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,string,72,NNW,string,927.875,902.875,D114,Larimer,Off-Air,undefined,undefined,string,undefined,WA6IMI,undefined,Down due to lightning strike. Scheduled to return end of June 2012.,CCARC,undefined,undefined,undefined,undefined,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,string,72.8,WSW,string,145.445,144.845,88.5,Lake,On-Air,string,undefined,string,undefined,Colorado Connection,undefined,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",CCARC,E-power (solar).,undefined,undefined,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,string,73,WSW,string,445.05,440.05,string,Adams,On-Air,undefined,undefined,string,undefined,K2AD,Rocky Mountain Ham Radio,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.rmham.org/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,7,string,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,2,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,string,73.5,NE,string,448.2,443.2,string,Morgan,On-Air,undefined,undefined,string,undefined,undefined,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",CCARC,Mixed Mode,undefined,undefined,undefined,Full-time to the  Colorado TRBO System .,undefined,undefined,undefined,undefined,undefined,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,7,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,string,74.3,SW,string,448.575,443.575,103.5,Park,Off-Air,Western Park County,undefined,string,103.5,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,string,75,NNW,string,447.7,442.7,100,Larimer,On-Air,Wide Area Coverage,undefined,string,100,Northern Colorado Amateur Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,http://ncarc.net/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,string,75.4,NNW,string,146.625,146.025,100,Larimer,On-Air,Wide area: Northern front range.,undefined,string,100,Northern Colorado ARC,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,string,75.4,NNW,string,224.84,223.24,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",undefined,string,100,Northern Colorado ARC,undefined,undefined,undefined,"E-power, 25 watts.",undefined,undefined,undefined,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,string,76.3,SSW,string,449,444,67,Fremont,On-Air,undefined,undefined,string,67,WB0WDF,undefined,North of the Royal Gorge Bridge.,CCARC,"E-power (Solar, Wind)",undefined,undefined,undefined,Full-time to the  Mega-Link System .,undefined,undefined,undefined,undefined,undefined,undefined,Mega Link,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,string,76.4,SE,string,446.7375,441.7375,string,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",undefined,string,undefined,K0RTS KC0VJD,RMHam,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,8,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,2,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,77.2,SE,string,147.06,147.66,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",3794,string,undefined,BSARC,undefined,undefined,CCARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",791116,42740,Big Sandy Net: Wed 19:00,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,http://www.bigsandyradio.com/,undefined,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,string,77.9,N,string,448.325,443.325,110.9,Larimer,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,string,78.8,W,string,146.61,146.01,107.2,Eagle,On-Air,undefined,undefined,string,undefined,ECHO,undefined,undefined,CCARC,11,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,string,78.9,WSW,string,147.24,147.84,156.7,Lake,Off-Air,undefined,undefined,string,156.7,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.8,-1.6,string,N0AFO,Vail,CO,OPEN,string,79.8,W,string,224.8,223.2,string,Eagle,undefined,undefined,undefined,string,undefined,ECHO,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,string,79.8,W,string,449.9,444.9,107.2,Eagle,Off-Air,undefined,undefined,string,107.2,ECHO,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,string,80,SSW,string,449.975,444.975,100,Fremont,On-Air,undefined,undefined,string,100,K0JSC,The Fun Machine,undefined,CCARC,Simulcast TX / Voted RX with Cedarwood and Salida,undefined,undefined,undefined,Full-time to the  The Fun Machine System .,undefined,undefined,undefined,undefined,undefined,undefined,http://www.k0jsc.com,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,string,80.7,SE,string,449.9,444.9,107.2,Lincoln,On-Air,undefined,undefined,string,undefined,undefined,BSAR,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,string,80.9,SSW,string,446.7375,441.7375,string,Fremont,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",undefined,string,undefined,undefined,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,CCARC,IPSC Link to the Colorado network on Talk Slot 2.,undefined,undefined,undefined,Full-time to the  Colorado TRBO System .,undefined,undefined,undefined,undefined,undefined,undefined,http://www.k0jsc.com,undefined,undefined,DM78ii,undefined,undefined,undefined,undefined,string,7,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,undefined,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,80.9,SSW,string,447.75,442.75,103.5,Fremont,On-Air,undefined,3081,string,103.5,RGARC,undefined,undefined,CCARC,E-power (Bat),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Royal Gorge Amateur Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,string,80.9,SSW,string,927.7,902.7,D114,Fremont,On-Air,undefined,undefined,string,D114,Royal Gorge ARC,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,80.9,SSW,string,447.25,442.25,100,Fremont,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",7301,string,100,undefined,undefined,undefined,CCARC,undefined,363976,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Full-time to the  The Fun Machine System .,undefined,undefined,undefined,undefined,undefined,undefined,K0JSC dot Com,undefined,undefined,DM78ik,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,string,80.9,SSW,string,53.03,51.33,88.5,Fremont,On-Air,undefined,undefined,string,88.5,WB0WDF,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,CCARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Http://www.qsl.net/rghc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,string,80.9,SSW,string,145.49,144.89,103.5,Fremont,On-Air,undefined,undefined,string,103.5,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,undefined,CCARC,E-power (Bat),undefined,undefined,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,Royal Gorge Amateur Radio Club,undefined,undefined,DM78ik,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,string,80.9,SSW,string,223.96,222.36,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",undefined,string,103.5,RGARC,undefined,undefined,CCARC,"E-power (Bat), Remote Base",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,81.8,SSW,string,447.975,442.975,100,Fremont,On-Air,"Canon City area. 
   Repeater Coverage Map",7301,string,100,K0JSC,undefined,undefined,CCARC,Autopatch.,363976,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Full-time to the  The Fun Machine System .,undefined,undefined,undefined,undefined,undefined,undefined,http://www.k0jsc.com,undefined,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,string,83.6,W,string,445.075,440.075,string,Eagle,On-Air,undefined,undefined,string,undefined,K2AD,Rocky Mountain Ham Radio,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.rmham.org/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,string,83.9,SSE,string,146.79,146.19,88.5,Pueblo,On-Air,Wide area.,undefined,string,CSQ,Pueblo HC,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Pueblo Ham Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,string,83.9,SSE,string,447.95,442.95,88.5,Pueblo,On-Air,Wide area.,undefined,string,undefined,Pueblo Ham Club,undefined,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Pueblo Ham Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,string,83.9,SSE,string,224.26,222.66,88.5,Pueblo,Off-Air,Wide area.,undefined,string,CSQ,Pueblo Ham Club,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,PHC repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,string,84.2,W,string,147.345,147.945,88.5,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,undefined,string,123,Colorado Connection,undefined,undefined,CCARC,9,undefined,undefined,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,string,86.7,WNW,string,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,undefined,string,123,Colorado Connection,undefined,Part of the Colorado Connection system of Repeaters,CCARC,undefined,undefined,undefined,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,88.6,S,string,448.975,443.975,100,Pueblo,On-Air,undefined,7301,string,100,undefined,undefined,Off air.  Will return to service,CCARC,undefined,363976,28368,undefined,Full-time to the  The Fun Machine System .,undefined,undefined,undefined,undefined,undefined,undefined,http://www.k0jsc.com,undefined,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147,0.6,string,NE0Z,"Pueblo, CSU",CO,PRIVATE,string,89.1,S,string,147,147.6,undefined,Pueblo,On-Air,undefined,undefined,string,undefined,Carl Higbee,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,string,92.8,S,string,146.88,146.28,88.5,Pueblo,On-Air,Wide area.,undefined,string,CSQ,Pueblo HC,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,string,92.8,SW,string,146.745,146.145,100,Chaffee,Off-Air,undefined,undefined,string,undefined,CLARA,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,92.8,S,string,449.725,444.725,100,El Paso,On-Air,undefined,3043,string,undefined,N0PWZ,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
