Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,AllStar,Coordination,Last update,D-STAR Enabled,Node,Sources,On-air,Sponsor,Features,Downlink Tone,EchoLink,IRLP,Affiliate,Links,Commands,Nets,Web links,Notes,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,YSF Digital Enabled,DG-ID,Local/Cluster,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,Worldwide English,N. Colorado
447.2,-5,151.4,string,Falcon,CO,OPEN,string,211.8,ESE,string,447.2,442.2,undefined,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",undefined,undefined,string,undefined,undefined,undefined,undefined,GGARC,undefined,undefined,undefined,undefined,Garden of the Gods Amateur Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.175,-5,string,W7SAR,Salt Lake City,UT,OPEN,string,212.1,NW,string,447.175,442.175,string,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,Portable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.65,-5,167.9,AC7II,"Salt Lake City, Mt Pisgah",UT,OPEN,string,212.3,NW,string,449.65,444.65,167.9,Salt Lake,undefined,Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,string,212.3,NW,string,449.75,444.75,151.4,Salt Lake,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,string,212.3,NW,string,927.5875,902.5875,D432,Salt Lake,undefined,Wasatch Front from Payson to Tremonton.,undefined,UVHFS,string,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,212.4,SE,string,448.975,443.975,100,Pueblo,On-Air,undefined,28368,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,100,363976,7301,undefined,Full-time to the  The Fun Machine System .,undefined,undefined,http://www.k0jsc.com,Off air.  Will return to service,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,212.6,NW,string,448.425,443.425,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,ERC,undefined,undefined,undefined,3837,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448,-5,100,W7DES,"Salt Lake City,  Capitol",UT,OPEN,string,212.8,NW,string,448,443,100,Salt Lake,On-Air,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,string,W7DES,"Salt Lake City, Capitol",UT,OPEN,string,212.8,NW,string,147.06,147.66,string,Salt Lake,Off-Air,Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Utah VHF Society,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,string,212.8,NW,string,145.21,144.61,CSQ,Salt Lake,undefined,Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,Unknown,Utah VHF Society,Autopatch.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,string,213.6,NW,string,448.525,443.525,undefined,Salt Lake,On-Air,Salt Lake Valley,undefined,UVHFS,string,undefined,undefined,undefined,undefined,SL Crossroads ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.7,-0.6,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,string,214,NW,string,146.7,146.1,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Salt Lake Co ARES,"E-power, 5,911'.",undefined,undefined,undefined,undefined,undefined,undefined,Weekly Net: Wed at 20:30 except 4th Wednesday.,http://www.slcoares.net/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.9,-5,100,KD0J,"Salt Lake City, Ensign Peak",UT,OPEN,string,214,NW,string,449.9,444.9,100,Salt Lake,undefined,Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,Unknown,Salt Lake Co ARES,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://utahvhfs.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,string,214,NW,string,448.45,443.45,100,Salt Lake,On-Air,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Salt Lake Co ARES,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.16,0.6,127.3,WA7SNS,"Salt Lake City, Ensign Peak",UT,OPEN,string,214,NW,string,147.16,147.76,127.3,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,"Autopatch, 5,800', linked to (147.240).",undefined,undefined,undefined,undefined,"Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.275,-5,88.5,K7OJU,"Salt Lake City,  Ensign Peak",UT,OPEN,I,214,NW,string,449.275,444.275,88.5,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,Linked.,undefined,undefined,3407,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.4,-5,100,K7JL,"Salt Lake City, Ensign Peak",UT,OPEN,string,214.2,NW,string,449.4,444.4,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. 50 mi radius.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,K7JL,2,undefined,undefined,undefined,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,undefined,UVHFS Net: Tue at 20:00.,http://www.utahvhfs.org/snowlink.html,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.175,-5,203.5,KD7IMS,"Salt Lake City,  Ensign Peak",UT,OPEN,string,214.2,NW,string,448.175,443.175,203.5,Salt Lake,undefined,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,Unknown,N7HIW,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,string,214.3,NW,string,224.82,223.22,167.9,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Intermountain Repeater Emergency Amateur Network,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.19,-0.6,123,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,string,214.5,WNW,string,145.19,144.59,123,Salt Lake,On-Air,Wide area.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,IHCRC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,string,214.5,E,string,447.625,442.625,100,Adams,On-Air,Local/North Metro,undefined,undefined,string,undefined,undefined,undefined,undefined,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.925,-5,100,K7DAV,"Bountiful,  golf course",UT,OPEN,string,214.6,NW,string,449.925,444.925,undefined,Davis,On-Air,Wide area: North Salt Lake to South Ogden.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Davis Co ARC,"Remote base, e-power.",undefined,undefined,undefined,undefined,undefined,undefined,DARC: Thu at 20:30.,http://www.dcarc.net,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.525,-5,107.2,K2NWS,"Kearns,  Bacchus Hill",UT,OPEN,string,215.1,WNW,string,447.525,442.525,107.2,Salt Lake,On-Air,Salt Lake Valley communities from Draper to north Davis County,undefined,UVHFS,string,undefined,undefined,undefined,undefined,KF6RAL,5,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,National Weather Service Alerts,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.14,0.6,127.3,K7MLA,"West Jordan, Butterfield Peak",UT,OPEN,I,215.3,WNW,string,147.14,147.74,127.3,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,9,undefined,undefined,3215,undefined,"Full-time to  
        147.24000 (K7HEN) at Coalville, Lewis Peak, UT .
 


Full-time to  
        147.16000 (WA7SNS) at Salt Lake City, Ensign Peak, UT .",undefined,undefined,undefined,For IRLP dial D before the node number. To disconnect dial D73.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.1125,-25,D432,W7XDX,"West Jordan,  Butterfield Peak",UT,OPEN,string,215.3,WNW,string,927.1125,902.1125,D432,Salt Lake,undefined,Wasatch Front from Payson to Tremonton.,undefined,UVHFS,string,undefined,undefined,undefined,Unknown,undefined,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,string,215.4,ESE,string,927.8375,902.025,undefined,Douglas,On-Air,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Offset is -25.8125 
In Nac 294 Out Nac 293",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,294,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.45,-0.6,100,WA7UAH,"West Jordan, Butterfield Peak",UT,OPEN,string,215.4,WNW,string,145.45,144.85,100,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,ERC Repeater System,9,CSQ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.725,-5,151.4,WA7UAH,"West Jordan, Butterfield Pk",UT,OPEN,string,215.4,WNW,string,449.725,444.725,151.4,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,ERC Repeater System,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.825,-5,string,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,string,215.5,NNW,string,449.825,444.825,string,Lincoln,undefined,undefined,undefined,WRCG,string,undefined,undefined,undefined,Unknown,ORARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.075,-5,string,KF7EHE,Kemmerer,WY,OPEN,string,215.5,NNW,string,449.075,444.075,string,Lincoln,Off-Air,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,220,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.55,-5,100,W7IHC,"Salt Lake City,  IHC",UT,OPEN,I,215.5,WNW,string,448.55,443.55,100,Salt Lake,On-Air,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,IHCRC,undefined,undefined,undefined,3078,undefined,undefined,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.05,-5,100,K7CSW,"Salt Lake City, SLC",UT,OPEN,string,215.6,NW,string,448.05,443.05,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Salt Lake Peaks ARC,4,undefined,undefined,undefined,undefined,undefined,undefined,"CSW Net, Mon-Thur, 7:05am",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.025,-5,100,W0HU,Salt Lake City,UT,OPEN,string,215.6,NW,string,447.025,442.025,100,Salt Lake,On-Air,Wide area.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Salt Lake Co ARES,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DN40as,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.1,0.6,123,KB7ZCL,"Morgan, TV Site.",UT,OPEN,string,215.7,NW,string,147.1,147.7,123,Morgan,On-Air,City of Morgan and surrounding communities.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,string,216.4,NW,string,927.3125,902.3125,127.3,Davis,Off-Air,Wasatch Front from Payson to Tremonton.,undefined,UVHFS,string,undefined,undefined,undefined,undefined,Davis Co ARC,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
