Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,IRLP,Notes,Nets,Web links,Coordination,Last update,EchoLink,Affiliate,On-air,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Commands,Grid,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Denver Regional,Northern Colorado,Feed,Mixed-Mode,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Local/Cluster,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Local,Worldwide English,N. Colorado
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,233.7,E,,927.8375,902.025,,,Douglas,On-Air,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,110.9,WD7N,Eagle Mountain,UT,OPEN,,234.1,NW,,449.25,444.25,110.9,,Utah,Off-Air,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,234.6,NW,,447.5,442.5,,,Summit,On-Air,"Park City, Heber, Coalville and other nearby communities.",,7,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,234.6,NW,,145.23,144.63,100,,Summit,,"Park City, Heber, Coalville and other nearby communities.",,7,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",,,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,,235.1,E,,449.925,444.925,114.8,114.8,Adams,On-Air,,KD0RG,,,,,,,CCARC,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,235.5,NW,,448.475,443.475,,,Summit,On-Air,"Park City, Heber, Coalville and other nearby communities.",,8,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper,  South Mountain",UT,OPEN,,235.8,NW,,448.35,443.35,,,Salt Lake,Off-Air,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,Rocky Mtn RA,5,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,236,NW,,224.9,223.3,156.7,,Utah,On-Air,,UHDARC,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,236,NW,,448.8,443.8,88.5,,Davis,Off-Air,North Salt Lake to South Ogden.,Rocky Mtn RA,"Remote base, 5,100'.",,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,237.4,SE,,147.3,147.9,162.2,,San Miguel,On-Air,Wide area.,Santa Fe ARC,"E-power, linked.",,,,,SFARC Repeaters,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,237.4,NW,,447,442,88.5,,Salt Lake,Off-Air,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,237.4,SE,,147.26,147.86,67,,San Miguel,On-Air,Wide area.,,11,Full-time to the  Mega-Link System .,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,237.4,NW,,447.1,442.1,100,,Salt Lake,On-Air,Wide area.,DHRA,,,,,,http://draperhamradio.wordpress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,237.8,NE,,147.195,147.795,100,,Larimer,On-Air,,Loveland Repeater Assoc,"Closed autopatch, e-power.",,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,238,E,,447.3,442.3,107.2,,Weld,On-Air,,,,,3887,,,,CCARC,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,127.3,KO7R,"Cedar Fort, Internet Mountain",UT,OPEN,,238.7,NW,,449.7,444.7,127.3,,Utah,On-Air,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,239,NE,,224.96,223.36,CSQ,,Weld,On-Air,,AC0KC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,239.2,NW,,448.65,443.65,,,Summit,On-Air,"Wide area: Park City, Heber, Coalville and other nearby communities.",Desert ARS,9,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,239.2,NW,,448.9,443.9,,,Summit,,"Wide area: Park City, Heber, Coalville and other nearby communities.",,"Remote base, 9,304'.",,,,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,239.2,NW,,449.55,444.55,100,,Summit,On-Air,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,IRLP,,,PL 131.8? Node usually connected to  5620 .,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,239.2,NW,,448.375,443.375,100,,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,,4,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,239.2,NW,,147.36,147.96,100,,Summit,On-Air,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",,9,,,,SCARC: Thu at 2100.,,UVHFS,,,Wasatch Back Tri-County ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,,WA7GIE,"Riverton, Flat Top",UT,CLOSED,,239.2,NW,,448.625,443.625,,,Salt Lake,Off-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Desert ARS,Remote base.,,,,,,UVHFS,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,239.3,NE,,449.425,444.425,94.8,,Larimer,On-Air,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,239.3,NW,,147.24,147.84,136.5,,Summit,On-Air,Wide area.,,"Autopatch, 9,304'.","Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,239.3,NE,,927.875,902.875,D114,,Larimer,Off-Air,,WA6IMI,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,Down due to lightning strike. Scheduled to return end of June 2012.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,239.4,NE,,447.7,442.7,100,100,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,239.6,NE,,224.84,223.24,100,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,239.6,NE,,146.625,146.025,100,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,239.8,SE,,146.84,146.24,107.2,,Santa Fe,,,N9PGQ,,,,,,,NMFCC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,239.8,SE,,442.125,447.125,107.2,,Santa Fe,,,,,,,,,,NMFCC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,239.8,SE,,53.2,52.2,107.2,,Santa Fe,Off-Air,,N9PGQ,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,239.9,NE,,449.575,444.575,100,,Larimer,On-Air,,Loveland Rptr Assoc,"Closed autopatch, e-power.",,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,239.9,NE,,224.32,222.72,100,100,Larimer,Off-Air,,KN6VV,"Closed autopatch, e-power.",,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,240.7,E,,447.625,442.625,100,,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,D125,KE7GHK,"Salt Lake, Carrigan Ridge",UT,OPEN,,240.7,NW,,145.41,144.81,D125,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,241.1,NE,,447.275,442.275,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,241.1,NE,,927.825,902.825,100,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,241.1,NE,,224.52,222.92,100,100,Larimer,Off-Air,,Northern Colorado ARC,E-power.,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,241.1,NE,,145.115,144.515,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,7,,,,,,CCARC,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,241.1,NE,,927.95,902.95,100,100,Larimer,On-Air,Northern Front Range,K1TJ Repeater System,25,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,241.8,NE,,446.75,441.75,,,Larimer,On-Air,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,See website for complete info on color codes/time slot assignment.,,http://www.rmham.org,CCARC,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,241.8,NE,,145.265,144.665,,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,http://www.w0dmr.org/,CCARC,,,Brandmeister Network,,,,,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,2
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,242,NE,,446.7375,441.7375,,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,,,,,,,,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,1,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,242,NE,,447.45,442.45,123,,Larimer,On-Air,,,,,,,,,CCARC,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,242,NE,,1283.55,1263.55,100,,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,,,,,http://www.k1tj.com/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,242,NE,,147.015,147.615,146.2,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,,,,http://www.uwyo.edu/uarc/,,,82070,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K7MRS,Salt Lake City,UT,OPEN,,242.8,NW,,447.25,442.25,100,,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,4,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,100,W7EO,"Vernon,  Vernon Hills",UT,OPEN,,243.2,NW,,449.95,444.95,100,,Tooele,,Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele County ARES, West Desert ARC",5,,,,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,114.8,K7LNP,West Jordan,UT,OPEN,,244.1,NW,,447.575,442.575,114.8,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,100,WD7P,West Jordan,UT,OPEN,,244.2,NW,,447.75,442.75,100,,Salt Lake,,,,,,,,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9375,-5,CC1,N6DVZ,West Jordan,UT,OPEN,,244.2,NW,,447.9375,442.9375,,,Salt Lake,On-Air,Greater Salt Lake Valley to Ogden,,,,,,,http://www.dmr-utah.net,UVHFS,,,,,,,,,,1,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,1,,2,,,,,,,,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,
449.325,-5,114.8,N7UEO,Pleasant Grove,UT,OPEN,,244.5,NW,,449.325,444.325,114.8,,Utah,On-Air,Utah County from Alpine to Payson.,,4,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,244.5,NW,,449.25,444.25,118.8,,Salt Lake,On-Air,,Herriman Amateur Radio Club,,,,,Emergency Communications Net: Sun at 21:00.,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,244.7,NW,,447.95,442.95,,,Salt Lake,On-Air,Salt Lake county.,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.","Full-time to  
        145.15000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,"No Internet or gateway functions available, yet.",146.7,http://www.slcoares.net/,,,,,,,,KO7SLC (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,244.7,NW,,145.15,144.55,,,Salt Lake,On-Air,Salt Lake County,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.","Full-time to  
        447.95000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,,146.7,http://www.slcoares.net/,,,,ARRL,,,,KO7SLC (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298.75,-20,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,244.7,NW,,1298.75,1278.75,,,Salt Lake,On-Air,Salt Lake County,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.",,,,146.7,http://www.slcoares.net/,,,,ARRL,,,,KO7SLC (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,KE7LMG,"Murray, Intermountain Medical Center",UT,OPEN,,244.7,NW,,447.25,442.25,100,,Salt Lake,,Wide area.,,,,,,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.78,-1.6,100,KD0J,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,244.8,NW,,224.78,223.18,100,,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,,5,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7PCE,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,244.8,NW,,146.84,146.24,,,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,4,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,100,NM7P,Murray,UT,OPEN,,244.9,NW,,145.35,144.75,100,,Salt Lake,On-Air,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,245.4,NE,,448.025,443.025,100,100,Larimer,On-Air,,Northern Colorado ARC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,100,N7HIW,Murray,UT,OPEN,,245.4,NW,,448.125,443.125,100,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,4,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,W7EO,"Vernon, Black Crook Peak",UT,OPEN,,245.4,WNW,,145.39,144.79,100,,Tooele,On-Air,West-central Utah around Delta. Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele County ARES, West Desert ARC","Autopatch, 9,274'.","Full-time to  
        146.98000 (W7EO) at Tooele, Black Mountain, UT .",,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,245.4,WNW,,448.975,443.975,,,Tooele,Off-Air,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,Desert ARS,9,,,,,,UVHFS,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,246.3,NW,,447.7,442.7,100,,Salt Lake,On-Air,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,123,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,,246.7,NW,,145.19,144.59,123,,Salt Lake,On-Air,Wide area.,IHCRC,,,,8,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,WB6JAA,"Grand Canyon, Hopi Pt",AZ,OPEN,E,246.9,SW,,147.32,147.92,,,Coconino,On-Air,,,E-power,,,,,,ARCA,,369463,,,,,,,,,,,,,,,DM36wb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
