Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,On-air,Features,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Coverage,Links,Nets,IRLP,Notes,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,EchoLink,Commands,Feed,AllStar,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,57.5,ESE,,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Colorado Repeater Association (CRA),CCARC,,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,57.5,ESE,,447.15,442.15,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),CCARC,,,"Closed autopatch, e-power.",,,,,,Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,57.5,ESE,,224.98,223.38,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association,CCARC,,,"Closed autopatch, e-power.",,,,,,Wide area. Denver.,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,3990,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,58.9,E,,146.91,147.51,123,127.3,Boulder,On-Air,,,,,,,,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,"Summer Tue at 19:30P, Winter 19:00.",,There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,60.5,NE,,147.03,147.63,100,,Boulder,On-Air,KI0HG,CCARC,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,60.7,ESE,,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,,,E-power,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,61,ESE,,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,61,ESE,,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,CCARC,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,61,ESE,,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,,,,,7,,,Rocky Mountain Ham Radio,,,,,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,61,ESE,,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,CCARC,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,61,ESE,,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,CCARC,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,61.1,ESE,,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,CCARC,,,200,,7,,,,,Full-time to the  Colorado TRBO System .,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,61.5,ESE,,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,CCARC,,,,,,,N6LXX,,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,61.5,SE,,146.685,146.085,107.2,107.2,Park,On-Air,Mountain ARC (MARC),CCARC,,,"Closed autopatch, e-power.",,,,,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,61.5,ESE,,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,CCARC,,,,,,,N6LXX,,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,61.6,SE,,147.36,147.96,107.2,107.2,Park,On-Air,,CCARC,,,E-power.,,,,,CMRG Repeaters,Wide area.,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,61.8,E,,145.46,144.86,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,,,"Closed autopatch, e-power.",,,,CRA VHF Link System,,Boulder/Denver Metro,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,3990,,,,,,,,347086,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,61.8,E,,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,61.8,ESE,,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,61.8,E,,445.05,440.05,,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,,The DMR-MARC Worldwide Network,,1,,,,Wide area,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,61.8,E,,224.02,222.42,,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,,,8,,,,,RMVHS repeaters,Denver metro area.,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,61.8,ESE,,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,61.8,ESE,,448.975,443.975,123,,Jefferson,On-Air,FRG,CCARC,,,Linkable VHF/UHF Remote Base,,,,,,Wide area.,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,61.8,E,,446.9875,441.9875,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,7,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,61.8,E,,447.975,442.975,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,,,Closed autopatch.,,,,,,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,62.4,ESE,,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,,,,0,,,http://www.w0dmr.org/,Denver Metro Area,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,62.6,E,,146.7,146.1,100,,Boulder,On-Air,Boulder Co ARC,CCARC,,,6,,,,,BARC Repeaters,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,62.8,E,,146.61,146.01,100,,Boulder,Off-Air,Boulder Amateur Radio Club,CCARC,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,62.8,E,,448.9,443.9,100,,Boulder,On-Air,Boulder ARC,CCARC,,,6,,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,63.2,NNW,,449.625,444.625,123,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,,,Statewide Linked System,,,,,http://colcon.org,Local Steamboat Area,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,63.2,NNW,,147.165,147.765,88.5,123,Routt,On-Air,Colorado Connection,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,63.2,NNW,,147.21,147.81,107.2,107.2,Routt,On-Air,SSARC,CCARC,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,63.7,ESE,,447.5,442.5,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,,,E-power.,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,63.8,ESE,,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,CCARC,,,E-power.,,,,,DRC Repeaters,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,64,E,,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,,,,7,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Wide area.,Full-time to the  Colorado TRBO System .,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,64,E,,446.8625,441.8625,,,Boulder,On-Air,Boulder County ARES,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,64,E,,1299.5,1279.5,,,Boulder,On-Air,Boulder County ARES,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,64.1,E,,449.55,444.55,100,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,,,8,,,,,,Denver metro area.,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,64.1,E,,449.4,444.4,91.5,,Boulder,Off-Air,BARC,CCARC,,,2,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,64.8,S,,146.745,146.145,100,,Chaffee,Off-Air,CLARA,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,65.6,ESE,,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,CCARC,,,,,,,,Denver Radio Club,Metro Denver,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,65.6,ESE,,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,CCARC,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,65.6,ESE,,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,CCARC,,,E-power.,,,,,DRC Repeaters,Metro Denver and the foothills.,,SATERN: Thu at 19:30.,,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,66.4,ESE,,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,CCARC,,,,,,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,66.6,E,,146.73,146.13,91.5,91.5,Boulder,Off-Air,BARC,CCARC,,,12,,,,,http://www.ked-wireless.com/products1.htm,Local,,,,,,,,,,,115482,,,,,,,,,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,66.6,E,,145.3875,144.7875,,,Boulder,On-Air,Boulder County ARES,CCARC,,,E-power.,,,,,http://bouldercountyares.org/technical/d-star,20,,,,,,,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,66.6,E,,1283.8625,1263.8625,,,Boulder,On-Air,Boulder County ARES,CCARC,,,E-power.,,,,,,20,,,,,,,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,66.7,ESE,,448.75,443.75,100,100,Jefferson,On-Air,,CCARC,,,E-power.,,,,N0ELY,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,67,ESE,,449.6,444.6,100,,Jefferson,On-Air,Denver Radio League,CCARC,,,,,,,,DRL Repeaters,,,,3345,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,67,ESE,,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,CCARC,,,E-power.,,,,,DRL Repeaters,Wide area: Denver.  Map,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,67,ESE,,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,,,,,,,,,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,23,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,68.1,NE,,449.8,444.8,123,,Larimer,On-Air,Estes Valley ARC,CCARC,,,E-Power,,,,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,625757,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,69.7,NE,,146.685,146.085,123,,Larimer,On-Air,Estes Valley ARC,CCARC,,,E-power.,,,,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,625757,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,69.7,N,,145.16,144.56,88.5,123,Jackson,On-Air,Colorado Connection,CCARC,,,8,,,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Part of the Colorado Connection system of repeaters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,70.7,E,,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,,,5,,,,Boulder County ARES,,Wide area.,,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,71,SE,,449.7,444.7,107.2,,Park,,CMRG,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,71.1,E,,449.825,444.825,103.5,,Boulder,On-Air,Rocky Mountain Radio League,CCARC,,,6,,,,,Repeater,Along the foothills and into Boulder where the 94 repeater is shadowed.,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,71.1,E,,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,71.6,S,,447.65,442.65,151.4,151.4,Gunnison,On-Air,KB0YNA,CCARC,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,Gunnison valley and along East and west on Highway 50.,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,72.1,SE,,447.525,442.525,146.2,146.2,Douglas,On-Air,EmComm Colorado,CCARC,,,,,,,Colorado ARES,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,72.1,SE,,446.925,441.925,,,Douglas,On-Air,,CCARC,,,,,7,,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,See the website for programming info.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,72.3,ESE,,449.3,444.3,100,,Adams,On-Air,N1UPS,CCARC,,,,,,,,,,,,3699,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,72.9,SE,,446.875,441.875,,,Douglas,On-Air,W0VG,CCARC,,,,,6,,RMHAM,http://www.rmham.org,,Full-time to the  Colorado TRBO System .,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,73.5,ESE,,447.225,442.225,141.3,141.3,Douglas,Off-Air,,CCARC,,,"AllStar, EchoLink, 25ft",,,,,,8,,Amateur Satellite net 7PM MST thursday,,,,,,,,,373051,,,41967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,74.2,ESE,,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,CCARC,,,E-power.,,,,,Intermountain Repeater Group,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,74.2,ESE,,146.715,146.115,123,123,Denver,On-Air,EARS,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,74.2,ESE,,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,,,,,,,,,,,,7708,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,74.2,ESE,,448.55,443.55,82.5,,Denver,Off-Air,HPRA,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,74.2,ESE,,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,74.2,ESE,,448.075,443.075,123,,Denver,On-Air,W0IG,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
