Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update,Coordination,Sponsor,EchoLink,Downlink Tone,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Coverage,Features,Notes,Links,On-air,Affiliate,IRLP,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Grid,Commands,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,164,NW,,447.125,442.125,100,Emery,,,,UVHFS,San Rafael Cactus Assoc,,,,,,,,,,,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",7,,,Unknown,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,164,NW,,448.55,443.55,88.5,Emery,On-Air,,,UVHFS,N7QLO,,,,,,,,,,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Remote base.,Stand alone.,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,164,NW,,147.14,147.74,88.5,Emery,On-Air,http://sdarc.us/repeaters/cedar.html,,UVHFS,Sinbad Desert ARC,64264,,,,,,,,,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.","Closed autopatch, remote base.",7,Full-time to the  Sinbad Desert (SDARC) System .,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,164.1,SE,,442.25,447.225,,Los Alamos,Off-Air,,,NMFCC,,,,,,,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,164.1,NW,,448.075,443.075,,Carbon,Off-Air,,,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,164.2,SE,,146.88,146.28,CSQ,Los Alamos,On-Air,,,NMFCC,Los Alamos ARC,,CSQ,,LAARC: Sun at 2000.,,,,,,,,,,Located on the Barranca Mesa water tower.,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,164.3,SE,,927.9,902.9,,Los Alamos,On-Air,,,NMFCC,,,,,,,,,,,,,Los Alamos and surrounding areas,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,164.3,SE,,144.265,144.265,203.5,Los Alamos,On-Air,,,,,,,,,,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,164.3,SE,,442.925,447.925,,Los Alamos,,,,,,,,,,,1,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,164.5,SE,,224.04,222.44,100,Los Alamos,On-Air,,,,KA5BIW,,100,,,,,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,164.5,SE,,442,447,100,Los Alamos,On-Air,http://ka5biw.com/ham_radio/repeater.php,,,KA5BIW,87566,,,,,,,,,,,,Linked with 224.04 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,164.8,SSE,,146.66,146.06,100,Cibola,On-Air,,,NMFCC,Mega-Link Rptr System,,,,,,,,,,,,Wide area.,9,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,164.8,SSE,,444.8,449.8,67,Cibola,On-Air,,,NMFCC,Mega Link Repeater System,,,,,,,,,,,,Wide area,Full time to the New Mexico MegaLink system,10,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,67,WB9ERE,Grants,NM,OPEN,,164.8,SSE,,224.88,223.28,67,Cibola,On-Air,,,,WB9ERE,,,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,164.8,SSE,,147.18,147.78,100,Cibola,On-Air,,,NMFCC,Cibola County Amateur Radio Club,,100,,,,,,,,,,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,165.7,SSE,,146.64,146.04,67,Bernalillo,On-Air,http://www.urfmsi.org,,NMFCC,URFMSI,,67,,,,,,,,,,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,167.2,S,,145.43,144.83,162.2,McKinley,On-Air,,,NMFCC,MCARES,,,,,,,,,,,,Wide are: Southern McKinley County.,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,169.3,SE,,147.18,147.78,100,Rio Arriba,On-Air,,,NMFCC,,,100,,,,,,,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,170.3,NE,,448.575,443.575,103.5,Park,Off-Air,,,CCARC,,,103.5,,,,,,,,,,Western Park County,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,171.5,NE,,147.24,147.84,156.7,Lake,Off-Air,,,CCARC,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,172,E,,448.325,443.325,100,Custer,On-Air,,,,,,100,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,172,E,,919.1,894.1,88.5,Pueblo,Off-Air,,,CCARC,Pueblo HC,,CSQ,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,172.1,E,,448.15,443.15,103.5,Custer,On-Air,http://www.qsl.net/rghc,,CCARC,Royal George ARC,,103.5,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,172.1,E,,147.06,147.66,77,Custer,On-Air,,,CCARC,http://www.qsl.net/rghc,,77,,,,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,172.1,E,,927.775,902.775,D116,Custer,On-Air,,,CCARC,Royal Gorge Amateur Radio Club,,D116,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,173.4,SE,,145.39,144.79,100,Taos,On-Air,Taos Amateur Radio Club,,NMFCC,Taos ARC,,,,,,,,,,,,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,176.5,NE,,445.05,440.05,,Adams,On-Air,http://www.rmham.org/,,CCARC,K2AD,,,,,,7,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,177.1,NE,,145.445,144.845,88.5,Lake,On-Air,,,CCARC,Colorado Connection,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,E-power (solar).,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,100,KD7KRA,Tuba City,AZ,OPEN,W,177.3,WSW,,444.575,449.575,100,Coconino,On-Air,,,ARCA,KD7KRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,178.9,SE,,449.875,444.875,123,Taos,On-Air,,,NMFCC,Taos ARC,,,,,,,,,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,178.9,SE,,51.5,51.5,100,Taos,On-Air,Taos Amateur Radio Club,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,178.9,SE,,224.4,222.8,225.7,Taos,On-Air,http://taosarc.org,,NMFCC,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,178.9,SE,,147.12,147.72,67,Taos,On-Air,http://taosarc.org/,,NMFCC,Taos Amateur Radio Club,828279,,,,,,,,,,,Wide area.,E-power.,,,,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,179.3,SE,,147.14,147.74,67,Taos,On-Air,http://www.taosarc.com/,,,,,,,,,,,,,,,,11,,Full-time to the  Mega-Link System .,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,179.5,NNW,,147.32,147.92,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,,UVHFS,Sinbad Desert ARC,64264,,,,,,,,,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Remote base.,110,,,,3270,,,,,,,,,,,DM49tp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,179.5,NNW,,449.05,444.05,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,,UVHFS,Sinbad Desert ARC,64264,,,,,,,,,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Remote base.,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,179.5,NE,,446.7625,441.7625,,Park,On-Air,,,,K7PFJ,,,,,,0,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,180,NNW,,145.175,144.575,,Carbon,On-Air,,,,SDARC,,,,,,,,,,,,Eastern Utah,,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,181,SSE,,443,448,100,Sandoval,On-Air,http://www.nmscares.org,,NMFCC,Sandoval Co ARES,,,27750,,,,,,,,,Rio Rancho and parts of Santa Fe.,E-power.,,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,RACES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,181,SSE,,147.1,147.7,100,Sandoval,On-Air,http://www.nmscares.org,,NMFCC,Sandoval Co ARES,,100,27749,,,,,,,,,,"E-power, remote base, Linked to 443.100 and 147.080.",,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,181,SSE,,442.75,447.75,162.2,Sandoval,On-Air,,,NMFCC,KC5IPK,214956,,,,,,,,,,,"Rio Rancho, Albuquerque, Corrales.",E-power.,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,,181.7,NE,,447.125,442.125,103.5,Park,On-Air,,,CCARC,WZ0N,,103.5,,,,,,,,,,,,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,181.8,SE,,444.975,449.975,123,Taos,On-Air,,,NMFCC,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,182.8,SE,,145.25,144.65,123,Taos,On-Air,Taos Amateur Radio Club,,NMFCC,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,184.6,SE,,442.35,447.35,100,Sandoval,On-Air,,,NMFCC,WA5OLD,,,,,,,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,185.5,E,,449.625,444.625,107.2,Custer,On-Air,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,185.5,E,,224.32,222.72,88.5,Custer,Off-Air,PHC repeaters,,CCARC,Pueblo Ham Club,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,185.5,E,,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo Ham Club,,CCARC,Pueblo HC,,,,,,,,,,,,Wide area: Southeast Colorado.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC4,KG5SLG,Rio Rancho,NM,OPEN,,185.7,SE,,442.325,447.325,,Sandoval,On-Air,,,NMFCC,,,,,,,4,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,186.1,NE,,445.075,440.075,,Eagle,On-Air,http://www.rmham.org/,,CCARC,K2AD,,,,,,7,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,186.2,SE,,444.7,449.7,100,Sandoval,On-Air,,,NMFCC,New Mexico Intel Emergency Amateur Service,,,,,,,,,,,,Albuquerque and vicinity,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,186.2,SSE,,145.37,144.77,162.2,Sandoval,On-Air,,,,Adrian Miura,,,,,,,,,,,,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,186.6,NW,,447.7,442.7,123,Emery,,,,UVHFS,,,,,,,,,,,,,Wide area.,"Closed autopatch, 8,702'.",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,186.6,NW,,223.92,222.32,88.5,Emery,,,,UVHFS,,,,,,,,,,,,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.","Remote base, 8,702'.",,,Unknown,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,186.6,NW,,447.625,442.625,100,Emery,On-Air,,,UVHFS,San Rafael Cactus Assoc,,,,,,,,,,,,Wide area.,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,186.6,NW,,147.06,147.66,88.5,Emery,On-Air,http://sdarc.us/repeaters/horn.html,,UVHFS,Sinbad Desert ARC,64264,,,,,,,,,,,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.","Closed autopatch, remote base.",8,Full-time to the  Sinbad Desert (SDARC) System .,,,3270,,,,,,,,,,,DM49kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,186.7,SE,,443.4,448.4,100,Sandoval,On-Air,http://sandiavista.net,,NMFCC,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,186.9,NE,,147.345,147.945,88.5,Eagle,On-Air,,,CCARC,Colorado Connection,,123,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,9,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,186.9,E,,449,444,67,Fremont,On-Air,Mega Link,,CCARC,WB0WDF,,67,,,,,,,,,,,"E-power (Solar, Wind)",North of the Royal Gorge Bridge.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,187.1,SE,,443.2,448.2,,Sandoval,On-Air,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,,1,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,187.6,NE,,146.61,146.01,107.2,Eagle,On-Air,,,CCARC,ECHO,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,187.7,E,,223.96,222.36,103.5,Fremont,On-Air,,,CCARC,RGARC,,103.5,,,,,,,,,,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,187.7,E,,446.7375,441.7375,,Fremont,On-Air,http://www.k0jsc.com,,CCARC,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",IPSC Link to the Colorado network on Talk Slot 2.,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,,,,,,,,,,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,187.7,E,,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,,CCARC,Royal Gorge Amateur Radio Club,,103.5,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,E-power (Bat),,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,187.7,E,,447.25,442.25,100,Fremont,On-Air,K0JSC dot Com,,CCARC,,363976,100,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,Full-time to the  The Fun Machine System .,,,7301,,,,,,,,,,,DM78ik,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,187.7,E,,53.03,51.33,88.5,Fremont,On-Air,Http://www.qsl.net/rghc,,CCARC,WB0WDF,,88.5,,,,,,,,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Split site Fremont peak transmitter and 8 mile mountain reciever.,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,187.7,E,,447.75,442.75,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,,CCARC,RGARC,,103.5,,,,,,,,,,,E-power (Bat),,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,187.9,SE,,449.275,444.275,146.2,Santa Fe,On-Air,,,,Fred Homuth,,,,,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,187.9,NNW,,449.9,444.9,136.5,Uintah,,,,,Borderline Amateur Radio Club,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,Unknown,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,187.9,E,,927.7,902.7,D114,Fremont,On-Air,,,CCARC,Royal Gorge ARC,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,188,SSE,,443.65,448.65,,Bernalillo,On-Air,NM5SH QSL.net,,NMFCC,NM5SH,,,,,,1,,,,,,Albuquerque Metro,Brandmeister,,,,,,,,,,,,,,,,DM65pd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,188.1,SE,,147.08,147.68,100,Sandoval,On-Air,http://www.nmscares.org,,NMFCC,Sandoval County ARES,,,28176,Sandoval County ARES: Mon at 19:30.,,,,,,,,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.","Linked, e-power.",25,,,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
