Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Notes,Web links,Coordination,Last update,Downlink Tone,Features,Links,IRLP,Nets,EchoLink,On-air,Affiliate,D-STAR Enabled,Node,Sources,AllStar,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Grid,Location Photo,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Denver Regional,Northern Colorado,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado,Wyoming,WyLOCAL
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,string,231.4,SE,string,444.975,449.975,123,Taos,On-Air,undefined,N5TSV,undefined,undefined,NMFCC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.725,-5,string,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,string,231.5,NW,string,448.725,443.725,undefined,Salt Lake,undefined,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,undefined,undefined,undefined,UVHFS,string,undefined,9,undefined,undefined,undefined,undefined,Unknown,undefined,string,WA7GIE (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449,-5,string,WA7GIE,"Salt Lake City, Nelson Peak",UT,CLOSED,string,231.5,NW,string,449,444,string,Salt Lake,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Desert ARS,undefined,undefined,UVHFS,string,undefined,9,undefined,undefined,undefined,undefined,undefined,Cactus-Intertie,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.425,-5,100,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,I,231.5,NW,string,449.425,444.425,100,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,undefined,undefined,undefined,UVHFS,string,undefined,9,"Full-time to  
        449.55000 (WA7GIE) at Wendover, Wendover Peak, UT .
 


Full-time to  
        449.47500 (WA7GIE) at Provo, Lake Mountain, UT .",5620,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
433.6,-5,100,WA7GIE,"Salt Lake City,  Nelson Peak",UT,CLOSED,string,231.5,NW,string,433.6,428.6,100,Tooele,On-Air,Wasatch Front from Payson to Tremonton.,undefined,undefined,undefined,UVHFS,string,undefined,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,string,232.1,NW,string,927.3125,902.3125,127.3,Davis,Off-Air,Wasatch Front from Payson to Tremonton.,Davis Co ARC,undefined,undefined,UVHFS,string,undefined,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,232.7,NE,string,146.685,146.085,123,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",undefined,CCARC,string,undefined,E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",7268,ARES D-10: Thu at 19:00.,625757,undefined,undefined,undefined,undefined,undefined,undefined,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,233.5,E,string,449.675,444.675,undefined,Denver,On-Air,undefined,Colorado Amateur Repeater Network (CARN),undefined,undefined,CCARC,string,undefined,undefined,undefined,7708,undefined,undefined,undefined,undefined,string,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,string,233.5,NW,string,449.35,444.35,123,Davis,On-Air,North Salt Lake to South Ogden,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.925,-5,100,K0FEZ,Denver,CO,OPEN,string,233.5,E,string,447.925,442.925,100,Denver,On-Air,undefined,RADOPS El Jebel Shriners,undefined,undefined,CCARC,string,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,string,233.5,E,string,449.65,444.65,undefined,Denver,On-Air,undefined,Colorado Amateur Repeater Network (CARN),undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,string,233.5,E,string,447.9,442.9,CSQ,Denver,Off-Air,undefined,WB0TPT,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,string,233.6,E,string,145.475,144.875,100,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,undefined,Intermountain Repeater Group,CCARC,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,string,233.6,SE,string,449.875,444.875,123,Taos,On-Air,undefined,Taos ARC,undefined,undefined,NMFCC,string,undefined,"Linked to 147.34, E-Power.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
51.5,number,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,string,233.6,SE,string,51.5,51.5,100,Taos,On-Air,undefined,Taos ARC,undefined,Taos Amateur Radio Club,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,233.6,SE,string,147.12,147.72,67,Taos,On-Air,Wide area.,Taos Amateur Radio Club,undefined,http://taosarc.org/,NMFCC,string,undefined,E-power.,undefined,undefined,undefined,828279,undefined,ARRL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,string,233.6,E,string,448.55,443.55,82.5,Denver,Off-Air,undefined,HPRA,undefined,undefined,CCARC,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,string,233.6,SE,string,224.4,222.8,225.7,Taos,On-Air,undefined,Taos ARC,undefined,http://taosarc.org,NMFCC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,string,233.6,E,string,146.715,146.115,123,Denver,On-Air,undefined,EARS,undefined,undefined,CCARC,string,123,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.075,-5,123,N5EHP,Denver,CO,OPEN,string,233.6,E,string,448.075,443.075,123,Denver,On-Air,undefined,W0IG,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,233.7,E,string,449.3,444.3,100,Adams,On-Air,undefined,N1UPS,undefined,undefined,CCARC,string,undefined,undefined,undefined,3699,undefined,43699,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.3,0.6,100,W7EO,"Tooele, South Mountain",UT,OPEN,string,233.8,NW,string,147.3,147.9,100,Tooele,On-Air,Wasatch Front from Payson to the Utah/Idaho border.,West Desert ARC,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,string,233.8,E,string,449.825,444.825,103.5,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,undefined,Repeater,CCARC,string,undefined,6,undefined,undefined,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,string,233.8,E,string,448.925,443.925,131.8,Boulder,On-Air,undefined,W0LMA,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.35,-5,100,W7EO,"Tooele,  South Mountain",UT,OPEN,string,233.8,NW,string,449.35,444.35,100,Tooele,On-Air,Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele Co ARS, West Desert ARC",undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,233.9,E,string,447.175,442.175,100,Denver,On-Air,undefined,W0JRL,undefined,undefined,CCARC,string,100,undefined,undefined,undefined,undefined,201712,undefined,undefined,undefined,undefined,undefined,29997,Standard AllStar Link access commands.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.4,-5,string,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,233.9,NW,string,448.4,443.4,string,Salt Lake,On-Air,Wide area.,IHC.,undefined,undefined,UVHFS,string,undefined,9,string,3407,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.12,0.6,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,147.12,147.72,100,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton.  I-80 corridor west of the Wasatch Front to the Nevada border.  Tooele Valley and communities from Grantsville down toward Vernon.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,K7JL,9,http://www.utahvhfs.org/snowlink.html,UVHFS,string,undefined,E-power.,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to the  Intermountain Intertie System .",undefined,VHF Society Net: Tue at 20:00.,undefined,undefined,Intermountain Intertie,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.075,-5,string,KF6RAL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,string,234.1,NW,string,448.075,443.075,undefined,Salt Lake,On-Air,"South to Nephi, North to Malad, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KF6RAL (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.5,-5,100,K7JL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,string,234.1,NW,string,449.5,444.5,100,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,K7JL,undefined,undefined,UVHFS,string,undefined,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.94,-0.6,88.5,WA7VHF,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,146.94,146.34,88.5,Salt Lake,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden. I-15 and I-80 Coverage,Utah VHF Society,9,undefined,UVHFS,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.125,-0.6,string,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,145.125,144.525,undefined,Salt Lake,On-Air,"Wide area: South to Nephi, North to Malad, East to Evanston, West to Wendover.",Utah VHF Society,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KF6RAL (C) Gateway,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.62,-0.6,string,W7SP,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,146.62,146.02,string,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton.  Tooele Valley and communities from Grantsville down toward Vernon.  Interstate 80 corridor west of the Wasatch Front to the Nevada border.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,Utah ARC,undefined,undefined,UVHFS,string,undefined,E-power.,undefined,undefined,UARC: Sun at 21:00.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Synchroneous.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.15,-5,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,449.15,444.15,100,Salt Lake,On-Air,"Wide area: Salt Lake, Ogden, Provo, Tooele and beyond.",K7JL,9,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
