Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,IRLP,Last update,Downlink Tone,Sponsor,Affiliate,Notes,Coordination,Features,Links,AllStar,EchoLink,Nets,D-STAR Enabled,Node,Sources,Web links,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,WIRES-X,Grid,Feed,Commands,Mixed-Mode,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,On-air,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,49.2,SSW,,448.45,443.45,100,El Paso,On-Air,Wide area.,,,,Pikes Pk FM Assoc,,,CCARC,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,49.5,NW,,145.46,144.86,107.2,Boulder,On-Air,Boulder/Denver Metro,3990,,107.2,Colorado Repeater Association (CRA),CRA VHF Link System,,CCARC,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,347086,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,49.5,NW,,446.9875,441.9875,,Boulder,On-Air,,,,,Rocky Mountain Ham Radio,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,49.5,NW,,224.02,222.42,,Boulder,On-Air,Denver metro area.,,,,Rocky Mtn VHF Soc,,,CCARC,8,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,217336,,,,,RMVHS repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,49.5,NW,,447.75,442.75,141.3,Boulder,On-Air,,3450,,141.3,Rocky Mountain Ham Radio,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,49.5,NW,,447.975,442.975,107.2,Boulder,On-Air,Wide area: Boulder/Longmont area.,,,107.2,Colorado Repeater Association (CRA),,,CCARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,49.5,NW,,445.05,440.05,,Boulder,On-Air,Wide area,,,,Rocky Mountain Ham Radio,,,CCARC,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,2,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,51,NW,,146.91,147.51,123,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,127.3,,"Town of Gold Hill, Colorado",There is a MOU With BCARES for repeater use.,,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,51.3,S,,448.725,443.725,123,El Paso,On-Air,,,,,KA0TTF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,51.6,SW,,147.36,147.96,107.2,Park,On-Air,Wide area.,3854,,107.2,,,,CCARC,E-power.,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,51.6,SW,,146.685,146.085,107.2,Park,On-Air,,,,107.2,Mountain ARC (MARC),,,CCARC,"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,52.3,ESE,,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",3349,,123,K0UPS Club c/o N1UPS,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",CCARC,Full duplex node.,,,3349,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,53,SSW,,446.95,441.95,,Teller,On-Air,Monument Hill through Pueblo.,,,,Rocky Mountain Ham Radio,RMHAM,,,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,1,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,53,SSW,,147.18,147.78,100,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,AA0SP,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,CCARC,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,53,SSW,,927.725,902.725,D114,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,,D114,WA6IFI,,,CCARC,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,53.7,S,,145.13,144.53,88.5,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,123,Colorado Connection,,Linked into the Colorado Connection System,CCARC,9,Full-time to the  Colorado Connection System .,,,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,53.7,S,,446.9125,441.9125,,El Paso,On-Air,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,53.7,S,,53.13,51.43,107.2,El Paso,On-Air,,,,107.2,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,,,,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,53.7,S,,445.0625,440.0625,,El Paso,Off-Air,,,,,Rocky Mountain Ham Radio,,,CCARC,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,2,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,53.7,S,,927.85,902.85,D114,Teller,On-Air,,,,,CMRG,,,CCARC,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,53.8,S,,145.375,144.77,,El Paso,On-Air,wide area,,,,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,54.4,S,,448,443,107.2,El Paso,On-Air,,,,,,,,CCARC,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,54.4,S,,147.345,147.945,107.2,El Paso,On-Air,Wide area.,3854,,107.2,,,,CCARC,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,54.4,S,,448.1,443.1,107.2,El Paso,On-Air,Wide area.,,,107.2,,,,CCARC,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,54.4,S,,145.16,144.56,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",3990,,107.2,Colorado Repeater Association,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,CCARC,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,347086,,,,,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,54.4,S,,146.76,146.16,107.2,El Paso,On-Air,,,,107.2,Cheyenne Mountain Repeater Group,,,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,57,S,,448.8,443.8,100,El Paso,Off-Air,,,,100,Pikes Peak FM Assoc,,,CCARC,,,,,,,,,PPFMA Repeaters,,,,,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,57,S,,145.265,144.665,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,,,100,Pikes Peak FM Association,,Repeater has been moved.,CCARC,"Closed autopatch, e-power.",,,,,,,,PPFMA Repeaters,,,,,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,57.8,SSW,,224.94,223.34,67,Teller,Testing,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,57.8,SSW,,147.015,147.615,107.2,Teller,On-Air,,,,,Mountain ARC,,,CCARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,57.8,SSW,,447.4,442.4,67,Teller,On-Air,,,,,WB0WDF,,,CCARC,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,57.8,SSW,,1287.7,1267.7,67,Teller,Testing,,,,,WB0WDF,,Testing in Canon City,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,57.8,SSW,,145.46,144.86,67,Teller,On-Air,,,,,WB0WDF,RGARC,,CCARC,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,58.7,NW,,147.03,147.63,100,Boulder,On-Air,,,,,KI0HG,Boulder County Amateur Radio Emergency Service,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,59,WNW,,147.285,147.885,88.5,Grand,On-Air,,,,123,Colorado Connection,,,CCARC,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,61.2,N,,449.725,444.725,127.3,Weld,On-Air,,,,,K0OJ,,,CCARC,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,61.2,N,,146.85,146.25,100,Weld,On-Air,,,,100,Northern Colorado ARC,,,CCARC,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,62.4,WNW,,447.45,442.45,103.5,Grand,On-Air,,,,,W0IG,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,62.6,N,,449.325,444.325,,Weld,On-Air,,,,,Colorado Amateur Repeater Network (CARN),,,CCARC,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,62.6,N,,147,147.6,100,Weld,On-Air,,3839,,100,Weld ARS,,,CCARC,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,,,,,,,,,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,62.6,N,,448.475,443.475,100,Weld,On-Air,,3839,,,Weld Amateur Radio Society (WARS),,,CCARC,,,,,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,63,NNW,,224.32,222.72,100,Larimer,Off-Air,,,,100,KN6VV,,,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,63,NNW,,449.575,444.575,100,Larimer,On-Air,,,,,Loveland Rptr Assoc,,,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,63.8,NNW,,147.195,147.795,100,Larimer,On-Air,,,,,Loveland Repeater Assoc,,,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,64.6,W,,147.39,147.99,88.5,Summit,On-Air,Wide area.,,,123,Colorado Connection,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",CCARC,12,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,Breckenridge Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,65.1,W,,445.0875,440.0875,,Fremont,On-Air,,,,,K2AD,Rocky Mountain Ham Radio,,,,,,,,,,,http://www.rmham.org/,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,65.1,N,,448.025,443.025,100,Larimer,On-Air,,,,100,Northern Colorado ARC,,,CCARC,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,67.7,WSW,,446.7625,441.7625,,Park,On-Air,,,,,K7PFJ,RMHAM,,,,,,,,,,,,,,,,,,,,,,,0,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,1,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,68.1,W,,146.7,146.1,107.2,Summit,On-Air,,3972,,,GRARC,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,68.7,NNW,,146.685,146.085,123,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),7268,,,Estes Valley ARC,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,625757,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,,69.3,WSW,,447.125,442.125,103.5,Park,On-Air,,,,103.5,WZ0N,,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,69.4,SE,,446.7375,441.7375,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,K0RTS KC0VJD,RMHam,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",CCARC,,,,,,,,,,,,,,,,,,,,,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,1,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,70.1,SE,,147.06,147.66,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",3794,,,BSARC,,,CCARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,42740,791116,Big Sandy Net: Wed 19:00,,,,http://www.bigsandyradio.com/,,,,,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,71.5,N,,147.39,147.99,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",,,,KT0L - NoCo C-Bridge Network,,,CCARC,,,,,Tac 310 Net: Sun at 18:00.,,,,Documentation,,,,,,,,,,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,2,1,1,1,1,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,71.7,NW,,449.8,444.8,123,Larimer,On-Air,,7268,,,Estes Valley ARC,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,625757,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,71.8,NNW,,447.45,442.45,123,Larimer,On-Air,,,,,,,,CCARC,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,71.8,NNW,,1283.55,1263.55,100,Larimer,On-Air,Northern Colorado Front Range,,,,K1TJ Repeater System,,,CCARC,,,,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,71.8,NE,,448.2,443.2,,Morgan,On-Air,,,,,,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",CCARC,Mixed Mode,Full-time to the  Colorado TRBO System .,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,2,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,71.8,NNW,,446.7375,441.7375,,Larimer,On-Air,Wide area: North Front Range.,,,,N0AOL - NoCo C-Bridge Network,,Repeater ID: 310803,CCARC,DMR-MARC World Wide Network,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,,,,,,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,2,1,,2,,1,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,73.2,SE,,449.9,444.9,107.2,Lincoln,On-Air,,,,,,BSAR,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,73.8,WNW,,146.82,146.22,123,Grand,,,,,,GCARA,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,73.8,N,,447.2,442.2,82.5,Weld,On-Air,,,,,N6RFI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,73.8,WNW,,446.875,441.875,,Clear Creek,On-Air,,,,,,RMHAM,,,,,,,,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
