Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,IRLP,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Coverage,Features,Mixed-Mode,Web links,EchoLink,Links,DMR Enabled,Color Code,Wide Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Nets,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,Worldwide,English,Northern Colorado,Southern Colorado,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Feed,Local Network,Denver Regional,AllStar,WIRES-X,On-air,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL,Location Photo
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,66.5,S,yes,449.95,444.95,,,,Douglas,On-Air,W9SL Owner,CCARC,yes,,77,77,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,67.3,S,yes,445.075,440.075,,,,Douglas,On-Air,Parker Radio Association,CCARC,yes,,,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,http://www.parkerradio.org,,,yes,1,,,,,,,,Mondays 20:30 MST,,,,,,,Mixed Mode,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,71.2,S,yes,446.85,441.85,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Douglas,On-Air,Parker Radio Association,CCARC,yes,,,,,,,D-Star B module,,http://parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,68.9,WSW,yes,146.82,146.22,,,,Grand,,GCARA,CCARC,yes,,123,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,69.5,NNW,yes,447.225,442.225,,,,Albany,On-Air,Laramie County EM,WRCG,yes,,,,,,Wide area.,,,,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,1,2,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,162.1,NW,yes,445.05,440.05,,,,Carbon,On-Air,Laramie County EM,WRCG,yes,,,,,,Wide area.,,,,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,1,2,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,188,NNW,yes,449.9875,444.9875,,,,Natrona,On-Air,Laramie County EM,WRCG,yes,,,,,,Wide Area. 40 mi radius.,,,,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,1,2,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,70.8,SSW,yes,447.5,442.5,,,,Jefferson,On-Air,Aurora Repeater Association,CCARC,yes,,88.5,88.5,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,71.4,SSW,yes,147.12,147.72,,,,Jefferson,On-Air,Aurora Repeater Association,CCARC,yes,,88.5,88.5,,,Denver metro and east.,E-power.,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,72.6,NNW,yes,53.03,52.03,,,,Albany,Off-Air,K7UWR,,yes,,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,8,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,76.6,NW,yes,146.61,146.01,,,,Albany,On-Air,University ARC,WRCG,yes,,,,yes,Open ↑ / Open ↓,Laramie Valley  30 mi radius.,,Yes; analog capable.,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,81.1,NW,yes,147.015,147.615,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,yes,,146.2,,yes,Open ↑ / Open ↓,Albany County,,Yes; analog capable.,http://www.uwyo.edu/uarc/,82070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,80.1,ESE,yes,145.295,144.695,,,,Logan,On-Air,NECARA,CCARC,yes,,,,,,Wide area,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,81.1,SSW,yes,146.895,146.295,,,,Park,On-Air,AB0RR,CCARC,yes,,100,100,,,285,25,,Park County Radio Club (PCRC),,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,87.2,SE,yes,449.25,444.25,,,,Elbert,On-Air,K0UPS Club c/o N1UPS,CCARC,yes,3349,123,123,,,"I-70 Limon, Co area.",Full duplex node.,,,3349,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,88,SSW,yes,449.975,444.975,,,,Douglas,On-Air,K0JSC,CCARC,yes,,100,100,,,,Simulcast and Voted with Cedarwood and Methodist.,,The Fun Machine,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,The Fun Machine,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,138.9,S,yes,449.975,444.975,,,,Fremont,On-Air,K0JSC,CCARC,yes,,100,100,,,,Simulcast TX / Voted RX with Cedarwood and Salida,,http://www.k0jsc.com,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,139.5,SSW,yes,446.7375,441.7375,,,,Fremont,On-Air,,CCARC,yes,,,,,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",IPSC Link to the Colorado network on Talk Slot 2.,,http://www.k0jsc.com,,Full-time to the  Colorado TRBO System .,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,Rocky Mountain Ham Radio,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,2,DM78ii,,,,,,,,,,,,,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,139.5,SSW,yes,447.25,442.25,,,,Fremont,On-Air,,CCARC,yes,7301,100,100,,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,K0JSC dot Com,363976,Full-time to the  The Fun Machine System .,,,,,,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,DM78ik,,,,,,Listen Live,,,28368,,,,,,,,yes
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,140.5,SSW,yes,447.975,442.975,,,,Fremont,On-Air,K0JSC,CCARC,yes,7301,100,100,,,"Canon City area. 
   Repeater Coverage Map",Autopatch.,,http://www.k0jsc.com,363976,Full-time to the  The Fun Machine System .,,,,,,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,Listen Live,,,28368,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,146.5,S,yes,448.975,443.975,,,,Pueblo,On-Air,,CCARC,yes,7301,100,100,,,,,,http://www.k0jsc.com,363976,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,Off air.  Will return to service,,,,,,,,,,,Listen Live,,,28368,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,151.6,S,yes,446.9875,441.9875,,,,Pueblo,Off-Air,,CCARC,yes,,,,,,,,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,RMHAM,,,,,,2,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,151.6,S,yes,447.275,442.275,,,,Pueblo,On-Air,,CCARC,yes,,100,100,,,,,,The Fun Machine,,Full-time to the  The Fun Machine System .,,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,The Fun Machine,,"Moved to Pueblo.  Now called ""Pueblo Metro""",,,,,,,,,,,Listen Live,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,153.2,SSW,yes,449.975,444.975,,,,Chaffee,On-Air,,CCARC,yes,7301,100,100,,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,2,,K0JSC.COM,363976,Full-time to the  The Fun Machine System .,,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,DM68xk,,,,,,,,,28368,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,163.2,SSW,yes,448.325,443.325,,,,Custer,On-Air,,,yes,,100,100,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,165.5,S,yes,449.975,444.975,,,,Pueblo,On-Air,K0JSC,CCARC,yes,7301,100,100,,,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",2,,K0JSC dot Com,363976,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,DM78SA18,,,,,,Listen Live,,,28368,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,88.9,NNE,yes,147,146.4,,,,Banner,On-Air,Tri-City Radio Amateur Club,,yes,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,118.3,NNE,yes,147.075,147.675,,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,151,NE,yes,146.715,146.115,,,,Box Butte,On-Air,TriCity,,yes,,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,89,SSE,yes,147.105,147.705,,,,Elbert,On-Air,ARES of Douglas and Elbert Counties,CCARC,yes,,107.2,107.2,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,,http://www.w0cra.org/,,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,89.7,S,yes,145.19,144.59,,,,Douglas,On-Air,N0OBA Owner,,yes,,131.8,131.8,,,Wide area coverage at 8300,,,,10079,,,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,92.4,S,yes,447.725,442.725,,,,El Paso,On-Air,K0NR,CCARC,yes,,100,100,,,Local.,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,95.5,S,yes,447.625,442.625,,,,El Paso,On-Air,KD0MDP,,yes,7301,100,100,,,,Linked.,,,363976,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,28299,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,95.8,SW,yes,146.7,146.1,,,,Summit,On-Air,GRARC,CCARC,yes,3972,107.2,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,100.5,S,yes,146.82,146.22,,,,Teller,On-Air,Mountain ARC,CCARC,yes,,107.2,,,,,E-power.,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,100.5,S,yes,448.65,443.65,,,,Teller,On-Air,Mountain ARC (MARC),CCARC,yes,,107.2,,,,,E-power.,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,104.1,SSW,yes,146.685,146.085,,,,Park,On-Air,Mountain ARC (MARC),CCARC,yes,,107.2,107.2,,,,"Closed autopatch, e-power.",,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,110,S,yes,447.475,442.475,,,,El Paso,,Mountain ARC (MARC),CCARC,yes,,107.2,,,,,"Closed autopatch, e-power.",,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,118.5,SSW,yes,147.015,147.615,,,,Teller,On-Air,Mountain ARC,CCARC,yes,,107.2,,,,,E-power.,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,100.5,S,yes,145.415,144.815,,,,Teller,,MARC,CCARC,yes,,179.9,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,100.5,S,yes,447.675,442.675,,,,Teller,On-Air,Mountain Amateur Radio Club (MARC),CCARC,yes,,179.9,179.9,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,100.5,S,yes,449.025,444.025,,,,Teller,,Mountain Amateur Radio Club (MARC),CCARC,yes,,141.3,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,100.5,S,yes,927.9,902.9,,,,Teller,On-Air,MARC,CCARC,yes,,D205,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,100.5,S,yes,449.325,444.325,,,,Teller,On-Air,KA4EPS,CCARC,yes,,103.5,103.5,,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,,,,,,,,,,,,,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,Amateur Radio Motorcycle Club,,Node # 27976,,,,,,,,,,,,,,27976,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,101.8,SE,yes,446.7375,441.7375,,,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,yes,,,,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,,,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,RMHam,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,,2,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,102.8,SE,yes,147.06,147.66,,,,Lincoln,On-Air,BSARC,CCARC,yes,3794,103.5,,yes,Open ↑ / Open ↓,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",Yes; analog capable.,http://www.bigsandyradio.com/,791116,,,,,,,,,,,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,,,,,,,,42740,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,135.8,SE,yes,146.895,146.295,,,,Kit Carson,On-Air,Big Sandy ARC,CCARC,yes,,103.5,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,103.1,S,yes,447.2,442.2,,,,El Paso,Testing,GGARC,,yes,,,,yes,Open ↑ / Open ↓,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,105.5,SSW,yes,449.7,444.7,,,,Park,,CMRG,CCARC,yes,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,109.7,S,yes,147.27,147.87,,,,El Paso,On-Air,TRA,,yes,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,110,S,yes,449.575,444.575,,,,El Paso,On-Air,RMHARC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,162.2,N,yes,147.33,147.93,,,,Niobrara,On-Air,,,yes,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,188.2,NNE,yes,446.3,446.3,,,,Dawes,On-Air,,,yes,,CSQ,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,199.6,WSW,yes,447.35,442.35,,,,Delta,,Grand Mesa Repeater Assoc (GMRA),CCARC,yes,,107.2,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,103.4,WSW,yes,224.8,223.2,,,,Eagle,Off-Air,ECHO,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,103.4,WSW,yes,449.9,444.9,,,,Eagle,Off-Air,ECHO,CCARC,yes,,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,103.8,WSW,yes,146.61,146.01,,,,Eagle,On-Air,ECHO,CCARC,yes,,107.2,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,104.1,SSW,yes,147.36,147.96,,,,Park,On-Air,,CCARC,yes,3854,107.2,107.2,,,Wide area.,E-power.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.2,S,yes,446.9125,441.9125,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.2,S,yes,927.85,902.85,,,,Teller,On-Air,CMRG,CCARC,yes,,D114,,,,,9,,http://www.cmrg.org,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.3,S,yes,145.375,144.77,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,,,,,,wide area,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,Repeater off air for now.,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.9,S,yes,146.76,146.16,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,yes,,107.2,107.2,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
