Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,IRLP,Commands,Notes,Nets,Web links,Affiliate,EchoLink,Grid,D-STAR Enabled,Node,Sources,Feed,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,English,Europe,TAC 310,DCI Bridge,Southwest USA,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,79.4,NNE,yes,146.61,146.01,107.2,Eagle,,ECHO,CCARC,yes,On-Air,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,79.5,WNW,yes,446.9125,441.9125,,Mesa,,Bill Frost,,yes,On-Air,,,"Grand Junction, I70",,,,Brandmeister network,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,80.3,NE,yes,146.7,146.1,107.2,Summit,,GRARC,CCARC,yes,On-Air,E-power.,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,81.2,NNE,yes,224.8,223.2,,Eagle,,ECHO,CCARC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,81.2,NNE,yes,449.9,444.9,107.2,Eagle,,ECHO,CCARC,yes,Off-Air,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,83.6,E,yes,146.685,146.085,107.2,Park,,Mountain ARC (MARC),CCARC,yes,On-Air,"Closed autopatch, e-power.",107.2,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,Autopatch: 911,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,95.3,ESE,yes,147.015,147.615,107.2,Teller,,Mountain ARC,CCARC,yes,On-Air,E-power.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,105.3,E,yes,146.82,146.22,107.2,Teller,,Mountain ARC,CCARC,yes,On-Air,E-power.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,105.3,E,yes,448.65,443.65,107.2,Teller,,Mountain ARC (MARC),CCARC,yes,On-Air,E-power.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,115.2,ESE,yes,447.475,442.475,107.2,El Paso,Unknown,Mountain ARC (MARC),CCARC,yes,,"Closed autopatch, e-power.",,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,84,SE,yes,919.1,894.1,88.5,Pueblo,,Pueblo HC,CCARC,yes,Off-Air,,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,100.6,SE,yes,224.32,222.72,88.5,Custer,,Pueblo Ham Club,CCARC,yes,Off-Air,11,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,100.6,SE,yes,447.175,442.175,88.5,Pueblo,,Pueblo HC,CCARC,yes,Off-Air,11,,Wide area: Southeast Colorado.,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,127,ESE,yes,145.115,144.515,88.5,Pueblo,,Pueblo Ham Club,CCARC,yes,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,127,ESE,yes,146.88,146.28,88.5,Pueblo,,Pueblo HC,CCARC,yes,On-Air,E-power.,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,128.7,ESE,yes,146.79,146.19,88.5,Pueblo,,Pueblo HC,CCARC,yes,On-Air,E-power.,CSQ,Wide area.,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,128.7,ESE,yes,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,CCARC,yes,Off-Air,E-power.,CSQ,Wide area.,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,128.7,ESE,yes,447.95,442.95,88.5,Pueblo,,Pueblo Ham Club,CCARC,yes,On-Air,E-power.,,Wide area.,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,144.4,SE,yes,146.73,146.13,88.5,Huerfano,,Pueblo Ham Club,CCARC,yes,On-Air,6,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,84.1,SE,yes,147.06,147.66,77,Custer,,http://www.qsl.net/rghc,CCARC,yes,On-Air,E-power,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,84.1,SE,yes,448.15,443.15,103.5,Custer,,Royal George ARC,CCARC,yes,On-Air,E-power.,103.5,,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,84.1,SE,yes,927.775,902.775,D116,Custer,,Royal Gorge Amateur Radio Club,CCARC,yes,On-Air,,D116,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,88.9,ESE,yes,927.7,902.7,D114,Fremont,,Royal Gorge ARC,CCARC,yes,On-Air,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,85.2,ESE,yes,449,444,67,Fremont,,WB0WDF,CCARC,yes,On-Air,"E-power (Solar, Wind)",67,,Full-time to the  Mega-Link System .,,,North of the Royal Gorge Bridge.,,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,88.7,ESE,yes,53.03,51.33,88.5,Fremont,,WB0WDF,CCARC,yes,On-Air,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",88.5,,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,Http://www.qsl.net/rghc,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,95.3,ESE,yes,1287.7,1267.7,67,Teller,,WB0WDF,CCARC,yes,Testing,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,95.3,ESE,yes,145.46,144.86,67,Teller,,WB0WDF,CCARC,yes,On-Air,"E-power, 100% Solar",,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,95.3,ESE,yes,224.94,223.34,67,Teller,,,CCARC,yes,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,95.3,ESE,yes,447.4,442.4,67,Teller,,WB0WDF,CCARC,yes,On-Air,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,88.1,WNW,yes,448.15,443.15,100,Mesa,,,CCARC,yes,On-Air,,,,,7963,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,94.5,WNW,yes,146.82,146.22,107.2,Mesa,,,CCARC,yes,On-Air,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,88.7,ESE,yes,145.49,144.89,103.5,Fremont,,Royal Gorge Amateur Radio Club,CCARC,yes,On-Air,E-power (Bat),103.5,,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,,DM78ik,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,88.7,ESE,yes,223.96,222.36,103.5,Fremont,,RGARC,CCARC,yes,On-Air,"E-power (Bat), Remote Base",103.5,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,88.7,ESE,yes,447.75,442.75,103.5,Fremont,,RGARC,CCARC,yes,On-Air,E-power (Bat),103.5,,,3081,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,92.8,SSW,yes,146.7,146.1,100,La Plata,,Durango ARC,CCARC,yes,On-Air,9,100,Local.,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,98,SW,yes,146.67,146.07,100,La Plata,,Durango ARC,CCARC,yes,On-Air,11,,Wide area.,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,Linked active in the summer months only.,,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,102,SSW,yes,449.85,444.85,100,La Plata,,DARC,CCARC,yes,On-Air,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,94,S,yes,146.61,146.01,123,Archuleta,,,CCARC,yes,On-Air,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,94.5,WNW,yes,147.39,147.99,107.2,Mesa,Unknown,KE0TY,CCARC,yes,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,94.6,WNW,yes,145.22,144.62,107.2,Mesa,Unknown,KE0TY,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,94.6,WNW,yes,145.175,144.575,107.2,Mesa,,,CCARC,yes,On-Air,"E-power,",,Greater grand Junction area.,,3161,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,104.5,WNW,yes,146.94,146.34,107.2,Mesa,,Western Colorado Amateur Radio Club,CCARC,yes,On-Air,E-power and autopatch for WCARC members,107.2,Grand Junction 30-50 mi,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,http://w0rrz.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,94.6,WNW,yes,147.105,147.705,,Mesa,,K0SSI,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,94.6,WNW,yes,447.5,442.5,114.8,Mesa,Unknown,KC0ARV,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,94.6,WNW,yes,446.775,441.775,,Mesa,,,,yes,On-Air,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,94.6,WNW,yes,449.775,444.775,173.8,Mesa,,,CCARC,yes,On-Air,,88.5,,,7573,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,98.1,NE,yes,146.895,146.295,100,Park,,AB0RR,CCARC,yes,On-Air,25,100,285,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,Wed at 19:30.,Park County Radio Club (PCRC),,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,102,SSW,yes,448.625,443.625,131.8,La Plata,,KC5EVE,CCARC,yes,On-Air,,131.8,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,103.5,E,yes,146.97,146.37,100,El Paso,,Pikes Peak FM Assoc,CCARC,yes,On-Air,"Closed autopatch, e-power.",123,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,103.5,E,yes,448.45,443.45,100,El Paso,,Pikes Pk FM Assoc,CCARC,yes,On-Air,E-power.,,Wide area.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,109.8,ESE,yes,145.265,144.665,100,El Paso,,Pikes Peak FM Association,CCARC,yes,Off-Air,"Closed autopatch, e-power.",100,Local. Good coverage of I25 in Colorado Springs.,,,,Repeater has been moved.,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,109.8,ESE,yes,448.8,443.8,100,El Paso,,Pikes Peak FM Assoc,CCARC,yes,Off-Air,,100,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,115.2,ESE,yes,224.06,222.46,,El Paso,Unknown,Pikes Peak FM Association (PPFMA),CCARC,yes,,"E-power, linked.",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,105,SW,yes,145.37,144.77,100,La Plata,,,CCARC,yes,On-Air,E-power.,100,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,105.3,E,yes,145.415,144.815,179.9,Teller,Unknown,MARC,CCARC,yes,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,105.3,E,yes,447.675,442.675,179.9,Teller,,Mountain Amateur Radio Club (MARC),CCARC,yes,On-Air,E-power.,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,105.3,E,yes,449.025,444.025,141.3,Teller,Unknown,Mountain Amateur Radio Club (MARC),CCARC,yes,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,105.3,E,yes,927.9,902.9,D205,Teller,,MARC,CCARC,yes,On-Air,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,105.3,E,yes,449.325,444.325,103.5,Teller,,KA4EPS,CCARC,yes,On-Air,E-power. Allstar Node 27976,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",,,,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,Amateur Radio Motorcycle Club,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,105.4,ESE,yes,446.95,441.95,,Teller,,Rocky Mountain Ham Radio,,yes,On-Air,,,Monument Hill through Pueblo.,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,RMHAM,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,118.8,NNE,yes,446.875,441.875,,Clear Creek,,,,yes,On-Air,,,,,,,,,http://www.rmham.org,RMHAM,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.2,NNE,yes,446.75,441.75,,Larimer,,Rocky Mountain Ham Radio,CCARC,yes,On-Air,,,,Full-time to the  Colorado TRBO System .,,,See website for complete info on color codes/time slot assignment.,,http://www.rmham.org,,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,204.8,NNE,yes,449.9375,444.9375,,Laramie,,,WRCG,yes,On-Air,,,,Full-time to the  Rocky Mountain Ham System .,,,,,https://www.rmham.org/wordpress/,,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,105.4,ESE,yes,927.725,902.725,D114,Teller,,WA6IFI,CCARC,yes,On-Air,12,D114,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.","Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,112.2,ESE,yes,53.13,51.43,107.2,El Paso,,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,On-Air,,107.2,,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,115.2,ESE,yes,447.55,442.55,123,El Paso,,WA6IFI,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,171.7,SE,yes,145.43,144.83,107.2,Las Animas,,Cheyenne Mountain Repeater Group,CCARC,yes,On-Air,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,105.4,ESE,yes,147.18,147.78,100,El Paso,,AA0SP,CCARC,yes,On-Air,E-power (solar).,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,107.6,NE,yes,53.05,51.35,107.2,Jefferson,,Colorado Repeater Association (CRA),CCARC,yes,Off-Air,10,107.2,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.7,NE,yes,145.145,144.545,107.2,Clear Creek,,Colorado Repeater Assoc,CCARC,yes,On-Air,E-power.,107.2,Wide area. Denver metro.,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,109.7,NE,yes,447.575,442.575,107.2,Clear Creek,,Colorado Repeater Association (CRA),CCARC,yes,On-Air,,107.2,Wide area: Denver metro.,,3291,Member-only IRLP and Echolink node,,,http://www.w0cra.org,,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
