Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Notes,Coordination,Affiliate,Feed,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,Southern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,Local Network,IRLP,Talkgroup Network,Denver Regional,Worldwide,North America,Local/Cluster,Commands,AllStar,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Worldwide English,DCI Bridge,N. Colorado,D-STAR Enabled,Node,Sources,English,TAC 310,Wyoming,WyLOCAL,P25 Digital Enabled,NAC,Default Reflector,Mountain Reg USA,WIRES-X,Location Photo
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,90.1,SE,yes,145.49,144.89,100,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club","Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",yes,,E-power.,DRC: Sun at 20:30.,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,90.1,SE,yes,449.35,444.35,100,100,Clear Creek,On-Air,Denver Radio Club,,yes,Wide area.,11,,DRC Repeaters,,CCARC,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,92,SE,yes,446.7875,441.7875,,,Jefferson,On-Air,Denver Radio Club,,yes,,,,http://www.w0tx.org/,,CCARC,Brandmeister Network,,,yes,1,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,92.9,SE,yes,448.625,443.625,100,100,Jefferson,On-Air,Denver Radio Club,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",yes,Denver metro area.,E-power.,DRC: Sun at 20:30.,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,102.8,SE,yes,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,,yes,Metro Denver area.,E-power.,,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,104.4,SE,yes,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,,yes,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,105.1,SE,yes,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,,yes,Metro Denver and the foothills.,E-power.,SATERN: Thu at 19:30.,DRC Repeaters,Not recommeded to use tone squelch on this repeater.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,105.1,SE,yes,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,yes,,,,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,105.1,SE,yes,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,,yes,Metro Denver,,,Denver Radio Club,,CCARC,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,90.1,SE,yes,146.67,146.07,100,100,Clear Creek,On-Air,Castle Rock Repeater Group,,yes,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",11,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,117.9,SE,yes,448.5,443.5,100,,Denver,On-Air,Castle Rock Repeater Group,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",yes,Greater Denver area.,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,126.1,SE,yes,145.4,144.6,100,,Arapahoe,On-Air,Castle Rock Repeater Group,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",yes,Greater Denver area.,"Autopatch, e-power.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,90.3,SE,yes,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Denver PD EEB,,yes,Wide area.,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,98.9,SE,yes,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,98.9,SE,yes,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,yes,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,90.3,SE,yes,448.675,443.675,100,100,Denver,On-Air,W0CFI,,yes,Wide area.,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,90.6,SE,yes,447.85,442.85,141.3,141.3,Clear Creek,On-Air,AC0KQ,,yes,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,,,,CCARC,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,90.8,SE,yes,449,444,136.5,136.5,Clear Creek,On-Air,CARN,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,110.4,SE,yes,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,110.4,SE,yes,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,yes,,,,,,CCARC,,,,,,,,,,,,,,,,7708,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,111.7,ESE,yes,449.325,444.325,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,119.9,SE,yes,449.15,444.15,,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,90.9,NE,yes,447.225,442.225,,,Albany,On-Air,Laramie County EM,,yes,Wide area.,,,,,WRCG,Wyoming DMR Project,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,92.7,NNW,yes,445.05,440.05,,,Carbon,On-Air,Laramie County EM,,yes,Wide area.,,,,,WRCG,Wyoming DMR Project,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,166.7,N,yes,449.9875,444.9875,,,Natrona,On-Air,Laramie County EM,,yes,Wide Area. 40 mi radius.,,,,,WRCG,Wyoming DMR Project,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,91.5,ESE,yes,446.8125,441.8125,,,Larimer,On-Air,W0QEY CSU,,yes,Fort Collins Local Area,D-Star Gateway,,,Free Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,92,ESE,yes,449.85,444.85,100,100,Larimer,On-Air,CO State Univ ARC,,yes,Map,Closed autopatch.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,92.3,ESE,yes,147.36,147.96,100,100,Larimer,On-Air,CO State Univ ARC,,yes,Map,Closed autopatch.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,91.7,NE,yes,53.03,52.03,,,Albany,Off-Air,K7UWR,,yes,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,8,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,92,SE,yes,927.8375,902.025,,,Jefferson,On-Air,,,yes,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,The offset is -25.8125,CCARC,,,,,,,,,,,,,,,,,,,,,,,45770,,,,,,,,,,,,,,,,,yes,293,yes,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,136.4,SE,yes,927.8375,902.025,,,Douglas,On-Air,,,yes,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,92.1,ESE,yes,447.725,442.725,131.8,,Larimer,On-Air,W7RF,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,92.6,ESE,yes,224.32,222.72,100,100,Larimer,Off-Air,KN6VV,,yes,,"Closed autopatch, e-power.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,92.7,NNW,yes,146.7,146.1,162.2,,Carbon,On-Air,,,yes,,,,,,WRCG,,,,,,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,92.7,NNW,yes,449.8,444.8,146.2,,Carbon,,Wyocomm,,yes,,,,,,WRCG,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,92.7,NNW,yes,146.76,146.16,100,,Carbon,On-Air,CCARS,,yes,Wide area.,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,92.7,NNW,yes,147.39,147.99,100,,Carbon,On-Air,HERC,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",yes,Wide area.,E-power.,,,,,N7ZEF (EchoLink).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,92.7,NNW,yes,448.3,443.3,100,,Carbon,,,,yes,,,,,,WRCG,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,92.8,SE,yes,145.28,144.68,100,,Jefferson,On-Air,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",yes,Wide area.,"Closed autopatch, e-power, linked.",Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,"PL is usually off, allowing use by older transceivers.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,92.8,SE,yes,449.525,444.525,CSQ,,Jefferson,On-Air,KE0SJ,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",yes,,E-power.,,Intermountain Repeater Group,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,110.4,SE,yes,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,,yes,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,Intermountain Repeater Group,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,116.4,SE,yes,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,yes,Local/North Metro,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,92.8,SE,yes,146.64,146.04,100,,Jefferson,On-Air,Denver Radio League,,yes,"Wide area. 
   Repeater Coverage Map",E-power.,,DRL Repeaters,8,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,112.8,SE,yes,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,,yes,Wide Area,E-power.,,DRL Repeaters,6,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,112.8,SE,yes,449.6,444.6,100,,Jefferson,On-Air,Denver Radio League,,yes,,,,DRL Repeaters,,CCARC,,,,,,,,,,,,,,690473,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,92.8,SE,yes,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,,yes,,E-power.,RADOPS: Sun at 19:00.,,,CCARC,,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,110.4,SE,yes,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,93.2,SE,yes,448.85,443.85,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,yes,"Denver metro, central front range",e-power.,ARA: Wed at 20:00.,ARA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,93.2,SE,yes,224,222.4,103.5,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,yes,,8,,Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,93.2,SE,yes,147.15,147.75,100,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",yes,"Denver metro, central front range",e-power,ARA: Wed at 20:00.,ARA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,93.3,SE,yes,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,yes,,8,,Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,93.3,SE,yes,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,yes,,e-power,ARA: Wed at 2000.,ARA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,93.3,SE,yes,145.22,144.62,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,yes,Wide area.,8,,Repeater,Talk-Group of $FFFF.,CCARC,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,93.8,SE,yes,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",yes,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.",,http://w0eno.org/?q=node/11,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,93.8,SE,yes,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",yes,,30,LARC: Sun at 20:00.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,93.8,SE,yes,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,,yes,,,,,,CCARC,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,96,E,yes,448.15,443.15,100,,Laramie,Off-Air,KB7SWR,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",yes,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,114.5,E,yes,145.235,144.635,114.8,,Laramie,On-Air,N7GT,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",yes,Local: Cheyenne.,,,,25,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,96.5,SSE,yes,447.125,442.125,103.5,103.5,Park,On-Air,KC0UFO,,yes,"Covers Fairplay, Alma, and western South Park.",Emergency automatic generator.,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",CCARC,"Park County Radio Club, AB0PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,96.8,ESE,yes,448.325,443.325,110.9,,Larimer,On-Air,,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,98.9,SE,yes,448.975,443.975,123,,Jefferson,On-Air,FRG,,yes,Wide area.,Linkable VHF/UHF Remote Base,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,98.9,SE,yes,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,,yes,,E-power,,,,CCARC,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,99.2,ESE,yes,147.39,147.99,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,yes,"Fort Collins east side, into Red Feather Lakes area.",,Tac 310 Net: Sun at 18:00.,Documentation,,CCARC,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,2,,,,,,,,,,1,1,,,,,1,,,,,,1,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,100.3,ESE,yes,446.775,441.775,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,yes,"Fort Collins east side, into Red Feather Lakes area.",,,W0DMR,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,Brandmeister Network,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,BrandMeister US,,,1,2,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,1,1,2,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,99.3,SE,yes,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,yes,,,,Colorado D-Star,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,99.3,SE,yes,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,yes,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,99.3,SE,yes,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,yes,,,,Colorado D-Star,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,99.3,SE,yes,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,yes,,,,Colorado D-Star,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,99.3,SE,yes,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,Full-time to the  Colorado TRBO System .,yes,,200,,,See website for more info on CC/TS/TG programming.  www.rmham.org,CCARC,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,99.4,SE,yes,145.34,144.74,103.5,127.3,Jefferson,On-Air,Rocky Mtn Radio League,,yes,Wide area.,E-power.,,Repeater,,CCARC,,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,100,SE,yes,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
