Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Web links,Coordination,Last update,Local Network,Features,Downlink Tone,IRLP,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Mixed-Mode,Worldwide,North America,Local/Cluster,D-STAR Enabled,Node,Sources,EchoLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Commands,Nets,Feed,On-air,Worldwide English,DCI Bridge,N. Colorado,P25 Digital Enabled,NAC,Default Reflector,AllStar,YSF Digital Enabled,DG-ID,WIRES-X,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,114.5,SSW,yes,147.285,147.885,88.5,,,,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,,Full-time to the  Colorado Connection System .,,,CCARC,yes,,11,123,,,,,,,,,,,,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,119.3,WSW,yes,146.85,146.25,88.5,,,,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,,,Part of the Colorado Connection System of Repeaters,,CCARC,yes,,70,123,,,,,,,,,,,,,,,,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,124.8,WNW,yes,146.97,146.37,88.5,,,,Moffat,On-Air,,Northwest Colorado Amateur Radio Association,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,yes,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,156.4,WSW,yes,145.355,144.755,88.5,,,,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,,Full-time to the  Colorado Connection System .,Colorado Connection system of repeaters,,CCARC,yes,,E-power.,123,,,,,,,,,,,,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,187.7,WSW,yes,147.355,146.755,88.5,,,,Mesa,On-Air,,Colorado Connection,,Full-time to the  Colorado Connection System .,,,CCARC,yes,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,228.1,SW,yes,147.345,147.945,88.5,,,,La Plata,On-Air,Durango and north towards Molas Divide.,Colorado Connection,,Full-time to the  Colorado Connection System .,,,CCARC,yes,,,123,,,,,,,,,,,,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,13.8,NE,yes,147.27,147.87,100,,,,Boulder,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,http://w0eno.org/?q=node/11,CCARC,yes,,"Closed autopatch, e-power, EchoLink.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,13.8,NE,yes,448.8,443.8,88.5,,,,Boulder,On-Air,,Longmont ARC,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,CCARC,yes,,30,88.5,,,,,,,,,,,,,,,,,,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,13.8,NE,yes,448.525,443.525,151.4,,,,Boulder,On-Air,,N0EPA,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,13.9,WSW,yes,224.6,223,100,,,,Gilpin,,,W0RM,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,15.1,NW,yes,147.03,147.63,100,,,,Boulder,On-Air,,KI0HG,Boulder County Amateur Radio Emergency Service,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,16.2,S,yes,446.975,441.975,,yes,0,,Jefferson,On-Air,Denver Metro Area,W0DMR,,,,http://www.w0dmr.org/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local","Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,36.5,N,yes,145.265,144.665,,yes,2,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",http://www.w0dmr.org/,CCARC,yes,,,,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,1,2,,,,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,1,1,2,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,16.7,S,yes,448.85,443.85,88.5,,,,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,,,,ARA Repeaters,CCARC,yes,,e-power.,88.5,,,,,,,,,,,,,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,16.7,S,yes,449.75,444.75,103.5,,,,Jefferson,On-Air,,Rocky Mtn Radio League,,,,Repeater,CCARC,yes,,8,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,16.7,S,yes,224,222.4,103.5,,,,Jefferson,On-Air,,Rocky Mountain Radio League,,,,Repeater,CCARC,yes,,8,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,16.7,S,yes,224.74,223.14,88.5,,,,Jefferson,On-Air,,Aurora Repeater Assoc,,,,ARA Repeaters,CCARC,yes,,e-power,88.5,,,,,,,,,,,,,,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,16.7,S,yes,147.15,147.75,100,,,,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,ARA Repeaters,CCARC,yes,,e-power,100,,,,,,,,,,,,,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,16.7,S,yes,145.22,144.62,103.5,,,,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,,,Talk-Group of $FFFF.,Repeater,CCARC,yes,,8,103.5,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,17.5,SE,yes,147.045,147.645,123,,,,Adams,On-Air,,Northglenn RA,,,,,CCARC,yes,,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,17.5,SE,yes,449.3,444.3,100,,,,Adams,On-Air,,N1UPS,,,,,CCARC,yes,,,,3699,,,,,,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,17.9,SSW,yes,927.8375,902.025,,,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,The offset is -25.8125,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,45770,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,49.7,SE,yes,927.8375,902.025,,,,,Douglas,On-Air,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,18,SSW,yes,446.7875,441.7875,,yes,1,,Jefferson,On-Air,,Denver Radio Club,Brandmeister Network,,,http://www.w0tx.org/,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,18.7,SSW,yes,448.625,443.625,100,,,,Jefferson,On-Air,Denver metro area.,Denver Radio Club,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,DRC Repeaters,CCARC,yes,,E-power.,100,,,,,,,,,,,,,,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,21.9,SSE,yes,447.825,442.825,D073,,,,Jefferson,On-Air,,Denver Radio Club,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,CCARC,yes,,,D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,22.3,SSE,yes,53.09,51.39,107.2,,,,Jefferson,On-Air,Metro Denver area.,Denver Radio Club,,,,DRC Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,24,SSE,yes,147.33,147.93,100,,,,Jefferson,On-Air,Metro Denver and the foothills.,Denver Radio Club,,,Not recommeded to use tone squelch on this repeater.,DRC Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,24,SSE,yes,224.38,222.78,100,,,,Jefferson,On-Air,,Denver Radio Club,,,,DRC Repeaters,CCARC,yes,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,24,SSE,yes,449.775,444.775,100,,,,Jefferson,On-Air,Metro Denver,Denver Radio Club,,,,Denver Radio Club,CCARC,yes,,,100,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,26,SSW,yes,145.49,144.89,100,,,,Jefferson,On-Air,,"KB0VIU,  Denver Radio Club",,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC Repeaters,CCARC,yes,,E-power.,100,,,,,,,,,,,,,,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,26,SSW,yes,449.35,444.35,100,,,,Clear Creek,On-Air,Wide area.,Denver Radio Club,,,,DRC Repeaters,CCARC,yes,,11,100,,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,18.1,S,yes,448.125,443.125,107.2,,,,Jefferson,On-Air,,Denver PD EEB,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,18.1,S,yes,927.7875,902.7875,156.7,,,,Jefferson,On-Air,Golden and Denver.,N0PYY,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,26,SSW,yes,147.3,147.9,103.5,,,,Clear Creek,On-Air,Wide area.,Denver PD EEB,,,,,CCARC,yes,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,18.1,S,yes,448.975,443.975,123,,,,Jefferson,On-Air,Wide area.,FRG,,,,,CCARC,yes,,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,18.7,SSW,yes,145.28,144.68,100,,,,Jefferson,On-Air,Wide area.,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .","PL is usually off, allowing use by older transceivers.",Intermountain Repeater Group,CCARC,yes,,"Closed autopatch, e-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,18.7,SSW,yes,449.525,444.525,CSQ,,,,Jefferson,On-Air,,KE0SJ,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,Intermountain Repeater Group,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,24.4,SE,yes,145.475,144.875,100,,,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,,,Intermountain Repeater Group,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,29.4,ESE,yes,447.625,442.625,100,,,,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,,,,Intermountain Repeater Group,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,18.7,SSW,yes,146.64,146.04,100,,,,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",Denver Radio League,,,8,DRL Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,36.1,SSE,yes,146.88,146.28,100,,,,Jefferson,On-Air,Wide Area,Denver Radio League,,,6,DRL Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,36.1,SSE,yes,449.6,444.6,100,,,,Jefferson,On-Air,,Denver Radio League,,,,DRL Repeaters,CCARC,yes,,,,3345,,,,,,,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,18.7,SSW,yes,146.985,146.385,100,,,,Denver,On-Air,,El Jebel RADOPS,,,,,CCARC,yes,,E-power.,100,3346,,,,,,,,,,,,,,,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,24.4,SE,yes,447.925,442.925,100,,,,Denver,On-Air,,RADOPS El Jebel Shriners,,,,,CCARC,yes,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,19.6,S,yes,449.625,444.625,141.3,,,,Jefferson,On-Air,,Rocky Mountain Ham Radio,,,,,CCARC,yes,,E-power,141.3,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,19.8,S,yes,1283.9625,1263.9625,,,,,Jefferson,On-Air,,Colorado D-Star,,,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,19.8,S,yes,1299.9,1299.9,,,,,Jefferson,On-Air,,Colorado D-Star,,,,Colorado D-Star,,yes,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,19.8,S,yes,145.25,144.65,,,,,Jefferson,On-Air,,Colorado D-Star,,,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,19.8,S,yes,446.9625,441.9625,,,,,Jefferson,On-Air,,Colorado D-Star,,,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,19.8,S,yes,446.8375,441.8375,,yes,7,,Jefferson,On-Air,,WA2YZT,,Full-time to the  Colorado TRBO System .,See website for more info on CC/TS/TG programming.  www.rmham.org,,CCARC,yes,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,19.9,SSE,yes,147.21,147.81,100,,,,Jefferson,On-Air,,Denver Water Amateur Radio Club,,,,http://www.dwarc.com,,yes,,,100,3241,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,19.9,SSE,yes,448.35,443.35,,,,,Jefferson,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,http://www.DWARC.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,22.3,SSW,yes,447.85,442.85,141.3,,,,Clear Creek,On-Air,Wide area at 9500',AC0KQ,Rocky Mountain Ham Radio,,,,CCARC,yes,,AllStar node repeater providing wide area coverage along the Front Range,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29571,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,22.8,SSE,yes,448.75,443.75,100,,,,Jefferson,On-Air,Local.,,N0ELY,,,,CCARC,yes,,E-power.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,22.8,SW,yes,449.05,444.05,107.2,,,,Denver,On-Air,Wide area.,WG0N,,,,,CCARC,yes,,E-power.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,23.4,SE,yes,447.175,442.175,100,,,,Denver,On-Air,,W0JRL,,,,,CCARC,yes,,,100,,,,,,,,,,,,,,,201712,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,29997,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,23.8,S,yes,53.17,51.47,107.2,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,N6LXX,Full-time to the  N6LXX System .,,,CCARC,yes,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29883,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,23.8,S,yes,447.875,442.875,107.2,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,N6LXX,Full-time to the  N6LXX System .,,,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29913,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,24.4,SE,yes,449.65,444.65,,,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,CCARC,yes,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,24.4,SE,yes,449.675,444.675,,,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,CCARC,yes,,,,7708,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,26.1,SSW,yes,449,444,136.5,,,,Clear Creek,On-Air,,CARN,,,,,CCARC,yes,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,32.9,SE,yes,449.15,444.15,,,,,Arapahoe,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,CCARC,yes,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,40.9,NE,yes,449.325,444.325,,,,,Weld,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,CCARC,yes,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,24.4,SE,yes,146.715,146.115,123,,,,Denver,On-Air,,EARS,,,,,CCARC,yes,,E-power.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,24.4,SE,yes,448.075,443.075,123,,,,Denver,On-Air,,W0IG,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,24.4,SE,yes,448.55,443.55,82.5,,,,Denver,Off-Air,,HPRA,,,,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,24.4,SE,yes,447.9,442.9,CSQ,,,,Denver,Off-Air,,WB0TPT,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,24.7,E,yes,224.96,223.36,CSQ,,,,Weld,On-Air,,AC0KC,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,25.5,ESE,yes,447.3,442.3,107.2,,,,Weld,On-Air,,,,,,,CCARC,yes,,,,3887,,,,,,,,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,25.7,NNW,yes,146.685,146.085,123,,,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,CCARC,yes,,E-power.,,7268,,,,,,,,,,,,,,625757,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,28.3,NNW,yes,449.8,444.8,123,,,,Larimer,On-Air,,Estes Valley ARC,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,CCARC,yes,,E-Power,,7268,,,,,,,,,,,,,,625757,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,
