Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Links,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,Worldwide,North America,Local/Cluster,Nets,Feed,Grid,EchoLink,AllStar,Commands,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,WIRES-X,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,43,E,yes,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,,CCARC,yes,,,,,ARA Repeaters,,,,,,,,,88.5,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,43,E,yes,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,,CCARC,yes,,,,,Repeater,,,,,,,,Talk-Group of $FFFF.,103.5,Yes; analog capable.,Wide area.,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,44.8,ESE,yes,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,E-power.,,CCARC,yes,,,,,,,,,,,,,,88.5,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,45.7,E,yes,53.17,51.47,107.2,Jefferson,On-Air,N6LXX,,,CCARC,yes,,,,N6LXX,,,,,,,,Full-time to the  N6LXX System .,,CSQ,,"I-70,I-76,I-25,I-225",,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,45.7,E,yes,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,,CCARC,yes,,,,N6LXX,,,,,,,,Full-time to the  N6LXX System .,,107.2,,"I-70,I-76,I-25,I-225",,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,46,E,yes,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,E-power,3750,CCARC,yes,,,,,,,,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,46.2,E,yes,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,,CCARC,yes,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,46.2,E,yes,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,,yes,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,46.2,E,yes,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,,CCARC,yes,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,46.2,E,yes,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,,CCARC,yes,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,46.2,E,yes,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,200,,CCARC,yes,yes,7,,,,,,,,,,Full-time to the  Colorado TRBO System .,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,47.2,WSW,yes,447.05,442.05,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,,,CCARC,yes,,,,,,,,,,,,,,136.5,,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,56.6,W,yes,447.15,442.15,136.5,Garfield,On-Air,,,,,yes,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,68.7,W,yes,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,8,,CCARC,yes,,,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,47.4,E,yes,448.975,443.975,123,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,,CCARC,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,48.5,E,yes,446.975,441.975,,Jefferson,On-Air,W0DMR,,,,yes,yes,0,,,http://www.w0dmr.org/,,,,,,,,,,,Denver Metro Area,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,86,NNE,yes,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,,CCARC,yes,yes,2,,Brandmeister Network,http://www.w0dmr.org/,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,Northern Colorado Front Range Wide Area coverage.,,,1,2,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,1,1,2,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,50.3,SE,yes,449.7,444.7,107.2,Park,,CMRG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,78.9,SE,yes,147.27,147.87,,El Paso,On-Air,TRA,E-power.,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,79.1,SE,yes,449.575,444.575,,El Paso,On-Air,RMHARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,85.4,SE,yes,447.2,442.2,,El Paso,Testing,GGARC,,,,yes,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,108.9,WSW,yes,447.35,442.35,107.2,Delta,,Grand Mesa Repeater Assoc (GMRA),,,CCARC,yes,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,269.9,SE,yes,147.35,147.95,88.5,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,,yes,,,,,,,,,,,,,,88.5,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,51.1,E,yes,448.75,443.75,100,Jefferson,On-Air,,E-power.,,CCARC,yes,,,,N0ELY,,,,,,,,,,100,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,51.5,WSW,yes,146.67,146.07,107.2,Pitkin,On-Air,Ski Country ARC,Linked.,,CCARC,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,51.6,SE,yes,446.925,441.925,,Douglas,On-Air,,,,CCARC,yes,yes,7,,,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,,Full-time to the  Colorado TRBO System .,See the website for programming info.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,51.6,SE,yes,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,,,CCARC,yes,,,,Colorado ARES,,,,,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",146.2,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,64.1,ESE,yes,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,,,CCARC,yes,,,,Colorado ARES,,,,,,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",146.2,,"Denver metropolitan area, front range foothills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,52.1,E,yes,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,3241,,yes,,,,,http://www.dwarc.com,,,,,,,,,100,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,52.1,E,yes,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,CCARC,yes,,,,,http://www.DWARC.com,,,,,,,,,,,Denver Metro and surrounding,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,52.2,NE,yes,146.91,147.51,123,Boulder,On-Air,,,,,yes,,,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,,,,,,,,There is a MOU With BCARES for repeater use.,127.3,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,52.9,NE,yes,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,6,,CCARC,yes,,,,,BARC Repeaters,,,,,,,,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,53.1,NE,yes,146.61,146.01,100,Boulder,Off-Air,Boulder Amateur Radio Club,,7007,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,53.1,NE,yes,448.9,443.9,100,Boulder,On-Air,Boulder ARC,6,,CCARC,yes,,,,,,,,,,,,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,55,NE,yes,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,53.8,S,yes,146.745,146.145,100,Chaffee,Off-Air,CLARA,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,54.6,NE,yes,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,8,,CCARC,yes,,,,,RMVHS repeaters,,,,,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,Denver metro area.,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,55,NE,yes,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,8,,CCARC,yes,,,,,,,,,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,Denver metro area.,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,61.3,NE,yes,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,5,,CCARC,yes,,,,Boulder County ARES,,,,,,,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,55,NE,yes,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,57.6,NE,yes,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,57.6,NE,yes,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,yes,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,20,,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,55,NE,yes,449.4,444.4,91.5,Boulder,Off-Air,BARC,2,,CCARC,yes,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,58,NE,yes,146.73,146.13,91.5,Boulder,Off-Air,BARC,12,,CCARC,yes,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,91.5,,Local,,,,,,,DN70jb,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,56.5,NNE,yes,147.03,147.63,100,Boulder,On-Air,KI0HG,,,CCARC,yes,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,57.7,SE,yes,449.975,444.975,100,Douglas,On-Air,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,,CCARC,yes,,,,The Fun Machine,The Fun Machine,,,,,,,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,71.6,S,yes,449.975,444.975,100,Chaffee,On-Air,,2,7301,CCARC,yes,,,,,K0JSC.COM,,,,,,,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,100,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,DM68xk,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,81.6,SSE,yes,446.7375,441.7375,,Fremont,On-Air,,IPSC Link to the Colorado network on Talk Slot 2.,,CCARC,yes,yes,7,,Rocky Mountain Ham Radio,http://www.k0jsc.com,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,Full-time to the  Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,,,,,DM78ii,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,81.6,SSE,yes,447.25,442.25,100,Fremont,On-Air,,,7301,CCARC,yes,,,,,K0JSC dot Com,,,,,,,Full-time to the  The Fun Machine System .,,100,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Listen Live,DM78ik,363976,28368,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,84.5,SSE,yes,449.975,444.975,100,Fremont,On-Air,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,,CCARC,yes,,,,The Fun Machine,http://www.k0jsc.com,,,,,,,Full-time to the  The Fun Machine System .,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,84.6,SSE,yes,447.975,442.975,100,Fremont,On-Air,K0JSC,Autopatch.,7301,CCARC,yes,,,,,http://www.k0jsc.com,,,,,,,Full-time to the  The Fun Machine System .,,100,,"Canon City area. 
   Repeater Coverage Map",,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Listen Live,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,98,SSE,yes,448.325,443.325,100,Custer,On-Air,,,,,yes,,,,The Fun Machine,,,,,,,,Full-time to the  The Fun Machine System .,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,107.5,SE,yes,448.975,443.975,100,Pueblo,On-Air,,,7301,CCARC,yes,,,,,http://www.k0jsc.com,,,,,,,Full-time to the  The Fun Machine System .,Off air.  Will return to service,100,,,,,,,,Listen Live,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,115.6,SE,yes,446.9875,441.9875,,Pueblo,Off-Air,,,,CCARC,yes,yes,6,,RMHAM,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,115.6,SE,yes,447.275,442.275,100,Pueblo,On-Air,,,,CCARC,yes,,,,The Fun Machine,The Fun Machine,,,,,,,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""",100,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,130.3,SE,yes,449.975,444.975,100,Pueblo,On-Air,K0JSC,2,7301,CCARC,yes,,,,,K0JSC dot Com,,,,,,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,100,,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",Listen Live,DM78SA18,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,58.6,E,yes,449.3,444.3,100,Adams,On-Air,N1UPS,,3699,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,58.8,E,yes,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,58.9,E,yes,146.715,146.115,123,Denver,On-Air,EARS,E-power.,,CCARC,yes,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,58.9,E,yes,448.075,443.075,123,Denver,On-Air,W0IG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,58.9,E,yes,448.55,443.55,82.5,Denver,Off-Air,HPRA,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,59,E,yes,448.925,443.925,131.8,Boulder,On-Air,W0LMA,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,59.1,E,yes,447.175,442.175,100,Denver,On-Air,W0JRL,,,CCARC,yes,,,,,,,,,,,,,,100,,,,,,,,,,201712,29997,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,61,ESE,yes,449.95,444.95,77,Douglas,On-Air,W9SL Owner,,,CCARC,yes,,,,,,,,,,,,,,77,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,62.4,SE,yes,145.415,144.815,179.9,Teller,,MARC,"Closed autopatch, e-power.",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
