Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Grid,Coverage,Features,Notes,Web links,Coordination,EchoLink,IRLP,AllStar,Nets,Feed,Sponsor,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,Mixed-Mode,Local Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,Europe,TAC 310,Southwest USA,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,95.8,N,yes,53.05,51.35,107.2,107.2,Jefferson,Off-Air,,,yes,,,,,,,,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",10,,,CCARC,,,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,96.2,N,yes,1287.9,1267.9,CSQ,,Jefferson,Off-Air,,,yes,,,,,,,,,Fort Collins to Colorado Springs.,,,,CCARC,,,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,96.2,N,yes,224.98,223.38,107.2,107.2,Jefferson,Off-Air,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",yes,,,,,,,,,Wide area. Denver.,"Closed autopatch, e-power.",,,CCARC,347086,3990,,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,96.2,N,yes,447.15,442.15,107.2,107.2,Jefferson,Off-Air,,,yes,,,,,,,,,Wide area: Denver.,"Closed autopatch, e-power.",,,CCARC,,,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,106.7,N,yes,145.145,144.545,107.2,107.2,Clear Creek,On-Air,,,yes,,,,,,,,,Wide area. Denver metro.,E-power.,,http://www.w0cra.org/info/squaw.html#145145,CCARC,,,,,,Colorado Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,106.7,N,yes,447.575,442.575,107.2,107.2,Clear Creek,On-Air,,,yes,,,,,,,,,Wide area: Denver metro.,,,http://www.w0cra.org,CCARC,347088,3291,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,134,N,yes,145.46,144.86,107.2,107.2,Boulder,On-Air,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",yes,,,,,,,,,Boulder/Denver Metro,"Closed autopatch, e-power.",,,CCARC,347086,3990,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,134,N,yes,447.975,442.975,107.2,107.2,Boulder,On-Air,,,yes,,,,,,,,,Wide area: Boulder/Longmont area.,Closed autopatch.,,,CCARC,,,,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,54.1,WNW,yes,145.325,144.725,100,,Chaffee,On-Air,,,yes,,,,,,,,,wide area,,,,,,,,,,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,55.7,NE,yes,448.725,443.725,123,,El Paso,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,56.3,NW,yes,146.745,146.145,100,,Chaffee,Off-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,CLARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,58.7,N,yes,449.7,444.7,107.2,,Park,,,,yes,,,,,,,,,,,,,CCARC,,,,,,CMRG,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,59.6,NE,yes,449.575,444.575,,,El Paso,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,59.8,NE,yes,147.27,147.87,,,El Paso,On-Air,,,yes,,,,,,,,,,E-power.,,,,,,,,,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,72,NE,yes,447.2,442.2,,,El Paso,Testing,Garden of the Gods Amateur Radio Club,,yes,,,,,,,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,GGARC,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,147.9,WNW,yes,447.35,442.35,107.2,,Delta,,,,yes,,,,,,,,,,,,GMRA Repeaters,CCARC,,,,,,Grand Mesa Repeater Assoc (GMRA),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,171.1,S,yes,145.19,144.59,162.2,,Bernalillo,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,188.9,SE,yes,147.35,147.95,88.5,88.5,Cimarron,On-Air,,,yes,,,,,,,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,59.6,NE,yes,448.6,443.6,114.8,,El Paso,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",yes,,,,,,,,,,,,,CCARC,,,,,,W0MOG,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,59.6,NE,yes,927.8,902.8,D116,,Teller,On-Air,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",yes,,,,,,,,,,6,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,59.8,NE,yes,147.39,147.99,103.5,,El Paso,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,64,NE,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,,,yes,,,,,,,,,Local,,,,,,,,,,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,59.6,NE,yes,448.3,443.3,100,,El Paso,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,60.6,NE,yes,147.135,147.735,100,,El Paso,On-Air,,,yes,,,,,,,,,,6,,,CCARC,,,,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,59.6,NE,yes,447.35,442.35,151.4,,El Paso,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,59.8,NE,yes,146.91,146.31,151.4,151.4,El Paso,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,59.6,NE,yes,447.025,442.025,123,,El Paso,Off-Air,,,yes,,,,,,,,,,"Closed autopatch, e-power, linked, remote base.",,,CCARC,,,,,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,59.6,NE,yes,448.25,443.25,123,,El Paso,Off-Air,,,yes,,,,,,,,,Colorado Springs,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,59.8,NE,yes,146.85,146.25,103.5,,El Paso,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,59.9,SSE,yes,449.75,444.75,100,100,Las Animas,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,yes,,,,,,,,,,,,The Fun Machine,CCARC,363976,7301,28368,,,N0ZSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,89.1,NNW,yes,147.24,147.84,156.7,156.7,Lake,Off-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,63.3,NNE,yes,447.675,442.675,179.9,179.9,Teller,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,63.3,NNE,yes,927.9,902.9,D205,D205,Teller,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,63.4,NNE,yes,145.415,144.815,179.9,,Teller,,,,yes,,,,,,,,,,"Closed autopatch, e-power.",,,CCARC,,,,,,MARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,63.4,NNE,yes,449.025,444.025,141.3,,Teller,,,,yes,,,,,,,,,,Linked.,,,CCARC,,,,,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,63.3,NNE,yes,449.325,444.325,103.5,103.5,Teller,On-Air,Amateur Radio Motorcycle Club,,yes,,,,,,,,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,Node # 27976,,CCARC,,,27976,"Sunday 1500 MST
Tuesday 1730 MST",,KA4EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,67,WNW,yes,447.65,442.65,151.4,151.4,Gunnison,On-Air,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",yes,,,,,,,,,Gunnison valley and along East and west on Highway 50.,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,CCARC,,,,,,KB0YNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,121.1,W,yes,448.65,443.65,,151.4,Montrose,On-Air,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",yes,,,,,,,,,Wide area.,,,,,,,,,,KB0YNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,136.7,W,yes,449.7,444.7,107.2,107.2,San Miguel,On-Air,,Full-time to the  GMRA Open System .,yes,,,,,,,,,Wide Area via links - Western Colorado - Eastern Utah,E-power.,Closed IRLP out - Ask for a control Op,,CCARC,,3710,,RACES: Wed at 19:30.,,Grand Mesa Repeater Association ( GMRA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,148.2,WNW,yes,449.65,444.65,151.4,151.4,Mesa,On-Air,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",yes,,,,,,,,,Wide area coverage,NWS weather alert system.,,,CCARC,,8162,,,,Keri Washburn,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,175,W,yes,449.4,444.4,131.8,131.8,Mesa,On-Air,,Full-time to the  GMRA Open System .,yes,,,,,,,,,Wide area via links - Western Colorado - Eastern Utah,E-power.,Closed IRLP out - Ask for a control op,http://www.gmra.org,CCARC,,3710,,RACES Wed 1930 Hrs,,"WA4HND,  Grand Mesa Repeater Association",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,73.5,NNE,yes,447.725,442.725,100,100,El Paso,On-Air,,,yes,,,,,,,,,Local.,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,,,,,K0NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,75,NNE,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,,,yes,,,,,,,,,Wide area coverage at 8300,,,,,10079,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,N0OBA Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,78,NE,yes,447.625,442.625,100,100,El Paso,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,yes,,,,,,,,,,Linked.,,,,363976,7301,28299,,,KD0MDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,80.4,NNE,yes,446.925,441.925,,,Douglas,On-Air,,Full-time to the  Colorado TRBO System .,yes,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,See the website for programming info.,Rocky Mountain Ham Radio,CCARC,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,80.4,NNE,yes,447.525,442.525,146.2,146.2,Douglas,On-Air,Colorado ARES,,yes,,,,,,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,CCARC,,,,,,EmComm Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,99.9,NNE,yes,447.525,442.525,203.5,146.2,Douglas,On-Air,Colorado ARES,,yes,,,,,,,,,"Denver metropolitan area, front range foothills",,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,CCARC,,,,,,EmComm Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,81.5,NNW,yes,447.125,442.125,103.5,103.5,Park,On-Air,"Park County Radio Club, AB0PC",,yes,,,,,,,,DM69wf,"Covers Fairplay, Alma, and western South Park.",Emergency automatic generator.,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,CCARC,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,KC0UFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,81.9,WSW,yes,146.925,146.325,,,Mineral,Off-Air,,,yes,,,,,,,,,,,WA0JS license expired,,CCARC,,,,,,Creede ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,84,WNW,yes,449.95,444.95,,,Gunnison,,,,yes,,,,,,,,,,,,,CCARC,,,,,,K5GF,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,84,WNW,yes,147.12,147.72,,,Gunnison,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,W0VTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,84.1,SE,yes,446.775,441.775,,,Las Animas,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Cheyenne Mountain Repeater Group (CMRG),yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,95.8,SE,yes,446.775,441.775,,,Colfax,On-Air,,,yes,,,,,,,,,,,,http://www.cmrg.org/,NMFCC,,,,,,Cheyenne Mountain Repeater Group,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,85,SE,yes,147.375,147.975,100,100,Las Animas,Off-Air,,,yes,,,,,,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,CCARC,,,,,,K0BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,85,SE,yes,447.375,442.375,100,,Las Animas,On-Air,,,yes,,,,,,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",E-power (batt).,,,CCARC,,,,,,KG5JL,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,87.8,N,yes,146.895,146.295,100,100,Park,On-Air,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",yes,,,,,,,,,285,25,,Park County Radio Club (PCRC),CCARC,,,45835,Wed at 19:30.,,AB0RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,89.7,WSW,yes,449.525,444.525,100,100,Mineral,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,yes,,,,,,,,DM67lt,,,,,,,,43265,,,N0PKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,93.1,SSW,yes,147.22,147.82,100,,Rio Arriba,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,Wide area.,10,,,NMFCC,,,,,,New Mexico Mega Link Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,102,SE,yes,147.28,147.88,100,,Colfax,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,Wide area.,8,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,106.2,S,yes,147.14,147.74,67,,Taos,On-Air,TaosARC,Full-time to the  Mega-Link System .,yes,,,,,,,,,,11,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,106.7,S,yes,444.35,449.35,100,,Colfax,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,,,11,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,151.8,SSE,yes,147.2,147.8,67,,Mora,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,,8,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,163.7,S,yes,147.26,147.86,67,,San Miguel,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,Wide area.,11,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,165.1,SSW,yes,147.24,147.84,67,,Sandoval,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,Wide area.,9,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,166.3,SW,yes,147.28,147.88,67,,San Juan,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,Wide area.,6,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,238.8,SW,yes,147.22,147.82,67,,McKinley,On-Air,,Full-time to the  Mega-Link System .,yes,,,,,,,,,Wide area.,"Closed autopatch, e-power.",,,NMFCC,,,,,,New Mexico Mega Link Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,93.2,SSW,yes,146.76,146.16,67,,Rio Arriba,On-Air,,,yes,,,,,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",11,,,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,95.4,S,yes,145.25,144.65,123,,Taos,On-Air,,,yes,,,,,,,,,,,,Taos Amateur Radio Club,NMFCC,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,99.6,S,yes,145.39,144.79,100,,Taos,On-Air,,,yes,,,,,,,,,Wide area.,"E-power, linked.",,Taos Amateur Radio Club,NMFCC,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,106.4,SSW,yes,146.76,146.16,67,,Taos,On-Air,,,yes,,,,,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",11,,,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.8,S,yes,51.5,51.5,100,,Taos,On-Air,,,yes,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,130.8,S,yes,147.12,147.72,67,,Taos,On-Air,ARRL,,yes,,,,,,,,,Wide area.,E-power.,,http://taosarc.org/,NMFCC,828279,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.8,S,yes,224.4,222.8,225.7,,Taos,On-Air,,,yes,,,,,,,,,,,,http://taosarc.org,NMFCC,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.9,S,yes,449.875,444.875,123,,Taos,Off-Air,,,yes,,,,,,,,,,"Linked to 147.34, E-Power.",,,NMFCC,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,93.4,N,yes,447.5,442.5,88.5,88.5,Jefferson,On-Air,,,yes,,,,,,,,,Wide area.,E-power.,,,CCARC,,,,,,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,95.5,N,yes,147.12,147.72,88.5,88.5,Jefferson,On-Air,,,yes,,,,,,,,,Denver metro and east.,E-power.,,http://www.n0ara.org,CCARC,,,,,,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,96.4,N,yes,146.88,146.28,100,,Jefferson,On-Air,,,yes,,,,,,,,,Wide Area,E-power.,6,DRL Repeaters,CCARC,,,,,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,96.4,N,yes,449.6,444.6,100,,Jefferson,On-Air,,,yes,,,,,,,,,,,,DRL Repeaters,CCARC,690473,3345,,,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
