Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Coverage,Sponsor,Links,Downlink Tone,Notes,Affiliate,IRLP,Nets,Commands,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,Feed,Grid,AllStar,English,Europe,TAC 310,DCI Bridge,Southwest USA,EchoLink,On-air,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,87.6,NNW,yes,448.15,443.15,100,Mesa,On-Air,,,CCARC,yes,,,,,,,7963,,,,,,,,,,,,,,,,,,,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,98.9,NNW,yes,146.82,146.22,107.2,Mesa,On-Air,,,CCARC,yes,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,93.3,NNW,yes,446.9125,441.9125,,Mesa,On-Air,,,,yes,"Grand Junction, I70",Bill Frost,,,Brandmeister network,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,98.1,W,yes,146.61,146.01,88.5,San Juan,On-Air,Remote base.,http://www.sdarc.us/repeaters/abajo.html,UVHFS,yes,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,,,11.36,,3270,,,,,,,,,,,,,,,,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,171.5,W,yes,147.08,147.68,136.5,Wayne,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/mt-ellen.html,UVHFS,yes,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,11,,3270,,,,,,,,,,,,,,,,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,185.3,WNW,yes,448.55,443.55,88.5,Emery,On-Air,Remote base.,,UVHFS,yes,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",N7QLO,,,Stand alone.,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,185.4,WNW,yes,147.14,147.74,88.5,Emery,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/cedar.html,UVHFS,yes,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,7,,3270,,,,,,,,,,,,,,,,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,191.7,NW,yes,147.32,147.92,88.5,Carbon,On-Air,Remote base.,http://sdarc.us/repeaters/bruin.html,UVHFS,yes,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,,,110,,3270,,,,,,,,,,,,,,,,,,DM49tp,,,,,,,64264,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,191.7,NW,yes,449.05,444.05,88.5,Carbon,On-Air,Remote base.,http://sdarc.us/repeaters/bruin.html,UVHFS,yes,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,64264,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,211.3,WNW,yes,147.06,147.66,88.5,Emery,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/horn.html,UVHFS,yes,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,8,,3270,,,,,,,,,,,,,,,,,,DM49kf,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,223.8,NW,yes,145.31,144.71,88.5,Carbon,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/ford.html,UVHFS,yes,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,Sinbad Desert ARC,,,9,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,228.6,NW,yes,147.08,147.68,88.5,Carbon,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/boardinghouse.html,UVHFS,yes,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,9,,3270,,,,,,,,,,,,,,,,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,98.1,W,yes,223.94,222.34,,San Juan,,11,,UVHFS,yes,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,98.1,W,yes,447.1,442.1,107.2,San Juan,On-Air,E-power.,http://gmra.org,UVHFS,yes,Wide area.,Grand Mesa Repeater Association (GMRA),Full-time to the  GMRA Open System .,107.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,98.1,W,yes,447.4,442.4,,San Juan,,11,,UVHFS,yes,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,102.7,WNW,yes,146.76,146.16,88.5,Grand,On-Air,,http://www.sdarc.us/repeaters/bald.html,UVHFS,yes,Moab and immediate surroundings.,Sinbad Desert ARC,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,102.9,WNW,yes,449.1,444.1,107.2,Grand,On-Air,8,GMRA Repeaters,UVHFS,yes,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",Grand Mesa Repeater Association (GMRA),,107.2,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,115.1,WNW,yes,146.9,146.3,88.5,Grand,On-Air,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",http://sdarc.us/repeaters/moab.html,UVHFS,yes,Moab and immediate surroundings.,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,98.9,NNW,yes,449,444,,Mesa,On-Air,,,CCARC,yes,,KB0SW,,107.2,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,100,N,yes,449.5,444.5,107.2,Mesa,Off-Air,E-power.,,CCARC,yes,,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,140.6,NNW,yes,447,442,107.2,Garfield,On-Air,8,,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,98.9,NNW,yes,145.22,144.62,107.2,Mesa,,,,CCARC,yes,,KE0TY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,98.9,NNW,yes,147.39,147.99,107.2,Mesa,,Linked.,,CCARC,yes,,KE0TY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,98.9,NNW,yes,147.105,147.705,,Mesa,On-Air,,,CCARC,yes,,K0SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,98.9,NNW,yes,447.5,442.5,114.8,Mesa,,,,CCARC,yes,,KC0ARV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,98.9,NNW,yes,446.775,441.775,,Mesa,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,98.9,NNW,yes,449.775,444.775,173.8,Mesa,On-Air,,,CCARC,yes,,,,88.5,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,99.8,E,yes,449.65,444.65,107.2,Chaffee,On-Air,E-power.,CMRG Repeaters,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,100.4,E,yes,145.295,144.695,107.2,Chaffee,On-Air,,CMRG Repeaters,CCARC,yes,Wide area.,Cheyenne Mtn Repeater Group,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,136.1,ESE,yes,449.625,444.625,107.2,Custer,On-Air,E-power.,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,144.5,NE,yes,147.36,147.96,107.2,Park,On-Air,E-power.,CMRG Repeaters,CCARC,yes,Wide area.,,,107.2,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.9,E,yes,146.76,146.16,107.2,El Paso,On-Air,"Closed autopatch, e-power.",,CCARC,yes,,Cheyenne Mountain Repeater Group,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.9,E,yes,448,443,107.2,El Paso,On-Air,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.9,E,yes,448.1,443.1,107.2,El Paso,On-Air,"Closed autopatch, e-power.",CMRG Repeaters,CCARC,yes,Wide area.,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,164,E,yes,147.345,147.945,107.2,El Paso,On-Air,"Closed autopatch, e-power.",http://www.cmrg.org/,CCARC,yes,Wide area.,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",107.2,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,165.1,E,yes,145.375,144.77,,El Paso,Off-Air,,http://www.cmrg.org,CCARC,yes,wide area,Cheyenne Mountain Repeater Group (CMRG),,,Repeater off air for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,165.1,E,yes,446.9125,441.9125,,El Paso,On-Air,,,,yes,,Cheyenne Mountain Repeater Group (CMRG),,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,165.1,E,yes,927.85,902.85,D114,Teller,On-Air,9,http://www.cmrg.org,CCARC,yes,,CMRG,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,179.1,SE,yes,449.6,444.6,107.2,Las Animas,Off-Air,E-power.,CMRG Repeaters,CCARC,yes,Wide area.,Cheyenne Mtn Rptr Grp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,99.8,E,yes,449.925,444.925,103.5,Chaffee,On-Air,E-power (Bat),,CCARC,yes,"Upper Arkansas and Platte Rivers, and the SLV",,,103.5,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,119.5,NE,yes,448.575,443.575,103.5,Park,Off-Air,,,CCARC,yes,Western Park County,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,100,E,yes,449.975,444.975,100,Chaffee,On-Air,2,K0JSC.COM,CCARC,yes,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,Full-time to the  The Fun Machine System .,100,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,7301,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,DM68xk,28368,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,121.8,ESE,yes,448.325,443.325,100,Custer,On-Air,,,,yes,,,Full-time to the  The Fun Machine System .,100,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,136.5,E,yes,446.7375,441.7375,,Fremont,On-Air,IPSC Link to the Colorado network on Talk Slot 2.,http://www.k0jsc.com,CCARC,yes,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,Full-time to the  Colorado TRBO System .,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,Rocky Mountain Ham Radio,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,DM78ii,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,136.5,E,yes,447.25,442.25,100,Fremont,On-Air,,K0JSC dot Com,CCARC,yes,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,Full-time to the  The Fun Machine System .,100,,,7301,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,Listen Live,DM78ik,28368,,,,,,363976,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,138.9,E,yes,447.975,442.975,100,Fremont,On-Air,Autopatch.,http://www.k0jsc.com,CCARC,yes,"Canon City area. 
   Repeater Coverage Map",K0JSC,Full-time to the  The Fun Machine System .,100,,,7301,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,Listen Live,,28368,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,141.2,E,yes,449.975,444.975,100,Fremont,On-Air,Simulcast TX / Voted RX with Cedarwood and Salida,http://www.k0jsc.com,CCARC,yes,,K0JSC,Full-time to the  The Fun Machine System .,100,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,163,E,yes,448.975,443.975,100,Pueblo,On-Air,,http://www.k0jsc.com,CCARC,yes,,,Full-time to the  The Fun Machine System .,100,Off air.  Will return to service,,7301,,,,,,,,,,,,,,,,,Listen Live,,28368,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,168.7,ESE,yes,446.9875,441.9875,,Pueblo,Off-Air,,Rocky Mountain Ham Radio,CCARC,yes,,,Full-time to the  Colorado TRBO System .,,,RMHAM,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,168.7,ESE,yes,447.275,442.275,100,Pueblo,On-Air,,The Fun Machine,CCARC,yes,,,Full-time to the  The Fun Machine System .,100,"Moved to Pueblo.  Now called ""Pueblo Metro""",The Fun Machine,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,170.6,NE,yes,449.975,444.975,100,Douglas,On-Air,Simulcast and Voted with Cedarwood and Methodist.,The Fun Machine,CCARC,yes,,K0JSC,Full-time to the  The Fun Machine System .,100,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,173.7,ESE,yes,449.975,444.975,100,Pueblo,On-Air,2,K0JSC dot Com,CCARC,yes,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",100,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,7301,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,Listen Live,DM78SA18,28368,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,100.9,NE,yes,146.745,146.145,100,Chaffee,Off-Air,E-power.,,CCARC,yes,,CLARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,101.4,NNW,yes,145.175,144.575,107.2,Mesa,On-Air,"E-power,",,CCARC,yes,Greater grand Junction area.,,,,,,3161,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,104.6,NW,yes,146.94,146.34,107.2,Mesa,On-Air,E-power and autopatch for WCARC members,http://w0rrz.org,CCARC,yes,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,,107.2,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,103.3,E,yes,446.975,441.975,,Chaffee,On-Air,,KD0QPG,CCARC,yes,,Crestone Amateur Radio Emergency Services,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,104.5,NNE,yes,447.05,442.05,136.5,Pitkin,On-Air,,,CCARC,yes,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,115.6,NNE,yes,447.15,442.15,136.5,Garfield,On-Air,,,,yes,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,121.5,N,yes,147.3,147.9,107.2,Garfield,Off-Air,8,,CCARC,yes,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
